LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A51115,0.38534,2.37261,0.00524,0.60141,0.04963,14.4885,16.2384,0.00032,0.17548,0.00436,0.20243,0.00619,0.70248,1.20856,1.93095,0.10583,1.86919,0.00466,0.02197
A51119,0.51302,2.34269,0.02058,0.57392,0.04731,14.9855,16.6505,0.00016,0.16218,0.00748,0.19845,0.02272,0.07497,1.74603,1.84926,0.31052,0.9125,0.41571,0.02196
A51199,0.1466,2.17928,0.00962,0.70715,0.02838,11.6639,16.4029,0.00046,0.17803,0.03216,0.22201,0.00368,0.39336,1.72637,2.204,0.07063,2.07925,0.01016,0.02266
F51199,0.158,2.16391,0.00996,0.70745,0.02982,11.6348,16.3874,0.00046,0.17775,0.0323,0.22196,0.00368,0.39663,1.72304,2.20419,0.07563,2.074,0.01048,0.02266
A51095,0.28284,3.46412,0.02021,0.61051,0.0364,19.4195,17.3395,0.00016,0.18092,0.01232,0.22471,0.0077,0.12362,1.91279,2.08423,0.08428,2.02791,0.01428,0.0226
A51097,0.23776,1.39239,0.01209,0.63774,0.04572,7.98922,14.5896,1e-05,0.19232,0.01849,0.20411,0.00231,0.23472,1.69336,2.09465,0.30228,1.57093,0.07766,0.01469
A51127,0.40907,1.78809,0.01603,0.60695,0.05035,11.3565,17.2026,0.00045,0.15712,0.03421,0.2245,0.00715,0.16989,1.78695,2.0792,0.26213,1.83526,0.02843,0.02227
A51830,0.20458,2.49424,0.00641,0.60008,0.02725,13.4994,11.041,0.01059,0.05337,0.10745,0.16671,0.00645,0.34227,1.31219,1.70561,0.06133,1.7335,0.00527,0.02281
F51095,0.27662,3.48599,0.01962,0.61052,0.03512,19.4962,17.339,0.00016,0.18111,0.01218,0.22468,0.00775,0.12191,1.91589,2.08448,0.08226,2.03012,0.01411,0.02263
F51830,0.23071,2.44673,0.00663,0.60073,0.03305,13.3877,11.0281,0.01074,0.05244,0.10803,0.16672,0.00648,0.34421,1.30976,1.7053,0.06933,1.72542,0.00535,0.0229
A51650,0.1489,1.87037,0.00617,0.54642,0.02082,10.1067,11.3876,0.00881,0.05784,0.09456,0.15978,0.0089,0.26205,1.31313,1.60952,0.04757,1.51196,0.00545,0.02262
A51735,0.11165,2.16297,0.00568,0.57556,0.01584,11.3864,10.9487,0.0073,0.0386,0.1129,0.15594,0.0069,0.18439,1.3518,1.57501,0.0325,1.47648,0.00522,0.0226
F51650,0.12741,1.89663,0.00589,0.54654,0.0191,10.1308,11.3203,0.00837,0.05869,0.09414,0.15974,0.0086,0.26133,1.31538,1.60958,0.04045,1.51912,0.00535,0.02259
F51735,0.21175,2.02948,0.00683,0.58034,0.02256,11.2185,10.9298,0.00775,0.03582,0.11524,0.15581,0.00711,0.18537,1.3467,1.574,0.06285,1.44573,0.00562,0.02264
A51101,0.40367,1.41603,0.01683,0.60621,0.06728,8.85917,15.5307,6e-05,0.15709,0.02249,0.21896,0.00461,0.1352,1.79062,2.05867,0.33605,1.35483,0.22483,0.01445
A51033,0.5556,1.34482,0.02571,0.61672,0.09118,9.31651,15.8969,9e-05,0.1565,0.02464,0.21477,0.00361,0.17136,1.72322,2.04544,0.32937,1.16964,0.23935,0.01303
F51033,0.8163,1.2251,0.02502,0.63692,0.10625,10.3464,16.5634,0.00051,0.15276,0.03641,0.21817,0.00508,0.19164,1.71086,2.0607,0.37484,1.63035,0.03666,0.01154
A51177,2.02739,0.61762,0.04578,0.61723,0.36129,14.4638,16.9281,0.00066,0.17438,0.01885,0.22058,0.00754,0.20299,1.71012,2.06822,0.60209,1.59336,0.02603,0.01228
F51177,2.05267,0.61073,0.04581,0.61812,0.37035,14.5496,16.9422,0.00067,0.17418,0.01898,0.22089,0.00765,0.2028,1.70998,2.06875,0.60856,1.58639,0.02587,0.01221
F51101,1.28443,1.13246,0.0224,0.65242,0.19217,13.2786,15.953,0.00098,0.17269,0.02475,0.2135,0.01318,0.16268,1.80165,2.08904,0.52175,1.75652,0.01847,0.01444
A51109,0.80412,1.90526,0.02578,0.68602,0.11189,14.2579,12.7229,0.00037,0.18737,0.01463,0.20469,0.00217,0.56166,1.47385,2.13112,0.24995,1.96418,0.01958,0.00527
A51003,0.27543,3.19587,0.00288,0.47739,0.05454,17.6957,17.663,0.00014,0.1966,0.003,0.2147,0.00152,1.46686,0.73246,2.14423,0.08622,2.15545,0.00266,0.0098
A51065,0.46328,1.30872,0.00992,0.57179,0.10671,8.68879,13.9263,0.0001,0.15829,0.01261,0.19397,0.00141,0.64732,1.23392,1.93935,0.3228,1.28436,0.14759,0.01065
A51075,0.66091,1.60035,0.01144,0.6136,0.11839,11.8257,15.2001,0.00064,0.18508,0.01108,0.1971,0.00185,1.02526,1.01964,2.04557,0.23314,1.96481,0.00706,0.0009
A51103,0.7533,2.15033,0.00269,0.69099,0.07851,15.3041,11.2887,0.00221,0.18885,0.00665,0.2002,0.00504,1.49433,0.58542,2.07572,0.35995,1.46031,0.00765,0.02241
A51133,0.88623,2.04533,0.02168,0.69876,0.14816,15.4587,12.3949,0.00113,0.17954,0.01722,0.21209,0.01336,0.26787,1.73731,2.10378,0.35905,1.7826,0.02475,0.02241
A51057,0.19902,1.62303,0.02852,0.79582,0.06736,9.01626,16.3777,3e-05,0.19069,0.05193,0.23034,0.00221,0.14497,2.0484,2.40683,0.17737,0.94614,0.97612,0.02197
A51159,0.3299,1.67261,0.00442,0.67285,0.07088,9.75541,16.3551,0.00015,0.17797,0.00549,0.21906,0.00257,1.3932,0.66066,2.02568,0.27229,1.35967,0.1772,0.02241
F51159,0.64359,1.91695,0.00454,0.66352,0.08672,13.5873,11.9255,0.00095,0.18647,0.0053,0.19428,0.00441,1.38715,0.6583,2.024,0.41351,1.03715,0.04078,0.02241
A51099,0.66963,2.26964,0.01795,0.55864,0.12919,15.6067,18.8224,0.00035,0.18774,0.009,0.23114,0.00247,0.73917,1.35213,2.11058,0.27484,1.99544,0.01366,0.02197
A51630,1.11703,0.79076,0.03034,0.18655,0.15734,9.54471,12.9739,0.01992,0.02061,0.15209,0.19217,0.00237,0.40383,1.3647,1.93376,0.3357,1.66666,0.01984,0.00813
F51057,0.40607,2.0842,0.02861,0.80096,0.11104,12.0294,17.0517,0.00043,0.17215,0.04852,0.24159,0.00454,0.23004,1.99724,2.37996,0.20998,1.91309,0.04959,0.02197
F51099,0.65373,2.36413,0.01638,0.56015,0.10405,16.0121,18.8733,0.00038,0.18787,0.0085,0.23181,0.00277,0.73646,1.35541,2.1118,0.29942,1.97222,0.01238,0.02197
F51630,2.11238,1.14028,0.02075,0.58301,0.43238,15.9451,12.5407,0.05077,0.03481,0.10827,0.14995,0.00945,0.44742,1.37403,1.91202,0.64328,1.35253,0.01314,0.00812
A51047,0.42461,1.33067,0.10642,0.66245,0.09732,8.50772,14.4086,0.0001,0.13545,0.05317,0.20471,0.0041,0.07514,1.95045,2.08564,0.20439,1.15556,0.63307,0.01035
A51061,0.86083,3.42905,0.02928,0.63499,0.09989,22.1153,16.8214,0.00032,0.18745,0.01377,0.22108,0.00323,0.33321,1.7143,2.15836,0.29113,1.95648,0.01922,0.02121
A51157,0.46426,3.99744,0.17293,0.55609,0.05553,23.6737,17.2195,2e-05,0.19291,0.00658,0.2133,0.00097,0.21919,1.83228,2.1425,0.14645,1.97968,0.15098,0.01616
B51061,0.20277,2.98788,0.08444,0.59656,0.05552,16.8347,17.2375,7e-05,0.18821,0.01065,0.21714,0.00112,0.2622,1.79168,2.14853,0.08166,2.15615,0.08262,0.01554
B51157,0.48615,4.89577,0.12507,0.58557,0.0864,28.072,17.0053,4e-05,0.19658,0.0061,0.21306,0.0028,0.17021,1.9562,2.16625,0.13588,2.07382,0.12644,0.01613
F51061,0.83771,2.35219,0.02475,0.62657,0.0818,16.7022,17.452,0.00036,0.1872,0.0121,0.22274,0.00417,0.27086,1.76154,2.1578,0.29622,1.995,0.02009,0.02184
F51157,0.5045,3.90974,0.17739,0.55722,0.14721,23.3797,17.2177,3e-05,0.19272,0.00659,0.21346,0.00111,0.25405,1.78738,2.14299,0.17595,1.94838,0.15054,0.01642
A51113,0.43806,2.12337,0.05944,0.47394,0.05424,13.5797,17.0953,3e-05,0.18705,0.00764,0.20969,0.00162,0.11652,1.86587,2.09684,0.22317,1.78681,0.14609,0.01408
B51113,0.69678,2.90071,0.11936,0.53696,0.12901,19.0648,17.221,8e-05,0.19057,0.00662,0.2141,0.0049,0.11707,1.96249,2.12534,0.18435,2.06432,0.07904,0.01579
F51113,0.63252,2.19036,0.06784,0.49668,0.18924,14.8393,17.2208,4e-05,0.1864,0.00736,0.21012,0.00284,0.11301,1.88177,2.09319,0.19662,2.02098,0.07893,0.01566
A51079,0.70087,1.88823,0.02231,0.59593,0.1363,13.6858,16.5371,0.00024,0.1865,0.01232,0.21354,0.00406,0.2482,1.7227,2.11081,0.28849,1.94053,0.0329,0.01462
B51079,0.88754,2.45979,0.02342,0.61645,0.34519,17.3347,17.1214,0.00045,0.19093,0.0092,0.22013,0.00777,0.27507,1.77067,2.15788,0.25366,2.08984,0.01737,0.01451
F51079,0.97686,1.65716,0.03315,0.58568,0.42398,13.7899,16.8515,0.00033,0.18145,0.01544,0.21235,0.00565,0.18786,1.78326,2.10908,0.37329,1.88354,0.03856,0.01545
A51137,0.81434,1.68078,0.03266,0.57846,0.10606,13.2503,16.5606,0.0002,0.183,0.01434,0.21196,0.00292,0.21231,1.73548,2.10898,0.33358,1.91339,0.0325,0.01267
F51137,0.8207,1.53289,0.03215,0.58213,0.10278,12.6024,16.6985,0.00022,0.18232,0.01591,0.21032,0.00327,0.18676,1.76174,2.10294,0.35449,1.90218,0.03512,0.00813
A24005,0.08856,1.01462,0.02441,0.75662,0.02346,5.72796,17.9152,1e-05,0.19254,0.04857,0.24064,0.00186,0.1124,2.22345,2.47583,0.15673,0.98501,1.35525,0.01082
A24510,0.49537,1.81718,0.01259,0.80466,0.07019,11.5746,19.891,0.00434,0.06209,0.12705,0.26005,0.00196,0.77267,1.70379,2.55729,0.21145,2.38019,0.03923,0.01093
F24005,0.07879,0.99285,0.02226,0.76362,0.022,5.54901,17.7925,2e-05,0.19313,0.0486,0.24312,0.00177,0.11653,2.21765,2.48775,0.15249,0.96219,1.38233,0.01769
F24510,0.48109,1.84501,0.01135,0.80153,0.05421,11.6356,19.5511,0.00479,0.06272,0.1309,0.26028,0.00196,0.78691,1.69599,2.55772,0.20222,2.4665,0.03044,0.01093
A24013,0.13731,2.16693,0.01183,1.14736,0.03789,11.9641,27.8818,6e-05,0.29295,0.01932,0.33358,0.00151,1.44161,1.82179,3.38295,0.28574,1.35312,0.49311,0.01369
F24013,0.45242,3.55508,0.01394,1.23357,0.1171,20.2973,26.178,0.00146,0.283,0.02694,0.33354,0.00426,1.58964,1.77403,3.25784,0.1904,2.19069,0.0096,0.01384
A24025,0.1384,1.68919,0.01776,0.83903,0.04031,9.23551,18.3956,7e-05,0.20259,0.05404,0.24985,0.00221,0.32793,2.10184,2.60883,0.17695,1.5812,0.25445,0.01041
F24025,0.16552,2.5886,0.01638,0.85076,0.04761,13.5478,18.4985,0.00091,0.18064,0.06318,0.25777,0.00443,0.42364,2.07063,2.59939,0.07013,2.34763,0.0139,0.01044
A10001,0.12475,1.4536,0.00913,1.14879,0.02691,7.98305,24.2846,2e-05,0.29456,0.01513,0.31629,0.00119,1.44314,1.65199,3.17478,0.26679,1.00858,0.68128,0.01961
A10005,0.08095,1.48445,0.00299,1.29804,0.0174,8.11031,54.7998,1e-05,0.31929,0.00316,0.33387,0.00526,2.5071,0.84675,3.12612,0.37095,1.12114,0.26094,0.00723
A24011,0.35857,2.41579,0.00774,0.80295,0.08524,14.0901,19.3203,0.00051,0.23079,0.01499,0.26239,0.00441,1.28543,1.37711,2.59313,0.22195,2.35296,0.00641,0.01213
A24019,0.60618,2.11788,0.0071,0.78874,0.13651,13.6561,18.4533,0.00228,0.20988,0.02379,0.24458,0.00941,1.08679,1.40876,2.4577,0.25166,2.00601,0.00545,0.01433
A24045,0.35801,2.02156,0.00691,0.70712,0.06124,11.8549,18.3478,0.00145,0.1836,0.0346,0.25245,0.0061,0.79575,1.51311,2.3544,0.21351,2.29334,0.00807,0.01547
F24019,0.2719,2.47602,0.00666,0.79142,0.09337,13.7455,18.3666,0.00165,0.21079,0.02493,0.24363,0.00633,1.09574,1.40463,2.45753,0.12196,2.13575,0.00535,0.01453
A24047,1.03371,1.44542,0.011,0.78424,0.23843,12.4178,16.6271,0.00609,0.16951,0.05535,0.22646,0.00606,0.69611,1.56446,2.36108,0.55062,1.60389,0.02395,0.01548
F24045,0.61251,1.98958,0.00726,0.75689,0.11074,13.49,16.3672,0.0038,0.20078,0.02596,0.2279,0.01308,0.83146,1.49562,2.37707,0.24743,2.26126,0.00663,0.0144
A24039,0.66561,2.0466,0.00639,0.78208,0.20694,13.312,18.4982,0.00899,0.19234,0.0399,0.24465,0.01306,1.15901,1.35122,2.4769,0.24335,2.14449,0.00503,0.01399
A51001,1.03357,1.37918,0.0066,0.85702,0.2482,11.6439,17.7896,0.01125,0.15699,0.03708,0.23019,0.01357,0.96861,1.27088,2.30141,0.65743,0.99592,0.14671,0.01401
F24039,0.3152,2.41695,0.00583,0.78734,0.13578,13.4308,18.3655,0.00644,0.19607,0.04027,0.24291,0.00924,1.16719,1.34616,2.47827,0.12029,2.26779,0.00479,0.01399
F51001,1.02989,1.38007,0.00659,0.8569,0.24682,11.6482,17.7764,0.01126,0.15699,0.03709,0.23017,0.01357,0.96868,1.27074,2.30117,0.65566,0.99825,0.14705,0.014
A51131,0.60913,2.49491,0.00583,0.95133,0.12863,15.6707,21.0687,0.00095,0.2388,0.01001,0.26294,0.00673,1.51168,1.28031,2.69336,0.49393,1.58256,0.04691,0.01399
F51131,0.68344,2.4141,0.00593,0.95297,0.13944,15.6431,21.0788,0.00096,0.2387,0.01009,0.26371,0.00679,1.51281,1.27909,2.69249,0.52546,1.55881,0.04543,0.01398
F10005,0.09249,2.56943,0.00294,1.29496,0.02362,13.7858,40.4264,1e-05,0.32069,0.00376,0.3344,0.00653,2.45408,0.84843,3.6775,0.3242,1.74295,0.06476,0.00728
A24041,0.59219,2.06316,0.00845,0.76578,0.12262,13.2033,18.0011,0.00201,0.20248,0.0256,0.23622,0.0053,1.20157,1.24375,2.39333,0.24456,1.93709,0.00552,0.01223
F24041,0.32289,2.35368,0.00723,0.76761,0.09081,13.2835,17.9355,0.0016,0.20302,0.02661,0.23548,0.00406,1.20127,1.24371,2.39371,0.13531,2.04668,0.00517,0.01213
A24035,0.08612,1.80249,0.00998,0.92849,0.02686,9.62466,20.9837,4e-05,0.24891,0.02488,0.27393,0.00131,0.7788,1.8808,2.82991,0.09587,2.33781,0.01527,0.01926
F24035,0.12883,2.77756,0.01056,0.95169,0.04609,14.6274,20.9597,0.00019,0.21271,0.03086,0.28111,0.00251,0.88249,1.86425,2.80365,0.0966,2.28974,0.00969,0.0194
A24015,0.29258,2.03136,0.02276,0.7394,0.05485,11.4852,18.0017,0.00014,0.17561,0.03907,0.24231,0.0039,0.19196,2.10815,2.41442,0.17519,2.08197,0.04303,0.01037
A10003,0.71527,1.49914,0.01306,0.95422,0.17876,11.0596,14.0625,0.0061,0.13142,0.07542,0.28311,0.00799,0.36793,1.86893,2.51494,0.31392,2.30074,0.01274,0.0196
F24015,0.94436,2.76886,0.02792,0.70471,0.0857,20.0623,22.2753,0.00144,0.20712,0.01833,0.26935,0.01093,0.31137,2.0298,2.4398,0.28806,2.15885,0.01689,0.01047
A24029,0.26918,2.04262,0.01438,0.68192,0.06088,11.6472,17.4288,0.0004,0.17876,0.02849,0.24161,0.01059,0.21419,1.94731,2.24288,0.14446,2.16611,0.0122,0.01935
F24029,0.25921,2.05485,0.01423,0.6822,0.05896,11.658,17.4399,0.00041,0.17862,0.0288,0.24175,0.01057,0.21477,1.94746,2.24256,0.13934,2.17125,0.01214,0.01935
A42029,0.22047,1.83243,0.02801,0.62919,0.04613,10.1671,16.0785,0.00029,0.15416,0.04039,0.22471,0.0059,0.14447,1.99655,2.18844,0.1731,1.74978,0.19708,0.01043
A51041,0.48852,1.44887,0.01863,0.41718,0.0494,9.96409,16.4557,5e-05,0.17287,0.00879,0.20429,0.00536,0.17831,1.67806,1.9932,0.33723,1.27944,0.18278,0.01119
A51145,0.72166,1.57557,0.02624,0.68837,0.20835,11.8451,11.9589,0.00087,0.1867,0.01799,0.20941,0.00379,0.66361,1.38571,2.10667,0.30669,2.01577,0.01711,0.01114
A51570,0.13372,1.85516,0.00617,0.57736,0.01786,9.9578,19.9902,0.00852,0.04871,0.12088,0.177,0.00405,0.35901,1.35756,1.77613,0.05989,1.89784,0.00627,0.02273
A51149,0.0237,0.95434,0.02083,0.55698,0.00535,5.19613,15.3756,0,0.17182,0.00332,0.18032,0.0069,0.03731,1.81736,1.85316,0.05907,0.51963,1.0118,0.02372
A51670,0.16196,2.13991,0.00667,0.61713,0.02077,11.5223,12.5865,0.00809,0.0466,0.14859,0.2001,0.00222,0.53251,1.41109,2.01404,0.07866,2.54906,0.00749,0.02295
F51149,0.03855,1.47829,0.02139,0.59195,0.01032,7.31446,10.9961,1e-05,0.18592,0.00812,0.17625,0.01422,0.06001,1.79147,1.84601,0.11054,0.80177,0.96946,0.0227
F51670,0.17875,2.10133,0.00694,0.61685,0.02434,11.4111,12.6075,0.00821,0.04549,0.14956,0.20011,0.0022,0.53102,1.41031,2.01402,0.08581,2.54295,0.00774,0.02296
A51007,1.10636,0.87755,0.06371,0.58529,0.27146,10.8573,16.9639,6e-05,0.17741,0.00968,0.22014,0.00138,0.41751,1.48083,2.01035,0.21943,0.61944,1.10821,0.02241
A51135,0.69819,1.16251,0.03885,0.61901,0.13462,9.5206,16.3109,5e-05,0.16227,0.01477,0.21442,0.00402,0.18373,1.73008,2.02724,0.16411,0.62361,0.96952,0.01619
A51147,0.68222,1.26817,0.02097,0.55274,0.15165,10.1707,15.8761,5e-05,0.17164,0.00555,0.19963,0.01101,0.14924,1.71608,1.93328,0.20374,0.93207,0.65513,0.01139
A51011,0.65641,1.14946,0.02842,0.71882,0.23332,8.01636,14.9469,0.00042,0.13915,0.05217,0.22393,0.00806,0.19584,1.80196,2.12762,0.34409,0.96314,0.70387,0.00864
A51029,0.50069,1.39908,0.02047,0.78109,0.15477,8.3367,13.3438,0.0005,0.16134,0.03558,0.22868,0.00375,0.45535,1.55741,2.11878,0.28523,1.87253,0.03294,0.0106
A51049,0.71027,1.46858,0.0195,0.66057,0.13955,11.1613,14.0109,0.00051,0.17878,0.02118,0.191,0.00311,0.44472,1.52459,2.0958,0.2687,1.53548,0.06727,0.01131
F51011,0.60429,1.25125,0.02984,0.73891,0.17515,8.31309,15.4006,0.0004,0.15059,0.04428,0.22899,0.00693,0.21984,1.77817,2.12659,0.31918,1.0126,0.56579,0.01132
F51147,1.7434,1.55609,0.01963,0.58521,0.20704,17.5476,12.6815,0.00024,0.1787,0.00307,0.16889,0.04413,0.21289,1.65693,1.93857,0.37189,1.72921,0.01305,0.01154
F51145,1.3071,1.95872,0.03574,0.68879,0.3945,17.2464,9.84984,0.00114,0.18825,0.01002,0.21204,0.00911,0.64251,1.41417,2.10791,0.40337,1.86402,0.01348,0.01121
A51053,0.42288,0.54332,0.0364,0.57099,0.11916,4.90481,11.4994,0.00012,0.13434,0.04287,0.17672,0.01547,0.07159,1.6317,1.77549,0.22409,0.39263,1.05028,0.02145
A51730,0.09285,1.54345,0.00629,0.57566,0.01147,8.15322,22.9161,0.00493,0.0258,0.13726,0.17316,0.00252,0.2543,1.39547,1.74307,0.04153,1.8364,0.00622,0.0243
F51053,1.00081,0.64646,0.03917,0.63755,0.32787,7.0305,10.645,0.00069,0.10849,0.04188,0.1828,0.04797,0.07665,1.61206,1.75194,0.5593,0.52592,0.58124,0.02145
F51730,0.21814,2.02234,0.00724,0.589,0.02371,11.2154,11.1287,0.00911,0.0438,0.12198,0.17238,0.00476,0.31747,1.36083,1.74232,0.07943,1.79802,0.0064,0.02272
A51036,0.25786,1.96213,0.01194,0.54744,0.02954,11.4636,14.5892,0.00044,0.15484,0.02165,0.19714,0.01226,0.14123,1.68065,1.88073,0.21512,1.56303,0.03688,0.02246
A51087,0.44211,1.8497,0.019,0.62453,0.05407,11.931,17.7529,0.0004,0.16301,0.037,0.23214,0.00352,0.25181,1.75854,2.15756,0.29951,1.73628,0.06506,0.02305
A51760,0.41704,1.52639,0.00823,0.55592,0.03658,9.72257,16.7316,0.01255,0.0341,0.13353,0.1804,0.00411,0.38436,1.32036,1.79961,0.15237,1.85777,0.00711,0.02182
F51041,1.33564,2.06076,0.0207,0.55575,0.10775,17.6802,15.9314,0.00022,0.17949,0.00623,0.20631,0.0184,0.22582,1.68011,1.98718,0.4451,1.7776,0.01668,0.00978
F51087,0.44187,1.85024,0.01899,0.62458,0.05392,11.9329,17.752,0.0004,0.16302,0.03699,0.23212,0.00351,0.2521,1.75824,2.15758,0.29966,1.73512,0.06528,0.02327
F51760,0.78521,1.9642,0.00923,0.6295,0.07425,13.7192,11.5514,0.02171,0.05212,0.10614,0.17467,0.00984,0.42267,1.308,1.79533,0.27102,1.73889,0.00735,0.02025
A51181,0.00953,0.82398,0.01457,0.49615,0.00209,4.37718,15.8761,0,0.14901,0.00042,0.15672,0.0121,0.02742,1.57813,1.59129,0.05036,0.42785,0.73379,0.02332
F51181,0.01743,1.36704,0.01532,0.45864,0.00437,7.24611,11.4078,0,0.13069,0.00145,0.16121,0.0197,0.04598,1.54688,1.59152,0.09061,0.63318,0.71636,0.02245
A51550,0.05136,2.35919,0.0052,0.77132,0.02159,11.5518,16.6416,0.00014,0.20499,0.01477,0.23338,0.00164,0.93819,1.42986,2.34596,0.03113,2.23812,0.00485,0.02264
A51710,0.14654,1.89464,0.00613,0.57465,0.01839,10.2182,14.1478,0.00915,0.07118,0.09678,0.1759,0.00732,0.38303,1.34866,1.76934,0.06989,2.00664,0.00667,0.02293
A51810,0.04915,2.45049,0.00487,0.84882,0.01972,12.0937,17.4071,9e-05,0.20197,0.01307,0.23809,0.00185,1.07556,1.37156,2.4121,0.0292,2.06674,0.00462,0.02286
F51710,0.10197,1.95017,0.00568,0.57469,0.01496,10.2741,14.0408,0.00808,0.07352,0.0955,0.17588,0.00673,0.38007,1.35471,1.76909,0.04875,2.02724,0.00609,0.02276
A51740,0.12423,1.97433,0.00582,0.57532,0.0167,10.5051,11.8867,0.00847,0.06865,0.10093,0.1765,0.00591,0.39866,1.33999,1.77826,0.04792,1.96625,0.00583,0.02271
F51550,0.07265,2.33288,0.00535,0.77071,0.02625,11.5322,16.6539,0.00019,0.20455,0.01509,0.23339,0.00219,0.94502,1.423,2.34602,0.0459,2.22326,0.00493,0.02265
F51740,0.12324,1.97538,0.00581,0.57533,0.01663,10.5055,11.8847,0.00844,0.06869,0.10093,0.1765,0.0059,0.39822,1.34047,1.77828,0.04756,1.96654,0.00583,0.02271
A51800,0.10734,1.28666,0.00817,0.49151,0.01169,7.17939,10.7017,0,0.13277,0.00072,0.16002,0.04279,0.12333,1.39733,1.6073,0.41868,0.57482,0.35981,0.02582
A51093,0.00724,0.25612,0.00995,0.50269,0.00181,1.38867,18.9839,0,0.15256,0.00023,0.1585,0.00518,0.02758,1.55884,1.60855,0.03777,0.1784,0.48497,0.02355
A51700,0.11559,2.02665,0.00578,0.5709,0.01675,10.7233,11.1761,0.00669,0.05495,0.11077,0.16984,0.00513,0.28868,1.37733,1.71503,0.03578,1.77961,0.00525,0.02269
F51700,0.10925,2.03472,0.00566,0.5709,0.0164,10.7315,11.1723,0.00683,0.05529,0.11027,0.16982,0.00531,0.29003,1.37564,1.71499,0.03382,1.78165,0.00519,0.02269
F51810,0.06375,2.42835,0.00502,0.84875,0.02304,12.0589,17.4156,0.00011,0.20074,0.01365,0.23817,0.00209,1.06993,1.37537,2.41195,0.03942,2.05685,0.00475,0.02286
F51800,0.22992,1.22735,0.00836,0.50933,0.03573,6.8746,9.43791,6e-05,0.1428,0.00204,0.15168,0.09474,0.13014,1.35622,1.60659,0.69139,0.53967,0.35792,0.0231
A51085,0.51435,1.31726,0.02742,0.62812,0.08587,9.11313,15.929,7e-05,0.14118,0.03055,0.22052,0.00388,0.1744,1.75016,2.06515,0.29489,0.84757,0.87107,0.01948
F51085,0.43873,1.57224,0.02838,0.64204,0.0674,10.1223,16.9874,0.00026,0.1412,0.04395,0.22848,0.00267,0.24287,1.68605,2.0656,0.25482,0.99501,0.5362,0.0222
B51003,0.24556,4.05258,0.00303,0.4591,0.05826,21.8909,18.2227,0.00011,0.20092,0.00224,0.21882,0.0012,1.50025,0.74593,2.18212,0.0648,2.25045,0.0026,0.01323
F51003,0.59382,2.70905,0.0032,0.44678,0.10153,16.8209,17.3209,0.00029,0.19593,0.00377,0.21611,0.00275,1.47113,0.72487,2.14625,0.19278,2.04671,0.00319,0.01813
