LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0.16773,0.18474,0.00081,0.12065,0.04583,3.17559,2.34355,0.1446,0.03343,8e-05,0.01603,0.00445,1.36101,0.23991,0.16054,0,0,0,0
A24009,0.03641,0.22508,0.00427,0.092,0.01447,2.67038,2.45017,0.07693,0.04284,0.01817,0.0137,0.00063,0.51369,0.81859,0.13651,0,0,0,0
F24009,0.04224,0.21788,0.00483,0.09177,0.02133,2.65547,2.46231,0.07726,0.03973,0.02061,0.0137,0.00059,0.51299,0.81816,0.1365,0,0,0,0
F24037,0.29654,0.19513,0.00078,0.12977,0.10005,3.58873,2.01601,0.32786,0.05106,6e-05,0.01505,0.00831,1.35531,0.23772,0.1606,0,0,0,0
A24033,0.07827,0.32186,0.0102,0.11876,0.02265,3.09211,2.92753,0.12519,0.03754,0.00978,0.01711,0.00433,0.06175,1.54965,0.17068,0,0,0,0
F24033,0.15329,0.3017,0.01061,0.12092,0.04827,3.24919,2.65992,0.13213,0.04032,0.00168,0.01713,0.00807,0.09062,1.52521,0.17076,0,0,0,0
A24003,0.19915,0.30604,0.00161,0.11871,0.06563,3.55563,2.41412,0.12396,0.0499,0.00015,0.01591,0.00283,1.23373,0.40281,0.16378,0,0,0,0
F24003,0.18891,0.31541,0.00152,0.11887,0.06041,3.63431,2.41092,0.1182,0.05232,0.00014,0.01592,0.00305,1.23208,0.4042,0.16376,0,0,0,0
A24027,0.07069,0.50263,0.00932,0.14508,0.01628,3.21171,3.405,0.14059,0.05282,0.00322,0.01932,0.00292,0.13764,1.64583,0.19302,0,0,0,0
F24027,0.03775,0.52141,0.00877,0.13956,0.01086,2.51993,2.65347,0.13001,0.05392,0.00991,0.01854,0.00214,0.07764,1.66895,0.19283,0,0,0,0
A24031,0.05015,0.54251,0.00388,0.14618,0.01225,2.68891,2.77054,0.14643,0.05208,0.00394,0.0194,0.00073,0.9651,0.90403,0.19959,0,0,0,0
F24031,0.04235,0.51887,0.00387,0.14269,0.01086,2.49195,1.7481,0.15602,0.03741,0.0092,0.01891,0.00062,1.21047,0.91239,0.19851,0,0,0,0
A51073,0.08673,0.20533,0.0005,0.1097,0.01509,2.90689,1.92775,0.08681,0.05592,0.0001,0.01389,0.00294,1.23725,0.14798,0.13887,0,0,0,0
A51115,0.06635,0.1974,0.00017,0.10288,0.01589,2.62375,1.80922,0.08235,0.05271,7e-05,0.01304,0.00249,1.23335,0.05695,0.12949,0,0,0,0
A51119,0.08112,0.17574,0.00027,0.10046,0.01526,2.55699,1.77745,0.0919,0.0449,0.00012,0.01292,0.00254,1.19601,0.07416,0.12749,0,0,0,0
A51199,0.02645,0.37941,0.00562,0.14811,0.00569,4.13258,4.39883,0.05359,0.15588,0.00062,0.02007,0.0015,0.5701,1.37812,0.20201,0,0,0,0
F51199,0.02849,0.37722,0.00573,0.14811,0.00609,4.13163,4.40585,0.05638,0.15358,0.00066,0.02007,0.00152,0.57225,1.37698,0.20201,0,0,0,0
A51095,0.04884,0.26648,0.00192,0.10464,0.00967,3.16414,2.32602,0.05568,0.09501,0.00053,0.01449,0.00123,0.94589,0.4938,0.1442,0,0,0,0
A51097,0.02306,0.15885,0.02109,0.09069,0.0067,2.05027,3.09272,0.04361,0.01409,0.05925,0.01187,0.01529,0.00656,1.15672,0.11694,0,0,0,0
A51127,0.03776,0.18418,0.0066,0.08662,0.00823,2.2792,2.16486,0.07737,0.03176,0.00906,0.01192,0.01763,0.04957,1.08965,0.11687,0,0,0,0
A51830,0.02584,0.17742,0.0002,0.0791,0.00981,2.02633,1.37771,0.00183,0.09084,0.00716,0.01016,0.0016,0.91764,0.07593,0.09955,0,0,0,0
F51095,0.0486,0.26715,0.00188,0.10464,0.00962,3.16821,2.32476,0.05431,0.09601,0.00053,0.01448,0.00122,0.94599,0.49369,0.14417,0,0,0,0
F51830,0.02652,0.17571,0.0002,0.07915,0.01093,2.01444,1.3797,0.00184,0.09083,0.00711,0.01016,0.00163,0.91762,0.07595,0.09955,0,0,0,0
A51650,0.01128,0.16798,4e-05,0.0696,0.00539,1.77872,1.71205,0.00013,0.09077,0.0002,0.00975,0.00154,0.92878,0.01651,0.09464,0,0,0,0
A51735,0.00928,0.16903,4e-05,0.0736,0.00435,1.76872,1.79867,6e-05,0.08949,0.00019,0.00952,0.00136,0.918,0.01656,0.09358,0,0,0,0
F51650,0.01023,0.16916,4e-05,0.06953,0.00507,1.77988,1.70708,0.00012,0.09084,0.00021,0.00974,0.00143,0.92876,0.01663,0.09463,0,0,0,0
