LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24015,0.31915,0.55063,0.02542,0.43674,0.06346,8.06862,8.92875,0.1584,0.02659,0.33724,0.60599,0.00116,3.72349,2.20426,5.96635,0.17946,0.92452,0.26613,0.01036
A10003,0.35079,0.72492,0.0135,0.44246,0.07231,5.96055,7.63756,0.09757,0.03347,0.23336,0.5786,0.00299,2.55617,1.93133,5.38325,0.22697,1.20036,0.01414,0.01959
F24015,0.8074,0.92404,0.02844,0.45319,0.16462,14.7701,9.10822,0.35276,0.04283,0.12449,0.61391,0.00239,3.56818,2.12089,5.99612,0.25055,1.35316,0.02072,0.01047
A24029,0.2435,0.68243,0.01556,0.48119,0.06,6.50601,8.42318,0.2213,0.03674,0.24997,0.57,0.00206,3.94279,2.09084,6.16012,0.18681,1.21227,0.03495,0.01935
F24029,0.23052,0.68478,0.01533,0.48105,0.05775,6.53863,8.42581,0.21835,0.03717,0.25324,0.56982,0.00204,3.93974,2.09156,6.1599,0.18103,1.21912,0.03413,0.01935
A42029,0.40391,0.57474,0.02843,0.44081,0.08811,9.19039,10.0475,0.06562,0.03395,0.49542,0.61095,0.00098,4.00442,2.13013,6.01411,0.25581,1.10982,0.07977,0.01043
A51041,0.24942,0.42781,0.01703,0.4873,0.04955,6.85892,8.02786,0.25608,0.03755,0.32515,0.61319,0.00215,4.32162,2.04173,7.49484,0.27712,0.85428,0.09364,0.01138
A51145,0.51741,1.66231,0.02038,0.5107,0.17901,10.0287,8.7784,0.38339,0.10748,0.82839,0.61367,0.00228,5.32708,1.45032,6.71934,0.31763,2.51806,0.02299,0.01115
A51570,0.09199,0.59774,0.00811,0.39974,0.02265,6.95197,17.0838,0.00242,0.25167,0.28357,0.53232,0.00123,3.89224,1.4135,5.35866,0.04827,1.46675,0.00617,0.02272
A51149,0.07104,0.78825,0.02654,0.36892,0.00656,9.57341,14.9308,0.20872,0.13537,3.41829,0.69237,0.00034,4.72247,2.38659,8.18011,0.13645,13.2394,0.06669,0.0239
A51670,0.10335,0.87973,0.00859,0.43815,0.01955,9.89738,10.2313,0.00147,0.29183,0.32698,0.61832,0.00127,4.70491,1.42429,6.19898,0.05876,1.97625,0.00653,0.02296
F51149,0.05465,0.6028,0.02368,0.40151,0.00933,7.71105,9.69006,0.67595,0.37225,3.23059,0.59747,0.00061,5.95006,2.41139,5.83043,0.15753,15.9439,0.03188,0.0229
F51670,0.1152,0.85949,0.00919,0.43802,0.02148,9.81749,10.249,0.00142,0.29426,0.32462,0.61831,0.00128,4.71462,1.41247,6.20512,0.06475,1.97028,0.00667,0.02294
A51007,0.58548,0.68737,0.04979,0.49239,0.15989,5.49194,7.2168,0.65929,0.0604,0.04925,0.57744,0.00099,5.42522,1.63731,7.2011,0.30344,1.19718,0.03979,0.02241
A51135,0.47606,0.83031,0.0331,0.54246,0.12576,6.02161,8.84876,0.91665,0.08851,0.53753,0.62377,0.00121,5.83113,1.89805,7.1279,0.51133,3.01435,0.11285,0.0162
A51147,0.50238,0.96671,0.02584,0.49138,0.16012,5.74084,7.73477,0.36992,0.05916,1.03824,0.53105,0.0021,4.9451,1.91478,6.73446,0.37646,1.95039,0.18443,0.0114
A51011,0.57864,1.10829,0.02446,1.17595,0.11142,6.54786,21.781,0.02043,0.23605,1.28555,1.41422,0.00192,4.1903,1.93579,5.86173,0.57585,3.73972,0.33672,0.00866
A51029,0.41457,1.39679,0.01532,0.43272,0.08325,8.51827,12.6778,0.46394,0.05581,0.70143,0.67966,0.00171,6.40357,1.63751,9.7456,0.37733,2.80514,0.04098,0.01061
A51049,0.54062,1.34449,0.01684,0.65107,0.13564,8.47232,9.29588,0.99562,0.16585,0.14957,0.7927,0.00231,6.17022,1.57502,8.87963,0.32374,4.08555,0.01872,0.01132
F51011,0.50111,1.01661,0.02416,0.75636,0.09185,5.09809,9.50725,0.05578,0.13872,1.49932,0.9056,0.00193,4.58749,1.93228,6.41776,0.54383,3.76135,0.31645,0.01134
F51147,1.38447,1.58233,0.01991,0.49588,0.37863,9.78273,6.1203,1.20951,0.08906,0.30226,0.60769,0.00584,4.93991,1.90253,6.4798,0.78133,1.88117,0.02339,0.01154
F51145,0.93458,2.26934,0.02467,0.50873,0.3741,13.7896,8.53244,0.62633,0.12942,0.63536,0.5983,0.0034,5.34446,1.49612,6.60648,0.47532,2.30377,0.01786,0.01121
A51053,0.2101,0.89807,0.03341,1.12105,0.04288,8.67669,21.4488,1.79738,0.07576,0.37602,1.54949,0.00149,4.31811,1.84609,5.86625,0.74659,5.49227,0.06708,0.02147
A51730,0.05733,0.57663,0.00737,0.39426,0.01206,6.40182,18.6605,0.00076,0.19296,0.32268,0.524,0.00096,3.78379,1.43414,5.30979,0.02627,1.43638,0.00606,0.02448
F51053,0.39726,0.28836,0.03342,0.40779,0.10136,5.64604,5.42891,2.33002,0.08151,0.02804,0.57923,0.00324,5.98586,1.88823,5.76481,1.28632,4.46816,0.04072,0.02145
F51730,0.12909,0.73472,0.00893,0.39687,0.02529,8.70109,7.86059,0.0023,0.23784,0.28562,0.5228,0.00137,3.7894,1.42193,5.21722,0.06489,1.3932,0.00632,0.02271
A51036,0.11059,0.35473,0.0125,0.36919,0.02103,4.16224,5.91187,1.75313,0.45232,3.99426,0.46817,0.00222,8.62327,2.22873,5.56932,0.4228,23.1001,0.01659,0.02268
A51087,0.21462,0.3736,0.01997,0.38693,0.04763,5.74699,6.65208,0.02397,0.06349,0.94949,0.52697,0.00125,3.40951,1.83601,5.43842,0.29117,2.00686,0.07344,0.02301
A51760,0.24467,0.53002,0.00901,0.40005,0.04485,7.79237,15.1274,0.00177,0.27011,0.26991,0.54071,0.00193,4.05081,1.32793,5.43544,0.11017,1.45448,0.0062,0.02221
F51041,0.55029,0.40762,0.01831,0.4616,0.13916,8.13773,7.55567,0.57691,0.0587,0.06395,0.54672,0.00403,4.64269,1.97566,6.06155,0.39874,0.81614,0.02084,0.00979
F51087,0.21448,0.37383,0.01997,0.38696,0.04725,5.7478,6.65106,0.02397,0.06349,0.94949,0.52711,0.00125,3.40949,1.83583,5.43901,0.29133,2.00643,0.07362,0.02311
F51760,0.45473,0.55335,0.01037,0.41202,0.12024,10.061,8.00589,0.0055,0.30481,0.23039,0.53949,0.00312,4.03803,1.34889,5.38525,0.23868,1.31887,0.00682,0.02024
A51181,0.04932,0.57894,0.02263,0.37533,0.00817,6.43212,9.62241,0.06244,0.05156,1.05045,0.58295,0.00038,3.62802,2.25651,5.58424,0.06127,3.71329,0.032,0.02353
F51181,0.07162,0.54901,0.0226,0.38921,0.01337,6.46778,8.22197,0.21231,0.13999,1.05133,0.55165,0.00071,3.66249,2.22712,5.41454,0.08149,3.66956,0.02207,0.02252
A51550,0.03832,0.38678,0.00624,0.24063,0.01432,4.29115,5.1456,0.00697,0.12466,0.21976,0.3511,0.00101,1.99248,1.47166,3.55453,0.02291,1.30068,0.00596,0.02244
A51710,0.10493,0.55058,0.0103,0.39845,0.04241,6.61015,10.7985,0.00344,0.30149,0.22613,0.53086,0.0015,3.83364,1.45265,5.30669,0.07775,1.53815,0.00937,0.02292
A51810,0.05414,0.43956,0.00653,0.27407,0.01978,4.77434,5.32035,0.0467,0.07746,0.26162,0.39649,0.00146,2.38316,1.43035,3.86681,0.02384,1.30435,0.00505,0.02285
F51710,0.08313,0.57635,0.0083,0.39847,0.03551,6.63685,10.7098,0.00338,0.29909,0.22914,0.53082,0.00138,3.80892,1.47892,5.30572,0.05868,1.56448,0.00891,0.02276
A51740,0.08197,0.60552,0.00716,0.3995,0.03092,6.90785,8.75998,0.00302,0.30202,0.23131,0.53465,0.00132,3.90881,1.41335,5.33054,0.04711,1.5093,0.00692,0.02251
F51550,0.05504,0.36883,0.00664,0.2406,0.01925,4.28165,5.14493,0.00859,0.12225,0.21928,0.35107,0.00125,2.00107,1.46279,3.55459,0.03305,1.29156,0.00616,0.02245
F51740,0.08148,0.60602,0.00714,0.3995,0.03078,6.90812,8.75947,0.00302,0.30185,0.23149,0.53466,0.00132,3.90779,1.41437,5.33047,0.04677,1.5096,0.00691,0.02251
A51800,0.35648,0.25167,0.01019,0.3808,0.09858,6.18589,6.70712,0.3021,0.02266,0.2105,0.45968,0.00544,3.68606,1.55419,5.13353,0.28781,1.05293,0.01236,0.02559
A51093,0.02969,0.24516,0.01339,0.42203,0.00757,2.56399,10.2769,0.00989,0.00485,0.51275,0.59879,0.00043,3.69448,1.98066,5.82159,0.07897,0.63676,0.78965,0.02377
A51700,0.05807,0.70943,0.00654,0.38426,0.01649,7.72173,8.01059,0.00196,0.27026,0.24533,0.51562,0.00108,3.67743,1.44861,5.1201,0.02592,1.38224,0.00542,0.02268
F51700,0.0549,0.71291,0.00646,0.38435,0.01607,7.7244,8.01121,0.00192,0.27044,0.24527,0.51564,0.00106,3.67274,1.45343,5.1207,0.02459,1.38359,0.00539,0.0227
F51810,0.06888,0.4234,0.00711,0.27391,0.02419,4.7621,5.32215,0.0537,0.07383,0.25793,0.39656,0.00165,2.38867,1.42552,3.86683,0.02983,1.29896,0.00513,0.02284
F51800,0.74383,0.22313,0.01077,0.35863,0.24482,6.42875,4.67381,0.52202,0.02052,0.03822,0.23319,0.00883,3.68578,1.56777,5.08966,0.46573,0.84229,0.01009,0.02298
A51085,0.28787,0.71834,0.02484,0.46095,0.06296,5.54159,8.70379,0.0491,0.01174,0.5027,0.61104,0.00105,3.6606,1.76069,5.66931,0.27895,1.17137,0.18454,0.01949
F51085,0.23118,0.47262,0.02561,0.40341,0.05354,5.94224,7.45399,0.12489,0.03299,0.50049,0.53628,0.00082,4.02923,1.68994,5.52768,0.21774,1.4726,0.06142,0.02191
B51003,0.11977,1.48621,0.00312,0.49908,0.04076,7.61433,9.87539,0.01769,0.29438,0.45886,0.64417,0.00133,5.06598,0.78491,6.50343,0.11962,1.53412,0.06248,0.01322
