LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A51049,0.00033,0.0743,0.00036,0.07742,1e-05,0.35393,0.80699,0.05435,0.02024,0.03594,0.01183,0.00591,0.53053,0.59479,0.1151,0,0,0,0
F51011,0.00024,0.08252,0.0005,0.07837,1e-05,0.35535,0.78267,0.05723,0.0185,0.03823,0.01161,0.00628,0.1951,0.84805,0.1155,0,0,0,0
F51147,2e-05,0.15628,0.00037,0.07177,0,0.2941,0.29442,0.11852,0.03908,0.00248,0.01052,0.06386,0.48159,0.60831,0.1142,0,0,0,0
F51145,9e-05,0.1628,0.00037,0.07714,0,0.30683,0.36472,0.07008,0.04323,0.01071,0.00637,0.01106,0.53523,0.62349,0.11799,0,0,0,0
A51053,2e-05,0.07871,0.00031,0.08294,0,0.38977,0.68655,0.14003,0.01869,0.00079,0.01011,0.01636,0.64675,0.52989,0.1201,0,0,0,0
A51730,0.00038,0.06741,0.00041,0.08775,1e-05,0.43652,1.07656,0.01598,0.02199,0.09287,0.01366,0.00173,0.57343,0.6782,0.13045,0,0,0,0
F51053,0,0.13345,0.0003,0.0828,0,0.34766,0.21292,0.15689,0.02953,0.00019,0.01181,0.03593,0.64898,0.51298,0.1201,0,0,0,0
F51730,0.00018,0.13651,0.0004,0.09705,1e-05,0.40458,0.94071,0.03163,0.04232,0.05594,0.01271,0.00352,0.61364,0.66744,0.1304,0,0,0,0
A51036,0.00048,0.06065,0.0003,0.08599,1e-05,0.41054,0.93098,0.03668,0.02263,0.05747,0.01275,0.00521,0.71772,0.50546,0.1234,0,0,0,0
A51087,0.00061,0.08466,0.00028,0.10053,1e-05,0.48713,1.13734,0.0458,0.02349,0.059,0.0143,0.00488,0.89561,0.46805,0.13714,0,0,0,0
A51760,0.00063,0.0975,0.00032,0.09431,3e-05,0.51214,1.2928,0.04111,0.02361,0.0732,0.01489,0.00433,0.87305,0.53568,0.14175,0,0,0,0
F51041,1e-05,0.1549,0.00031,0.08848,0,0.37352,0.43343,0.11439,0.03942,0.00161,0.00712,0.01948,0.74281,0.51225,0.1276,0,0,0,0
F51087,0.00063,0.08401,0.00028,0.10078,1e-05,0.48763,1.13606,0.04577,0.02322,0.05927,0.0143,0.00489,0.89472,0.46891,0.13713,0,0,0,0
F51760,0.00018,0.17038,0.00031,0.10875,1e-05,0.46985,0.68181,0.07715,0.04064,0.02119,0.00929,0.00861,0.88191,0.52722,0.1417,0,0,0,0
A51181,0.00029,0.05666,0.00033,0.0795,1e-05,0.37214,0.88794,0.01228,0.02096,0.08917,0.01245,0.0017,0.62535,0.5439,0.11863,0,0,0,0
F51181,0.00017,0.11894,0.00032,0.08203,1e-05,0.3395,0.75056,0.02335,0.04101,0.05349,0.01101,0.0035,0.64417,0.53425,0.1186,0,0,0,0
A51550,0.00013,0.14078,0.00026,0.08752,0,0.35241,0.77974,0.0095,0.04367,0.06845,0.01111,0.00161,0.78748,0.44366,0.1232,0,0,0,0
A51710,0.00016,0.14458,0.00028,0.10397,0,0.44337,0.93888,0.01923,0.05279,0.06305,0.01241,0.00278,0.87053,0.48479,0.1357,0,0,0,0
A51810,0.00014,0.1134,0.00026,0.0793,0,0.32933,0.75479,0.01284,0.03862,0.06356,0.01112,0.00251,0.70936,0.44963,0.1162,0,0,0,0
F51710,0.00016,0.1448,0.00028,0.10394,0,0.44205,0.93692,0.01856,0.05333,0.06327,0.01242,0.00269,0.87088,0.48451,0.1357,0,0,0,0
A51740,0.00016,0.14676,0.00028,0.10722,0,0.45787,0.98122,0.02082,0.05412,0.06048,0.01278,0.00285,0.90339,0.47416,0.1379,0,0,0,0
F51550,0.00014,0.14024,0.00026,0.08751,0,0.35219,0.77899,0.01119,0.04351,0.06669,0.01112,0.00189,0.78712,0.44372,0.1232,0,0,0,0
F51740,0.00015,0.14696,0.00028,0.10723,0,0.45759,0.97967,0.01968,0.05449,0.06162,0.01276,0.00271,0.9031,0.47459,0.1379,0,0,0,0
A51800,7e-05,0.08543,0.00025,0.08276,0,0.37246,0.78369,0.10598,0.02191,0.00443,0.01135,0.01759,0.76107,0.41277,0.1192,0,0,0,0
A51093,0.0019,0.03367,0.00029,0.09296,9e-05,0.26315,1.07529,3e-05,0.00112,0.00907,0.01241,0.00135,0.72976,0.46741,0.12134,0,0,0,0
A51700,0.00013,0.12488,0.00038,0.0895,0,0.37649,0.87332,0.01359,0.03929,0.07668,0.01226,0.00212,0.58664,0.64328,0.1246,0,0,0,0
F51700,0.00011,0.12532,0.00038,0.08951,0,0.37536,0.87116,0.01181,0.03977,0.07843,0.01225,0.00186,0.58601,0.64417,0.1246,0,0,0,0
F51810,0.00016,0.11252,0.00026,0.07932,0,0.33014,0.75651,0.01623,0.03804,0.05996,0.01116,0.00313,0.71002,0.44831,0.1162,0,0,0,0
F51800,3e-05,0.14389,0.00023,0.07765,0,0.32817,0.0726,0.09002,0.03748,0.00353,0.0113,0.02512,0.77811,0.39,0.1192,0,0,0,0
A51085,0.00082,0.07432,0.00032,0.09351,2e-05,0.44078,0.99065,0.06019,0.01637,0.04842,0.01342,0.00438,0.73564,0.5365,0.1285,0,0,0,0
F51085,0.00054,0.07842,0.00032,0.09252,1e-05,0.43413,1.00286,0.03436,0.02131,0.06959,0.01343,0.00402,0.74503,0.53034,0.12854,0,0,0,0
B51003,8e-05,0.11296,0.00099,0.08995,1e-05,0.39663,0.83192,0.01976,0.02648,0.07873,0.01169,0.02067,0.03345,1.35758,0.1251,0,0,0,0
F51003,0.00031,0.06282,0.0005,0.07952,2e-05,0.37871,0.82357,0.03897,0.01476,0.06381,0.012,0.00462,0.19242,0.84438,0.1169,0,0,0,0
A51125,0.00011,0.10292,0.00061,0.07334,1e-05,0.31014,0.74769,0.01069,0.02318,0.07771,0.0113,0.00146,0.046,1.02732,0.1112,0,0,0,0
B51125,4e-05,0.1424,0.00102,0.0797,0,0.32668,0.6014,0.01045,0.03564,0.07203,0.00914,0.02644,0.06199,1.20571,0.1178,0,0,0,0
F51125,0.00022,0.12084,0.0006,0.07347,3e-05,0.29516,0.73564,0.02429,0.02636,0.06117,0.01115,0.00291,0.05052,1.02008,0.1112,0,0,0,0
A51009,0.00016,0.0627,0.00053,0.06975,1e-05,0.32421,0.75013,0.01201,0.01748,0.08093,0.01139,0.0016,0.09882,0.87929,0.1087,0,0,0,0
B51009,0.00012,0.19393,0.0009,0.07045,1e-05,0.23243,0.35598,0.03006,0.03852,0.04262,0.00621,0.07162,0.06553,1.13762,0.1112,0,0,0,0
F51009,0.00029,0.11764,0.00052,0.07055,2e-05,0.28089,0.73086,0.02281,0.02622,0.06068,0.01122,0.00305,0.12668,0.87318,0.1087,0,0,0,0
A51540,0.00013,0.08552,0.0008,0.08597,1e-05,0.39319,0.84436,0.07606,0.01705,0.02933,0.01205,0.02371,0.01679,1.26178,0.1219,0,0,0,0
F51540,0,0.19124,0.00073,0.08605,0,0.30553,0.16332,0.11542,0.04297,0.0005,0.01243,0.20168,0.05506,1.17004,0.1219,0,0,0,0
A51031,0.00028,0.08734,0.00044,0.07472,1e-05,0.33359,0.71717,0.06732,0.01572,0.02796,0.01083,0.00682,0.30906,0.7289,0.1123,0,0,0,0
A51023,0.00031,0.11585,0.00066,0.06592,2e-05,0.29406,0.64443,0.0679,0.0167,0.02305,0.00939,0.01766,0.01732,1.06146,0.1051,0,0,0,0
A51163,0.00014,0.071,0.00068,0.06855,1e-05,0.30441,0.68186,0.02354,0.0174,0.065,0.01054,0.01119,0.01858,1.08404,0.1055,0,0,0,0
F51023,0.00019,0.09896,0.00065,0.06693,1e-05,0.28038,0.62916,0.07577,0.01661,0.01589,0.00995,0.0213,0.01792,1.05613,0.10509,0,0,0,0
F51163,0.00015,0.08093,0.00067,0.06758,1e-05,0.29921,0.65251,0.05501,0.01773,0.03126,0.01019,0.02555,0.02135,1.07483,0.1055,0,0,0,0
A51161,0.00017,0.11077,0.0012,0.07147,1e-05,0.29307,0.69972,0.04848,0.0186,0.0418,0.0107,0.15561,0.05408,0.94296,0.1094,0,0,0,0
F51161,4e-05,0.12038,0.00112,0.06841,0,0.29153,0.42943,0.09196,0.02082,0.0076,0.00705,0.43847,0.06124,0.69976,0.1094,0,0,0,0
A51015,0.00046,0.08278,0.00044,0.08029,2e-05,0.36687,0.95666,0.01276,0.01023,0.1027,0.01282,0.00128,0.40496,0.71418,0.12156,0,0,0,0
B51015,7e-05,0.13914,0.00089,0.07973,0,0.3513,0.65357,0.02238,0.03867,0.05931,0.00988,0.03169,0.04105,1.2782,0.1195,0,0,0,0
B51163,8e-05,0.07263,0.00102,0.07419,0,0.33276,0.73213,0.02182,0.01995,0.06809,0.01097,0.06009,0.04934,1.09552,0.1101,0,0,0,0
F51015,8e-05,0.19744,0.00041,0.08079,0,0.29953,0.38066,0.07554,0.03333,0.01348,0.00647,0.00989,0.48244,0.69571,0.1215,0,0,0,0
C51015,5e-05,0.08387,0.0008,0.07154,0,0.33693,0.54605,0.07429,0.0162,0.01871,0.00859,0.08883,0.02555,1.17648,0.1108,0,0,0,0
A51045,0.00018,0.09597,0.00063,0.07017,1e-05,0.30846,0.65344,0.0308,0.02307,0.05474,0.01016,0.00562,0.03556,1.02028,0.1081,0,0,0,0
