landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,   114.975,    53.379,     0.881
A24009,     0.000,    92.748,    76.213,     1.821
F24009,     0.000,    91.736,    76.252,     1.820
F24037,     0.000,   178.719,    68.542,     1.035
A24033,     0.000,    53.721,    64.186,     1.532
F24033,     0.000,    86.195,    71.782,     1.655
A24003,     0.000,   130.028,    71.683,     1.724
F24003,     0.000,   130.506,    71.650,     1.724
A24027,     0.000,    93.581,    74.678,     2.129
F24027,     0.000,    69.329,    75.204,     2.158
A24031,     0.000,    69.050,    75.801,     2.182
F24031,     0.000,    45.684,    76.919,     2.242
A51073,     0.000,   142.208,    72.967,     1.201
A51115,     0.000,   150.185,    73.258,     1.223
A51119,     0.000,   128.819,    71.638,     1.259
A51199,     0.000,    52.146,    55.079,     1.190
F51199,     0.000,    52.112,    55.075,     1.190
A51095,     0.000,    38.189,    57.166,     1.506
A51097,     0.000,    34.623,    62.349,     1.221
A51127,     0.000,    19.199,    22.456,     0.897
A51830,     0.000,    42.775,    58.710,     1.232
F51095,     0.000,    38.226,    57.218,     1.507
F51830,     0.000,    42.669,    58.629,     1.231
A51650,     0.000,    85.771,    38.599,     0.817
A51735,     0.000,    18.282,    77.902,     2.240
F51650,     0.000,    85.892,    38.693,     0.817
F51735,     0.000,    17.958,    77.930,     2.241
A51101,     0.000,    45.191,    63.821,     1.289
A51033,     0.000,    42.003,    51.656,     1.008
F51033,     0.000,    34.693,    34.414,     0.803
A51177,     0.000,    61.816,    10.603,     0.819
F51177,     0.000,    61.315,    10.112,     0.812
F51101,     0.000,   133.919,    70.254,     1.213
A51109,     0.000,    81.066,    11.480,     0.627
A51003,     0.000,    75.904,    41.004,     1.055
A51065,     0.000,    56.324,    25.943,     0.854
A51075,     0.000,   102.922,    27.271,     0.555
A51103,     0.000,   143.289,    70.323,     1.138
A51133,     0.000,   145.778,    68.942,     1.131
A51057,     0.000,    43.502,    72.098,     1.464
A51159,     0.000,    74.303,    70.212,     1.222
F51159,     0.000,   137.883,    70.104,     1.134
A51099,     0.000,   131.245,    72.568,     1.225
A51630,     0.000,    53.769,    36.165,     0.774
F51057,     0.000,   108.208,    70.875,     1.389
F51099,     0.000,   131.798,    72.556,     1.226
F51630,     0.000,   155.072,    68.739,     1.053
A51047,     0.000,    99.319,    63.753,     1.355
A51061,     0.000,    68.126,    14.998,     0.899
A51157,     0.000,   139.830,    75.540,     1.336
B51061,     0.000,   118.431,    75.811,     1.464
B51157,     0.000,   179.261,    74.682,     1.238
F51061,     0.000,   124.662,    55.579,     0.986
F51157,     0.000,   142.958,    74.812,     1.291
A51113,     0.000,    94.674,    74.034,     1.458
B51113,     0.000,   182.654,    75.767,     1.311
F51113,     0.000,   132.506,    76.777,     1.428
A51079,     0.000,    88.449,    58.065,     1.310
B51079,     0.000,   160.660,    72.196,     1.272
F51079,     0.000,   139.419,    74.436,     1.364
A51137,     0.000,    72.740,    29.761,     0.841
F51137,     0.000,    87.841,    36.719,     0.871
A24005,     0.000,    52.503,    77.703,     2.109
A24510,     0.000,   142.132,    76.198,     1.810
F24005,     0.000,    55.805,    78.452,     2.138
F24510,     0.000,   142.510,    76.177,     1.809
A24013,     0.000,   117.515,    73.390,     1.941
F24013,     0.000,   221.773,    68.013,     1.716
A24025,     0.000,    97.002,    76.283,     2.012
F24025,     0.000,   181.531,    72.892,     1.850
A10001,     0.000,    38.445,    72.354,     1.693
A10005,     0.000,    61.034,    64.877,     2.200
A24011,     0.000,    82.280,    72.411,     1.701
A24019,     0.000,    72.894,    47.362,     1.082
A24045,     0.000,   493.125,    40.553,     1.259
F24019,     0.000,    73.528,    47.856,     1.090
A24047,     0.000,   170.591,    33.823,     1.280
F24045,     0.000,   517.233,    70.816,     1.598
A24039,     0.000,   448.781,    50.924,     1.181
A51001,     0.000,   109.693,    43.346,     0.967
F24039,     0.000,   450.503,    51.568,     1.192
F51001,     0.000,   109.691,    43.355,     0.967
A51131,     0.000,    78.008,    53.759,     1.255
F51131,     0.000,    77.854,    53.558,     1.250
F10005,     0.000,    71.107,    77.667,     2.422
A24041,     0.000,    91.832,    56.308,     1.244
F24041,     0.000,    92.448,    56.612,     1.245
A24035,     0.000,    71.876,    75.734,     1.511
F24035,     0.000,   138.327,    74.090,     1.465
A24015,     0.000,    69.244,    72.167,     1.985
A10003,     0.000,   167.523,    73.031,     1.692
F24015,     0.000,   196.088,    68.371,     1.769
A24029,     0.000,   140.887,    74.258,     1.395
F24029,     0.000,   140.923,    74.257,     1.395
A42029,     0.000,   121.010,    73.979,     2.112
A51041,     0.000,    22.705,     5.271,     0.825
A51145,     0.000,   103.173,    16.488,     0.670
A51570,     0.000,    62.473,    16.691,     0.622
A51149,     0.000,    11.787,    27.507,     1.155
A51670,     0.000,    29.353,    61.900,     1.581
F51149,     0.000,    42.249,    61.169,     1.645
F51670,     0.000,    29.256,    61.794,     1.579
A51007,     0.000,   124.445,    22.719,     0.526
A51135,     0.000,   134.519,    41.263,     0.721
A51147,     0.000,   115.683,    27.778,     0.630
A51011,     0.000,   151.630,    51.326,     0.927
A51029,     0.000,   151.760,    43.447,     0.707
A51049,     0.000,    78.614,    19.924,     0.637
F51011,     0.000,   126.223,    31.383,     0.736
F51147,     0.000,   198.616,    66.029,     1.041
