TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.154669,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,86.53645,1.5,20.00000,0.288895,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,0.325662,1.5,20.00000,76.76675,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.103940,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,88.69370,1.5,20.00000,0.281870,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,95.20921,1.5,20.00000,0.262580,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.192113,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,82.53773,1.5,20.00000,0.302892,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,5.676522,1.5,20.00000,4.404105,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,100.0000,1.5,20.00000,0.170269,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,91.91400,1.5,20.00000,0.271993,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,37.18600,1.5,20.00000,0.672297,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,2.792506,1.5,20.00000,8.952530,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,89.86458,1.5,20.00000,0.278197,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,66.46830,1.5,20.00000,0.376120,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,100.0000,1.5,20.00000,0.159523,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,100.0000,1.5,20.00000,0.192860,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,99.47349,1.5,20.00000,0.251324,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,100.0000,1.5,20.00000,0.195005,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24033,50,1.000000,78.42947,1.5,20.00000,0.318758,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24035,50,1.000000,100.0000,1.5,20.00000,0.199170,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24037,50,1.000000,100.0000,1.5,20.00000,0.245146,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24039,50,1.000000,0.010000,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24041,50,1.000000,62.12915,1.5,20.00000,0.402388,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24043,50,1.000000,100.0000,1.5,20.00000,0.027168,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24045,50,1.000000,0.010000,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24047,50,1.000000,0.010000,1.5,20.00000,100.0000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24510,50,1.000000,100.0000,1.5,20.00000,0.182169,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36003,50,1.000000,40.83667,1.5,20.00000,0.612194,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36007,50,1.000000,36.41499,1.5,20.00000,0.686531,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36015,50,1.000000,42.62495,1.5,20.00000,0.586511,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36017,50,1.000000,44.06363,1.5,20.00000,0.567361,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36023,50,1.000000,68.96648,1.5,20.00000,0.362495,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36025,50,1.000000,56.92912,1.5,20.00000,0.439143,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36043,50,1.000000,49.69921,1.5,20.00000,0.503026,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36051,50,1.000000,72.82356,1.5,20.00000,0.343296,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36053,50,1.000000,62.56348,1.5,20.00000,0.399594,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36065,50,1.000000,80.36790,1.5,20.00000,0.311070,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36067,50,1.000000,100.0000,1.5,20.00000,0.214739,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36069,50,1.000000,100.0000,1.5,20.00000,0.226515,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36077,50,1.000000,63.76257,1.5,20.00000,0.392080,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36095,50,1.000000,70.92139,1.5,20.00000,0.352503,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A36097,50,1.000000,54.76092,1.5,20.00000,0.456530,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
