landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,   113.563,    48.760,     0.988
A24009,     0.000,    89.117,    73.017,     2.034
F24009,     0.000,    87.940,    73.113,     2.035
F24037,     0.000,   179.480,    61.915,     1.169
A24033,     0.000,    47.322,    63.106,     1.782
F24033,     0.000,    82.854,    68.183,     1.861
A24003,     0.000,   129.086,    68.696,     1.995
F24003,     0.000,   129.665,    68.643,     1.995
A24027,     0.000,    88.052,    74.351,     2.369
F24027,     0.000,    61.158,    75.738,     2.409
A24031,     0.000,    62.032,    76.579,     2.450
F24031,     0.000,    38.158,    78.885,     2.507
A51073,     0.000,   141.800,    66.797,     1.310
A51115,     0.000,   149.654,    67.429,     1.333
A51119,     0.000,   128.040,    65.507,     1.376
A51199,     0.000,    50.499,    53.010,     1.310
F51199,     0.000,    50.440,    53.024,     1.311
A51095,     0.000,    36.922,    53.835,     1.637
A51097,     0.000,    29.187,    61.237,     1.463
A51127,     0.000,    16.882,    19.668,     0.836
A51830,     0.000,    41.849,    55.788,     1.355
F51095,     0.000,    36.970,    53.886,     1.638
F51830,     0.000,    41.713,    55.721,     1.355
A51650,     0.000,    84.395,    37.493,     0.837
A51735,     0.000,    15.925,    74.977,     2.488
F51650,     0.000,    84.526,    37.562,     0.837
F51735,     0.000,    15.533,    75.047,     2.488
A51101,     0.000,    39.424,    62.166,     1.515
A51033,     0.000,    36.482,    50.132,     1.205
F51033,     0.000,    30.132,    32.664,     0.940
A51177,     0.000,    58.578,     9.948,     0.761
F51177,     0.000,    58.131,     9.476,     0.749
F51101,     0.000,   132.658,    63.873,     1.348
A51109,     0.000,    79.798,     9.179,     0.568
A51003,     0.000,    71.735,    41.058,     1.141
A51065,     0.000,    50.440,    25.966,     0.926
A51075,     0.000,   100.391,    26.118,     0.619
A51103,     0.000,   142.776,    63.390,     1.241
A51133,     0.000,   145.511,    61.760,     1.241
A51057,     0.000,    37.655,    69.865,     1.699
A51159,     0.000,    70.678,    65.479,     1.387
F51159,     0.000,   136.936,    63.319,     1.245
A51099,     0.000,   129.108,    66.924,     1.362
A51630,     0.000,    47.727,    34.631,     0.904
F51057,     0.000,   106.067,    65.101,     1.509
F51099,     0.000,   129.741,    66.883,     1.362
F51630,     0.000,   154.876,    63.212,     1.216
A51047,     0.000,    94.873,    63.675,     1.531
A51061,     0.000,    65.500,    13.910,     0.819
A51157,     0.000,   138.464,    71.419,     1.432
B51061,     0.000,   115.201,    73.776,     1.596
B51157,     0.000,   179.874,    69.855,     1.336
F51061,     0.000,   122.720,    52.566,     1.095
F51157,     0.000,   141.710,    70.445,     1.387
A51113,     0.000,    90.126,    73.055,     1.605
B51113,     0.000,   182.849,    71.263,     1.395
F51113,     0.000,   129.443,    73.900,     1.530
A51079,     0.000,    85.237,    56.355,     1.467
B51079,     0.000,   160.313,    67.494,     1.392
F51079,     0.000,   137.032,    70.755,     1.496
A51137,     0.000,    67.930,    29.330,     0.923
F51137,     0.000,    83.600,    35.657,     0.970
A24005,     0.000,    43.979,    78.962,     2.349
A24510,     0.000,   140.053,    74.111,     1.962
F24005,     0.000,    47.286,    79.299,     2.314
F24510,     0.000,   140.542,    74.026,     1.958
A24013,     0.000,   114.299,    71.557,     2.145
F24013,     0.000,   223.447,    64.211,     1.939
A24025,     0.000,    91.764,    76.378,     2.238
F24025,     0.000,   182.111,    69.423,     2.005
A10001,     0.000,    32.079,    70.898,     1.933
A10005,     0.000,    59.317,    65.004,     2.396
A24011,     0.000,    82.118,    68.529,     1.884
A24019,     0.000,    72.816,    43.990,     1.168
A24045,     0.000,   492.656,    40.499,     1.308
F24019,     0.000,    73.421,    44.509,     1.175
A24047,     0.000,   170.522,    33.477,     1.328
F24045,     0.000,   516.547,    70.697,     1.717
A24039,     0.000,   447.808,    50.551,     1.242
A51001,     0.000,   109.547,    39.821,     1.046
F24039,     0.000,   449.550,    51.215,     1.255
F51001,     0.000,   109.544,    39.827,     1.045
A51131,     0.000,    77.332,    49.601,     1.368
F51131,     0.000,    77.174,    49.438,     1.365
F10005,     0.000,    70.549,    74.762,     2.548
A24041,     0.000,    91.537,    52.884,     1.336
F24041,     0.000,    92.262,    53.189,     1.340
A24035,     0.000,    67.768,    72.880,     1.679
F24035,     0.000,   137.443,    69.918,     1.616
A24015,     0.000,    63.598,    71.648,     2.247
A10003,     0.000,   167.521,    68.424,     1.881
F24015,     0.000,   196.663,    64.404,     1.990
A24029,     0.000,   140.093,    70.134,     1.564
F24029,     0.000,   140.156,    70.128,     1.564
A42029,     0.000,   118.169,    72.209,     2.330
A51041,     0.000,    18.507,     5.439,     0.750
A51145,     0.000,   101.653,    14.373,     0.612
A51570,     0.000,    59.515,    16.853,     0.616
A51149,     0.000,     8.976,    26.485,     1.150
A51670,     0.000,    29.073,    58.555,     1.589
