landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,   113.704,    48.936,     1.036
A24009,     0.000,    89.464,    72.991,     2.052
F24009,     0.000,    88.305,    73.073,     2.052
F24037,     0.000,   179.392,    62.412,     1.195
A24033,     0.000,    48.180,    62.663,     1.816
F24033,     0.000,    83.247,    68.264,     1.896
A24003,     0.000,   129.204,    68.753,     2.081
F24003,     0.000,   129.775,    68.699,     2.081
A24027,     0.000,    88.694,    74.022,     2.413
F24027,     0.000,    62.236,    75.242,     2.458
A24031,     0.000,    62.879,    76.089,     2.487
F24031,     0.000,    39.066,    78.263,     2.574
A51073,     0.000,   141.833,    67.251,     1.337
A51115,     0.000,   149.702,    67.833,     1.358
A51119,     0.000,   128.096,    65.969,     1.400
A51199,     0.000,    50.738,    52.906,     1.368
F51199,     0.000,    50.685,    52.913,     1.369
A51095,     0.000,    37.186,    53.980,     1.681
A51097,     0.000,    29.886,    60.786,     1.512
A51127,     0.000,    17.386,    19.791,     0.842
A51830,     0.000,    42.037,    55.777,     1.410
F51095,     0.000,    37.233,    54.034,     1.682
F51830,     0.000,    41.907,    55.706,     1.410
A51650,     0.000,    84.491,    37.548,     0.894
A51735,     0.000,    16.234,    75.017,     2.502
F51650,     0.000,    84.622,    37.616,     0.894
F51735,     0.000,    15.849,    75.073,     2.502
A51101,     0.000,    40.131,    61.795,     1.561
A51033,     0.000,    37.210,    49.738,     1.269
F51033,     0.000,    30.798,    32.307,     1.008
A51177,     0.000,    59.044,     9.972,     0.762
F51177,     0.000,    58.588,     9.510,     0.749
F51101,     0.000,   132.764,    64.332,     1.381
A51109,     0.000,    79.987,     9.394,     0.594
A51003,     0.000,    72.089,    40.881,     1.194
A51065,     0.000,    51.131,    25.714,     0.968
A51075,     0.000,   100.639,    26.101,     0.760
A51103,     0.000,   142.803,    63.954,     1.264
A51133,     0.000,   145.538,    62.344,     1.261
A51057,     0.000,    38.426,    69.597,     1.721
A51159,     0.000,    70.992,    65.716,     1.413
F51159,     0.000,   137.003,    63.902,     1.269
A51099,     0.000,   129.281,    67.284,     1.384
A51630,     0.000,    48.504,    34.294,     0.979
F51057,     0.000,   106.242,    65.554,     1.541
F51099,     0.000,   129.913,    67.244,     1.385
F51630,     0.000,   154.911,    63.547,     1.280
A51047,     0.000,    95.276,    63.392,     1.610
A51061,     0.000,    65.820,    14.038,     0.824
A51157,     0.000,   138.558,    71.630,     1.488
B51061,     0.000,   115.535,    73.730,     1.653
B51157,     0.000,   179.833,    70.171,     1.392
F51061,     0.000,   122.868,    52.621,     1.154
F51157,     0.000,   141.799,    70.698,     1.442
A51113,     0.000,    90.567,    72.950,     1.662
B51113,     0.000,   182.841,    71.561,     1.441
F51113,     0.000,   129.725,    74.087,     1.585
A51079,     0.000,    85.525,    56.230,     1.518
B51079,     0.000,   160.350,    67.785,     1.442
