landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,   119.874,    72.790,     4.025
A24009,     0.000,   102.380,    92.590,     4.190
F24009,     0.000,   101.814,    92.609,     4.190
F24037,     0.000,   173.951,    92.110,     4.095
A24033,     0.000,    66.253,    79.697,     4.113
F24033,     0.000,    93.914,    89.920,     4.160
A24003,     0.000,   132.969,    91.461,     4.012
F24003,     0.000,   133.210,    91.459,     4.014
A24027,     0.000,   106.900,    86.094,     4.181
F24027,     0.000,    87.455,    85.778,     4.174
A24031,     0.000,    85.781,    86.528,     4.190
F24031,     0.000,    70.780,    86.020,     4.130
A51073,     0.000,   145.534,    94.666,     4.141
A51115,     0.000,   152.854,    94.187,     4.142
A51119,     0.000,   133.865,    94.017,     4.152
A51199,     0.000,    58.705,    69.669,     4.147
F51199,     0.000,    58.700,    69.669,     4.147
A51095,     0.000,    42.803,    74.180,     4.175
A51097,     0.000,    50.368,    81.753,     4.066
A51127,     0.000,    24.033,    32.856,     4.528
A51830,     0.000,    48.463,    74.742,     4.139
F51095,     0.000,    42.803,    74.225,     4.176
F51830,     0.000,    48.417,    74.648,     4.139
A51650,     0.000,    96.513,    49.100,     4.133
A51735,     0.000,    25.478,    94.378,     4.437
F51650,     0.000,    96.575,    49.218,     4.132
F51735,     0.000,    25.305,    94.375,     4.437
A51101,     0.000,    61.918,    83.546,     4.082
A51033,     0.000,    55.759,    68.929,     4.019
F51033,     0.000,    43.633,    48.550,     3.994
A51177,     0.000,    69.769,    19.468,     4.378
F51177,     0.000,    69.120,    18.886,     4.386
F51101,     0.000,   139.058,    93.980,     4.134
A51109,     0.000,    87.025,    21.619,     3.927
A51003,     0.000,    93.716,    51.057,     4.010
A51065,     0.000,    73.933,    35.913,     3.980
A51075,     0.000,   111.993,    40.587,     3.656
A51103,     0.000,   146.956,    93.921,     4.138
A51133,     0.000,   147.713,    93.284,     4.139
A51057,     0.000,    60.309,    91.838,     4.151
A51159,     0.000,    88.153,    92.945,     4.129
F51159,     0.000,   142.989,    94.083,     4.140
A51099,     0.000,   138.398,    95.034,     4.149
A51630,     0.000,    68.310,    50.705,     3.967
F51057,     0.000,   117.671,    92.612,     4.168
F51099,     0.000,   138.569,    95.009,     4.150
F51630,     0.000,   154.920,    92.354,     4.050
A51047,     0.000,   115.342,    77.292,     4.043
A51061,     0.000,    76.483,    24.376,     4.615
A51157,     0.000,   144.611,    92.630,     4.104
B51061,     0.000,   127.792,    90.432,     4.113
B51157,     0.000,   169.595,    93.452,     4.100
F51061,     0.000,   132.790,    72.663,     4.022
F51157,     0.000,   146.333,    92.608,     4.099
A51113,     0.000,   112.792,    87.914,     4.093
B51113,     0.000,   172.673,    93.044,     4.101
F51113,     0.000,   143.119,    92.296,     4.101
A51079,     0.000,   102.189,    73.645,     4.143
B51079,     0.000,   157.609,    92.140,     4.107
F51079,     0.000,   147.669,    92.528,     4.098
A51137,     0.000,    86.812,    40.534,     3.986
F51137,     0.000,   102.438,    49.762,     3.961
A24005,     0.000,    72.618,    87.549,     4.182
A24510,     0.000,   147.041,    88.606,     4.161
F24005,     0.000,    77.701,    87.869,     4.202
F24510,     0.000,   147.287,    88.610,     4.162
A24013,     0.000,   124.918,    86.779,     4.163
F24013,     0.000,   202.752,    86.481,     4.146
A24025,     0.000,   111.321,    87.191,     4.171
F24025,     0.000,   176.794,    87.128,     4.164
A10001,     0.000,    54.946,    88.102,     4.158
A10005,     0.000,    69.582,    74.501,     4.231
A24011,     0.000,    86.338,    88.697,     4.187
A24019,     0.000,    76.532,    62.300,     4.141
A24045,     0.049,   490.189,    48.854,     4.509
F24019,     0.000,    77.377,    62.798,     4.142
A24047,     0.000,   174.517,    42.053,     4.395
F24045,     0.051,   512.813,    81.277,     4.301
A24039,     0.000,   447.982,    60.097,     4.266
A51001,     0.000,   112.805,    59.828,     4.087
F24039,     0.000,   450.706,    60.713,     4.266
