TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.005500,1,0.03,0.3,0,50,106.7665,5,0.5,2,0,550,384.6905,5,1,8,0,300,8.329000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,0.004500,1,0.03,0.3,0,50,974.0205,5,0.5,2,0,550,427.6245,5,1,8,0,300,9.249500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,0.222000,1,0.03,0.3,0,50,284.8015,5,0.5,2,0,550,316.8980,5,1,8,0,300,10.16800,6,0.5,1,0,100,0,0,0,0,na,na
A11001,0.002000,1,0.03,0.3,0,50,178.9270,5,0.5,2,0,550,289.3450,5,1,8,0,300,7.800500,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.002000,1,0.03,0.3,0,50,569.4230,5,0.5,2,0,550,284.1890,5,1,8,0,300,8.459000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.004000,1,0.03,0.3,0,50,562.1275,5,0.5,2,0,550,384.3850,5,1,8,0,300,9.139500,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.001000,1,0.03,0.3,0,50,155.2930,5,0.5,2,0,550,388.9610,5,1,8,0,300,11.04800,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.002000,1,0.03,0.3,0,50,318.1040,5,0.5,2,0,550,434.8850,5,1,8,0,300,9.471500,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,50,260.8200,5,0.5,2,0,550,430.0775,5,1,8,0,300,9.606001,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.002000,1,0.03,0.3,0,50,544.9575,5,0.5,2,0,550,392.9665,5,1,8,0,300,10.04100,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.005000,1,0.03,0.3,0,50,240.9225,5,0.5,2,0,550,379.7055,5,1,8,0,300,10.22750,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.006000,1,0.03,0.3,0,50,129.9940,5,0.5,2,0,550,79.19700,5,1,8,0,300,3.456500,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.,1,0.03,0.3,0,50,224.8825,5,0.5,2,0,550,239.0810,5,1,8,0,300,6.734500,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.002000,1,0.03,0.3,0,50,478.0515,5,0.5,2,0,550,369.3470,5,1,8,0,300,9.307501,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.,1,0.03,0.3,0,50,932.9760,5,0.5,2,0,550,357.1345,5,1,8,0,300,9.908000,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.003000,1,0.03,0.3,0,50,370.9380,5,0.5,2,0,550,401.7620,5,1,8,0,300,10.94600,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.002000,1,0.03,0.3,0,50,375.2250,5,0.5,2,0,550,398.4085,5,1,8,0,300,10.79550,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.004000,1,0.03,0.3,0,50,673.4370,5,0.5,2,0,550,420.7430,5,1,8,0,300,8.579000,6,0.5,1,0,100,0,0,0,0,na,na
A24031,0.001500,1,0.03,0.3,0,50,237.9170,5,0.5,2,0,550,390.9425,5,1,8,0,300,10.44500,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.003500,1,0.03,0.3,0,50,168.5575,5,0.5,2,0,550,323.0455,5,1,8,0,300,8.155500,6,0.5,1,0,100,0,0,0,0,na,na
A24035,0.005500,1,0.03,0.3,0,50,228.1510,5,0.5,2,0,550,425.4420,5,1,8,0,300,8.820000,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.007000,1,0.03,0.3,0,50,431.0905,5,0.5,2,0,550,256.4490,5,1,8,0,300,5.859000,6,0.5,1,0,100,0,0,0,0,na,na
A24039,1.664000,1,0.03,0.3,0,50,1701.525,5,0.5,2,0,550,197.0765,5,1,8,0,300,7.331500,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.010500,1,0.03,0.3,0,50,342.0840,5,0.5,2,0,550,307.2425,5,1,8,0,300,7.662500,6,0.5,1,0,100,0,0,0,0,na,na
A24043,0.001000,1,0.03,0.3,0,50,8.009000,5,0.5,2,0,550,352.6820,5,1,8,0,300,10.08200,6,0.5,1,0,100,0,0,0,0,na,na
A24045,2.305000,1,0.03,0.3,0,50,1903.658,5,0.5,2,0,550,139.8635,5,1,8,0,300,6.191000,6,0.5,1,0,100,0,0,0,0,na,na
A24047,0.523500,1,0.03,0.3,0,50,754.8380,5,0.5,2,0,550,127.4465,5,1,8,0,300,5.950000,6,0.5,1,0,100,0,0,0,0,na,na
A24510,0.002000,1,0.03,0.3,0,50,597.2220,5,0.5,2,0,550,409.7185,5,1,8,0,300,10.80450,6,0.5,1,0,100,0,0,0,0,na,na
A36003,0.,1,0.03,0.3,0,50,1570.715,5,0.5,2,0,550,258.5515,5,1,8,0,300,7.309000,6,0.5,1,0,100,0,0,0,0,na,na
A36007,0.,1,0.03,0.3,0,50,818.5840,5,0.5,2,0,550,343.5230,5,1,8,0,300,10.19150,6,0.5,1,0,100,0,0,0,0,na,na
A36015,0.001000,1,0.03,0.3,0,50,1068.046,5,0.5,2,0,550,238.2985,5,1,8,0,300,7.839000,6,0.5,1,0,100,0,0,0,0,na,na
A36017,0.,1,0.03,0.3,0,50,936.5355,5,0.5,2,0,550,408.3230,5,1,8,0,300,10.59150,6,0.5,1,0,100,0,0,0,0,na,na
A36023,0.,1,0.03,0.3,0,50,940.9925,5,0.5,2,0,550,411.7475,5,1,8,0,300,10.79650,6,0.5,1,0,100,0,0,0,0,na,na
A36025,0.,1,0.03,0.3,0,50,1108.613,5,0.5,2,0,550,405.2410,5,1,8,0,300,11.29800,6,0.5,1,0,100,0,0,0,0,na,na
A36043,0.001000,1,0.03,0.3,0,50,577.4915,5,0.5,2,0,550,403.2340,5,1,8,0,300,11.24500,6,0.5,1,0,100,0,0,0,0,na,na
A36051,0.001000,1,0.03,0.3,0,50,1209.150,5,0.5,2,0,550,214.5170,5,1,8,0,300,7.299000,6,0.5,1,0,100,0,0,0,0,na,na
A36053,0.,1,0.03,0.3,0,50,356.6320,5,0.5,2,0,550,270.0990,5,1,8,0,300,9.194000,6,0.5,1,0,100,0,0,0,0,na,na
A36065,0.001000,1,0.03,0.3,0,50,494.0685,5,0.5,2,0,550,401.7990,5,1,8,0,300,11.24400,6,0.5,1,0,100,0,0,0,0,na,na
A36067,0.001000,1,0.03,0.3,0,50,435.3385,5,0.5,2,0,550,404.4665,5,1,8,0,300,11.35400,6,0.5,1,0,100,0,0,0,0,na,na
A36069,0.001000,1,0.03,0.3,0,50,1025.595,5,0.5,2,0,550,310.8565,5,1,8,0,300,9.125999,6,0.5,1,0,100,0,0,0,0,na,na
A36077,0.,1,0.03,0.3,0,50,1006.224,5,0.5,2,0,550,405.6015,5,1,8,0,300,11.16700,6,0.5,1,0,100,0,0,0,0,na,na
A36095,0.,1,0.03,0.3,0,50,1153.329,5,0.5,2,0,550,413.4720,5,1,8,0,300,11.39000,6,0.5,1,0,100,0,0,0,0,na,na
A36097,0.000500,1,0.03,0.3,0,50,1179.828,5,0.5,2,0,550,330.7640,5,1,8,0,300,9.274500,6,0.5,1,0,100,0,0,0,0,na,na
A36101,0.,1,0.03,0.3,0,50,772.1450,5,0.5,2,0,550,248.3065,5,1,8,0,300,8.238501,6,0.5,1,0,100,0,0,0,0,na,na
A36107,0.001000,1,0.03,0.3,0,50,959.8105,5,0.5,2,0,550,293.9990,5,1,8,0,300,9.173500,6,0.5,1,0,100,0,0,0,0,na,na
A36109,0.001000,1,0.03,0.3,0,50,1621.406,5,0.5,2,0,550,341.4045,5,1,8,0,300,9.468000,6,0.5,1,0,100,0,0,0,0,na,na
