TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.004911,0.,7.030665,1.000000,na,na,0.000100,0.009837,0.,3.515331,1.000000,na,na,0.000100,0.000697,0.003248,1.130054,0.200000,na,na,0.000100,0.000697,0.003248,0.208181,0.000100,6980.262,2603.705,0.0001,1.07,143.2611,3456.614,0.0001,1.07,19.64249,23.67392,0.0001,1.07,19.64249,23.67392,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000125,0.,10.00000,1.000000,na,na,0.000100,0.000250,0.,5.024765,1.000000,na,na,0.000100,0.001238,0.001811,2.415677,0.200000,na,na,0.000100,0.001238,0.001811,0.427610,0.000100,136.9198,1334.369,0.0001,1.07,7303.542,6744.772,0.0001,1.07,23.83617,30.87001,0.0001,1.07,23.83617,30.87001,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000155,0.,9.457541,1.000000,na,na,0.000100,0.000313,0.,4.728771,1.000000,na,na,0.000100,0.000112,0.010000,0.034731,0.200000,na,na,0.000100,0.000112,0.010000,0.010000,0.000100,0.100000,35434.91,0.0001,1.07,50000.00,253.9868,0.0001,1.07,36.33595,39.64795,0.0001,1.07,36.33595,39.64795,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.001709,0.,6.089603,1.000000,na,na,0.000100,0.003423,0.,3.044801,1.000000,na,na,0.000100,0.000821,0.002907,0.597530,0.200000,na,na,0.000100,0.000821,0.002907,0.099586,0.000100,2545.089,30065.22,0.0001,1.07,392.9136,299.3492,0.0001,1.07,14.41713,22.28525,0.0001,1.07,14.41713,22.28525,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000382,0.,7.667792,1.000000,na,na,0.000100,0.000763,0.,3.833895,1.000000,na,na,0.000100,0.001030,0.002156,1.681917,0.200000,na,na,0.000100,0.001030,0.002156,0.343790,0.000100,317.4302,1333.372,0.0001,1.07,3142.774,6749.811,0.0001,1.07,14.66612,20.30121,0.0001,1.07,14.66612,20.30121,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000181,0.,5.812367,1.000000,na,na,0.000100,0.000367,0.,2.906183,1.000000,na,na,0.000100,0.001504,0.001901,0.517490,0.200000,na,na,0.000100,0.001504,0.002494,0.086251,0.000100,250.2532,558.8567,0.0001,1.07,3995.955,16104.32,0.0001,1.07,25.76209,34.07058,0.0001,1.07,25.76209,34.07058,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.004487,0.,7.519848,1.000000,na,na,0.000100,0.008974,0.,3.759925,1.000000,na,na,0.000100,0.000100,0.010000,0.069591,0.200000,na,na,0.000100,0.000100,0.010000,0.011599,0.000100,4128.417,357.8849,0.0001,1.07,231.3059,25147.78,0.0001,1.07,34.70127,34.84079,0.0001,1.07,34.70127,34.84079,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000621,0.,6.114646,1.000000,na,na,0.000100,0.001246,0.,3.057321,1.000000,na,na,0.000100,0.000856,0.002529,1.651326,0.200000,na,na,0.000100,0.000856,0.002529,0.330957,0.000100,546.3706,225.6021,0.0001,1.07,1261.793,39893.27,0.0001,1.07,20.32997,23.06309,0.0001,1.07,20.32997,23.06309,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,1,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.000100,0.000100,0.,8.349841,1.000000,na,na,0.000100,0.000100,0.,4.174921,1.000000,na,na,0.000100,0.000995,0.002037,1.468353,0.200000,na,na,0.000100,0.000995,0.002037,0.244723,0.000100,0.100000,4168.581,0.0001,1.07,50000.00,2159.007,0.0001,1.07,22.72560,28.03172,0.0001,1.07,22.72560,28.03172,0.0001,1.07,0.5,0.1,0,0,1.07,20
