TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.214822,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,78.28730,1.5,20.00000,0.319336,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,0.326354,1.5,20.00000,76.60400,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.152910,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,72.14564,1.5,20.00000,0.346522,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,87.38150,1.5,20.00000,0.286102,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.227566,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,79.85533,1.5,20.00000,0.313066,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,5.977769,1.5,20.00000,4.182162,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,100.0000,1.5,20.00000,0.212472,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,75.89487,1.5,20.00000,0.329403,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,27.74729,1.5,20.00000,0.900990,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,2.929011,1.5,20.00000,8.535302,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,82.19200,1.5,20.00000,0.304166,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
