TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.064594,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,96.51907,1.5,20.00000,0.259015,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,0.325754,1.5,20.00000,76.74500,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.039272,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,100.0000,1.5,20.00000,0.202954,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,100.0000,1.5,20.00000,0.243038,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.118082,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,83.73047,1.5,20.00000,0.298578,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,5.572936,1.5,20.00000,4.485966,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,100.0000,1.5,20.00000,0.096754,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,100.0000,1.5,20.00000,0.204203,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,46.56807,1.5,20.00000,0.536849,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
