 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PS1_4790_4830,p53_NA10                 , 0.86493E+07, 0.80866E+07, 0.23171E+06, 0.16490E+06, 0.16609E+06,p53cal                   , 0.96861E+07, 0.90225E+07, 0.23014E+06, 0.11328E+06, 0.32013E+06
SU1_1630_1610,p53_NA10                 , 0.14747E+08, 0.13078E+08, 0.93794E+05, 0.26890E+06, 0.13070E+07,p53cal                   , 0.15163E+08, 0.12592E+08, 0.53734E+05, 0.25336E+06, 0.22639E+07
SW1_1570_1640,p53_NA10                 , 0.23760E+08, 0.21273E+08, 0.13521E+07, 0.69467E+06, 0.44049E+06,p53cal                   , 0.24437E+08, 0.22612E+08, 0.26579E+06, 0.60960E+06, 0.94943E+06
JL3_7020_7100,p53_NA10                 , 0.17374E+08, 0.13868E+08, 0.67048E+05, 0.43728E+06, 0.30023E+07,p53cal                   , 0.19459E+08, 0.15264E+08, 0.64242E+05, 0.38208E+06, 0.37491E+07
PU0_3000_3090,p53_NA10                 , 0.32468E+08, 0.26756E+08, 0.44861E+07, 0.83692E+06, 0.38865E+06,p53cal                   , 0.28732E+08, 0.25836E+08, 0.16008E+07, 0.70669E+06, 0.58830E+06
SJ2_2150_2130,p53_NA10                 , 0.13171E+08, 0.11200E+08, 0.45315E+06, 0.26175E+06, 0.12555E+07,p53cal                   , 0.12802E+08, 0.10133E+08, 0.32548E+06, 0.22291E+06, 0.21211E+07
PU0_3751_3752,p53_NA10                 , 0.54602E+07, 0.49315E+07, 0.55952E+05, 0.37105E+06, 0.10171E+06,p53cal                   , 0.59096E+07, 0.54687E+07, 0.57692E+05, 0.20905E+06, 0.17418E+06
JL1_7170_6800,p53_NA10                 , 0.55545E+07, 0.34858E+07, 0.24665E+03, 0.20988E+06, 0.18587E+07,p53cal                   , 0.61616E+07, 0.45082E+07, 0.16171E+03, 0.13014E+06, 0.15231E+07
PS2_6730_6660,p53_NA10                 , 0.27371E+08, 0.21750E+08, 0.37699E+07, 0.68101E+06, 0.11694E+07,p53cal                   , 0.23999E+08, 0.21098E+08, 0.67613E+06, 0.51580E+06, 0.17089E+07
SJ2_2110_2170,p53_NA10                 , 0.48128E+07, 0.45584E+07, 0.00000E+00, 0.11720E+06, 0.13720E+06,p53cal                   , 0.50080E+07, 0.46796E+07, 0.00000E+00, 0.10648E+06, 0.22197E+06
SU2_1550_1620,p53_NA10                 , 0.19460E+08, 0.12614E+08, 0.30345E+07, 0.54110E+06, 0.32708E+07,p53cal                   , 0.21932E+08, 0.12831E+08, 0.27332E+07, 0.55283E+06, 0.58148E+07
SW1_1560_1460,p53_NA10                 , 0.23602E+07, 0.22999E+07, 0.22929E+02, 0.60317E+05, 0.00000E+00,p53cal                   , 0.26118E+07, 0.25635E+07, 0.22929E+02, 0.48316E+05, 0.00000E+00
SJ2_1900_1930,p53_NA10                 , 0.37676E+08, 0.33636E+08, 0.26972E+07, 0.77599E+06, 0.56640E+06,p53cal                   , 0.37150E+08, 0.33616E+08, 0.17869E+07, 0.72097E+06, 0.10264E+07
PS2_5550_5560,p53_NA10                 , 0.22196E+08, 0.21430E+08, 0.10698E+05, 0.22915E+06, 0.52636E+06,p53cal                   , 0.22652E+08, 0.21601E+08, 0.12931E+06, 0.18798E+06, 0.73345E+06
JL2_6240_6520,p53_NA10                 , 0.13300E+08, 0.99998E+07, 0.30991E+06, 0.13636E+07, 0.16265E+07,p53cal                   , 0.16091E+08, 0.12052E+08, 0.42568E+06, 0.84754E+06, 0.27664E+07
SU2_1200_1310,p53_NA10                 , 0.11421E+08, 0.96952E+07, 0.89424E+05, 0.34880E+06, 0.12872E+07,p53cal                   , 0.14613E+08, 0.11099E+08, 0.15944E+06, 0.35140E+06, 0.30033E+07
