 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SJ2_2150_2130,p53_2007AA               , 0.10620E+09, 0.10527E+09, 0.92850E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.31584E+09, 0.31474E+09, 0.11019E+07, 0.00000E+00, 0.00000E+00
SW1_1570_1640,p53_2007AA               , 0.14133E+08, 0.13739E+08, 0.39435E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.61626E+09, 0.61542E+09, 0.84609E+06, 0.00000E+00, 0.00000E+00
PU0_3000_3090,p53_2007AA               , 0.33980E+09, 0.33872E+09, 0.10756E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.50255E+09, 0.50055E+09, 0.19973E+07, 0.00000E+00, 0.00000E+00
JL3_7020_7100,p53_2007AA               , 0.55884E+09, 0.55873E+09, 0.10931E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.64341E+09, 0.64335E+09, 0.58824E+05, 0.00000E+00, 0.00000E+00
PS1_4790_4830,p53_2007AA               , 0.22509E+09, 0.22508E+09, 0.10195E+05, 0.00000E+00, 0.00000E+00,p53cal                   , 0.22943E+09, 0.22942E+09, 0.40235E+04, 0.00000E+00, 0.00000E+00
SU1_1630_1610,p53_2007AA               , 0.30164E+06, 0.00000E+00, 0.30164E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.30973E+09, 0.30957E+09, 0.16365E+06, 0.00000E+00, 0.00000E+00
PU0_3751_3752,p53_2007AA               , 0.24495E+09, 0.24478E+09, 0.17107E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.23999E+09, 0.23982E+09, 0.17123E+06, 0.00000E+00, 0.00000E+00
JL1_7170_6800,p53_2007AA               , 0.10057E+09, 0.10057E+09, 0.46358E+03, 0.00000E+00, 0.00000E+00,p53cal                   , 0.12432E+09, 0.12432E+09, 0.14293E+03, 0.00000E+00, 0.00000E+00
SJ2_2110_2170,p53_2007AA               , 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00,p53cal                   , 0.13903E+09, 0.13903E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
SW1_1560_1460,p53_2007AA               , 0.13450E+04, 0.00000E+00, 0.13450E+04, 0.00000E+00, 0.00000E+00,p53cal                   , 0.88000E+08, 0.87999E+08, 0.13450E+04, 0.00000E+00, 0.00000E+00
PS2_6730_6660,p53_2007AA               , 0.10640E+10, 0.10634E+10, 0.53670E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11486E+10, 0.11477E+10, 0.83118E+06, 0.00000E+00, 0.00000E+00
SU2_1550_1620,p53_2007AA               , 0.12179E+07, 0.00000E+00, 0.12179E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.40499E+09, 0.40218E+09, 0.28089E+07, 0.00000E+00, 0.00000E+00
SJ2_1900_1930,p53_2007AA               , 0.60438E+08, 0.58620E+08, 0.18180E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.47270E+09, 0.47038E+09, 0.23244E+07, 0.00000E+00, 0.00000E+00
