 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PS1_4790_4830,p53_NA10                 , 0.48171E+06, 0.34657E+06, 0.12180E+06, 0.00000E+00, 0.13332E+05,p53cal                   , 0.50209E+06, 0.36638E+06, 0.12147E+06, 0.00000E+00, 0.14243E+05
SU1_1630_1610,p53_NA10                 , 0.96039E+06, 0.83587E+06, 0.20456E+05, 0.00000E+00, 0.10406E+06,p53cal                   , 0.81709E+06, 0.70278E+06, 0.12604E+05, 0.00000E+00, 0.10170E+06
SW1_1570_1640,p53_NA10                 , 0.17492E+07, 0.14934E+07, 0.22515E+06, 0.00000E+00, 0.30671E+05,p53cal                   , 0.14435E+07, 0.13095E+07, 0.93877E+05, 0.00000E+00, 0.40134E+05
JL3_7020_7100,p53_NA10                 , 0.18227E+07, 0.15450E+07, 0.11223E+05, 0.00000E+00, 0.26645E+06,p53cal                   , 0.17795E+07, 0.15646E+07, 0.12948E+05, 0.00000E+00, 0.20188E+06
PU0_3000_3090,p53_NA10                 , 0.15858E+07, 0.81478E+06, 0.74725E+06, 0.00000E+00, 0.23730E+05,p53cal                   , 0.11011E+07, 0.64995E+06, 0.42787E+06, 0.00000E+00, 0.23243E+05
SJ2_2150_2130,p53_NA10                 , 0.65374E+06, 0.49545E+06, 0.72093E+05, 0.00000E+00, 0.86206E+05,p53cal                   , 0.51805E+06, 0.37929E+06, 0.51668E+05, 0.00000E+00, 0.87096E+05
PU0_3751_3752,p53_NA10                 , 0.32344E+06, 0.31516E+06, 0.13041E+04, 0.00000E+00, 0.69691E+04,p53cal                   , 0.29539E+06, 0.28675E+06, 0.15816E+04, 0.00000E+00, 0.70532E+04
JL1_7170_6800,p53_NA10                 , 0.45185E+06, 0.29236E+06, 0.50295E+02, 0.00000E+00, 0.15944E+06,p53cal                   , 0.47604E+06, 0.39894E+06, 0.25076E+02, 0.00000E+00, 0.77066E+05
PS2_6730_6660,p53_NA10                 , 0.19136E+07, 0.12021E+07, 0.62822E+06, 0.00000E+00, 0.83296E+05,p53cal                   , 0.13063E+07, 0.11079E+07, 0.11491E+06, 0.00000E+00, 0.83458E+05
SJ2_2110_2170,p53_NA10                 , 0.18543E+06, 0.17600E+06, 0.00000E+00, 0.00000E+00, 0.94259E+04,p53cal                   , 0.16935E+06, 0.15995E+06, 0.00000E+00, 0.00000E+00, 0.93956E+04
SU2_1550_1620,p53_NA10                 , 0.15659E+07, 0.78956E+06, 0.50517E+06, 0.00000E+00, 0.27121E+06,p53cal                   , 0.14239E+07, 0.71099E+06, 0.45012E+06, 0.00000E+00, 0.26278E+06
