 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SU1_1630_1610,p53_VaEpil10AA           , 0.90141E+06, 0.76754E+06, 0.29806E+05, 0.00000E+00, 0.10406E+06,p53cal                   , 0.81709E+06, 0.70278E+06, 0.12604E+05, 0.00000E+00, 0.10170E+06
SW1_1570_1640,p53_VaEpil10AA           , 0.14418E+07, 0.13746E+07, 0.36543E+05, 0.00000E+00, 0.30671E+05,p53cal                   , 0.14435E+07, 0.13095E+07, 0.93877E+05, 0.00000E+00, 0.40134E+05
JL3_7020_7100,p53_VaEpil10AA           , 0.15229E+07, 0.12432E+07, 0.13250E+05, 0.00000E+00, 0.26645E+06,p53cal                   , 0.17795E+07, 0.15646E+07, 0.12948E+05, 0.00000E+00, 0.20188E+06
PS1_4790_4830,p53_VaEpil10AA           , 0.33580E+06, 0.29871E+06, 0.23762E+05, 0.00000E+00, 0.13332E+05,p53cal                   , 0.50209E+06, 0.36638E+06, 0.12147E+06, 0.00000E+00, 0.14243E+05
SJ2_2150_2130,p53_VaEpil10AA           , 0.56849E+06, 0.45951E+06, 0.22765E+05, 0.00000E+00, 0.86206E+05,p53cal                   , 0.51805E+06, 0.37929E+06, 0.51668E+05, 0.00000E+00, 0.87096E+05
PU0_3000_3090,p53_VaEpil10AA           , 0.11652E+07, 0.76894E+06, 0.37256E+06, 0.00000E+00, 0.23730E+05,p53cal                   , 0.11011E+07, 0.64995E+06, 0.42787E+06, 0.00000E+00, 0.23243E+05
PU0_3751_3752,p53_VaEpil10AA           , 0.29407E+06, 0.28580E+06, 0.13041E+04, 0.00000E+00, 0.69691E+04,p53cal                   , 0.29539E+06, 0.28675E+06, 0.15816E+04, 0.00000E+00, 0.70532E+04
SW1_1560_1460,p53_VaEpil10AA           , 0.12230E+06, 0.12225E+06, 0.50443E+02, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11198E+06, 0.11193E+06, 0.50443E+02, 0.00000E+00, 0.00000E+00
SJ2_2110_2170,p53_VaEpil10AA           , 0.17749E+06, 0.16807E+06, 0.00000E+00, 0.00000E+00, 0.94259E+04,p53cal                   , 0.16935E+06, 0.15995E+06, 0.00000E+00, 0.00000E+00, 0.93956E+04
JL1_7170_6800,p53_VaEpil10AA           , 0.41454E+06, 0.25503E+06, 0.58293E+02, 0.00000E+00, 0.15944E+06,p53cal                   , 0.47604E+06, 0.39894E+06, 0.25076E+02, 0.00000E+00, 0.77066E+05
SU2_1550_1620,p53_VaEpil10AA           , 0.12548E+07, 0.75247E+06, 0.23113E+06, 0.00000E+00, 0.27121E+06,p53cal                   , 0.14239E+07, 0.71099E+06, 0.45012E+06, 0.00000E+00, 0.26278E+06
PS2_6730_6660,p53_VaEpil10AA           , 0.10179E+07, 0.86481E+06, 0.69820E+05, 0.00000E+00, 0.83296E+05,p53cal                   , 0.13063E+07, 0.11079E+07, 0.11491E+06, 0.00000E+00, 0.83458E+05
SW1_1180_1190,p53_VaEpil10AA           , 0.72191E+05, 0.65829E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04,p53cal                   , 0.73928E+05, 0.67565E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04
SU2_1200_1310,p53_VaEpil10AA           , 0.68231E+06, 0.53396E+06, 0.27076E+05, 0.00000E+00, 0.12127E+06,p53cal                   , 0.73542E+06, 0.57608E+06, 0.22442E+05, 0.00000E+00, 0.13690E+06
SJ2_1900_1930,p53_VaEpil10AA           , 0.18608E+07, 0.14124E+07, 0.40526E+06, 0.00000E+00, 0.43208E+05,p53cal                   , 0.15478E+07, 0.12187E+07, 0.28426E+06, 0.00000E+00, 0.44856E+05
SW1_1160_1260,p53_VaEpil10AA           , 0.10909E+06, 0.10617E+06, 0.00000E+00, 0.00000E+00, 0.29202E+04,p53cal                   , 0.10980E+06, 0.10476E+06, 0.00000E+00, 0.00000E+00, 0.50407E+04
SU1_1480_1500,p53_VaEpil10AA           , 0.22584E+07, 0.29686E+06, 0.17094E+07, 0.00000E+00, 0.25216E+06,p53cal                   , 0.17283E+07, 0.30777E+06, 0.11723E+07, 0.00000E+00, 0.24828E+06
JL2_6240_6520,p53_VaEpil10AA           , 0.11052E+07, 0.89162E+06, 0.60675E+05, 0.00000E+00, 0.15285E+06,p53cal                   , 0.14841E+07, 0.13116E+07, 0.23494E+05, 0.00000E+00, 0.14903E+06
PS2_5550_5560,p53_VaEpil10AA           , 0.71060E+06, 0.67853E+06, 0.22089E+04, 0.00000E+00, 0.29863E+05,p53cal                   , 0.91018E+06, 0.81541E+06, 0.65526E+05, 0.00000E+00, 0.29239E+05
SU2_1210_1310,p53_VaEpil10AA           , 0.55747E+06, 0.51973E+06, 0.25336E+05, 0.00000E+00, 0.12397E+05,p53cal                   , 0.51828E+06, 0.50204E+06, 0.38121E+04, 0.00000E+00, 0.12429E+05
SJ3_2160_2170,p53_VaEpil10AA           , 0.11338E+07, 0.95119E+06, 0.31003E+05, 0.00000E+00, 0.15160E+06,p53cal                   , 0.10560E+07, 0.87746E+06, 0.25812E+05, 0.00000E+00, 0.15268E+06
JL2_7110_7120,p53_VaEpil10AA           , 0.92406E+06, 0.73460E+06, 0.39416E+05, 0.00000E+00, 0.15004E+06,p53cal                   , 0.98819E+06, 0.88437E+06, 0.25524E+05, 0.00000E+00, 0.78306E+05
SU2_0670_0810,p53_VaEpil10AA           , 0.30984E+06, 0.12723E+06, 0.92529E+04, 0.00000E+00, 0.17336E+06,p53cal                   , 0.33517E+06, 0.15691E+06, 0.00000E+00, 0.00000E+00, 0.17827E+06
SU2_1290_1500,p53_VaEpil10AA           , 0.75291E+06, 0.41133E+06, 0.23680E+06, 0.00000E+00, 0.10478E+06,p53cal                   , 0.75572E+06, 0.43521E+06, 0.21628E+06, 0.00000E+00, 0.10423E+06
JL1_6560_6440,p53_VaEpil10AA           , 0.63237E+06, 0.51777E+06, 0.99667E+02, 0.00000E+00, 0.11450E+06,p53cal                   , 0.87290E+06, 0.75749E+06, 0.47808E+04, 0.00000E+00, 0.11062E+06
PU2_3090_4050,p53_VaEpil10AA           , 0.27756E+07, 0.22533E+07, 0.38178E+06, 0.00000E+00, 0.14053E+06,p53cal                   , 0.35114E+07, 0.21324E+07, 0.12417E+07, 0.00000E+00, 0.13733E+06
JL1_6770_6850,p53_VaEpil10AA           , 0.49008E+06, 0.40857E+06, 0.38828E+05, 0.00000E+00, 0.42682E+05,p53cal                   , 0.60995E+06, 0.54054E+06, 0.26701E+05, 0.00000E+00, 0.42714E+05
PU2_4730_4220,p53_VaEpil10AA           , 0.76165E+06, 0.50932E+06, 0.23299E+06, 0.00000E+00, 0.19339E+05,p53cal                   , 0.13731E+07, 0.81760E+06, 0.53582E+06, 0.00000E+00, 0.19670E+05
SW2_1190_1410,p53_VaEpil10AA           , 0.13609E+07, 0.12147E+07, 0.71450E+05, 0.00000E+00, 0.74753E+05,p53cal                   , 0.14218E+07, 0.12948E+07, 0.47719E+05, 0.00000E+00, 0.79231E+05
SJ3_2170_1970,p53_VaEpil10AA           , 0.11730E+07, 0.11703E+07, 0.00000E+00, 0.00000E+00, 0.26641E+04,p53cal                   , 0.10699E+07, 0.10670E+07, 0.00000E+00, 0.00000E+00, 0.29748E+04
SJ1_2280_2450,p53_VaEpil10AA           , 0.22646E+06, 0.17852E+06, 0.43035E+05, 0.00000E+00, 0.49098E+04,p53cal                   , 0.18298E+06, 0.17570E+06, 0.23653E+04, 0.00000E+00, 0.49098E+04
SW3_1040_1220,p53_VaEpil10AA           , 0.51974E+06, 0.48247E+06, 0.69641E+02, 0.00000E+00, 0.37203E+05,p53cal                   , 0.57117E+06, 0.53430E+06, 0.19777E+02, 0.00000E+00, 0.36845E+05
SU3_1310_1280,p53_VaEpil10AA           , 0.15330E+07, 0.15116E+07, 0.15796E+05, 0.00000E+00, 0.56356E+04,p53cal                   , 0.14745E+07, 0.14666E+07, 0.22835E+04, 0.00000E+00, 0.56356E+04
PS1_4830_5080,p53_VaEpil10AA           , 0.90865E+06, 0.82998E+06, 0.48717E+05, 0.00000E+00, 0.29944E+05,p53cal                   , 0.13064E+07, 0.11548E+07, 0.12741E+06, 0.00000E+00, 0.24177E+05
PU2_4050_4180,p53_VaEpil10AA           , 0.23865E+07, 0.23494E+07, 0.17726E+05, 0.00000E+00, 0.19401E+05,p53cal                   , 0.28148E+07, 0.27855E+07, 0.98338E+04, 0.00000E+00, 0.19389E+05
JL2_7120_6970,p53_VaEpil10AA           , 0.81253E+06, 0.77981E+06, 0.95910E+02, 0.00000E+00, 0.32630E+05,p53cal                   , 0.93751E+06, 0.91152E+06, 0.68825E+02, 0.00000E+00, 0.25921E+05
SW2_1030_1060,p53_VaEpil10AA           , 0.54544E+06, 0.47474E+06, 0.32486E+05, 0.00000E+00, 0.38212E+05,p53cal                   , 0.55286E+06, 0.48352E+06, 0.32863E+05, 0.00000E+00, 0.36472E+05
SJ3_2040_1980,p53_VaEpil10AA           , 0.27155E+07, 0.80313E+06, 0.18509E+07, 0.00000E+00, 0.61467E+05,p53cal                   , 0.19618E+07, 0.73562E+06, 0.11646E+07, 0.00000E+00, 0.61628E+05
SW2_1070_1060,p53_VaEpil10AA           , 0.44409E+06, 0.30311E+06, 0.17764E+05, 0.00000E+00, 0.12321E+06,p53cal                   , 0.44407E+06, 0.30753E+06, 0.51519E+04, 0.00000E+00, 0.13139E+06
PS0_6150_6160,p53_VaEpil10AA           , 0.11638E+06, 0.11507E+06, 0.58390E+01, 0.00000E+00, 0.13029E+04,p53cal                   , 0.16346E+06, 0.16158E+06, 0.31090E+02, 0.00000E+00, 0.18518E+04
PU2_2790_3290,p53_VaEpil10AA           , 0.64136E+07, 0.55457E+07, 0.69909E+06, 0.00000E+00, 0.16880E+06,p53cal                   , 0.63569E+07, 0.45763E+07, 0.16069E+07, 0.00000E+00, 0.17373E+06
SW3_1250_1340,p53_VaEpil10AA           , 0.33012E+06, 0.31888E+06, 0.48589E+04, 0.00000E+00, 0.63841E+04,p53cal                   , 0.33456E+06, 0.32295E+06, 0.47475E+04, 0.00000E+00, 0.68592E+04
SJ2_2580_2500,p53_VaEpil10AA           , 0.79441E+06, 0.62689E+06, 0.55828E+05, 0.00000E+00, 0.11168E+06,p53cal                   , 0.75652E+06, 0.62552E+06, 0.20657E+05, 0.00000E+00, 0.11034E+06
JL2_6440_6441,p53_VaEpil10AA           , 0.10230E+07, 0.94594E+06, 0.48578E+02, 0.00000E+00, 0.77002E+05,p53cal                   , 0.14084E+07, 0.13323E+07, 0.25277E+02, 0.00000E+00, 0.76073E+05
SU3_1280_1590,p53_VaEpil10AA           , 0.27457E+07, 0.26025E+07, 0.93643E+05, 0.00000E+00, 0.49521E+05,p53cal                   , 0.25885E+07, 0.24916E+07, 0.56097E+05, 0.00000E+00, 0.40850E+05
SW3_1220_1320,p53_VaEpil10AA           , 0.91099E+06, 0.81114E+06, 0.84785E+05, 0.00000E+00, 0.15060E+05,p53cal                   , 0.94529E+06, 0.85402E+06, 0.76444E+05, 0.00000E+00, 0.14823E+05
PU2_4220_3900,p53_VaEpil10AA           , 0.32486E+07, 0.27245E+07, 0.46983E+06, 0.00000E+00, 0.54254E+05,p53cal                   , 0.47463E+07, 0.38595E+07, 0.83540E+06, 0.00000E+00, 0.51385E+05
PS2_5560_5100,p53_VaEpil10AA           , 0.40283E+07, 0.36108E+07, 0.32582E+06, 0.00000E+00, 0.91723E+05,p53cal                   , 0.58427E+07, 0.49579E+07, 0.79520E+06, 0.00000E+00, 0.89634E+05
SJ2_2500_2450,p53_VaEpil10AA           , 0.71131E+06, 0.68264E+06, 0.93150E+04, 0.00000E+00, 0.19350E+05,p53cal                   , 0.66137E+06, 0.63792E+06, 0.41022E+04, 0.00000E+00, 0.19350E+05
PU0_3601_3602,p53_VaEpil10AA           , 0.18578E+06, 0.16119E+06, 0.15229E+05, 0.00000E+00, 0.93639E+04,p53cal                   , 0.19023E+06, 0.15838E+06, 0.22233E+05, 0.00000E+00, 0.96175E+04
SJ2_2570_2660,p53_VaEpil10AA           , 0.71689E+06, 0.69373E+06, 0.11991E+05, 0.00000E+00, 0.11173E+05,p53cal                   , 0.67563E+06, 0.66440E+06, 0.30922E+03, 0.00000E+00, 0.10915E+05
PU3_2510_3290,p53_VaEpil10AA           , 0.32368E+07, 0.30063E+07, 0.83121E+05, 0.00000E+00, 0.14732E+06,p53cal                   , 0.26103E+07, 0.24187E+07, 0.48835E+05, 0.00000E+00, 0.14274E+06
SU3_1500_1420,p53_VaEpil10AA           , 0.20756E+07, 0.20633E+07, 0.38991E+04, 0.00000E+00, 0.83394E+04,p53cal                   , 0.16576E+07, 0.16481E+07, 0.16221E+04, 0.00000E+00, 0.78899E+04
JL2_6441_6520,p53_VaEpil10AA           , 0.14216E+07, 0.12411E+07, 0.11799E+04, 0.00000E+00, 0.17934E+06,p53cal                   , 0.19285E+07, 0.17462E+07, 0.34995E+04, 0.00000E+00, 0.17888E+06
SU2_1020_0980,p53_VaEpil10AA           , 0.38648E+06, 0.32712E+06, 0.68310E+03, 0.00000E+00, 0.58675E+05,p53cal                   , 0.45928E+06, 0.39238E+06, 0.00000E+00, 0.00000E+00, 0.66899E+05
SW3_1060_1260,p53_VaEpil10AA           , 0.12431E+07, 0.11513E+07, 0.00000E+00, 0.00000E+00, 0.91738E+05,p53cal                   , 0.12149E+07, 0.11198E+07, 0.00000E+00, 0.00000E+00, 0.95067E+05
JL1_6760_6910,p53_VaEpil10AA           , 0.70629E+06, 0.62033E+06, 0.25461E+04, 0.00000E+00, 0.83416E+05,p53cal                   , 0.92597E+06, 0.84036E+06, 0.26484E+04, 0.00000E+00, 0.82957E+05
JL1_6940_7200,p53_VaEpil10AA           , 0.43808E+06, 0.39797E+06, 0.14469E+05, 0.00000E+00, 0.25635E+05,p53cal                   , 0.60144E+06, 0.51381E+06, 0.62163E+05, 0.00000E+00, 0.25461E+05
SJ3_2450_2120,p53_VaEpil10AA           , 0.11087E+07, 0.10539E+07, 0.73899E+04, 0.00000E+00, 0.47348E+05,p53cal                   , 0.10085E+07, 0.95387E+06, 0.72073E+04, 0.00000E+00, 0.47406E+05
PS3_5100_5080,p53_VaEpil10AA           , 0.51019E+07, 0.46359E+07, 0.15159E+06, 0.00000E+00, 0.31438E+06,p53cal                   , 0.76015E+07, 0.62341E+07, 0.10544E+07, 0.00000E+00, 0.31301E+06
PU2_3900_3750,p53_VaEpil10AA           , 0.50281E+07, 0.28998E+07, 0.20684E+07, 0.00000E+00, 0.59896E+05,p53cal                   , 0.53896E+07, 0.40994E+07, 0.12358E+07, 0.00000E+00, 0.54513E+05
SJ3_2250_2230,p53_VaEpil10AA           , 0.46172E+07, 0.14049E+07, 0.30487E+07, 0.00000E+00, 0.16364E+06,p53cal                   , 0.33159E+07, 0.12792E+07, 0.18735E+07, 0.00000E+00, 0.16316E+06
PU2_3770_3600,p53_VaEpil10AA           , 0.14024E+07, 0.11517E+07, 0.57853E+05, 0.00000E+00, 0.19289E+06,p53cal                   , 0.18217E+07, 0.15556E+07, 0.73687E+05, 0.00000E+00, 0.19233E+06
SW4_1260_1300,p53_VaEpil10AA           , 0.15838E+07, 0.14329E+07, 0.33208E+05, 0.00000E+00, 0.11762E+06,p53cal                   , 0.15474E+07, 0.14005E+07, 0.29418E+05, 0.00000E+00, 0.11748E+06
SJ2_2530_2820,p53_VaEpil10AA           , 0.96838E+06, 0.82839E+06, 0.11985E+06, 0.00000E+00, 0.20146E+05,p53cal                   , 0.83031E+06, 0.79133E+06, 0.20802E+05, 0.00000E+00, 0.18178E+05
SW3_1080_1350,p53_VaEpil10AA           , 0.67122E+06, 0.63056E+06, 0.16155E+05, 0.00000E+00, 0.24508E+05,p53cal                   , 0.69295E+06, 0.66812E+06, 0.19965E+02, 0.00000E+00, 0.24818E+05
PU2_2840_3080,p53_VaEpil10AA           , 0.12535E+07, 0.10750E+07, 0.11439E+06, 0.00000E+00, 0.64056E+05,p53cal                   , 0.12210E+07, 0.11079E+07, 0.49705E+05, 0.00000E+00, 0.63370E+05
SU3_0810_0970,p53_VaEpil10AA           , 0.10697E+07, 0.30252E+06, 0.52736E+06, 0.00000E+00, 0.23986E+06,p53cal                   , 0.99304E+06, 0.34063E+06, 0.41393E+06, 0.00000E+00, 0.23848E+06
