 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
XL0_5320_0001,2010na                   , 0.17018E+08, 0.17018E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.24722E+08, 0.24722E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00
XL1_4690_0001,2010na                   , 0.18406E+09, 0.18405E+09, 0.82593E+04, 0.00000E+00, 0.00000E+00,calib                    , 0.21039E+09, 0.21038E+09, 0.82593E+04, 0.00000E+00, 0.00000E+00
XU0_4090_4270,2010na                   , 0.29066E+09, 0.29065E+09, 0.44712E+04, 0.00000E+00, 0.00000E+00,calib                    , 0.28986E+09, 0.28986E+09, 0.78912E+03, 0.00000E+00, 0.00000E+00
XU0_4130_4070,2010na                   , 0.22378E+09, 0.22378E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.20570E+09, 0.20570E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
XU0_4091_4270,2010na                   , 0.40710E+09, 0.40706E+09, 0.49749E+05, 0.00000E+00, 0.00000E+00,calib                    , 0.45725E+09, 0.45720E+09, 0.50339E+05, 0.00000E+00, 0.00000E+00
XU2_4270_4650,2010na                   , 0.10621E+10, 0.99976E+09, 0.62333E+08, 0.00000E+00, 0.00000E+00,calib                    , 0.10603E+10, 0.10586E+10, 0.17538E+07, 0.00000E+00, 0.00000E+00
XU2_4070_4330,2010na                   , 0.42027E+09, 0.42027E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.42262E+09, 0.42262E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
XU2_4330_4480,2010na                   , 0.37468E+09, 0.37418E+09, 0.50301E+06, 0.00000E+00, 0.00000E+00,calib                    , 0.35064E+09, 0.35061E+09, 0.38561E+05, 0.00000E+00, 0.00000E+00
XU2_4480_4650,2010na                   , 0.18203E+09, 0.16143E+09, 0.20608E+08, 0.00000E+00, 0.00000E+00,calib                    , 0.16136E+09, 0.15906E+09, 0.23037E+07, 0.00000E+00, 0.00000E+00
XU3_4650_0001,2010na                   , 0.10528E+10, 0.10528E+10, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.11073E+10, 0.11073E+10, 0.14693E+04, 0.00000E+00, 0.00000E+00
EL0_4560_4562,2010na                   , 0.49987E+08, 0.49987E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.42504E+08, 0.42294E+08, 0.21075E+06, 0.00000E+00, 0.00000E+00
EL0_4561_4562,2010na                   , 0.14004E+08, 0.14004E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.11323E+08, 0.11323E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00
EL0_4562_0001,2010na                   , 0.78453E+09, 0.78453E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.63555E+09, 0.63554E+09, 0.16540E+04, 0.00000E+00, 0.00000E+00
