 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SU1_1630_1610,p53_VaEpil10AA           , 0.14484E+08, 0.12741E+08, 0.16757E+06, 0.26890E+06, 0.13070E+07,p53cal                   , 0.15163E+08, 0.12592E+08, 0.53734E+05, 0.25336E+06, 0.22639E+07
SW1_1570_1640,p53_VaEpil10AA           , 0.22059E+08, 0.20687E+08, 0.23683E+06, 0.69467E+06, 0.44049E+06,p53cal                   , 0.24437E+08, 0.22612E+08, 0.26579E+06, 0.60960E+06, 0.94943E+06
JL3_7020_7100,p53_VaEpil10AA           , 0.16133E+08, 0.12602E+08, 0.99009E+05, 0.42986E+06, 0.30023E+07,p53cal                   , 0.19459E+08, 0.15264E+08, 0.64242E+05, 0.38208E+06, 0.37491E+07
PS1_4790_4830,p53_VaEpil10AA           , 0.80374E+07, 0.76247E+07, 0.84510E+05, 0.16210E+06, 0.16609E+06,p53cal                   , 0.96861E+07, 0.90225E+07, 0.23014E+06, 0.11328E+06, 0.32013E+06
SJ2_2150_2130,p53_VaEpil10AA           , 0.12533E+08, 0.10744E+08, 0.27156E+06, 0.26175E+06, 0.12555E+07,p53cal                   , 0.12802E+08, 0.10133E+08, 0.32548E+06, 0.22291E+06, 0.21211E+07
PU0_3000_3090,p53_VaEpil10AA           , 0.29106E+08, 0.26113E+08, 0.17668E+07, 0.83692E+06, 0.38865E+06,p53cal                   , 0.28732E+08, 0.25836E+08, 0.16008E+07, 0.70669E+06, 0.58830E+06
PU0_3751_3752,p53_VaEpil10AA           , 0.52931E+07, 0.47644E+07, 0.55952E+05, 0.37105E+06, 0.10171E+06,p53cal                   , 0.59096E+07, 0.54687E+07, 0.57692E+05, 0.20905E+06, 0.17418E+06
SW1_1560_1460,p53_VaEpil10AA           , 0.23533E+07, 0.22930E+07, 0.22929E+02, 0.60317E+05, 0.00000E+00,p53cal                   , 0.26118E+07, 0.25635E+07, 0.22929E+02, 0.48316E+05, 0.00000E+00
SJ2_2110_2170,p53_VaEpil10AA           , 0.47132E+07, 0.44588E+07, 0.00000E+00, 0.11720E+06, 0.13720E+06,p53cal                   , 0.50080E+07, 0.46796E+07, 0.00000E+00, 0.10648E+06, 0.22197E+06
JL1_7170_6800,p53_VaEpil10AA           , 0.53375E+07, 0.32721E+07, 0.38568E+03, 0.20631E+06, 0.18587E+07,p53cal                   , 0.61616E+07, 0.45082E+07, 0.16171E+03, 0.13014E+06, 0.15231E+07
SU2_1550_1620,p53_VaEpil10AA           , 0.17397E+08, 0.12410E+08, 0.11745E+07, 0.54110E+06, 0.32708E+07,p53cal                   , 0.21932E+08, 0.12831E+08, 0.27332E+07, 0.55283E+06, 0.58148E+07
PS2_6730_6660,p53_VaEpil10AA           , 0.21025E+08, 0.18299E+08, 0.88657E+06, 0.66946E+06, 0.11694E+07,p53cal                   , 0.23999E+08, 0.21098E+08, 0.67613E+06, 0.51580E+06, 0.17089E+07
SW1_1180_1190,p53_VaEpil10AA           , 0.15634E+07, 0.14744E+07, 0.00000E+00, 0.19766E+05, 0.69276E+05,p53cal                   , 0.18883E+07, 0.17239E+07, 0.00000E+00, 0.19880E+05, 0.14444E+06
SU2_1200_1310,p53_VaEpil10AA           , 0.11373E+08, 0.95464E+07, 0.19077E+06, 0.34880E+06, 0.12872E+07,p53cal                   , 0.14613E+08, 0.11099E+08, 0.15944E+06, 0.35140E+06, 0.30033E+07
SJ2_1900_1930,p53_VaEpil10AA           , 0.35849E+08, 0.32816E+08, 0.16899E+07, 0.77599E+06, 0.56640E+06,p53cal                   , 0.37150E+08, 0.33616E+08, 0.17869E+07, 0.72097E+06, 0.10264E+07
SW1_1160_1260,p53_VaEpil10AA           , 0.19080E+07, 0.18352E+07, 0.00000E+00, 0.42619E+05, 0.30232E+05,p53cal                   , 0.24003E+07, 0.22510E+07, 0.00000E+00, 0.40820E+05, 0.10853E+06
