 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
JL3_7020_7100,p53_1985                 , 0.17812E+07, 0.15690E+07, 0.12184E+05, 0.00000E+00, 0.20001E+06,p53cal                   , 0.17795E+07, 0.15646E+07, 0.12948E+05, 0.00000E+00, 0.20188E+06
SJ2_2150_2130,p53_1985                 , 0.53381E+06, 0.39394E+06, 0.52769E+05, 0.00000E+00, 0.87102E+05,p53cal                   , 0.51805E+06, 0.37929E+06, 0.51668E+05, 0.00000E+00, 0.87096E+05
PS1_4790_4830,p53_1985                 , 0.51455E+06, 0.37928E+06, 0.12139E+06, 0.00000E+00, 0.13876E+05,p53cal                   , 0.50209E+06, 0.36638E+06, 0.12147E+06, 0.00000E+00, 0.14243E+05
PU0_3000_3090,p53_1985                 , 0.14358E+07, 0.68518E+06, 0.72768E+06, 0.00000E+00, 0.22947E+05,p53cal                   , 0.11011E+07, 0.64995E+06, 0.42787E+06, 0.00000E+00, 0.23243E+05
SW1_1570_1640,p53_1985                 , 0.15297E+07, 0.13224E+07, 0.16748E+06, 0.00000E+00, 0.39885E+05,p53cal                   , 0.14435E+07, 0.13095E+07, 0.93877E+05, 0.00000E+00, 0.40134E+05
SU1_1630_1610,p53_1985                 , 0.86894E+06, 0.76208E+06, 0.58995E+04, 0.00000E+00, 0.10096E+06,p53cal                   , 0.81709E+06, 0.70278E+06, 0.12604E+05, 0.00000E+00, 0.10170E+06
PU0_3751_3752,p53_1985                 , 0.32735E+06, 0.31899E+06, 0.13041E+04, 0.00000E+00, 0.70549E+04,p53cal                   , 0.29539E+06, 0.28675E+06, 0.15816E+04, 0.00000E+00, 0.70532E+04
SJ2_2110_2170,p53_1985                 , 0.17560E+06, 0.16628E+06, 0.00000E+00, 0.00000E+00, 0.93267E+04,p53cal                   , 0.16935E+06, 0.15995E+06, 0.00000E+00, 0.00000E+00, 0.93956E+04
JL1_7170_6800,p53_1985                 , 0.47499E+06, 0.39953E+06, 0.20525E+02, 0.00000E+00, 0.75432E+05,p53cal                   , 0.47604E+06, 0.39894E+06, 0.25076E+02, 0.00000E+00, 0.77066E+05
PS2_6730_6660,p53_1985                 , 0.13668E+07, 0.11122E+07, 0.17111E+06, 0.00000E+00, 0.83443E+05,p53cal                   , 0.13063E+07, 0.11079E+07, 0.11491E+06, 0.00000E+00, 0.83458E+05
