 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
XL0_5320_0001,2010na                   , 0.44201E+06, 0.29369E+06, 0.00000E+00, 0.12430E+06, 0.24013E+05,calib                    , 0.45315E+06, 0.34694E+06, 0.00000E+00, 0.75522E+05, 0.30692E+05
XL1_4690_0001,2010na                   , 0.59705E+07, 0.42469E+07, 0.00000E+00, 0.89775E+06, 0.82586E+06,calib                    , 0.63747E+07, 0.48847E+07, 0.00000E+00, 0.64675E+06, 0.84323E+06
XU0_4090_4270,2010na                   , 0.53214E+07, 0.35980E+07, 0.27442E+06, 0.11908E+07, 0.25817E+06,calib                    , 0.55865E+07, 0.41515E+07, 0.88830E+04, 0.91239E+06, 0.51368E+06
XU0_4130_4070,2010na                   , 0.32287E+07, 0.29053E+07, 0.00000E+00, 0.29354E+06, 0.29802E+05,calib                    , 0.42222E+07, 0.39424E+07, 0.00000E+00, 0.22474E+06, 0.55075E+05
XU0_4091_4270,2010na                   , 0.64984E+07, 0.48740E+07, 0.90178E+05, 0.13693E+07, 0.16482E+06,calib                    , 0.82837E+07, 0.70263E+07, 0.29714E+05, 0.91518E+06, 0.31246E+06
XU2_4270_4650,2010na                   , 0.54860E+08, 0.15762E+08, 0.37652E+08, 0.91824E+06, 0.52794E+06,calib                    , 0.29920E+08, 0.17985E+08, 0.11092E+08, 0.54281E+06, 0.29917E+06
XU2_4070_4330,2010na                   , 0.89246E+07, 0.57723E+07, 0.18580E+06, 0.60447E+06, 0.23620E+07,calib                    , 0.13112E+08, 0.80923E+07, 0.79350E+04, 0.42821E+06, 0.45840E+07
XU2_4330_4480,2010na                   , 0.10214E+08, 0.69645E+07, 0.39556E+06, 0.91674E+06, 0.19369E+07,calib                    , 0.13519E+08, 0.91113E+07, 0.11869E+06, 0.61788E+06, 0.36706E+07
XU2_4480_4650,2010na                   , 0.19474E+08, 0.57973E+07, 0.12426E+08, 0.58342E+06, 0.66671E+06,calib                    , 0.11997E+08, 0.68260E+07, 0.42219E+07, 0.51262E+06, 0.43676E+06
XU3_4650_0001,2010na                   , 0.14337E+08, 0.14224E+08, 0.00000E+00, 0.95107E+05, 0.17580E+05,calib                    , 0.16398E+08, 0.16292E+08, 0.86110E+03, 0.82614E+05, 0.22534E+05
EL0_4560_4562,2010na                   , 0.55093E+07, 0.52641E+07, 0.00000E+00, 0.20578E+06, 0.39470E+05,calib                    , 0.55258E+07, 0.50343E+07, 0.30902E+06, 0.13947E+06, 0.43017E+05
EL0_4561_4562,2010na                   , 0.38941E+07, 0.36655E+07, 0.45987E+02, 0.18532E+06, 0.43257E+05,calib                    , 0.36188E+07, 0.34721E+07, 0.45987E+02, 0.10766E+06, 0.38999E+05
EL0_4562_0001,2010na                   , 0.10490E+08, 0.10438E+08, 0.00000E+00, 0.52374E+05, 0.00000E+00,calib                    , 0.10166E+08, 0.10132E+08, 0.50205E+03, 0.33782E+05, 0.00000E+00
EL0_5400_0001,2010na                   , 0.51879E+07, 0.25327E+07, 0.96129E+06, 0.67988E+06, 0.10139E+07,calib                    , 0.48360E+07, 0.30345E+07, 0.41073E+06, 0.53467E+06, 0.85604E+06
EL1_5150_0001,2010na                   , 0.13525E+07, 0.13156E+07, 0.00000E+00, 0.36920E+05, 0.00000E+00,calib                    , 0.14989E+07, 0.14245E+07, 0.00000E+00, 0.32982E+05, 0.41423E+05
EL1_5430_0001,2010na                   , 0.19953E+07, 0.18066E+07, 0.10961E+03, 0.15471E+06, 0.33955E+05,calib                    , 0.21862E+07, 0.20234E+07, 0.75292E+02, 0.12568E+06, 0.37107E+05
EL1_5570_0001,2010na                   , 0.27883E+07, 0.26504E+07, 0.00000E+00, 0.93690E+05, 0.44208E+05,calib                    , 0.28045E+07, 0.26995E+07, 0.00000E+00, 0.77456E+05, 0.27587E+05
EL1_6000_0001,2010na                   , 0.15429E+07, 0.92585E+06, 0.00000E+00, 0.60314E+05, 0.55672E+06,calib                    , 0.17096E+07, 0.99978E+06, 0.00000E+00, 0.41832E+05, 0.66801E+06
EL2_4400_4590,2010na                   , 0.48823E+07, 0.46776E+07, 0.26948E+02, 0.19552E+06, 0.90988E+04,calib                    , 0.47688E+07, 0.46201E+07, 0.26948E+02, 0.13741E+06, 0.11290E+05
EL2_4590_0001,2010na                   , 0.12552E+08, 0.12011E+08, 0.45987E+02, 0.32153E+06, 0.21962E+06,calib                    , 0.12447E+08, 0.11928E+08, 0.45987E+02, 0.23218E+06, 0.28722E+06
EL2_5110_5270,2010na                   , 0.56380E+07, 0.54424E+07, 0.00000E+00, 0.17038E+06, 0.25224E+05,calib                    , 0.57784E+07, 0.56396E+07, 0.00000E+00, 0.12082E+06, 0.18016E+05
EL2_5270_0001,2010na                   , 0.14675E+08, 0.13588E+08, 0.15580E+06, 0.35487E+06, 0.57656E+06,calib                    , 0.15310E+08, 0.14609E+08, 0.11268E+06, 0.27037E+06, 0.31857E+06
EM2_3980_0001,2010na                   , 0.12331E+08, 0.11066E+08, 0.13910E+05, 0.77785E+06, 0.47339E+06,calib                    , 0.12252E+08, 0.11014E+08, 0.11575E+06, 0.57846E+06, 0.54407E+06
EM2_4100_0001,2010na                   , 0.11993E+08, 0.10861E+08, 0.17062E+06, 0.28135E+06, 0.68031E+06,calib                    , 0.11280E+08, 0.10659E+08, 0.65205E+05, 0.21795E+06, 0.33794E+06
EU0_3830_0001,2010na                   , 0.23371E+07, 0.21016E+07, 0.00000E+00, 0.67339E+05, 0.16814E+06,calib                    , 0.23083E+07, 0.19935E+07, 0.00000E+00, 0.51304E+05, 0.26353E+06
EU1_2650_0001,2010na                   , 0.82448E+07, 0.68541E+07, 0.46302E+06, 0.87883E+06, 0.48901E+05,calib                    , 0.90846E+07, 0.81112E+07, 0.33186E+06, 0.59794E+06, 0.43572E+05
EU1_2810_0001,2010na                   , 0.72299E+07, 0.61240E+07, 0.91908E+04, 0.65331E+06, 0.44338E+06,calib                    , 0.72238E+07, 0.63838E+07, 0.27611E+05, 0.45872E+06, 0.35372E+06
EU2_3520_0001,2010na                   , 0.97392E+07, 0.87157E+07, 0.70980E+05, 0.44590E+06, 0.50658E+06,calib                    , 0.98376E+07, 0.87202E+07, 0.41124E+05, 0.33987E+06, 0.73644E+06
