 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PS2_6730_6660,pr1985                   , 0.12014E+10, 0.12014E+10, 0.68037E+05, 0.00000E+00, 0.00000E+00,calib                    , 0.11486E+10, 0.11478E+10, 0.83118E+06, 0.00000E+00, 0.00000E+00
SJ2_2110_2170,pr1985                   , 0.16563E+09, 0.16563E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.13871E+09, 0.13871E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
SW1_1560_1460,pr1985                   , 0.10664E+09, 0.10664E+09, 0.79051E+02, 0.00000E+00, 0.00000E+00,calib                    , 0.88027E+08, 0.88026E+08, 0.13450E+04, 0.00000E+00, 0.00000E+00
SU2_1550_1620,pr1985                   , 0.46716E+09, 0.46691E+09, 0.25155E+06, 0.00000E+00, 0.00000E+00,calib                    , 0.40617E+09, 0.40336E+09, 0.28089E+07, 0.00000E+00, 0.00000E+00
SW1_1180_1190,pr1985                   , 0.50444E+08, 0.50444E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.40127E+08, 0.40127E+08, 0.00000E+00, 0.00000E+00, 0.00000E+00
PS2_5550_5560,pr1985                   , 0.56738E+09, 0.56738E+09, 0.91517E+03, 0.00000E+00, 0.00000E+00,calib                    , 0.54833E+09, 0.54827E+09, 0.59070E+05, 0.00000E+00, 0.00000E+00
SJ2_1900_1930,pr1985                   , 0.51314E+09, 0.51297E+09, 0.16926E+06, 0.00000E+00, 0.00000E+00,calib                    , 0.47311E+09, 0.47079E+09, 0.23244E+07, 0.00000E+00, 0.00000E+00
JL2_6240_6520,pr1985                   , 0.57956E+09, 0.57955E+09, 0.11737E+05, 0.00000E+00, 0.00000E+00,calib                    , 0.52170E+09, 0.52152E+09, 0.17296E+06, 0.00000E+00, 0.00000E+00
SU2_1200_1310,pr1985                   , 0.28736E+09, 0.28736E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,calib                    , 0.24161E+09, 0.24155E+09, 0.59128E+05, 0.00000E+00, 0.00000E+00
PU2_3090_4050,pr1985                   , 0.19289E+10, 0.19287E+10, 0.17437E+06, 0.00000E+00, 0.00000E+00,calib                    , 0.17309E+10, 0.17278E+10, 0.30660E+07, 0.00000E+00, 0.00000E+00
