 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SU1_1630_1610,p53_VaEpil10             , 0.90247E+06, 0.76860E+06, 0.29806E+05, 0.00000E+00, 0.10406E+06,p53cal                   , 0.81709E+06, 0.70278E+06, 0.12604E+05, 0.00000E+00, 0.10170E+06
SW1_1570_1640,p53_VaEpil10             , 0.14432E+07, 0.13760E+07, 0.36543E+05, 0.00000E+00, 0.30671E+05,p53cal                   , 0.14435E+07, 0.13095E+07, 0.93877E+05, 0.00000E+00, 0.40134E+05
SJ2_2150_2130,p53_VaEpil10             , 0.56918E+06, 0.46021E+06, 0.22765E+05, 0.00000E+00, 0.86206E+05,p53cal                   , 0.51805E+06, 0.37929E+06, 0.51668E+05, 0.00000E+00, 0.87096E+05
PS1_4790_4830,p53_VaEpil10             , 0.33595E+06, 0.29885E+06, 0.23762E+05, 0.00000E+00, 0.13332E+05,p53cal                   , 0.50209E+06, 0.36638E+06, 0.12147E+06, 0.00000E+00, 0.14243E+05
JL3_7020_7100,p53_VaEpil10             , 0.15267E+07, 0.12470E+07, 0.13250E+05, 0.00000E+00, 0.26645E+06,p53cal                   , 0.17795E+07, 0.15646E+07, 0.12948E+05, 0.00000E+00, 0.20188E+06
PU0_3000_3090,p53_VaEpil10             , 0.11659E+07, 0.76964E+06, 0.37256E+06, 0.00000E+00, 0.23730E+05,p53cal                   , 0.11011E+07, 0.64995E+06, 0.42787E+06, 0.00000E+00, 0.23243E+05
SJ2_2110_2170,p53_VaEpil10             , 0.17779E+06, 0.16837E+06, 0.00000E+00, 0.00000E+00, 0.94259E+04,p53cal                   , 0.16935E+06, 0.15995E+06, 0.00000E+00, 0.00000E+00, 0.93956E+04
SU2_1550_1620,p53_VaEpil10             , 0.12563E+07, 0.75393E+06, 0.23113E+06, 0.00000E+00, 0.27121E+06,p53cal                   , 0.14239E+07, 0.71099E+06, 0.45012E+06, 0.00000E+00, 0.26278E+06
SW1_1560_1460,p53_VaEpil10             , 0.12262E+06, 0.12257E+06, 0.50443E+02, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11198E+06, 0.11193E+06, 0.50443E+02, 0.00000E+00, 0.00000E+00
PS2_6730_6660,p53_VaEpil10             , 0.10204E+07, 0.86731E+06, 0.69820E+05, 0.00000E+00, 0.83296E+05,p53cal                   , 0.13063E+07, 0.11079E+07, 0.11491E+06, 0.00000E+00, 0.83458E+05
