 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PU0_3000_3090,p53_E310v1               , 0.46452E+06, 0.38976E+06, 0.51038E+05, 0.00000E+00, 0.23730E+05,p53cal                   , 0.11011E+07, 0.64995E+06, 0.42787E+06, 0.00000E+00, 0.23243E+05
SU1_1630_1610,p53_E310v1               , 0.56204E+06, 0.44789E+06, 0.10085E+05, 0.00000E+00, 0.10406E+06,p53cal                   , 0.81709E+06, 0.70278E+06, 0.12604E+05, 0.00000E+00, 0.10170E+06
SW1_1570_1640,p53_E310v1               , 0.76263E+06, 0.71972E+06, 0.12240E+05, 0.00000E+00, 0.30670E+05,p53cal                   , 0.14435E+07, 0.13095E+07, 0.93877E+05, 0.00000E+00, 0.40134E+05
SJ2_2150_2130,p53_E310v1               , 0.33878E+06, 0.25053E+06, 0.20493E+04, 0.00000E+00, 0.86205E+05,p53cal                   , 0.51805E+06, 0.37929E+06, 0.51668E+05, 0.00000E+00, 0.87096E+05
PU0_3751_3752,p53_E310v1               , 0.16165E+06, 0.15464E+06, 0.46116E+02, 0.00000E+00, 0.69691E+04,p53cal                   , 0.29539E+06, 0.28675E+06, 0.15816E+04, 0.00000E+00, 0.70532E+04
SW1_1560_1460,p53_E310v1               , 0.91947E+05, 0.91945E+05, 0.16814E+01, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11198E+06, 0.11193E+06, 0.50443E+02, 0.00000E+00, 0.00000E+00
SU2_1550_1620,p53_E310v1               , 0.78719E+06, 0.44325E+06, 0.72732E+05, 0.00000E+00, 0.27121E+06,p53cal                   , 0.14239E+07, 0.71099E+06, 0.45012E+06, 0.00000E+00, 0.26278E+06
SJ2_2110_2170,p53_E310v1               , 0.11797E+06, 0.10855E+06, 0.00000E+00, 0.00000E+00, 0.94259E+04,p53cal                   , 0.16935E+06, 0.15995E+06, 0.00000E+00, 0.00000E+00, 0.93956E+04
SW1_1180_1190,p53_E310v1               , 0.56918E+05, 0.50555E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04,p53cal                   , 0.73928E+05, 0.67565E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04
SJ2_1900_1930,p53_E310v1               , 0.76207E+06, 0.70342E+06, 0.15434E+05, 0.00000E+00, 0.43208E+05,p53cal                   , 0.15478E+07, 0.12187E+07, 0.28426E+06, 0.00000E+00, 0.44856E+05
SU2_1200_1310,p53_E310v1               , 0.48973E+06, 0.35865E+06, 0.98118E+04, 0.00000E+00, 0.12127E+06,p53cal                   , 0.73542E+06, 0.57608E+06, 0.22442E+05, 0.00000E+00, 0.13690E+06
PU2_3090_4050,p53_E310v1               , 0.13628E+07, 0.10870E+07, 0.13520E+06, 0.00000E+00, 0.14053E+06,p53cal                   , 0.35114E+07, 0.21324E+07, 0.12417E+07, 0.00000E+00, 0.13733E+06
SW1_1160_1260,p53_E310v1               , 0.83723E+05, 0.80803E+05, 0.00000E+00, 0.00000E+00, 0.29202E+04,p53cal                   , 0.10980E+06, 0.10476E+06, 0.00000E+00, 0.00000E+00, 0.50407E+04
SU1_1480_1500,p53_E310v1               , 0.40706E+06, 0.10727E+06, 0.47631E+05, 0.00000E+00, 0.25216E+06,p53cal                   , 0.17283E+07, 0.30777E+06, 0.11723E+07, 0.00000E+00, 0.24828E+06
SJ3_2160_2170,p53_E310v1               , 0.73164E+06, 0.57632E+06, 0.37190E+04, 0.00000E+00, 0.15160E+06,p53cal                   , 0.10560E+07, 0.87746E+06, 0.25812E+05, 0.00000E+00, 0.15268E+06
PU2_4730_4220,p53_E310v1               , 0.37844E+06, 0.28873E+06, 0.70378E+05, 0.00000E+00, 0.19338E+05,p53cal                   , 0.13731E+07, 0.81760E+06, 0.53582E+06, 0.00000E+00, 0.19670E+05
SU2_1210_1310,p53_E310v1               , 0.37055E+06, 0.34637E+06, 0.11774E+05, 0.00000E+00, 0.12397E+05,p53cal                   , 0.51828E+06, 0.50204E+06, 0.38121E+04, 0.00000E+00, 0.12429E+05
SW2_1190_1410,p53_E310v1               , 0.83229E+06, 0.74604E+06, 0.11496E+05, 0.00000E+00, 0.74753E+05,p53cal                   , 0.14218E+07, 0.12948E+07, 0.47719E+05, 0.00000E+00, 0.79231E+05
SJ3_2170_1970,p53_E310v1               , 0.69998E+06, 0.69731E+06, 0.00000E+00, 0.00000E+00, 0.26640E+04,p53cal                   , 0.10699E+07, 0.10670E+07, 0.00000E+00, 0.00000E+00, 0.29748E+04
PU2_4050_4180,p53_E310v1               , 0.11742E+07, 0.11431E+07, 0.11737E+05, 0.00000E+00, 0.19401E+05,p53cal                   , 0.28148E+07, 0.27855E+07, 0.98338E+04, 0.00000E+00, 0.19389E+05
SU2_0670_0810,p53_E310v1               , 0.26026E+06, 0.82116E+05, 0.47817E+04, 0.00000E+00, 0.17337E+06,p53cal                   , 0.33517E+06, 0.15691E+06, 0.00000E+00, 0.00000E+00, 0.17827E+06
SW3_1040_1220,p53_E310v1               , 0.40324E+06, 0.36600E+06, 0.32988E+02, 0.00000E+00, 0.37202E+05,p53cal                   , 0.57117E+06, 0.53430E+06, 0.19777E+02, 0.00000E+00, 0.36845E+05
SJ1_2280_2450,p53_E310v1               , 0.14150E+06, 0.11572E+06, 0.20866E+05, 0.00000E+00, 0.49098E+04,p53cal                   , 0.18298E+06, 0.17570E+06, 0.23653E+04, 0.00000E+00, 0.49098E+04
PU2_2790_3290,p53_E310v1               , 0.29849E+07, 0.27363E+07, 0.79750E+05, 0.00000E+00, 0.16880E+06,p53cal                   , 0.63569E+07, 0.45763E+07, 0.16069E+07, 0.00000E+00, 0.17373E+06
SU2_1290_1500,p53_E310v1               , 0.42187E+06, 0.25347E+06, 0.63616E+05, 0.00000E+00, 0.10478E+06,p53cal                   , 0.75572E+06, 0.43521E+06, 0.21628E+06, 0.00000E+00, 0.10423E+06
SW2_1030_1060,p53_E310v1               , 0.36320E+06, 0.30950E+06, 0.15496E+05, 0.00000E+00, 0.38212E+05,p53cal                   , 0.55286E+06, 0.48352E+06, 0.32863E+05, 0.00000E+00, 0.36472E+05
SJ3_2040_1980,p53_E310v1               , 0.62382E+06, 0.46393E+06, 0.98424E+05, 0.00000E+00, 0.61467E+05,p53cal                   , 0.19618E+07, 0.73562E+06, 0.11646E+07, 0.00000E+00, 0.61628E+05
PU2_4220_3900,p53_E310v1               , 0.15046E+07, 0.13824E+07, 0.67941E+05, 0.00000E+00, 0.54251E+05,p53cal                   , 0.47463E+07, 0.38595E+07, 0.83540E+06, 0.00000E+00, 0.51385E+05
SW2_1070_1060,p53_E310v1               , 0.34981E+06, 0.21883E+06, 0.77671E+04, 0.00000E+00, 0.12321E+06,p53cal                   , 0.44407E+06, 0.30753E+06, 0.51519E+04, 0.00000E+00, 0.13139E+06
SU3_1310_1280,p53_E310v1               , 0.97092E+06, 0.95816E+06, 0.71168E+04, 0.00000E+00, 0.56356E+04,p53cal                   , 0.14745E+07, 0.14666E+07, 0.22835E+04, 0.00000E+00, 0.56356E+04
SJ2_2580_2500,p53_E310v1               , 0.51149E+06, 0.37590E+06, 0.23908E+05, 0.00000E+00, 0.11168E+06,p53cal                   , 0.75652E+06, 0.62552E+06, 0.20657E+05, 0.00000E+00, 0.11034E+06
PU0_3601_3602,p53_E310v1               , 0.11643E+06, 0.96638E+05, 0.10433E+05, 0.00000E+00, 0.93639E+04,p53cal                   , 0.19023E+06, 0.15838E+06, 0.22233E+05, 0.00000E+00, 0.96175E+04
SW3_1250_1340,p53_E310v1               , 0.23273E+06, 0.22487E+06, 0.14797E+04, 0.00000E+00, 0.63841E+04,p53cal                   , 0.33456E+06, 0.32295E+06, 0.47475E+04, 0.00000E+00, 0.68592E+04
SU3_1280_1590,p53_E310v1               , 0.16388E+07, 0.15454E+07, 0.43962E+05, 0.00000E+00, 0.49521E+05,p53cal                   , 0.25885E+07, 0.24916E+07, 0.56097E+05, 0.00000E+00, 0.40850E+05
PU3_2510_3290,p53_E310v1               , 0.17533E+07, 0.15695E+07, 0.36503E+05, 0.00000E+00, 0.14732E+06,p53cal                   , 0.26103E+07, 0.24187E+07, 0.48835E+05, 0.00000E+00, 0.14274E+06
SJ2_2500_2450,p53_E310v1               , 0.41950E+06, 0.39630E+06, 0.38502E+04, 0.00000E+00, 0.19350E+05,p53cal                   , 0.66137E+06, 0.63792E+06, 0.41022E+04, 0.00000E+00, 0.19350E+05
SW3_1220_1320,p53_E310v1               , 0.58370E+06, 0.56528E+06, 0.33606E+04, 0.00000E+00, 0.15059E+05,p53cal                   , 0.94529E+06, 0.85402E+06, 0.76444E+05, 0.00000E+00, 0.14823E+05
SJ2_2570_2660,p53_E310v1               , 0.43454E+06, 0.41813E+06, 0.52322E+04, 0.00000E+00, 0.11173E+05,p53cal                   , 0.67563E+06, 0.66440E+06, 0.30922E+03, 0.00000E+00, 0.10915E+05
