 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
XU0_4090_4270,p53_2010_No_Action       , 0.29066E+09, 0.29065E+09, 0.44712E+04, 0.00000E+00, 0.00000E+00,p53cal                   , 0.29154E+09, 0.29154E+09, 0.78912E+03, 0.00000E+00, 0.00000E+00
XU0_4130_4070,p53_2010_No_Action       , 0.22378E+09, 0.22378E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,p53cal                   , 0.20585E+09, 0.20585E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
XU0_4091_4270,p53_2010_No_Action       , 0.40710E+09, 0.40706E+09, 0.49749E+05, 0.00000E+00, 0.00000E+00,p53cal                   , 0.45815E+09, 0.45810E+09, 0.50339E+05, 0.00000E+00, 0.00000E+00
XU2_4270_4650,p53_2010_No_Action       , 0.10605E+10, 0.99816E+09, 0.62333E+08, 0.00000E+00, 0.00000E+00,p53cal                   , 0.10639E+10, 0.10621E+10, 0.17538E+07, 0.00000E+00, 0.00000E+00
XU2_4070_4330,p53_2010_No_Action       , 0.42027E+09, 0.42027E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,p53cal                   , 0.42302E+09, 0.42302E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
XU2_4330_4480,p53_2010_No_Action       , 0.37468E+09, 0.37418E+09, 0.50301E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.35136E+09, 0.35132E+09, 0.38561E+05, 0.00000E+00, 0.00000E+00
XU2_4480_4650,p53_2010_No_Action       , 0.18203E+09, 0.16142E+09, 0.20608E+08, 0.00000E+00, 0.00000E+00,p53cal                   , 0.16297E+09, 0.16067E+09, 0.23037E+07, 0.00000E+00, 0.00000E+00
XU3_4650_0001,p53_2010_No_Action       , 0.10512E+10, 0.10512E+10, 0.00000E+00, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11114E+10, 0.11114E+10, 0.14693E+04, 0.00000E+00, 0.00000E+00
