 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
JL3_7020_7100,p53_1985AA               , 0.67509E+09, 0.67500E+09, 0.92298E+05, 0.00000E+00, 0.00000E+00,p53cal                   , 0.64341E+09, 0.64335E+09, 0.58824E+05, 0.00000E+00, 0.00000E+00
PS1_4790_4830,p53_1985AA               , 0.24275E+09, 0.24274E+09, 0.66444E+04, 0.00000E+00, 0.00000E+00,p53cal                   , 0.22943E+09, 0.22942E+09, 0.40235E+04, 0.00000E+00, 0.00000E+00
SJ2_2150_2130,p53_1985AA               , 0.35561E+09, 0.35424E+09, 0.13693E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.31584E+09, 0.31474E+09, 0.11019E+07, 0.00000E+00, 0.00000E+00
SW1_1570_1640,p53_1985AA               , 0.69768E+09, 0.69652E+09, 0.11584E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.61626E+09, 0.61542E+09, 0.84609E+06, 0.00000E+00, 0.00000E+00
SU1_1630_1610,p53_1985AA               , 0.38699E+09, 0.38684E+09, 0.15208E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.30973E+09, 0.30957E+09, 0.16365E+06, 0.00000E+00, 0.00000E+00
PU0_3000_3090,p53_1985AA               , 0.55567E+09, 0.55321E+09, 0.24548E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.50255E+09, 0.50055E+09, 0.19973E+07, 0.00000E+00, 0.00000E+00
JL1_7170_6800,p53_1985AA               , 0.13496E+09, 0.13496E+09, 0.21642E+03, 0.00000E+00, 0.00000E+00,p53cal                   , 0.12432E+09, 0.12432E+09, 0.14293E+03, 0.00000E+00, 0.00000E+00
PU0_3751_3752,p53_1985AA               , 0.27193E+09, 0.27176E+09, 0.17107E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.23999E+09, 0.23982E+09, 0.17123E+06, 0.00000E+00, 0.00000E+00
SJ2_2110_2170,p53_1985AA               , 0.16564E+09, 0.16564E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,p53cal                   , 0.13903E+09, 0.13903E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
PS2_6730_6660,p53_1985AA               , 0.12025E+10, 0.12014E+10, 0.11578E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11486E+10, 0.11477E+10, 0.83118E+06, 0.00000E+00, 0.00000E+00
