 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PL0_4510_0001,pr1985                   , 0.98745E+07, 0.95413E+07, 0.00000E+00, 0.25792E+06, 0.75275E+05,calib                    , 0.95931E+07, 0.92262E+07, 0.00000E+00, 0.29849E+06, 0.68382E+05
PS2_6730_6660,pr1985                   , 0.23706E+08, 0.21393E+08, 0.30492E+05, 0.46520E+06, 0.18171E+07,calib                    , 0.23998E+08, 0.21097E+08, 0.67613E+06, 0.51580E+06, 0.17089E+07
SJ2_2110_2170,pr1985                   , 0.52645E+07, 0.49193E+07, 0.00000E+00, 0.10043E+06, 0.24473E+06,calib                    , 0.50075E+07, 0.46791E+07, 0.00000E+00, 0.10648E+06, 0.22197E+06
SW1_1560_1460,pr1985                   , 0.27341E+07, 0.26909E+07, 0.13477E+01, 0.43133E+05, 0.00000E+00,calib                    , 0.26120E+07, 0.25636E+07, 0.22929E+02, 0.48316E+05, 0.00000E+00
SU2_1550_1620,pr1985                   , 0.20750E+08, 0.13578E+08, 0.16060E+06, 0.56070E+06, 0.64507E+07,calib                    , 0.21938E+08, 0.12837E+08, 0.27332E+07, 0.55283E+06, 0.58148E+07
SW1_1180_1190,pr1985                   , 0.21301E+07, 0.19462E+07, 0.00000E+00, 0.19423E+05, 0.16445E+06,calib                    , 0.18879E+07, 0.17236E+07, 0.00000E+00, 0.19880E+05, 0.14444E+06
PS2_5550_5560,pr1985                   , 0.23348E+08, 0.22395E+08, 0.54204E+03, 0.17869E+06, 0.77366E+06,calib                    , 0.22659E+08, 0.21608E+08, 0.12931E+06, 0.18798E+06, 0.73345E+06
SJ2_1900_1930,pr1985                   , 0.37115E+08, 0.35186E+08, 0.11213E+06, 0.69168E+06, 0.11261E+07,calib                    , 0.37159E+08, 0.33625E+08, 0.17869E+07, 0.72097E+06, 0.10264E+07
JL2_6240_6520,pr1985                   , 0.16896E+08, 0.13229E+08, 0.29811E+05, 0.67676E+06, 0.29599E+07,calib                    , 0.16092E+08, 0.12052E+08, 0.42568E+06, 0.84754E+06, 0.27664E+07
SU2_1200_1310,pr1985                   , 0.16232E+08, 0.12470E+08, 0.00000E+00, 0.35124E+06, 0.34108E+07,calib                    , 0.14615E+08, 0.11101E+08, 0.15944E+06, 0.35140E+06, 0.30033E+07
PU2_3090_4050,pr1985                   , 0.80168E+08, 0.74455E+08, 0.25962E+06, 0.17843E+07, 0.36691E+07,calib                    , 0.80858E+08, 0.69480E+08, 0.61305E+07, 0.18594E+07, 0.33884E+07
SW1_1160_1260,pr1985                   , 0.25735E+07, 0.24124E+07, 0.00000E+00, 0.39123E+05, 0.12191E+06,calib                    , 0.24007E+07, 0.22513E+07, 0.00000E+00, 0.40820E+05, 0.10853E+06
JL2_7110_7120,pr1985                   , 0.11564E+08, 0.97515E+07, 0.93409E+04, 0.28909E+06, 0.15142E+07,calib                    , 0.11453E+08, 0.95378E+07, 0.17570E+06, 0.31632E+06, 0.14236E+07
SJ3_2160_2170,pr1985                   , 0.30274E+08, 0.26002E+08, 0.37814E+04, 0.26265E+06, 0.40056E+07,calib                    , 0.28682E+08, 0.24727E+08, 0.66276E+05, 0.27663E+06, 0.36123E+07
SU1_1480_1500,pr1985                   , 0.10957E+08, 0.40784E+07, 0.34406E+06, 0.31792E+06, 0.62163E+07,calib                    , 0.15391E+08, 0.37877E+07, 0.57656E+07, 0.30780E+06, 0.55301E+07
PU2_4730_4220,pr1985                   , 0.14817E+08, 0.14036E+08, 0.30932E+03, 0.31804E+06, 0.46192E+06,calib                    , 0.17736E+08, 0.13064E+08, 0.38720E+07, 0.36251E+06, 0.43760E+06
PS1_4830_5080,pr1985                   , 0.18447E+08, 0.17558E+08, 0.47669E+05, 0.26641E+06, 0.57526E+06,calib                    , 0.18202E+08, 0.16631E+08, 0.71834E+06, 0.28883E+06, 0.56369E+06
JL1_6560_6440,pr1985                   , 0.94476E+07, 0.69492E+07, 0.12637E+04, 0.33142E+06, 0.21658E+07,calib                    , 0.89395E+07, 0.65187E+07, 0.21566E+05, 0.37395E+06, 0.20252E+07
SU2_1210_1310,pr1985                   , 0.11525E+08, 0.11041E+08, 0.34001E+02, 0.17673E+06, 0.30712E+06,calib                    , 0.10734E+08, 0.10256E+08, 0.23217E+05, 0.18320E+06, 0.27153E+06
SW2_1190_1410,pr1985                   , 0.27653E+08, 0.25063E+08, 0.16604E+05, 0.50584E+06, 0.20671E+07,calib                    , 0.25749E+08, 0.23163E+08, 0.28649E+06, 0.50627E+06, 0.17932E+07
SJ3_2170_1970,pr1985                   , 0.32516E+08, 0.32396E+08, 0.00000E+00, 0.41907E+05, 0.78107E+05,calib                    , 0.30836E+08, 0.30722E+08, 0.00000E+00, 0.43821E+05, 0.70305E+05
PS0_6150_6160,pr1985                   , 0.24923E+07, 0.21979E+07, 0.34110E+01, 0.23231E+06, 0.62099E+05,calib                    , 0.24946E+07, 0.22137E+07, 0.58034E+02, 0.22288E+06, 0.58014E+05
PU2_4050_4180,pr1985                   , 0.70533E+08, 0.69957E+08, 0.00000E+00, 0.49190E+05, 0.52761E+06,calib                    , 0.65954E+08, 0.65365E+08, 0.59172E+05, 0.51997E+05, 0.47876E+06
JL1_6770_6850,pr1985                   , 0.66430E+07, 0.56073E+07, 0.69436E+04, 0.22656E+06, 0.80224E+06,calib                    , 0.82036E+07, 0.52604E+07, 0.19470E+07, 0.24931E+06, 0.74695E+06
SU2_0670_0810,pr1985                   , 0.78060E+07, 0.33163E+07, 0.00000E+00, 0.56904E+05, 0.44328E+07,calib                    , 0.68379E+07, 0.29400E+07, 0.00000E+00, 0.60765E+05, 0.38371E+07
SW3_1040_1220,pr1985                   , 0.13061E+08, 0.12011E+08, 0.00000E+00, 0.14681E+06, 0.90308E+06,calib                    , 0.11963E+08, 0.11005E+08, 0.10778E+03, 0.14564E+06, 0.81209E+06
SJ1_2280_2450,pr1985                   , 0.58609E+07, 0.56364E+07, 0.00000E+00, 0.10271E+06, 0.12177E+06,calib                    , 0.56207E+07, 0.53897E+07, 0.14483E+05, 0.10717E+06, 0.10938E+06
PU2_2790_3290,pr1985                   , 0.93567E+08, 0.86137E+08, 0.19081E+06, 0.24257E+07, 0.48134E+07,calib                    , 0.96300E+08, 0.83455E+08, 0.58145E+07, 0.25604E+07, 0.44708E+07
SU2_1290_1500,pr1985                   , 0.12545E+08, 0.92214E+07, 0.89293E+05, 0.63787E+06, 0.25962E+07,calib                    , 0.12602E+08, 0.82406E+07, 0.13916E+07, 0.64713E+06, 0.23222E+07
PS2_5560_5100,pr1985                   , 0.10426E+09, 0.10042E+09, 0.10603E+06, 0.11847E+07, 0.25460E+07,calib                    , 0.10505E+09, 0.98704E+08, 0.26612E+07, 0.12497E+07, 0.24310E+07
SW2_1030_1060,pr1985                   , 0.11987E+08, 0.10960E+08, 0.11687E+05, 0.13542E+06, 0.88030E+06,calib                    , 0.10498E+08, 0.93310E+07, 0.20056E+06, 0.13708E+06, 0.82972E+06
JL2_7120_6970,pr1985                   , 0.64852E+07, 0.59485E+07, 0.22720E+02, 0.36816E+05, 0.49987E+06,calib                    , 0.62941E+07, 0.57840E+07, 0.46110E+03, 0.38537E+05, 0.47117E+06
SJ3_2040_1980,pr1985                   , 0.24120E+08, 0.21594E+08, 0.34652E+06, 0.62487E+06, 0.15538E+07,calib                    , 0.28986E+08, 0.20921E+08, 0.59857E+07, 0.62782E+06, 0.14515E+07
SW2_1070_1060,pr1985                   , 0.12241E+08, 0.87210E+07, 0.46835E+03, 0.10009E+06, 0.34193E+07,calib                    , 0.11132E+08, 0.80079E+07, 0.37856E+05, 0.10242E+06, 0.29840E+07
