 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SU1_1630_1610,p53_VaEpil10             , 0.14915E+08, 0.12936E+08, 0.16757E+06, 0.26890E+06, 0.15422E+07,p53cal                   , 0.15163E+08, 0.12592E+08, 0.53734E+05, 0.25336E+06, 0.22639E+07
SW1_1570_1640,p53_VaEpil10             , 0.22413E+08, 0.20980E+08, 0.23683E+06, 0.69467E+06, 0.50192E+06,p53cal                   , 0.24437E+08, 0.22612E+08, 0.26579E+06, 0.60960E+06, 0.94943E+06
SJ2_2150_2130,p53_VaEpil10             , 0.12894E+08, 0.10908E+08, 0.27156E+06, 0.26175E+06, 0.14524E+07,p53cal                   , 0.12802E+08, 0.10133E+08, 0.32548E+06, 0.22291E+06, 0.21211E+07
PS1_4790_4830,p53_VaEpil10             , 0.81772E+07, 0.77311E+07, 0.84510E+05, 0.16210E+06, 0.19945E+06,p53cal                   , 0.96861E+07, 0.90225E+07, 0.23014E+06, 0.11328E+06, 0.32013E+06
JL3_7020_7100,p53_VaEpil10             , 0.16850E+08, 0.12768E+08, 0.99009E+05, 0.42986E+06, 0.35533E+07,p53cal                   , 0.19459E+08, 0.15264E+08, 0.64242E+05, 0.38208E+06, 0.37491E+07
PU0_3000_3090,p53_VaEpil10             , 0.29375E+08, 0.26330E+08, 0.17668E+07, 0.83692E+06, 0.44115E+06,p53cal                   , 0.28732E+08, 0.25836E+08, 0.16008E+07, 0.70669E+06, 0.58830E+06
SJ2_2110_2170,p53_VaEpil10             , 0.47950E+07, 0.45215E+07, 0.00000E+00, 0.11720E+06, 0.15630E+06,p53cal                   , 0.50080E+07, 0.46796E+07, 0.00000E+00, 0.10648E+06, 0.22197E+06
SU2_1550_1620,p53_VaEpil10             , 0.18312E+08, 0.12638E+08, 0.11745E+07, 0.54110E+06, 0.39592E+07,p53cal                   , 0.21932E+08, 0.12831E+08, 0.27332E+07, 0.55283E+06, 0.58148E+07
SW1_1560_1460,p53_VaEpil10             , 0.24070E+07, 0.23467E+07, 0.22929E+02, 0.60317E+05, 0.00000E+00,p53cal                   , 0.26118E+07, 0.25635E+07, 0.22929E+02, 0.48316E+05, 0.00000E+00
PS2_6730_6660,p53_VaEpil10             , 0.21299E+08, 0.18447E+08, 0.88657E+06, 0.66946E+06, 0.12963E+07,p53cal                   , 0.23999E+08, 0.21098E+08, 0.67613E+06, 0.51580E+06, 0.17089E+07
JL1_7170_6800,p53_VaEpil10             , 0.57569E+07, 0.33059E+07, 0.38568E+03, 0.20631E+06, 0.22443E+07,p53cal                   , 0.61616E+07, 0.45082E+07, 0.16171E+03, 0.13014E+06, 0.15231E+07
PU0_3751_3752,p53_VaEpil10             , 0.53849E+07, 0.48386E+07, 0.55952E+05, 0.37105E+06, 0.11928E+06,p53cal                   , 0.59096E+07, 0.54687E+07, 0.57692E+05, 0.20905E+06, 0.17418E+06
SW1_1180_1190,p53_VaEpil10             , 0.16476E+07, 0.15405E+07, 0.00000E+00, 0.19766E+05, 0.87412E+05,p53cal                   , 0.18883E+07, 0.17239E+07, 0.00000E+00, 0.19880E+05, 0.14444E+06
SJ2_1900_1930,p53_VaEpil10             , 0.36616E+08, 0.33481E+08, 0.16899E+07, 0.77599E+06, 0.66908E+06,p53cal                   , 0.37150E+08, 0.33616E+08, 0.17869E+07, 0.72097E+06, 0.10264E+07
SU2_1200_1310,p53_VaEpil10             , 0.11939E+08, 0.97806E+07, 0.19077E+06, 0.34880E+06, 0.16184E+07,p53cal                   , 0.14613E+08, 0.11099E+08, 0.15944E+06, 0.35140E+06, 0.30033E+07
PS2_5550_5560,p53_VaEpil10             , 0.20414E+08, 0.19617E+08, 0.16383E+05, 0.22550E+06, 0.55463E+06,p53cal                   , 0.22652E+08, 0.21601E+08, 0.12931E+06, 0.18798E+06, 0.73345E+06
JL2_6240_6520,p53_VaEpil10             , 0.12891E+08, 0.91428E+07, 0.45508E+06, 0.13404E+07, 0.19532E+07,p53cal                   , 0.16091E+08, 0.12052E+08, 0.42568E+06, 0.84754E+06, 0.27664E+07
SW1_1160_1260,p53_VaEpil10             , 0.19969E+07, 0.19160E+07, 0.00000E+00, 0.42619E+05, 0.38197E+05,p53cal                   , 0.24003E+07, 0.22510E+07, 0.00000E+00, 0.40820E+05, 0.10853E+06
SJ3_2160_2170,p53_VaEpil10             , 0.27037E+08, 0.24126E+08, 0.92803E+05, 0.30510E+06, 0.25123E+07,p53cal                   , 0.28677E+08, 0.24722E+08, 0.66276E+05, 0.27663E+06, 0.36123E+07
PU2_3090_4050,p53_VaEpil10             , 0.75012E+08, 0.66409E+08, 0.40040E+07, 0.21924E+07, 0.24064E+07,p53cal                   , 0.81720E+08, 0.70341E+08, 0.61305E+07, 0.18594E+07, 0.33884E+07
SU1_1480_1500,p53_VaEpil10             , 0.15653E+08, 0.34477E+07, 0.84526E+07, 0.28495E+06, 0.34678E+07,p53cal                   , 0.15392E+08, 0.37882E+07, 0.57656E+07, 0.30780E+06, 0.55301E+07
JL2_7110_7120,p53_VaEpil10             , 0.11264E+08, 0.86919E+07, 0.29287E+06, 0.36089E+06, 0.19181E+07,p53cal                   , 0.11452E+08, 0.95368E+07, 0.17570E+06, 0.31632E+06, 0.14236E+07
PU2_4730_4220,p53_VaEpil10             , 0.12622E+08, 0.89931E+07, 0.28327E+07, 0.51012E+06, 0.28650E+06,p53cal                   , 0.17737E+08, 0.13064E+08, 0.38720E+07, 0.36251E+06, 0.43760E+06
SU2_1210_1310,p53_VaEpil10             , 0.10104E+08, 0.95762E+07, 0.15746E+06, 0.19676E+06, 0.17321E+06,p53cal                   , 0.10734E+08, 0.10256E+08, 0.23217E+05, 0.18320E+06, 0.27153E+06
JL1_6560_6440,p53_VaEpil10             , 0.68119E+07, 0.48525E+07, 0.89847E+03, 0.51808E+06, 0.14404E+07,p53cal                   , 0.89395E+07, 0.65187E+07, 0.21566E+05, 0.37395E+06, 0.20252E+07
PS1_4830_5080,p53_VaEpil10             , 0.14577E+08, 0.13227E+08, 0.45498E+06, 0.37112E+06, 0.52362E+06,p53cal                   , 0.18347E+08, 0.16776E+08, 0.71834E+06, 0.28883E+06, 0.56369E+06
SJ3_2170_1970,p53_VaEpil10             , 0.30073E+08, 0.29982E+08, 0.00000E+00, 0.46869E+05, 0.44174E+05,p53cal                   , 0.30855E+08, 0.30741E+08, 0.00000E+00, 0.43821E+05, 0.70305E+05
SW2_1190_1410,p53_VaEpil10             , 0.22273E+08, 0.20473E+08, 0.28623E+06, 0.48750E+06, 0.10265E+07,p53cal                   , 0.25756E+08, 0.23170E+08, 0.28649E+06, 0.50627E+06, 0.17932E+07
SU2_0670_0810,p53_VaEpil10             , 0.47184E+07, 0.22504E+07, 0.57070E+05, 0.65497E+05, 0.23455E+07,p53cal                   , 0.68373E+07, 0.29395E+07, 0.00000E+00, 0.60765E+05, 0.38371E+07
JL1_6770_6850,p53_VaEpil10             , 0.53953E+07, 0.42912E+07, 0.29066E+06, 0.30583E+06, 0.50766E+06,p53cal                   , 0.82036E+07, 0.52604E+07, 0.19470E+07, 0.24931E+06, 0.74695E+06
PS0_6150_6160,p53_VaEpil10             , 0.19785E+07, 0.17819E+07, 0.19458E+02, 0.15915E+06, 0.37416E+05,p53cal                   , 0.24948E+07, 0.22138E+07, 0.58034E+02, 0.22288E+06, 0.58014E+05
SJ1_2280_2450,p53_VaEpil10             , 0.54507E+07, 0.50044E+07, 0.26293E+06, 0.11347E+06, 0.69949E+05,p53cal                   , 0.56192E+07, 0.53882E+07, 0.14483E+05, 0.10717E+06, 0.10938E+06
PU2_4050_4180,p53_VaEpil10             , 0.66471E+08, 0.65969E+08, 0.10655E+06, 0.62987E+05, 0.33206E+06,p53cal                   , 0.70185E+08, 0.69595E+08, 0.59172E+05, 0.51997E+05, 0.47876E+06
SW3_1040_1220,p53_VaEpil10             , 0.97328E+07, 0.90937E+07, 0.38533E+03, 0.13864E+06, 0.50011E+06,p53cal                   , 0.11962E+08, 0.11004E+08, 0.10778E+03, 0.14564E+06, 0.81209E+06
SU2_1290_1500,p53_VaEpil10             , 0.10814E+08, 0.74996E+07, 0.12211E+07, 0.65869E+06, 0.14349E+07,p53cal                   , 0.12601E+08, 0.82402E+07, 0.13916E+07, 0.64713E+06, 0.23222E+07
SJ3_2040_1980,p53_VaEpil10             , 0.29616E+08, 0.20426E+08, 0.76344E+07, 0.62533E+06, 0.92943E+06,p53cal                   , 0.28981E+08, 0.20916E+08, 0.59857E+07, 0.62782E+06, 0.14515E+07
PU2_2790_3290,p53_VaEpil10             , 0.96637E+08, 0.86424E+08, 0.38350E+07, 0.30896E+07, 0.32876E+07,p53cal                   , 0.96276E+08, 0.83431E+08, 0.58145E+07, 0.25604E+07, 0.44708E+07
SW2_1030_1060,p53_VaEpil10             , 0.94133E+07, 0.85403E+07, 0.19836E+06, 0.13419E+06, 0.54036E+06,p53cal                   , 0.10496E+08, 0.93287E+07, 0.20056E+06, 0.13708E+06, 0.82972E+06
JL2_7120_6970,p53_VaEpil10             , 0.58667E+07, 0.54081E+07, 0.83346E+03, 0.40562E+05, 0.41715E+06,p53cal                   , 0.63930E+07, 0.58828E+07, 0.46110E+03, 0.38537E+05, 0.47117E+06
PS2_5560_5100,p53_VaEpil10             , 0.92161E+08, 0.87280E+08, 0.11950E+07, 0.15116E+07, 0.21744E+07,p53cal                   , 0.10515E+09, 0.98808E+08, 0.26612E+07, 0.12497E+07, 0.24310E+07
