 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PS2_6730_6660,pr1985                   , 0.12057E+07, 0.11122E+07, 0.10055E+05, 0.00000E+00, 0.83443E+05,calib                    , 0.13063E+07, 0.11079E+07, 0.11491E+06, 0.00000E+00, 0.83458E+05
SJ2_2110_2170,pr1985                   , 0.17560E+06, 0.16628E+06, 0.00000E+00, 0.00000E+00, 0.93267E+04,calib                    , 0.16932E+06, 0.15993E+06, 0.00000E+00, 0.00000E+00, 0.93956E+04
SW1_1560_1460,pr1985                   , 0.11374E+06, 0.11374E+06, 0.29649E+01, 0.00000E+00, 0.00000E+00,calib                    , 0.11200E+06, 0.11195E+06, 0.50443E+02, 0.00000E+00, 0.00000E+00
SU2_1550_1620,pr1985                   , 0.10303E+07, 0.74330E+06, 0.26448E+05, 0.00000E+00, 0.26052E+06,calib                    , 0.14246E+07, 0.71164E+06, 0.45012E+06, 0.00000E+00, 0.26278E+06
SW1_1180_1190,pr1985                   , 0.82490E+05, 0.76127E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04,calib                    , 0.73892E+05, 0.67529E+05, 0.00000E+00, 0.00000E+00, 0.63627E+04
PS2_5550_5560,pr1985                   , 0.84071E+06, 0.81287E+06, 0.77649E+02, 0.00000E+00, 0.27766E+05,calib                    , 0.91053E+06, 0.81576E+06, 0.65526E+05, 0.00000E+00, 0.29239E+05
SJ2_1900_1930,pr1985                   , 0.13010E+07, 0.12323E+07, 0.24286E+05, 0.00000E+00, 0.44445E+05,calib                    , 0.15483E+07, 0.12192E+07, 0.28426E+06, 0.00000E+00, 0.44856E+05
JL2_6240_6520,pr1985                   , 0.15623E+07, 0.14143E+07, 0.12784E+04, 0.00000E+00, 0.14667E+06,calib                    , 0.14843E+07, 0.13117E+07, 0.23494E+05, 0.00000E+00, 0.14903E+06
SU2_1200_1310,pr1985                   , 0.77293E+06, 0.63642E+06, 0.00000E+00, 0.00000E+00, 0.13650E+06,calib                    , 0.73557E+06, 0.57623E+06, 0.22442E+05, 0.00000E+00, 0.13690E+06
PU2_3090_4050,pr1985                   , 0.22638E+07, 0.20239E+07, 0.10540E+06, 0.00000E+00, 0.13457E+06,calib                    , 0.32487E+07, 0.18697E+07, 0.12417E+07, 0.00000E+00, 0.13733E+06
SW1_1160_1260,pr1985                   , 0.11214E+06, 0.10715E+06, 0.00000E+00, 0.00000E+00, 0.49899E+04,calib                    , 0.10982E+06, 0.10478E+06, 0.00000E+00, 0.00000E+00, 0.50407E+04
JL2_7110_7120,pr1985                   , 0.94680E+06, 0.86796E+06, 0.13667E+04, 0.00000E+00, 0.77478E+05,calib                    , 0.98829E+06, 0.88446E+06, 0.25524E+05, 0.00000E+00, 0.78306E+05
SJ3_2160_2170,pr1985                   , 0.10658E+07, 0.91195E+06, 0.14928E+04, 0.00000E+00, 0.15238E+06,calib                    , 0.10563E+07, 0.87779E+06, 0.25812E+05, 0.00000E+00, 0.15268E+06
SU1_1480_1500,pr1985                   , 0.65776E+06, 0.31824E+06, 0.93465E+05, 0.00000E+00, 0.24605E+06,calib                    , 0.17283E+07, 0.30772E+06, 0.11723E+07, 0.00000E+00, 0.24828E+06
PU2_4730_4220,pr1985                   , 0.87965E+06, 0.86075E+06, 0.65008E+02, 0.00000E+00, 0.18832E+05,calib                    , 0.13731E+07, 0.81757E+06, 0.53582E+06, 0.00000E+00, 0.19670E+05
PS1_4830_5080,pr1985                   , 0.11828E+07, 0.11455E+07, 0.15139E+05, 0.00000E+00, 0.22166E+05,calib                    , 0.12457E+07, 0.10941E+07, 0.12741E+06, 0.00000E+00, 0.24177E+05
JL1_6560_6440,pr1985                   , 0.93081E+06, 0.82121E+06, 0.33929E+03, 0.00000E+00, 0.10926E+06,calib                    , 0.87294E+06, 0.75753E+06, 0.47808E+04, 0.00000E+00, 0.11062E+06
SU2_1210_1310,pr1985                   , 0.54670E+06, 0.53419E+06, 0.57697E+01, 0.00000E+00, 0.12501E+05,calib                    , 0.51833E+06, 0.50209E+06, 0.38121E+04, 0.00000E+00, 0.12429E+05
SW2_1190_1410,pr1985                   , 0.14051E+07, 0.13222E+07, 0.27667E+04, 0.00000E+00, 0.80176E+05,calib                    , 0.14212E+07, 0.12943E+07, 0.47719E+05, 0.00000E+00, 0.79231E+05
SJ3_2170_1970,pr1985                   , 0.11130E+07, 0.11100E+07, 0.00000E+00, 0.00000E+00, 0.29766E+04,calib                    , 0.10508E+07, 0.10478E+07, 0.00000E+00, 0.00000E+00, 0.29748E+04
PS0_6150_6160,pr1985                   , 0.15887E+06, 0.15699E+06, 0.18273E+01, 0.00000E+00, 0.18856E+04,calib                    , 0.16346E+06, 0.16158E+06, 0.31090E+02, 0.00000E+00, 0.18518E+04
PU2_4050_4180,pr1985                   , 0.19064E+07, 0.18871E+07, 0.00000E+00, 0.00000E+00, 0.19353E+05,calib                    , 0.17698E+07, 0.17406E+07, 0.98338E+04, 0.00000E+00, 0.19389E+05
JL1_6770_6850,pr1985                   , 0.61616E+06, 0.57104E+06, 0.23337E+04, 0.00000E+00, 0.42786E+05,calib                    , 0.60995E+06, 0.54054E+06, 0.26701E+05, 0.00000E+00, 0.42714E+05
SU2_0670_0810,pr1985                   , 0.35377E+06, 0.17179E+06, 0.00000E+00, 0.00000E+00, 0.18198E+06,calib                    , 0.33520E+06, 0.15693E+06, 0.00000E+00, 0.00000E+00, 0.17827E+06
SW3_1040_1220,pr1985                   , 0.60370E+06, 0.56761E+06, 0.00000E+00, 0.00000E+00, 0.36094E+05,calib                    , 0.57128E+06, 0.53441E+06, 0.19777E+02, 0.00000E+00, 0.36845E+05
SJ1_2280_2450,pr1985                   , 0.18543E+06, 0.18052E+06, 0.00000E+00, 0.00000E+00, 0.49098E+04,calib                    , 0.18303E+06, 0.17576E+06, 0.23653E+04, 0.00000E+00, 0.49098E+04
PU2_2790_3290,pr1985                   , 0.50838E+07, 0.48132E+07, 0.99213E+05, 0.00000E+00, 0.17133E+06,calib                    , 0.63600E+07, 0.45794E+07, 0.16069E+07, 0.00000E+00, 0.17373E+06
SU2_1290_1500,pr1985                   , 0.59497E+06, 0.47870E+06, 0.13629E+05, 0.00000E+00, 0.10264E+06,calib                    , 0.75556E+06, 0.43505E+06, 0.21628E+06, 0.00000E+00, 0.10423E+06
PS2_5560_5100,pr1985                   , 0.50162E+07, 0.48872E+07, 0.42572E+05, 0.00000E+00, 0.86446E+05,calib                    , 0.58059E+07, 0.49210E+07, 0.79520E+06, 0.00000E+00, 0.89634E+05
SW2_1030_1060,pr1985                   , 0.59810E+06, 0.56208E+06, 0.19163E+04, 0.00000E+00, 0.34103E+05,calib                    , 0.55300E+06, 0.48367E+06, 0.32863E+05, 0.00000E+00, 0.36472E+05
JL2_7120_6970,pr1985                   , 0.91069E+06, 0.88511E+06, 0.36539E+01, 0.00000E+00, 0.25578E+05,calib                    , 0.92544E+06, 0.89945E+06, 0.68825E+02, 0.00000E+00, 0.25921E+05
SJ3_2040_1980,pr1985                   , 0.88890E+06, 0.75212E+06, 0.77271E+05, 0.00000E+00, 0.59517E+05,calib                    , 0.19620E+07, 0.73583E+06, 0.11646E+07, 0.00000E+00, 0.61628E+05
SW2_1070_1060,pr1985                   , 0.45806E+06, 0.32561E+06, 0.71470E+02, 0.00000E+00, 0.13238E+06,calib                    , 0.44411E+06, 0.30757E+06, 0.51519E+04, 0.00000E+00, 0.13139E+06
PU2_4220_3900,pr1985                   , 0.40353E+07, 0.38903E+07, 0.97568E+05, 0.00000E+00, 0.47373E+05,calib                    , 0.45540E+07, 0.36672E+07, 0.83540E+06, 0.00000E+00, 0.51385E+05
SJ2_2580_2500,pr1985                   , 0.75938E+06, 0.64890E+06, 0.74095E+03, 0.00000E+00, 0.10974E+06,calib                    , 0.75707E+06, 0.62608E+06, 0.20657E+05, 0.00000E+00, 0.11034E+06
PS3_5100_5080,pr1985                   , 0.63452E+07, 0.59783E+07, 0.55373E+05, 0.00000E+00, 0.31153E+06,calib                    , 0.73019E+07, 0.59346E+07, 0.10544E+07, 0.00000E+00, 0.31301E+06
SU3_1310_1280,pr1985                   , 0.15925E+07, 0.15869E+07, 0.00000E+00, 0.00000E+00, 0.56356E+04,calib                    , 0.14547E+07, 0.14467E+07, 0.22835E+04, 0.00000E+00, 0.56356E+04
JL2_6440_6441,pr1985                   , 0.15107E+07, 0.14379E+07, 0.13099E+01, 0.00000E+00, 0.72798E+05,calib                    , 0.14059E+07, 0.13298E+07, 0.25277E+02, 0.00000E+00, 0.76073E+05
SW3_1250_1340,pr1985                   , 0.33857E+06, 0.33126E+06, 0.27740E+03, 0.00000E+00, 0.70331E+04,calib                    , 0.33456E+06, 0.32296E+06, 0.47475E+04, 0.00000E+00, 0.68592E+04
PU0_3601_3602,pr1985                   , 0.18954E+06, 0.17603E+06, 0.38142E+04, 0.00000E+00, 0.96976E+04,calib                    , 0.19035E+06, 0.15850E+06, 0.22233E+05, 0.00000E+00, 0.96175E+04
SJ2_2500_2450,pr1985                   , 0.68047E+06, 0.66088E+06, 0.23360E+03, 0.00000E+00, 0.19350E+05,calib                    , 0.64693E+06, 0.62348E+06, 0.41022E+04, 0.00000E+00, 0.19350E+05
PS2_6660_6490,pr1985                   , 0.12113E+07, 0.10991E+07, 0.10620E+06, 0.00000E+00, 0.60414E+04,calib                    , 0.24394E+07, 0.10960E+07, 0.13373E+07, 0.00000E+00, 0.60414E+04
SU3_1280_1590,pr1985                   , 0.27301E+07, 0.26881E+07, 0.19418E+04, 0.00000E+00, 0.40111E+05,calib                    , 0.25679E+07, 0.24709E+07, 0.56097E+05, 0.00000E+00, 0.40850E+05
JL2_6441_6520,pr1985                   , 0.20511E+07, 0.18732E+07, 0.20440E+03, 0.00000E+00, 0.17776E+06,calib                    , 0.19266E+07, 0.17442E+07, 0.34995E+04, 0.00000E+00, 0.17888E+06
PU3_2510_3290,pr1985                   , 0.26711E+07, 0.25373E+07, 0.24600E+04, 0.00000E+00, 0.13139E+06,calib                    , 0.26114E+07, 0.24198E+07, 0.48835E+05, 0.00000E+00, 0.14274E+06
SW3_1220_1320,pr1985                   , 0.92041E+06, 0.90135E+06, 0.43075E+04, 0.00000E+00, 0.14752E+05,calib                    , 0.94545E+06, 0.85418E+06, 0.76444E+05, 0.00000E+00, 0.14823E+05
SJ2_2570_2660,pr1985                   , 0.70638E+06, 0.69554E+06, 0.57697E+01, 0.00000E+00, 0.10835E+05,calib                    , 0.67554E+06, 0.66432E+06, 0.30922E+03, 0.00000E+00, 0.10915E+05
JL1_6760_6910,pr1985                   , 0.97878E+06, 0.89679E+06, 0.14600E+03, 0.00000E+00, 0.81843E+05,calib                    , 0.92603E+06, 0.84043E+06, 0.26484E+04, 0.00000E+00, 0.82957E+05
SU3_1500_1420,pr1985                   , 0.84317E+06, 0.83536E+06, 0.50060E+02, 0.00000E+00, 0.77634E+04,calib                    , 0.78990E+06, 0.78039E+06, 0.16221E+04, 0.00000E+00, 0.78899E+04
PU2_3900_3750,pr1985                   , 0.40866E+07, 0.39627E+07, 0.74888E+05, 0.00000E+00, 0.49047E+05,calib                    , 0.50097E+07, 0.37194E+07, 0.12358E+07, 0.00000E+00, 0.54513E+05
PS4_5080_4380,pr1985                   , 0.55063E+07, 0.54329E+07, 0.21234E+03, 0.00000E+00, 0.73211E+05,calib                    , 0.54280E+07, 0.53503E+07, 0.42122E+04, 0.00000E+00, 0.73521E+05
JL1_6940_7200,pr1985                   , 0.58278E+06, 0.55375E+06, 0.36457E+04, 0.00000E+00, 0.25389E+05,calib                    , 0.60144E+06, 0.51382E+06, 0.62163E+05, 0.00000E+00, 0.25461E+05
SJ3_2450_2120,pr1985                   , 0.10343E+07, 0.98663E+06, 0.41245E+03, 0.00000E+00, 0.47300E+05,calib                    , 0.98900E+06, 0.93439E+06, 0.72073E+04, 0.00000E+00, 0.47406E+05
SW3_1060_1260,pr1985                   , 0.12870E+07, 0.11921E+07, 0.00000E+00, 0.00000E+00, 0.94881E+05,calib                    , 0.11925E+07, 0.10974E+07, 0.00000E+00, 0.00000E+00, 0.95067E+05
SU2_1020_0980,pr1985                   , 0.49496E+06, 0.42906E+06, 0.00000E+00, 0.00000E+00, 0.65896E+05,calib                    , 0.45936E+06, 0.39246E+06, 0.00000E+00, 0.00000E+00, 0.66899E+05
PU2_3770_3600,pr1985                   , 0.18404E+07, 0.16461E+07, 0.43416E+04, 0.00000E+00, 0.18990E+06,calib                    , 0.18221E+07, 0.15561E+07, 0.73687E+05, 0.00000E+00, 0.19233E+06
PS3_6460_6230,pr1985                   , 0.51686E+07, 0.49742E+07, 0.82884E+05, 0.00000E+00, 0.11152E+06,calib                    , 0.60845E+07, 0.50303E+07, 0.94055E+06, 0.00000E+00, 0.11371E+06
JL1_6910_6960,pr1985                   , 0.99176E+06, 0.98217E+06, 0.00000E+00, 0.00000E+00, 0.95947E+04,calib                    , 0.93381E+06, 0.92457E+06, 0.00000E+00, 0.00000E+00, 0.92455E+04
SJ3_2250_2230,pr1985                   , 0.16057E+07, 0.13095E+07, 0.13580E+06, 0.00000E+00, 0.16043E+06,calib                    , 0.33152E+07, 0.12785E+07, 0.18735E+07, 0.00000E+00, 0.16316E+06
PU2_2840_3080,pr1985                   , 0.12365E+07, 0.11707E+07, 0.29164E+04, 0.00000E+00, 0.62825E+05,calib                    , 0.12221E+07, 0.11091E+07, 0.49705E+05, 0.00000E+00, 0.63370E+05
PS3_5990_6161,pr1985                   , 0.29702E+07, 0.27985E+07, 0.57390E+05, 0.00000E+00, 0.11431E+06,calib                    , 0.39718E+07, 0.28513E+07, 0.10061E+07, 0.00000E+00, 0.11446E+06
