 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SU1_1630_1610,p53_VaEpil10             , 0.36806E+09, 0.36776E+09, 0.30164E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.30973E+09, 0.30957E+09, 0.16365E+06, 0.00000E+00, 0.00000E+00
SW1_1570_1640,p53_VaEpil10             , 0.65014E+09, 0.64975E+09, 0.39435E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.61626E+09, 0.61542E+09, 0.84609E+06, 0.00000E+00, 0.00000E+00
SJ2_2150_2130,p53_VaEpil10             , 0.39180E+09, 0.39087E+09, 0.92850E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.31584E+09, 0.31474E+09, 0.11019E+07, 0.00000E+00, 0.00000E+00
PS1_4790_4830,p53_VaEpil10             , 0.18698E+09, 0.18681E+09, 0.16849E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.22943E+09, 0.22942E+09, 0.40235E+04, 0.00000E+00, 0.00000E+00
JL3_7020_7100,p53_VaEpil10             , 0.53956E+09, 0.53941E+09, 0.15839E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.64341E+09, 0.64335E+09, 0.58824E+05, 0.00000E+00, 0.00000E+00
PU0_3000_3090,p53_VaEpil10             , 0.60553E+09, 0.60445E+09, 0.10756E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.50255E+09, 0.50055E+09, 0.19973E+07, 0.00000E+00, 0.00000E+00
SJ2_2110_2170,p53_VaEpil10             , 0.15739E+09, 0.15739E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00,p53cal                   , 0.13903E+09, 0.13903E+09, 0.00000E+00, 0.00000E+00, 0.00000E+00
SU2_1550_1620,p53_VaEpil10             , 0.46934E+09, 0.46812E+09, 0.12179E+07, 0.00000E+00, 0.00000E+00,p53cal                   , 0.40499E+09, 0.40218E+09, 0.28089E+07, 0.00000E+00, 0.00000E+00
SW1_1560_1460,p53_VaEpil10             , 0.11062E+09, 0.11062E+09, 0.13450E+04, 0.00000E+00, 0.00000E+00,p53cal                   , 0.88000E+08, 0.87999E+08, 0.13450E+04, 0.00000E+00, 0.00000E+00
PS2_6730_6660,p53_VaEpil10             , 0.78669E+09, 0.78608E+09, 0.60597E+06, 0.00000E+00, 0.00000E+00,p53cal                   , 0.11486E+10, 0.11477E+10, 0.83118E+06, 0.00000E+00, 0.00000E+00
