LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0.16473,0.18347,0.00081,0.12001,0.04464,3.14568,2.33001,0.14489,0.03351,8e-05,0.01591,0.00445,1.34121,0.23991,0.1605,0,0,0,0
A24009,0.03529,0.2193,0.00421,0.09067,0.01412,2.61375,2.40464,0.07333,0.04135,0.01688,0.01356,0.00063,0.50072,0.81886,0.13644,0,0,0,0
F24009,0.04095,0.21229,0.00476,0.09045,0.02081,2.59905,2.41644,0.074,0.0384,0.01922,0.01356,0.00059,0.50011,0.81831,0.13643,0,0,0,0
F24037,0.29168,0.19376,0.00078,0.12872,0.09754,3.54977,2.00182,0.32837,0.05117,6e-05,0.01491,0.00832,1.33902,0.23776,0.16057,0,0,0,0
A24033,0.07953,0.34862,0.01025,0.12793,0.02233,3.2848,3.16711,0.13837,0.04148,0.0103,0.01862,0.00433,0.08504,1.55032,0.17214,0,0,0,0
F24033,0.15471,0.32629,0.01066,0.12947,0.0474,3.38731,2.85977,0.14533,0.04469,0.00177,0.01849,0.00807,0.12691,1.52549,0.17173,0,0,0,0
A24003,0.18683,0.26884,0.00158,0.10782,0.0625,3.32008,2.18045,0.10561,0.04169,0.00014,0.01445,0.00283,0.71405,0.4026,0.16266,0,0,0,0
F24003,0.17729,0.27737,0.00149,0.10798,0.05756,3.39663,2.17863,0.1013,0.04376,0.00013,0.01446,0.00305,0.71112,0.40402,0.16264,0,0,0,0
A24027,0.07121,0.50892,0.00937,0.14601,0.01617,3.23102,3.4274,0.14382,0.05394,0.00331,0.01939,0.00292,0.13923,1.64585,0.19308,0,0,0,0
F24027,0.0381,0.52765,0.0088,0.14039,0.0108,2.53843,2.67268,0.13275,0.05503,0.01012,0.01861,0.00214,0.07857,1.66904,0.19289,0,0,0,0
A24031,0.05022,0.54937,0.00387,0.14839,0.01209,2.71371,2.81159,0.14888,0.05294,0.00396,0.01971,0.00073,1.02568,0.9041,0.20028,0,0,0,0
F24031,0.04239,0.52445,0.00386,0.14485,0.01074,2.51405,1.77312,0.15868,0.03796,0.00926,0.01923,0.00062,1.25344,0.91252,0.19957,0,0,0,0
A51073,0.08502,0.19973,0.0005,0.10701,0.01478,2.84543,1.87111,0.08404,0.05395,0.0001,0.01351,0.00294,1.14972,0.14779,0.13872,0,0,0,0
A51115,0.06574,0.19668,0.00017,0.10132,0.01562,2.61664,1.79306,0.08483,0.05454,7e-05,0.01283,0.00249,1.2193,0.05692,0.12939,0,0,0,0
A51119,0.06004,0.1678,0.00024,0.09943,0.01145,2.46816,1.74004,0.19583,0.06792,0.0003,0.01276,0.00254,1.23222,0.07418,0.12746,0,0,0,0
A51199,0.02639,0.42401,0.00566,0.17086,0.00511,4.47755,5.13649,0.06065,0.18154,0.00059,0.02287,0.00142,0.98639,1.40045,0.20472,0,0,0,0
F51199,0.02835,0.42156,0.00576,0.17085,0.00549,4.47743,5.14505,0.06375,0.17875,0.00062,0.02288,0.00145,0.98987,1.39524,0.20473,0,0,0,0
A51095,0.04864,0.27183,0.00191,0.10757,0.00946,3.19496,2.40396,0.06034,0.1029,0.00057,0.01491,0.00121,1.09547,0.49515,0.14445,0,0,0,0
A51097,0.0218,0.18574,0.02028,0.09786,0.00566,2.40289,3.61109,0.07954,0.024,0.18942,0.01221,0.01884,0.00759,1.0139,0.11685,0,0,0,0
A51127,0.03672,0.18545,0.0067,0.08645,0.00794,2.29506,2.1754,0.08366,0.03523,0.01725,0.01189,0.01868,0.04977,1.06034,0.11686,0,0,0,0
A51830,0.02552,0.17544,0.0002,0.07855,0.00968,2.01036,1.36877,0.00182,0.09,0.00712,0.0101,0.0016,0.91267,0.07592,0.09954,0,0,0,0
