TABLE->,ICE-FLAG,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT2,SNOW-INIT2,SNOW-INIT2
A36065,1,43.24179668,952.79,0.283,1.3,2.34,0.12,32,0.13,0.5,0.03,0.03,4.866,0,0,0.15,100,30,2.34,0,0.9
A36067,1,43.00580385,855.2,0.253,1.3,2.2,0.12,32,0.13,0.5,0.03,0.03,4.92,0,0,0.15,100,30,2.2,0,0.9
A36069,1,42.85289104,1117.75,0.312,1.3,2.57,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,2.57,0,0.9
A36077,1,42.63387788,1615.62,0.243,1.3,3.27,0.12,32,0.13,0.5,0.03,0.03,5.148,0,0,0.15,100,30,3.27,0,0.9
A36095,1,42.58824881,1623.76,0.239,1.3,3.28,0.12,32,0.13,0.5,0.03,0.03,5.112,0,0,0.15,100,30,3.28,0,0.9
A36097,1,42.39500944,1398.26,0.33,1.3,2.96,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,2.96,0,0.9
A36101,1,42.26767016,1619.36,0.292,1.3,3.27,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,3.27,0,0.9
A36107,1,42.17028267,1287.73,0.328,1.3,2.81,0.12,32,0.13,0.5,0.03,0.03,2.382,0,0,0.15,100,30,2.81,0,0.9
A36109,1,42.45201249,1295.25,0.306,1.3,2.82,0.12,32,0.13,0.5,0.03,0.03,2.91,0,0,0.15,100,30,2.82,0,0.9
A36123,1,42.63481274,1209.66,0.244,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,4.434,0,0,0.15,100,30,2.7,0,0.9
A37001,1,36.04401857,608.44,0.549,1.3,1.85,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.85,0,0.9
A37005,1,36.45337935,3229.87,0.532,1.3,5.53,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.53,0,0.9
A37009,1,36.44367682,3399.58,0.37,1.3,5.77,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.77,0,0.9
A37033,1,36.3933521,578.88,0.498,1.3,1.81,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.81,0,0.9
A37067,1,36.13040404,853.28,0.447,1.3,2.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.2,0,0.9
A37077,1,36.30399603,427.78,0.424,1.3,1.6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.6,0,0.9
A37081,1,36.07940265,779.11,0.452,1.3,2.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.09,0,0.9
A37131,1,36.41777782,94.9,0.598,1.3,1.13,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.13,0,0.9
A37135,1,36.06136456,580.72,0.477,1.3,1.82,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.82,0,0.9
A37145,1,36.39013842,559.72,0.481,1.3,1.79,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.79,0,0.9
A37157,1,36.39609383,716.4,0.454,1.3,2.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.01,0,0.9
A37169,1,36.40183476,965.65,0.445,1.3,2.36,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.36,0,0.9
A37171,1,36.41480989,1221.07,0.428,1.3,2.71,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.71,0,0.9
A37181,1,36.36474919,388.34,0.493,1.3,1.55,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.55,0,0.9
A37185,1,36.39657461,305.28,0.653,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A37189,1,36.23127657,3318.94,0.45,1.3,5.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.66,0,0.9
A42001,1,39.86126692,591,0.249,1.3,1.83,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,1.83,0,0.9
A42009,1,39.9962397,1584.98,0.195,1.3,3.23,0.12,32,0.13,0.5,0.03,0.03,3.084,0,0,0.15,100,30,3.23,0,0.9
A42011,1,40.41624296,672.99,0.202,1.3,1.94,0.12,32,0.13,0.5,0.03,0.03,1.2,0,0,0.15,100,30,1.94,0,0.9
A42013,1,40.48133255,1656.82,0.193,1.3,3.33,0.12,32,0.13,0.5,0.03,0.03,3.756,0,0,0.15,100,30,3.33,0,0.9
A42015,1,41.8210913,1347.82,0.263,1.3,2.89,0.12,32,0.13,0.5,0.03,0.03,2.214,0,0,0.15,100,30,2.89,0,0.9
A42021,1,40.49542328,1974.2,0.254,1.3,3.77,0.12,32,0.13,0.5,0.03,0.03,4.26,0,0,0.15,100,30,3.77,0,0.9
A42023,1,41.43677946,1698.03,0.212,1.3,3.38,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,3.38,0,0.9
A42025,1,40.9183509,1326.62,0.339,1.3,2.86,0.12,32,0.13,0.5,0.03,0.03,4.206,0,0,0.15,100,30,2.86,0,0.9
A42027,1,40.87769031,1430.34,0.277,1.3,3.01,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,3.01,0,0.9
A42029,1,39.9731924,439.75,0.217,1.3,1.62,0.12,32,0.13,0.5,0.03,0.03,1.08,0,0,0.15,100,30,1.62,0,0.9
A42033,1,41.00026767,1664.48,0.284,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,3.534,0,0,0.15,100,30,3.34,0,0.9
A42035,1,41.29449724,1572.91,0.245,1.3,3.21,0.12,32,0.13,0.5,0.03,0.03,1.818,0,0,0.15,100,30,3.21,0,0.9
A42037,1,41.04865835,1096.74,0.268,1.3,2.54,0.12,32,0.13,0.5,0.03,0.03,1.554,0,0,0.15,100,30,2.54,0,0.9
A42041,1,40.19420548,734.22,0.226,1.3,2.03,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,2.03,0,0.9
A42043,1,40.49679266,927.53,0.222,1.3,2.3,0.12,32,0.13,0.5,0.03,0.03,1.686,0,0,0.15,100,30,2.3,0,0.9
A42047,1,41.42522819,1794.38,0.22,1.3,3.52,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,3.52,0,0.9
A42055,1,39.88089704,1077.23,0.224,1.3,2.51,0.12,32,0.13,0.5,0.03,0.03,3.342,0,0,0.15,100,30,2.51,0,0.9
A42057,1,39.9254705,1182.61,0.243,1.3,2.66,0.12,32,0.13,0.5,0.03,0.03,2.892,0,0,0.15,100,30,2.66,0,0.9
A42061,1,40.41816823,1209.74,0.245,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.7,0,0.9
A42063,1,40.6520524,1457.12,0.265,1.3,3.05,0.12,32,0.13,0.5,0.03,0.03,4.152,0,0,0.15,100,30,3.05,0,0.9
A42065,1,41.12813119,1590.41,0.249,1.3,3.23,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,3.23,0,0.9
A42067,1,40.53113555,991.96,0.229,1.3,2.39,0.12,32,0.13,0.5,0.03,0.03,1.872,0,0,0.15,100,30,2.39,0,0.9
A42069,1,41.43704352,1563.26,0.228,1.3,3.19,0.12,32,0.13,0.5,0.03,0.03,2.34,0,0,0.15,100,30,3.19,0,0.9
A42071,1,40.04236561,539.41,0.215,1.3,1.76,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.76,0,0.9
A42075,1,40.36315186,783.86,0.244,1.3,2.1,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,2.1,0,0.9
A42079,1,41.15897644,1312.46,0.245,1.3,2.84,0.12,32,0.13,0.5,0.03,0.03,1.518,0,0,0.15,100,30,2.84,0,0.9
A42081,1,41.43251842,1592.48,0.245,1.3,3.24,0.12,32,0.13,0.5,0.03,0.03,4.62,0,0,0.15,100,30,3.24,0,0.9
A42083,1,41.80775897,1949.42,0.182,1.3,3.74,0.12,32,0.13,0.5,0.03,0.03,4.68,0,0,0.15,100,30,3.74,0,0.9
A42087,1,40.61094155,1224,0.242,1.3,2.72,0.12,32,0.13,0.5,0.03,0.03,3.492,0,0,0.15,100,30,2.72,0,0.9
A42093,1,41.02810882,802.59,0.241,1.3,2.13,0.12,32,0.13,0.5,0.03,0.03,1.332,0,0,0.15,100,30,2.13,0,0.9
A42097,1,40.85203677,901.03,0.245,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,3.624,0,0,0.15,100,30,2.26,0,0.9
A42099,1,40.39844645,948.26,0.225,1.3,2.33,0.12,32,0.13,0.5,0.03,0.03,1.878,0,0,0.15,100,30,2.33,0,0.9
A42105,1,41.74495395,2019.1,0.21,1.3,3.83,0.12,32,0.13,0.5,0.03,0.03,4.938,0,0,0.15,100,30,3.83,0,0.9
A42107,1,40.70586577,1145.56,0.251,1.3,2.61,0.12,32,0.13,0.5,0.03,0.03,1.596,0,0,0.15,100,30,2.61,0,0.9
A42109,1,40.76994756,993.37,0.262,1.3,2.39,0.12,32,0.13,0.5,0.03,0.03,1.704,0,0,0.15,100,30,2.39,0,0.9
A42111,1,39.97247645,2235.74,0.198,1.3,4.14,0.12,32,0.13,0.5,0.03,0.03,4.452,0,0,0.15,100,30,4.14,0,0.9
A42113,1,41.44597794,1826.72,0.242,1.3,3.56,0.12,32,0.13,0.5,0.03,0.03,5.076,0,0,0.15,100,30,3.56,0,0.9
A42115,1,41.82138646,1471.65,0.269,1.3,3.07,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,3.07,0,0.9
A42117,1,41.77063835,1787.72,0.254,1.3,3.51,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,3.51,0,0.9
A42119,1,40.96177626,1301.86,0.245,1.3,2.83,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,2.83,0,0.9
A42127,1,41.64872959,1475.79,0.195,1.3,3.07,0.12,32,0.13,0.5,0.03,0.03,2.61,0,0,0.15,100,30,3.07,0,0.9
A42131,1,41.54214134,1085.12,0.282,1.3,2.52,0.12,32,0.13,0.5,0.03,0.03,1.836,0,0,0.15,100,30,2.52,0,0.9
A42133,1,39.9189701,621.84,0.219,1.3,1.87,0.12,32,0.13,0.5,0.03,0.03,1.668,0,0,0.15,100,30,1.87,0,0.9
A47091,1,36.45493492,2903.76,0.531,1.3,5.08,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,5.08,0,0.9
A47163,1,36.51292442,1699.48,0.321,1.3,3.39,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.39,0,0.9
A51001,1,37.74999389,11.84,0.808,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
A51003,1,38.00302161,652.16,0.337,1.3,1.92,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.92,0,0.9
A51005,1,37.78582275,1962.37,0.22,1.3,3.76,0.12,32,0.13,0.5,0.03,0.03,2.268,0,0,0.15,100,30,3.76,0,0.9
A51007,1,37.33595586,309.48,0.298,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51009,1,37.56979941,852.72,0.291,1.3,2.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.2,0,0.9
A51011,1,37.37218879,674.99,0.377,1.3,1.95,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.95,0,0.9
A51013,1,38.88025838,207.21,0.323,1.3,1.29,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.29,0,0.9
A51015,1,38.1508474,1551.76,0.31,1.3,3.18,0.12,32,0.13,0.5,0.03,0.03,2.196,0,0,0.15,100,30,3.18,0,0.9
A51017,1,38.0663604,2430.76,0.208,1.3,4.41,0.12,32,0.13,0.5,0.03,0.03,2.814,0,0,0.15,100,30,4.41,0,0.9
A51019,1,37.41117,1750.32,0.204,1.3,3.46,0.12,32,0.13,0.5,0.03,0.03,0.63,0,0,0.15,100,30,3.46,0,0.9
A51021,1,37.13399495,2720.54,0.271,1.3,4.82,0.12,32,0.13,0.5,0.03,0.03,1.218,0,0,0.15,100,30,4.82,0,0.9
A51023,1,37.55396183,1480.24,0.267,1.3,3.08,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.08,0,0.9
A51025,1,36.76476936,292.96,0.353,1.3,1.41,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.41,0,0.9
A51027,1,37.26657627,1903.18,0.208,1.3,3.67,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.67,0,0.9
A51029,1,37.57221989,505.3,0.402,1.3,1.71,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.71,0,0.9
A51031,1,37.20562002,705.07,0.354,1.3,1.99,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.99,0,0.9
A51033,1,38.00071137,173.36,0.437,1.3,1.24,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.24,0,0.9
A51035,1,36.74228556,2547.38,0.36,1.3,4.58,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.58,0,0.9
A51036,1,37.36027834,68.19,0.558,1.3,1.1,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.1,0,0.9
A51037,1,37.01162245,494.69,0.379,1.3,1.69,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.69,0,0.9
A51041,1,37.37906962,216.13,0.301,1.3,1.3,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.3,0,0.9
A51043,1,39.113113,759.68,0.241,1.3,2.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.07,0,0.9
A51045,1,37.46139468,2108.81,0.197,1.3,3.96,0.12,32,0.13,0.5,0.03,0.03,1.896,0,0,0.15,100,30,3.96,0,0.9
A51047,1,38.48606084,400.08,0.304,1.3,1.56,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.56,0,0.9
A51049,1,37.51203986,349.07,0.301,1.3,1.49,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.49,0,0.9
A51051,1,37.12545968,1942.21,0.234,1.3,3.73,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.73,0,0.9
A51053,1,37.07584562,236.43,0.379,1.3,1.33,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.33,0,0.9
A51057,1,37.93934326,108.35,0.501,1.3,1.15,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.15,0,0.9
A51059,1,38.84402773,260.53,0.253,1.3,1.37,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.37,0,0.9
A51061,1,38.72709628,503.47,0.261,1.3,1.71,0.12,32,0.13,0.5,0.03,0.03,0.726,0,0,0.15,100,30,1.71,0,0.9
A51063,1,36.93159614,2592.35,0.325,1.3,4.64,0.12,32,0.13,0.5,0.03,0.03,1.032,0,0,0.15,100,30,4.64,0,0.9
A51065,1,37.84184948,387.01,0.359,1.3,1.54,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.54,0,0.9
A51067,1,36.98079876,1102.94,0.271,1.3,2.55,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.55,0,0.9
A51069,1,39.207776,973.07,0.279,1.3,2.37,0.12,32,0.13,0.5,0.03,0.03,2.514,0,0,0.15,100,30,2.37,0,0.9
A51071,1,37.36744941,2878.19,0.217,1.3,5.04,0.12,32,0.13,0.5,0.03,0.03,1.062,0,0,0.15,100,30,5.04,0,0.9
A51073,1,37.42463781,50.13,0.567,1.3,1.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.07,0,0.9
A51075,1,37.72196667,295.8,0.329,1.3,1.42,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.42,0,0.9
A51077,1,36.64698231,2630.08,0.322,1.3,4.69,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,4.69,0,0.9
A51079,1,38.26372553,622.65,0.355,1.3,1.87,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.87,0,0.9
A51081,1,36.67580602,152,0.456,1.3,1.21,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.21,0,0.9
A51083,1,36.76698764,470.13,0.35,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51085,1,37.76031702,195.46,0.378,1.3,1.27,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.27,0,0.9
A51087,1,37.54204263,126.58,0.416,1.3,1.18,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.18,0,0.9
A51089,1,36.68277128,937.62,0.304,1.3,2.32,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.32,0,0.9
A51091,1,38.38593478,3152.47,0.241,1.3,5.43,0.12,32,0.13,0.5,0.03,0.03,3.156,0,0,0.15,100,30,5.43,0,0.9
A51093,1,36.89047299,52.18,0.514,1.3,1.07,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.07,0,0.9
A51095,1,37.33022235,60.74,0.461,1.3,1.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.09,0,0.9
A51097,1,37.72411404,111.27,0.574,1.3,1.16,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.16,0,0.9
A51099,1,38.27327907,97.73,0.299,1.3,1.14,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.14,0,0.9
A51101,1,37.71084802,97.27,0.486,1.3,1.14,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.14,0,0.9
A51103,1,37.73704425,56.51,0.529,1.3,1.08,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.08,0,0.9
A51105,1,36.67988374,1665.28,0.302,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,3.34,0,0.9
A51107,1,39.09335793,537.46,0.25,1.3,1.75,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.75,0,0.9
A51109,1,37.97822498,380.11,0.339,1.3,1.53,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.53,0,0.9
A51111,1,36.94623581,441.45,0.268,1.3,1.62,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.62,0,0.9
A51113,1,38.37742263,595.95,0.308,1.3,1.84,0.12,32,0.13,0.5,0.03,0.03,3.042,0,0,0.15,100,30,1.84,0,0.9
A51115,1,37.43684239,11.34,0.689,1.3,1.02,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.02,0,0.9
A51117,1,36.68035308,367.09,0.386,1.3,1.52,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.52,0,0.9
A51119,1,37.63374305,65.24,0.492,1.3,1.09,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.09,0,0.9
A51121,1,37.1665629,2038.3,0.231,1.3,3.86,0.12,32,0.13,0.5,0.03,0.03,0.348,0,0,0.15,100,30,3.86,0,0.9
A51125,1,37.75715611,830.49,0.312,1.3,2.17,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.17,0,0.9
A51127,1,37.50471587,76.93,0.481,1.3,1.11,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.11,0,0.9
A51131,1,37.34656859,9.72,0.817,1.3,1.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.01,0,0.9
A51133,1,37.88757383,54.03,0.466,1.3,1.08,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.08,0,0.9
A51135,1,37.14306624,383.91,0.256,1.3,1.54,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.54,0,0.9
A51137,1,38.24585058,435.05,0.324,1.3,1.61,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.61,0,0.9
A51139,1,38.63329052,1008.88,0.312,1.3,2.42,0.12,32,0.13,0.5,0.03,0.03,0.09,0,0,0.15,100,30,2.42,0,0.9
A51141,1,36.66471603,1339.18,0.205,1.3,2.88,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.88,0,0.9
A51143,1,36.82129761,717.06,0.307,1.3,2.01,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.01,0,0.9
A51145,1,37.55015607,288.06,0.293,1.3,1.4,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.4,0,0.9
