TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
A37077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37081,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37131,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37135,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37145,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37157,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37171,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37181,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37189,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42001,1,0,1,0,0.039994,0.167358,0.003999,0.039994,0.500000
A42009,1,0,1,0,0.035570,0.160482,0.003557,0.035570,0.500000
A42011,1,0,1,0,0.045263,0.170646,0.004526,0.045263,0.500000
A42013,1,0,1,0,0.037519,0.161624,0.003752,0.037519,0.500000
A42015,1,0,1,0,0.033544,0.157567,0.003355,0.033544,0.500000
A42021,1,0,1,0,0.043601,0.167854,0.004360,0.043601,0.500000
A42023,1,0,1,0,0.046647,0.170696,0.004664,0.046647,0.500000
A42025,1,0,1,0,0.059295,0.182249,0.005929,0.059295,0.500000
A42027,1,0,1,0,0.038382,0.163214,0.003838,0.038382,0.500000
A42029,1,0,1,0,0.044590,0.170564,0.004459,0.044590,0.500000
A42033,1,0,1,0,0.040912,0.164803,0.004091,0.040912,0.500000
A42035,1,0,1,0,0.043953,0.168281,0.004395,0.043953,0.500000
A42037,1,0,1,0,0.042546,0.167244,0.004255,0.042546,0.500000
A42041,1,0,1,0,0.038008,0.164206,0.003801,0.038008,0.500000
A42043,1,0,1,0,0.038375,0.163050,0.003837,0.038375,0.500000
A42047,1,0,1,0,0.045071,0.168944,0.004507,0.045071,0.500000
A42055,1,0,1,0,0.038178,0.164058,0.003818,0.038178,0.500000
A42057,1,0,1,0,0.034922,0.159391,0.003492,0.034922,0.500000
A42061,1,0,1,0,0.035863,0.160172,0.003586,0.035863,0.500000
A42063,1,0,1,0,0.041823,0.165068,0.004182,0.041823,0.500000
A42065,1,0,1,0,0.041673,0.165126,0.004167,0.041673,0.500000
A42067,1,0,1,0,0.036623,0.161084,0.003662,0.036623,0.500000
A42069,1,0,1,0,0.040918,0.165587,0.004092,0.040918,0.500000
A42071,1,0,1,0,0.038908,0.164556,0.003891,0.038908,0.500000
A42075,1,0,1,0,0.040737,0.166396,0.004073,0.040737,0.500000
A42079,1,0,1,0,0.042230,0.167242,0.004223,0.042230,0.500000
A42081,1,0,1,0,0.039212,0.163551,0.003921,0.039212,0.500000
A42083,1,0,1,0,0.050843,0.174571,0.005084,0.050843,0.500000
A42087,1,0,1,0,0.038523,0.162749,0.003852,0.038523,0.500000
A42093,1,0,1,0,0.038391,0.163251,0.003839,0.038391,0.500000
A42097,1,0,1,0,0.039688,0.164983,0.003969,0.039688,0.500000
A42099,1,0,1,0,0.038737,0.163872,0.003874,0.038737,0.500000
A42105,1,0,1,0,0.041967,0.167363,0.004197,0.041967,0.500000
A42107,1,0,1,0,0.045890,0.171188,0.004589,0.045890,0.500000
A42109,1,0,1,0,0.039437,0.164793,0.003943,0.039437,0.500000
A42111,1,0,1,0,0.040906,0.166934,0.004091,0.040906,0.500000
A42113,1,0,1,0,0.042996,0.167899,0.004300,0.042996,0.500000
A42115,1,0,1,0,0.043192,0.168061,0.004319,0.043192,0.500000
A42117,1,0,1,0,0.032547,0.156674,0.003255,0.032547,0.500000
A42119,1,0,1,0,0.043143,0.167882,0.004315,0.043143,0.500000
A42127,1,0,1,0,0.050736,0.175042,0.005074,0.050736,0.500000
A42131,1,0,1,0,0.034910,0.158831,0.003491,0.034910,0.500000
A42133,1,0,1,0,0.038626,0.164636,0.003862,0.038626,0.500000
A47091,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A47163,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51001,1,0,1,0,0.044034,0.170475,0.004403,0.044034,0.500000
A51003,1,0,1,0,0.043275,0.171792,0.004327,0.043275,0.500000
A51005,1,0,1,0,0.033340,0.157868,0.003334,0.033340,0.500000
A51007,1,0,1,0,0.040929,0.168443,0.004093,0.040929,0.500000
A51009,1,0,1,0,0.039721,0.166377,0.003972,0.039721,0.500000
A51011,1,0,1,0,0.040966,0.168715,0.004096,0.040966,0.500000
A51013,1,0,1,0,0.040467,0.166646,0.004047,0.040467,0.500000
A51015,1,0,1,0,0.036173,0.162829,0.003617,0.036173,0.500000
A51017,1,0,1,0,0.036726,0.161732,0.003673,0.036726,0.500000
A51019,1,0,1,0,0.040538,0.167722,0.004054,0.040538,0.500000
A51021,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51023,1,0,1,0,0.035692,0.161570,0.003569,0.035692,0.500000
A51025,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51029,1,0,1,0,0.038568,0.165663,0.003857,0.038568,0.500000
A51031,1,0,1,0,0.039250,0.166680,0.003925,0.039250,0.500000
A51033,1,0,1,0,0.037507,0.163314,0.003751,0.037507,0.500000
A51035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51036,1,0,1,0,0.041463,0.168729,0.004147,0.041463,0.500000
A51037,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51041,1,0,1,0,0.038065,0.164796,0.003807,0.038065,0.500000
A51043,1,0,1,0,0.033892,0.159576,0.003389,0.033892,0.500000
A51045,1,0,1,0,0.032946,0.156639,0.003295,0.032946,0.500000
A51047,1,0,1,0,0.038526,0.164797,0.003853,0.038526,0.500000
A51049,1,0,1,0,0.038242,0.164952,0.003824,0.038242,0.500000
A51051,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51053,1,0,1,0,0.041057,0.167768,0.004106,0.041057,0.500000
A51057,1,0,1,0,0.038873,0.165401,0.003888,0.038873,0.500000
A51059,1,0,1,0,0.037474,0.163722,0.003748,0.037474,0.500000
A51061,1,0,1,0,0.036711,0.162596,0.003671,0.036711,0.500000
A51063,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51065,1,0,1,0,0.038916,0.165871,0.003891,0.038916,0.500000
A51067,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51069,1,0,1,0,0.032542,0.157218,0.003254,0.032542,0.500000
A51071,1,0,1,0,0.034144,0.157834,0.003415,0.034144,0.500000
A51073,1,0,1,0,0.046474,0.173138,0.004647,0.046474,0.500000
A51075,1,0,1,0,0.038150,0.165101,0.003815,0.038150,0.500000
A51077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51079,1,0,1,0,0.044685,0.172932,0.004469,0.044685,0.500000
A51081,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51083,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51085,1,0,1,0,0.037443,0.163633,0.003744,0.037443,0.500000
A51087,1,0,1,0,0.038407,0.165157,0.003841,0.038407,0.500000
A51089,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51091,1,0,1,0,0.040114,0.165993,0.004011,0.040114,0.500000
A51093,1,0,1,0,0.043578,0.169909,0.004358,0.043578,0.500000
A51095,1,0,1,0,0.045291,0.171786,0.004529,0.045291,0.500000
A51097,1,0,1,0,0.039154,0.165897,0.003915,0.039154,0.500000
A51099,1,0,1,0,0.040742,0.166975,0.004074,0.040742,0.500000
A51101,1,0,1,0,0.038392,0.165045,0.003839,0.038392,0.500000
A51103,1,0,1,0,0.043002,0.169665,0.004300,0.043002,0.500000
A51105,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51107,1,0,1,0,0.035980,0.161823,0.003598,0.035980,0.500000
A51109,1,0,1,0,0.038560,0.164920,0.003856,0.038560,0.500000
A51111,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51113,1,0,1,0,0.041239,0.168710,0.004124,0.041239,0.500000
A51115,1,0,1,0,0.045711,0.172555,0.004571,0.045711,0.500000
A51117,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51119,1,0,1,0,0.043629,0.170241,0.004362,0.043629,0.500000
A51121,1,0,1,0,0.033424,0.158099,0.003342,0.033424,0.500000
A51125,1,0,1,0,0.041794,0.168299,0.004180,0.041794,0.500000
A51127,1,0,1,0,0.040163,0.167125,0.004016,0.040163,0.500000
A51131,1,0,1,0,0.044517,0.171490,0.004452,0.044517,0.500000
A51133,1,0,1,0,0.041965,0.168258,0.004196,0.041965,0.500000
A51135,1,0,1,0,0.041381,0.168810,0.004138,0.041381,0.500000
A51137,1,0,1,0,0.040027,0.167143,0.004003,0.040027,0.500000
A51139,1,0,1,0,0.033482,0.159217,0.003348,0.033482,0.500000
A51141,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51143,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51145,1,0,1,0,0.039806,0.167175,0.003980,0.039806,0.500000
A51147,1,0,1,0,0.038786,0.166316,0.003878,0.038786,0.500000
A51149,1,0,1,0,0.041051,0.168156,0.004105,0.041051,0.500000
A51153,1,0,1,0,0.036587,0.162065,0.003659,0.036587,0.500000
A51155,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51157,1,0,1,0,0.038925,0.164766,0.003893,0.038925,0.500000
A51159,1,0,1,0,0.039477,0.166184,0.003948,0.039477,0.500000
A51161,1,0,1,0,0.035002,0.160518,0.003500,0.035002,0.500000
A51163,1,0,1,0,0.038251,0.165617,0.003825,0.038251,0.500000
A51165,1,0,1,0,0.032436,0.158033,0.003244,0.032436,0.500000
A51167,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51171,1,0,1,0,0.032222,0.157225,0.003222,0.032222,0.500000
A51173,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51175,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51177,1,0,1,0,0.038604,0.164608,0.003860,0.038604,0.500000
A51179,1,0,1,0,0.038110,0.163715,0.003811,0.038110,0.500000
A51181,1,0,1,0,0.044040,0.170752,0.004404,0.044040,0.500000
A51183,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51187,1,0,1,0,0.032932,0.157696,0.003293,0.032932,0.500000
A51191,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51193,1,0,1,0,0.039436,0.165814,0.003944,0.039436,0.500000
A51195,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51197,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51199,1,0,1,0,0.045712,0.172258,0.004571,0.045712,0.500000
A51510,1,0,1,0,0.037650,0.164016,0.003765,0.037650,0.500000
A51515,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51520,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51530,1,0,1,0,0.039768,0.167679,0.003977,0.039768,0.500000
A51540,1,0,1,0,0.044995,0.173430,0.004500,0.044995,0.500000
A51550,1,0,1,0,0.045660,0.171441,0.004566,0.045660,0.500000
A51570,1,0,1,0,0.041872,0.169027,0.004188,0.041872,0.500000
A51580,1,0,1,0,0.033430,0.158089,0.003343,0.033430,0.500000
A51590,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51595,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51600,1,0,1,0,0.040705,0.167407,0.004070,0.040705,0.500000
A51610,1,0,1,0,0.039898,0.166499,0.003990,0.039898,0.500000
A51620,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51630,1,0,1,0,0.038616,0.164448,0.003861,0.038616,0.500000
A51640,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51650,1,0,1,0,0.045627,0.172204,0.004563,0.045627,0.500000
A51660,1,0,1,0,0.033128,0.158933,0.003313,0.033128,0.500000
A51670,1,0,1,0,0.041788,0.168928,0.004178,0.041788,0.500000
A51678,1,0,1,0,0.038893,0.166786,0.003889,0.038893,0.500000
A51680,1,0,1,0,0.040053,0.167779,0.004006,0.040053,0.500000
A51683,1,0,1,0,0.039575,0.165805,0.003958,0.039575,0.500000
A51685,1,0,1,0,0.039969,0.166366,0.003997,0.039969,0.500000
A51690,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51700,1,0,1,0,0.045342,0.171617,0.004534,0.045342,0.500000
A51710,1,0,1,0,0.046179,0.172840,0.004618,0.046179,0.500000
A51720,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51730,1,0,1,0,0.040463,0.167478,0.004046,0.040463,0.500000
A51735,1,0,1,0,0.045409,0.172182,0.004541,0.045409,0.500000
A51740,1,0,1,0,0.046383,0.173018,0.004639,0.046383,0.500000
A51750,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51760,1,0,1,0,0.038589,0.165160,0.003859,0.038589,0.500000
A51770,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51775,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51790,1,0,1,0,0.035341,0.161664,0.003534,0.035341,0.500000
A51800,1,0,1,0,0.043659,0.169807,0.004366,0.043659,0.500000
A51810,1,0,1,0,0.046572,0.173288,0.004657,0.046572,0.500000
A51820,1,0,1,0,0.045841,0.173334,0.004584,0.045841,0.500000
A51830,1,0,1,0,0.046490,0.172836,0.004649,0.046490,0.500000
A51840,1,0,1,0,0.033882,0.159500,0.003388,0.033882,0.500000
A54003,1,0,1,0,0.032983,0.157310,0.003298,0.032983,0.500000
A54023,1,0,1,0,0.046783,0.169301,0.004679,0.046783,0.500000
A54027,1,0,1,0,0.031468,0.155110,0.003147,0.031468,0.500000
A54031,1,0,1,0,0.033066,0.157468,0.003307,0.033066,0.500000
A54037,1,0,1,0,0.033001,0.157344,0.003300,0.033001,0.500000
A54057,1,0,1,0,0.038436,0.163056,0.003844,0.038436,0.500000
A54063,1,0,1,0,0.033293,0.156627,0.003329,0.033293,0.500000
A54065,1,0,1,0,0.034182,0.159077,0.003419,0.034182,0.500000
A54071,1,0,1,0,0.029774,0.153505,0.002977,0.029774,0.500000
A54077,1,0,1,0,0.055763,0.175273,0.005576,0.055763,0.500000
A54093,1,0,1,0,0.061396,0.179426,0.006140,0.061396,0.500000
B24001,1,0,1,0,0.039055,0.165049,0.003906,0.039055,0.500000
B24021,1,0,1,0,0.039311,0.164926,0.003931,0.039311,0.500000
B37005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B37009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42001,1,0,1,0,0.045030,0.171421,0.004503,0.045030,0.500000
B42009,1,0,1,0,0.035802,0.160390,0.003580,0.035802,0.500000
B42015,1,0,1,0,0.039635,0.165602,0.003964,0.039635,0.500000
B42027,1,0,1,0,0.042811,0.167050,0.004281,0.042811,0.500000
B42035,1,0,1,0,0.040244,0.165075,0.004025,0.040244,0.500000
B42041,1,0,1,0,0.041192,0.167551,0.004119,0.041192,0.500000
B42043,1,0,1,0,0.038786,0.164320,0.003879,0.038786,0.500000
B42055,1,0,1,0,0.037763,0.163308,0.003777,0.037763,0.500000
B42079,1,0,1,0,0.045294,0.169652,0.004530,0.045294,0.500000
B42081,1,0,1,0,0.037179,0.161349,0.003717,0.037179,0.500000
B42119,1,0,1,0,0.038169,0.163506,0.003817,0.038169,0.500000
B42131,1,0,1,0,0.044546,0.169376,0.004455,0.044546,0.500000
B51003,1,0,1,0,0.046005,0.173615,0.004601,0.046005,0.500000
B51009,1,0,1,0,0.044368,0.171217,0.004437,0.044368,0.500000
B51015,1,0,1,0,0.042321,0.168838,0.004232,0.042321,0.500000
B51017,1,0,1,0,0.037878,0.163762,0.003788,0.037878,0.500000
B51019,1,0,1,0,0.038171,0.165243,0.003817,0.038171,0.500000
B51023,1,0,1,0,0.043611,0.171171,0.004361,0.043611,0.500000
B51035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51061,1,0,1,0,0.040561,0.166539,0.004056,0.040561,0.500000
B51067,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51079,1,0,1,0,0.046102,0.173484,0.004610,0.046102,0.500000
B51091,1,0,1,0,0.038826,0.164414,0.003883,0.038826,0.500000
B51105,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51113,1,0,1,0,0.043409,0.170047,0.004340,0.043409,0.500000
B51125,1,0,1,0,0.042953,0.168843,0.004295,0.042953,0.500000
B51139,1,0,1,0,0.037894,0.164241,0.003790,0.037894,0.500000
B51141,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51157,1,0,1,0,0.040564,0.166193,0.004057,0.040564,0.500000
B51161,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51163,1,0,1,0,0.039865,0.167228,0.003987,0.039865,0.500000
B51165,1,0,1,0,0.029624,0.153686,0.002962,0.029624,0.500000
B51167,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51171,1,0,1,0,0.034231,0.158792,0.003424,0.034231,0.500000
B51173,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51187,1,0,1,0,0.037321,0.162750,0.003732,0.037321,0.500000
B51191,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51195,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51197,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B54023,1,0,1,0,0.030682,0.152800,0.003068,0.030682,0.500000
B54031,1,0,1,0,0.029550,0.151967,0.002955,0.029550,0.500000
B54057,1,0,1,0,0.031533,0.155438,0.003153,0.031533,0.500000
B54071,1,0,1,0,0.034433,0.158379,0.003443,0.034433,0.500000
C42009,1,0,1,0,0.035421,0.160716,0.003542,0.035421,0.500000
C51015,1,0,1,0,0.035908,0.162071,0.003591,0.035908,0.500000
C51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
C51165,1,0,1,0,0.041658,0.169512,0.004166,0.041658,0.500000
F10005,1,0,1,0,0.043523,0.169777,0.004352,0.043523,0.500000
F11001,1,0,1,0,0.038031,0.164318,0.003803,0.038031,0.500000
F24001,1,0,1,0,0.033675,0.158549,0.003368,0.033675,0.500000
F24003,1,0,1,0,0.041258,0.167844,0.004126,0.041258,0.500000
F24005,1,0,1,0,0.040482,0.166952,0.004049,0.040482,0.500000
F24009,1,0,1,0,0.041198,0.167675,0.004120,0.041198,0.500000
F24013,1,0,1,0,0.041511,0.167272,0.004151,0.041511,0.500000
F24015,1,0,1,0,0.044094,0.170221,0.004410,0.044094,0.500000
F24017,1,0,1,0,0.039297,0.165143,0.003930,0.039297,0.500000
F24019,1,0,1,0,0.042343,0.168523,0.004234,0.042343,0.500000
F24021,1,0,1,0,0.036438,0.162204,0.003644,0.036438,0.500000
F24023,1,0,1,0,0.047496,0.170672,0.004750,0.047496,0.500000
F24025,1,0,1,0,0.044539,0.170827,0.004454,0.044539,0.500000
F24027,1,0,1,0,0.039111,0.165995,0.003911,0.039111,0.500000
F24029,1,0,1,0,0.042212,0.168562,0.004221,0.042212,0.500000
F24031,1,0,1,0,0.036599,0.162634,0.003660,0.036599,0.500000
F24033,1,0,1,0,0.038397,0.164476,0.003840,0.038397,0.500000
F24035,1,0,1,0,0.042782,0.168988,0.004278,0.042782,0.500000
F24037,1,0,1,0,0.040861,0.166893,0.004086,0.040861,0.500000
F24039,1,0,1,0,0.045070,0.172755,0.004507,0.045070,0.500000
F24041,1,0,1,0,0.042643,0.168834,0.004265,0.042643,0.500000
F24043,1,0,1,0,0.034506,0.159424,0.003451,0.034506,0.500000
F24045,1,0,1,0,0.045194,0.172786,0.004519,0.045194,0.500000
F24510,1,0,1,0,0.041819,0.168625,0.004182,0.041819,0.500000
F36003,1,0,1,0,0.033646,0.157746,0.003365,0.033646,0.500000
F36007,1,0,1,0,0.036072,0.160056,0.003607,0.036072,0.500000
F36015,1,0,1,0,0.031821,0.155434,0.003183,0.031821,0.500000
F36025,1,0,1,0,0.038146,0.162004,0.003814,0.038146,0.500000
F36101,1,0,1,0,0.027922,0.149469,0.002792,0.027922,0.500000
F42001,1,0,1,0,0.040270,0.167621,0.004027,0.040270,0.500000
F42009,1,0,1,0,0.037366,0.162279,0.003736,0.037366,0.500000
F42011,1,0,1,0,0.045714,0.171488,0.004572,0.045714,0.500000
F42013,1,0,1,0,0.036642,0.160917,0.003664,0.036642,0.500000
F42021,1,0,1,0,0.043036,0.167543,0.004303,0.043036,0.500000
F42027,1,0,1,0,0.038778,0.163391,0.003878,0.038778,0.500000
F42033,1,0,1,0,0.041776,0.165319,0.004178,0.041776,0.500000
F42035,1,0,1,0,0.046335,0.169417,0.004634,0.046335,0.500000
F42041,1,0,1,0,0.037168,0.163294,0.003717,0.037168,0.500000
F42043,1,0,1,0,0.039989,0.164516,0.003999,0.039989,0.500000
F42055,1,0,1,0,0.038694,0.164560,0.003870,0.038694,0.500000
F42061,1,0,1,0,0.034878,0.159141,0.003488,0.034878,0.500000
F42069,1,0,1,0,0.040916,0.165456,0.004092,0.040916,0.500000
F42071,1,0,1,0,0.041683,0.166844,0.004169,0.041683,0.500000
F42075,1,0,1,0,0.042214,0.167617,0.004221,0.042214,0.500000
F42079,1,0,1,0,0.045164,0.169259,0.004517,0.045164,0.500000
F42081,1,0,1,0,0.040407,0.164036,0.004041,0.040407,0.500000
F42087,1,0,1,0,0.039864,0.163865,0.003986,0.039864,0.500000
F42097,1,0,1,0,0.040996,0.166012,0.004100,0.040996,0.500000
F42107,1,0,1,0,0.046720,0.171749,0.004672,0.046720,0.500000
F42115,1,0,1,0,0.045103,0.169576,0.004510,0.045103,0.500000
F42117,1,0,1,0,0.031967,0.155897,0.003197,0.031967,0.500000
F42119,1,0,1,0,0.043718,0.168216,0.004372,0.043718,0.500000
F42133,1,0,1,0,0.039556,0.165622,0.003956,0.039556,0.500000
F51001,1,0,1,0,0.044033,0.170472,0.004403,0.044033,0.500000
F51003,1,0,1,0,0.042942,0.171516,0.004294,0.042942,0.500000
F51005,1,0,1,0,0.033284,0.157762,0.003328,0.033284,0.500000
F51009,1,0,1,0,0.041523,0.167997,0.004152,0.041523,0.500000
F51011,1,0,1,0,0.040502,0.168297,0.004050,0.040502,0.500000
F51013,1,0,1,0,0.040555,0.166876,0.004056,0.040555,0.500000
F51015,1,0,1,0,0.037935,0.164622,0.003794,0.037935,0.500000
F51017,1,0,1,0,0.036722,0.161779,0.003672,0.036722,0.500000
F51019,1,0,1,0,0.040756,0.167921,0.004075,0.040756,0.500000
F51023,1,0,1,0,0.035375,0.161230,0.003537,0.035375,0.500000
F51033,1,0,1,0,0.037446,0.163257,0.003744,0.037446,0.500000
F51041,1,0,1,0,0.040647,0.167319,0.004065,0.040647,0.500000
F51043,1,0,1,0,0.034394,0.160137,0.003440,0.034394,0.500000
F51045,1,0,1,0,0.032913,0.156595,0.003292,0.032913,0.500000
F51053,1,0,1,0,0.043216,0.169638,0.004322,0.043216,0.500000
F51057,1,0,1,0,0.040464,0.166820,0.004046,0.040464,0.500000
F51059,1,0,1,0,0.039704,0.165597,0.003970,0.039704,0.500000
F51061,1,0,1,0,0.036963,0.162821,0.003696,0.036963,0.500000
F51069,1,0,1,0,0.034855,0.159855,0.003486,0.034855,0.500000
