riverseg,landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
DE0_3380_0000,A10001,4362.458,44.064999,3498.9519,0,5909.9819,0,1321.577,0,144.118,0,270.13901,131.24899,0,527.22101,0,0,16.775999,11.581,0,0,0,45.330002,0,1702,728,0,0,0,0,0,235.73801
DE0_3410_0000,A10001,31082.084,313.95999,7809.4409,0,13190.715,0,2949.679,0,321.66199,0,602.93298,292.94,0,1176.724,0,0,37.443001,25.848,0,0,0,90.660004,0,3238,1033,175.024,0,0,0,0,4136.9731
DE0_3790_0000,A10001,8108.9541,81.908997,4951.5679,0,8363.5596,0,1870.241,0,203.94901,0,382.289,185.73801,0,746.10101,0,0,23.740999,16.389,0,0,0,143.545,0,7848,3161,282.88501,0,0,0,0,802.62
DE0_3791_0001,A10001,7312.8828,73.867996,2482.1121,0,4192.4678,0,937.51001,0,102.235,0,191.633,93.107002,0,374.004,0,0,11.901,8.215,0,0,0,128.435,0,2929,1365,53.152,0,0,0,0,175.246
DE0_3840_0000,A10001,4343.9458,43.877998,1743.114,0,2944.248,0,658.38599,0,71.796997,0,134.578,65.386002,0,262.65201,0,0,8.3570004,5.769,0,0,0,52.884998,0,2668,884,53.819,0,0,0,0,1010.113
DE0_4140_0000,A10001,15218.635,153.724,9291.8076,0,15694.538,0,3509.5779,0,382.71899,0,717.38098,348.54501,0,1400.0861,0,0,44.549999,30.754,0,0,0,105.77,0,5694,1528,195.26199,0,0,0,0,726.56097
DE0_4141_0001,A10001,3903.1289,39.425999,2494.6379,0,4213.624,0,942.24103,0,102.751,0,192.60001,93.575996,0,375.89099,0,0,11.961,8.257,0,0,0,15.11,0,565,204,14.9,0,0,0,0,108.306
DE0_4230_0000,A10001,11325.426,114.398,3023.6389,0,5107.146,0,1142.049,0,124.54,0,233.442,113.42,0,455.60101,0,0,14.497,10.008,0,0,0,37.775002,0,1776,808,0,0,0,0,0,800.396
DE0_4231_0001,A10001,895.716,9.0480003,526.65302,0,889.55499,0,198.92,0,21.691999,0,40.660999,19.754999,0,79.356003,0,0,2.5250001,1.743,0,0,0,0.75599998,0,81.800003,33.5,0,0,0,0,0,0
EL0_4560_4562,A10001,2899.9719,29.292999,1250.842,0,2112.762,0,472.45099,0,51.521,0,96.571999,46.919998,0,188.476,0,0,5.9970002,4.14,0,0,0,2.266,0,291,104.2,0,0,0,0,0,2.224
EL2_4400_4590,A10001,10777.713,108.866,5376.7139,0,9081.6602,0,2030.821,0,221.46001,0,415.11301,201.686,0,810.16101,0,0,25.778999,17.796,0,0,0,7.5549998,0,1014,363,0,0,0,0,0,2.0020001
EL2_4590_0001,A10001,3834.583,38.733002,1434.025,0,2422.1731,0,541.64099,0,59.066002,0,110.715,53.792,0,216.078,0,0,6.8759999,4.746,0,0,0,1.511,0,138,88.800003,0,0,0,0,0,0
EM2_3980_0001,A10001,21669.396,218.883,7494.1538,0,12658.172,0,2830.593,0,308.67499,0,578.59198,281.11301,0,1129.2159,0,0,35.931,24.804,0,0,0,30.219999,0,2122,764,20.238001,0,0,0,0,66.273003
EM3_4326_0000,A10001,3700.8169,37.382,2404.3511,0,4061.1221,0,908.13898,0,99.031998,0,185.63,90.190002,0,362.28699,0,0,11.528,7.958,0,0,0,7.5549998,0,350,161,0,0,0,0,0,0.222
EU2_3520_0001,A10001,8291.6846,83.753998,2867.9861,0,4844.2349,0,1083.257,0,118.129,0,221.425,107.581,0,432.147,0,0,13.751,9.492,0,0,0,7.5549998,0,646,256,0,0,0,0,0,13.121
DE0_2590_0000,A10003,626.05298,6.3239999,33.398998,0,30.972,0,2.622,0,1.482,0,3.3529999,1.561,0,2.9449999,0,0,0.17,4.40E-02,0,0,0,30.219999,0,4217,1539,0,0,0,0,0,12.009
DE0_2600_0000,A10003,5473.1431,55.284,933.724,0,865.88898,0,73.315002,0,41.431999,0,93.737,43.652,0,82.323997,0,0,4.7540002,1.231,0,0,0,67.995003,0,4580,2213,0,0,0,0,0,106.527
DE0_2610_0000,A10003,1229.62,12.42,9.0220003,0,8.3660002,0,0.708,0,0.40000001,0,0.90600002,0.42199999,0,0.79500002,0,0,0.046,0.012,0,0,0,60.439999,0,5578,2274,0,0,0,0,0,152.785
DE0_2640_0000,A10003,4897.5571,49.470001,791.29901,0,733.81201,0,62.132,0,35.112,0,79.439003,36.993999,0,69.766998,0,0,4.0289998,1.043,0,0,0,7.5549998,0,4928,1589,0,0,0,0,0,182.14101
DE0_2690_0000,A10003,8376.1201,84.607002,852.72302,0,790.77197,0,66.955002,0,37.838001,0,85.605003,39.866001,0,75.181999,0,0,4.342,1.124,0,0,0,219.095,0,13827,4913,0,0,0,0,0,150.561
DE0_2710_0000,A10003,11887.046,120.071,762.89203,0,707.46698,0,59.901001,0,33.851002,0,76.586998,35.666,0,67.262001,0,0,3.885,1.006,0,0,0,536.40503,0,18320,9787,288.66699,0,0,0,0,522.84802
DE0_2800_0000,A10003,544.97198,5.5050001,2.9749999,0,2.7590001,0,0.234,0,0.132,0,0.29899999,0.139,0,0.26199999,0,0,0.015,4.00E-03,0,0,0,30.219999,0,2126,1079,0,0,0,0,0,15.123
DE0_2850_0000,A10003,1875.973,18.948999,298.95599,0,277.23801,0,23.474001,0,13.265,0,30.011999,13.976,0,26.358,0,0,1.522,0.394,0,0,0,151.10001,0,2500,1176,0,0,0,0,0,17.124001
DE0_2870_0000,A10003,55.465,0.56,0.192,0,0.178,0,0.015,0,9.00E-03,0,1.90E-02,9.00E-03,0,1.70E-02,0,0,0.001,0,0,0,0,0,0,189,100.4,0,0,0,0,0,10.008
DE0_2920_0000,A10003,2632.2681,26.589001,684.961,0,635.19897,0,53.782001,0,30.393999,0,68.764,32.022999,0,60.390999,0,0,3.4879999,0.903,0,0,0,151.10001,0,1848,662,0,0,0,0,0,117.869
DE0_2960_0000,A10003,2135.1189,21.566999,874.797,0,811.242,0,68.688004,0,38.817001,0,87.820999,40.896999,0,77.127998,0,0,4.454,1.154,0,0,0,52.884998,0,1936,691,0,0,0,0,0,32.025002
DE0_2990_0000,A10003,10046.165,101.476,4805.3799,0,4456.271,0,377.31201,0,213.22701,0,482.414,224.65601,0,423.67801,0,0,24.469,6.336,0,0,0,98.214996,0,3949,892,118.758,0,0,0,0,2005.104
DE0_3110_0000,A10003,7778.6821,78.572998,6905.6602,0,6403.9639,0,542.22302,0,306.422,0,693.26202,322.84601,0,608.854,0,0,35.162998,9.106,0,0,0,203.985,0,3729,992,83.398003,0,0,0,0,977.86603
DE0_3260_0000,A10003,9964.2744,100.649,3585.7529,0,3325.248,0,281.548,0,159.10899,0,359.97501,167.63699,0,316.146,0,0,18.257999,4.728,0,0,0,22.665001,0,674,256,0,0,0,0,0,574.44397
DE0_3280_0000,A10003,1238.297,12.508,121.598,0,112.764,0,9.5480003,0,5.3959999,0,12.207,5.6849999,0,10.721,0,0,0.61900002,0.16,0,0,0,0,0,0,1.4,0,0,0,0,0,39.140999
DE0_3310_0000,A10003,2802.0181,28.302999,654.44202,0,606.896,0,51.386002,0,29.039,0,65.699997,30.596001,0,57.700001,0,0,3.332,0.863,0,0,0,0,0,7.5999999,22,0,0,0,0,0,115.2
