riverseg,landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
DE0_3380_0000,A10001,4097.625,41.389999,2730.5139,0,6647.314,0,1553.5,0,293.97,0,579.79199,151.47099,0,411.116,0,0,16.129999,14.302,0,0,0,113.325,0,1441,622,0,0,0,0,0,235.73801
DE0_3410_0000,A10001,30564.336,308.73099,6094.3359,0,14836.394,0,3467.3169,0,656.12201,0,1294.059,338.07401,0,917.58502,0,0,36.000999,31.92,0,0,0,98.214996,0,2579,943,175.024,0,0,0,0,4136.9731
DE0_3790_0000,A10001,8167.4409,82.499001,3864.1079,0,9407.001,0,2198.449,0,416.01401,0,820.49701,214.355,0,581.79401,0,0,22.826,20.239,0,0,0,241.75999,0,7111,2939,282.88501,0,0,0,0,802.62
DE0_3791_0001,A10001,7486.2588,75.619003,1936.9919,0,4715.522,0,1102.0341,0,208.53799,0,411.297,107.452,0,291.64099,0,0,11.442,10.145,0,0,0,196.42999,0,2470,1179,53.152,0,0,0,0,175.246
DE0_3840_0000,A10001,4342.8452,43.867001,1360.2939,0,3311.573,0,773.92603,0,146.45,0,288.84201,75.459999,0,204.811,0,0,8.0360003,7.125,0,0,0,105.77,0,2434,784,53.819,0,0,0,0,1010.113
DE0_4140_0000,A10001,14773.037,149.22301,7251.146,0,17652.596,0,4125.4731,0,780.66498,0,1539.693,402.246,0,1091.759,0,0,42.834,37.979,0,0,0,128.435,0,4734,1411,195.26199,0,0,0,0,726.56097
DE0_4141_0001,A10001,3584.4419,36.206001,1946.767,0,4739.3169,0,1107.595,0,209.591,0,413.37201,107.994,0,293.112,0,0,11.5,10.197,0,0,0,15.11,0,492,195,14.9,0,0,0,0,108.306
DE0_4230_0000,A10001,11112.356,112.246,2359.5891,0,5744.3159,0,1342.467,0,254.036,0,501.03,130.894,0,355.26801,0,0,13.939,12.359,0,0,0,60.439999,0,1539,748,0,0,0,0,0,800.396
DE0_4231_0001,A10001,821.099,8.2939997,410.98999,0,1000.536,0,233.82899,0,44.248001,0,87.268997,22.799,0,61.880001,0,0,2.428,2.153,0,0,0,0.75599998,0,72.599998,32.799999,0,0,0,0,0,0
EL0_4560_4562,A10001,2734.564,27.622,976.133,0,2376.3511,0,555.362,0,105.091,0,207.27,54.148998,0,146.97,0,0,5.7659998,5.113,0,0,0,3.0220001,0,258,101,0,0,0,0,0,2.224
EL2_4400_4590,A10001,10034.677,101.36,4195.8838,0,10214.691,0,2387.209,0,451.733,0,890.94501,232.75999,0,631.74701,0,0,24.785999,21.977,0,0,0,7.5549998,0,904,353,0,0,0,0,0,2.0020001
EL2_4590_0001,A10001,3622.5859,36.591999,1119.0861,0,2724.364,0,636.69299,0,120.482,0,237.62399,62.078999,0,168.494,0,0,6.6110001,5.861,0,0,0,2.266,0,121,87,0,0,0,0,0,0
EM2_3980_0001,A10001,20756.244,209.659,5848.2939,0,14237.411,0,3327.333,0,629.633,0,1241.814,324.42499,0,880.53998,0,0,34.547001,30.631,0,0,0,30.219999,0,1859,736,20.238001,0,0,0,0,66.273003
EM3_4326_0000,A10001,3365.9121,33.999001,1876.309,0,4567.79,0,1067.5081,0,202.005,0,398.41101,104.085,0,282.504,0,0,11.084,9.827,0,0,0,7.5549998,0,303,157,0,0,0,0,0,0.222
EU2_3520_0001,A10001,7922.5029,80.025002,2238.1211,0,5448.604,0,1273.358,0,240.95799,0,475.23801,124.156,0,336.979,0,0,13.221,11.723,0,0,0,15.11,0,557,246,0,0,0,0,0,13.121
DE0_2590_0000,A10003,998.77301,10.089,21.608,0,42.455002,0,4.1729999,0,2.2379999,0,8.2360001,2.3840001,0,4.7319999,0,0,0.176,6.70E-02,0,0,0,98.214996,0,3849,1453,0,0,0,0,0,12.009
DE0_2600_0000,A10003,5606.8599,56.634998,604.08502,0,1186.9139,0,116.677,0,62.563999,0,230.25,66.637001,0,132.295,0,0,4.9200001,1.873,0,0,0,105.77,0,4242,2112,0,0,0,0,0,106.527
DE0_2610_0000,A10003,1696.8879,17.139999,5.836,0,11.468,0,1.127,0,0.60399997,0,2.2249999,0.64399999,0,1.278,0,0,0.048,1.80E-02,0,0,0,120.88,0,5152,2165,0,0,0,0,0,152.785
DE0_2640_0000,A10003,4874.3472,49.236,511.94199,0,1005.869,0,98.879997,0,53.02,0,195.129,56.473,0,112.115,0,0,4.1700001,1.588,0,0,0,60.439999,0,4729,1533,0,0,0,0,0,182.14101
DE0_2690_0000,A10003,9092.2891,91.841003,551.67999,0,1083.948,0,106.555,0,57.136002,0,210.276,60.855999,0,120.818,0,0,4.493,1.711,0,0,0,566.625,0,13041,4385,0,0,0,0,0,150.561
DE0_2710_0000,A10003,13635.979,137.737,493.56299,0,969.758,0,95.330002,0,51.117001,0,188.12399,54.445,0,108.09,0,0,4.02,1.531,0,0,0,1352.345,0,16771,8536,288.66699,0,0,0,0,522.84802
DE0_2800_0000,A10003,598.47803,6.0450001,1.925,0,3.7820001,0,0.37200001,0,0.199,0,0.73400003,0.212,0,0.42199999,0,0,1.60E-02,6.00E-03,0,0,0,113.325,0,2096,971,0,0,0,0,0,15.123
DE0_2850_0000,A10003,2228.866,22.514,193.414,0,380.022,0,37.356998,0,20.031,0,73.721001,21.336,0,42.358002,0,0,1.575,0.6,0,0,0,264.42499,0,2191,930,0,0,0,0,0,17.124001
DE0_2870_0000,A10003,59.557999,0.602,0.124,0,0.244,0,0.024,0,0.013,0,4.70E-02,0.014,0,2.70E-02,0,0,0.001,0,0,0,0,1.511,0,185,98.699997,0,0,0,0,0,10.008
