riverseg,landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
DE0_3380_0000,A10001,4011.752,40.522999,2598.0471,0,6349.4609,0,1633.1281,0,328.83301,0,872.90698,161.32899,0,407.21201,0,0,16.400999,12.529,0,0,0,113.325,0,1516,652,0,0,0,0,0,235.73801
DE0_3410_0000,A10001,30392.822,306.99799,5798.6792,0,14171.604,0,3645.04,0,733.93597,0,1948.275,360.07501,0,908.87299,0,0,36.606998,27.964,0,0,0,98.214996,0,2767,969,175.024,0,0,0,0,4136.9731
DE0_3790_0000,A10001,7928.2529,80.083,3676.647,0,8985.4912,0,2311.134,0,465.35101,0,1235.302,228.30499,0,576.27002,0,0,23.211,17.73,0,0,0,234.205,0,7322,3003,282.88501,0,0,0,0,802.62
DE0_3791_0001,A10001,7316.9229,73.907997,1843.021,0,4504.229,0,1158.52,0,233.27,0,619.22998,114.444,0,288.871,0,0,11.635,8.888,0,0,0,196.42999,0,2601,1232,53.152,0,0,0,0,175.246
DE0_3840_0000,A10001,4250.3208,42.932999,1294.301,0,3163.188,0,813.59497,0,163.819,0,434.867,80.371002,0,202.866,0,0,8.1709995,6.242,0,0,0,113.325,0,2501,812,53.819,0,0,0,0,1010.113
DE0_4140_0000,A10001,14517.112,146.63699,6899.3691,0,16861.617,0,4336.9312,0,873.25,0,2318.092,428.42401,0,1081.3929,0,0,43.556,33.272,0,0,0,128.435,0,5008,1444,195.26199,0,0,0,0,726.56097
DE0_4141_0001,A10001,3581.05,36.172001,1852.323,0,4526.958,0,1164.3669,0,234.448,0,622.354,115.022,0,290.32901,0,0,11.694,8.933,0,0,0,7.5549998,0,513,198,14.9,0,0,0,0,108.306
DE0_4230_0000,A10001,11036.349,111.478,2245.1179,0,5486.9238,0,1411.277,0,284.16299,0,754.328,139.41299,0,351.89499,0,0,14.173,10.827,0,0,0,67.995003,0,1607,765,0,0,0,0,0,800.396
DE0_4231_0001,A10001,821.04797,8.2930002,391.052,0,955.70398,0,245.814,0,49.494999,0,131.388,24.283001,0,61.292999,0,0,2.4690001,1.886,0,0,0,0.75599998,0,75.199997,33,0,0,0,0,0,0
EL0_4560_4562,A10001,2731.2261,27.587999,928.77698,0,2269.8721,0,583.828,0,117.555,0,312.056,57.673,0,145.575,0,0,5.8629999,4.479,0,0,0,3.0220001,0,267,101.9,0,0,0,0,0,2.224
