riverseg,landseg,aop,soy,gwm,gom,lhy,swm,som,sgg,dbl,sch,scl,oac,ohy,pas,fsp,fnp,nir,nnr,nci,nch,ntg,mir,mnr,mci,mch,mtg,mcn,cir,cnr,cci,cch,ctg,ccn,cmo,cfr,hfr,for,wfp,wto,osp,wat,stb,stf,sho
SU1_0820_0740,N36101,160.122894287,44.661594391,80.671546936,144.810501099,354.508392334,98.522064209,17.386247635,79.576553345,37.633281708,27.838294983,47.363334656,126.272834778,592.061645508,451.357025146,0.211211458,1.643635511,52.347808838,22.274393082,7.757093906,4.95243454,71.011749268,0,0,0,0,0,0.484410018,0,0,0,0,0,0,0,0,29.340904236,1926.719482422,18.207805634,5.4496665,76.991577148,43.620323181,0,0,0
SU2_0510_0570,N36101,883.47088623,577.328430176,1042.819702148,1871.926757813,1955.983886719,1273.569335938,224.747528076,1028.665649414,486.475524902,359.85848999,612.253601074,1632.295166016,3266.670410156,2490.342041016,1.642171502,12.779285431,906.739093781,1185.888774872,120.122960329,198.885172367,3973.102645874,0,0,0,0,0,36.3360672,0,0,0,0,0,0,0,0,307.510986328,20603.787597656,510.394065857,106.950964451,1318.094055176,687.64163208,0,0,0
SU2_0570_0580,N36101,367.505950928,94.023666382,169.833526611,304.861816406,813.649780273,207.41305542,36.602310181,167.528121948,79.227333069,58.606430054,99.711418152,265.835449219,1358.871459961,1035.932373047,0.48387298,3.765471935,289.858062744,314.230926514,74.468040466,93.097190857,1180.603271484,0,0,0,0,0,10.712288857,0,0,0,0,0,0,0,0,161.379699707,10597.267578125,169.393280029,6.514408588,375.360290527,194.501525879,0,0,0
SU2_0620_0580,N36101,1198.513305664,225.54284668,407.394622803,731.298828125,2653.481933594,497.539215088,87.80103302,401.863861084,190.049530029,140.584182739,239.186187744,637.682922363,4431.573242188,3378.392822266,1.468752742,11.429749489,513.84375,189.020751953,188.903152466,70.432815552,1263.360961914,0,0,0,0,0,10.963690758,0,0,0,0,0,0,0,0,626.950866699,41169.7734375,124.18636322,68.124946594,842.226257324,649.35534668,0,0,0
SU2_0640_0630,N36101,2758.826660156,463.57321167,837.345336914,1503.087280273,6107.980957031,1022.625,180.463241577,825.977172852,390.621429443,288.951904297,491.615081787,1310.672119141,10200.927734375,7776.633789063,3.232567787,25.155656815,785.122619629,342.780029297,464.340515137,256.271026611,2537.932373047,0,0,0,0,0,16.233850479,0,0,0,0,0,0,0,0,602.500183105,39564.1796875,275.483154297,282.117126465,1764.014404297,1037.368286133,0,0,0
SU2_0680_0610,N36101,247.894042969,33.91941452,61.268112183,109.980110168,548.831787109,74.82510376,13.204431534,60.436458588,28.581571579,21.14250946,35.971302032,95.901191711,916.600280762,698.768066406,0.281896025,2.193698883,87.222984314,39.437080383,46.776985168,22.497322083,263.199493408,0,0,0,0,0,2.126486778,0,0,0,0,0,0,0,0,65.795967102,4320.602539063,175.630203247,61.793914795,183.921737671,207.987640381,0,0,0
SU2_0740_0741,N36101,1720.36730957,224.406524658,405.342132568,727.614440918,3808.854980469,495.03213501,87.358612061,399.838897705,189.092010498,139.875793457,237.980941772,634.470153809,6361.165527344,4849.404785156,1.922922373,14.964071274,478.538848877,168.461929321,170.088088989,85.441886902,1278.491210938,0,0,0,0,0,7.454623699,0,0,0,0,0,0,0,0,357.602264404,23482.552734375,78.848930359,68.676925659,1092.921875,366.273895264,0,0,0
SU2_0741_0690,N36101,44.139877319,10.243065834,18.501886368,33.212059021,97.724662781,22.59588623,3.987509251,18.250762939,8.631129265,6.384669304,10.862704277,28.960475922,163.209136963,124.422210693,0.055766411,0.433971047,24.459184647,15.352697372,4.951991558,4.007534504,65.321624756,0,0,0,0,0,0.44816345,0,0,0,0,0,0,0,0,10.146157265,666.264404297,1.952146411,4.768440247,38.431728363,24.468227386,0,0,0
SU3_0370_0490,N36101,4857.638671875,2693.326904297,4864.916015625,8732.829101563,10754.703125,5941.383300781,1048.479370117,4798.872558594,2269.482666016,1678.791503906,2856.250732422,7614.910644531,17961.388671875,13692.802734375,8.366230965,65.105529785,3526.983097076,2616.327150345,879.184415817,728.573458672,12850.748744965,0,0,0,0,0,98.744522095,0,0,0,0,0,0,0,0,1944.668701172,127904.595306396,5543.115234375,1374.747924805,5069.31962204,3376.780773163,0,0,0
SU3_0490_0530,N36101,984.548217773,257.626281738,465.346496582,835.326171875,2179.767822266,568.313964844,100.29069519,459.028808594,217.084060669,160.582229614,273.210327148,728.393249512,3640.42578125,2775.263427734,1.315204859,10.234848976,584.656433105,492.91986084,683.130187988,463.907012939,2247.081787109,0,0,0,0,0,22.983005524,0,0,0,0,0,0,0,0,648.108764648,42559.140625,422.478393555,243.50151062,1360.771362305,988.659057617,0,0,0
SU3_0770_0690,N36101,35.981136322,6.196247101,11.192170143,20.090656281,79.661399841,13.66870594,2.412124872,11.040254593,5.221152782,3.862212658,6.571067333,17.518795013,133.041946411,101.424217224,0.04260787,0.331572026,9.895391464,3.42522049,4.832726479,1.73631382,33.087059021,0,0,0,0,0,0.389631867,0,0,0,0,0,0,0,0,10.180444717,668.515930176,4.626283169,12.782995224,18.70873642,9.923070908,0,0,0
SU4_0580_0630,N36101,1185.569213867,314.30581665,567.725830078,1019.10345459,2624.823486328,693.34765625,122.35546875,560.018920898,264.844055176,195.911636353,333.318817139,888.644592285,4383.705566406,3341.904296875,1.585293412,12.336662292,657.542358398,413.831634521,315.68737793,197.998184204,1694.295654297,0,0,0,0,0,12.60474205,0,0,0,0,0,0,0,0,763.427246094,50131.7265625,167.357269287,110.371154785,967.320922852,1162.015258789,0,0,0
SU4_0630_0650,N36101,385.090240479,122.500022888,221.269943237,397.193450928,852.580932617,270.231231689,47.687866211,218.266555786,103.222442627,76.356269836,129.910522461,346.347351074,1423.888183594,1085.498779297,0.536623359,4.175972462,151.935531616,148.908508301,80.695922852,49.780029297,526.651794434,0,0,0,0,0,6.25739336,0,0,0,0,0,0,0,0,144.314331055,9476.641601563,57.168819427,77.659919739,333.400726318,413.407104492,0,0,0
SU4_0690_0650,N36101,776.513916016,150.532058716,271.903778076,488.084381104,1719.184570313,332.067871094,58.600215912,268.212188721,126.843048096,93.828773499,159.637756348,425.603088379,2871.208984375,2188.852294922,0.95475632,7.429859638,413.767303467,220.536865234,129.505371094,82.843986511,1534.198974609,0,0,0,0,0,10.3782444,0,0,0,0,0,0,0,0,334.84274292,21988.005859375,93.727798462,136.389984131,850.880493164,650.573791504,0,0,0
SU5_0530_0610,N36101,571.341369629,118.221809387,213.542282104,383.321777344,1264.937011719,260.792907715,46.022277832,210.643188477,99.617446899,73.68939209,125.373168945,334.251495361,2112.568359375,1610.50793457,0.730525196,5.684905529,853.537963867,948.271484375,547.145202637,649.598327637,3001.960449219,0,0,0,0,0,19.310237885,0,0,0,0,0,0,0,0,531.008056641,34869.52734375,623.522155762,209.702270508,1369.497924805,1062.32019043,0,0,0
SU5_0650_0530,N36101,54.535953522,26.104455948,47.151321411,84.639465332,120.741539001,57.584373474,10.16194725,46.511062622,21.996366501,16.270982742,27.683023453,73.805686951,201.650802612,153.727264404,0.090812787,0.706699967,170.940124512,239.310440063,206.359222412,225.510803223,652.048706055,0,0,0,0,0,6.415159225,0,0,0,0,0,0,0,0,120.367774963,7904.150878906,51.617073059,47.055667877,403.464294434,333.571075439,0,0,0
ZZ0_9999_9999,N36101,2177.141845703,935.668151855,1690.048828125,3033.739257813,4820.306640625,2064.001464844,364.235565186,1667.099853516,788.596252441,583.202270508,992.244995117,2645.423339844,8050.408691406,6137.250488281,3.379515886,26.299200058,1652.106079102,1197.009521484,381.918762207,265.471435547,6262.38671875,0,0,0,0,0,43.488445282,0,0,0,0,0,0,0,0,897.739929199,58951.58984375,1190.451782227,527.831604004,1981.979125977,6253.52734375,0,0,0
SU1_0330_0560,N36107,1093.819091797,67.491287231,222.369415283,360.013641357,1716.694213867,418.948944092,73.932167053,76.389556885,304.604034424,40.78137207,101.236923218,1044.768676758,2743.808349609,2740.906738281,0.856106281,6.011943817,620.741455078,408.475097656,161.889724731,108.477722168,2705.693603516,0,0,0,0,0,18.189884186,0,0,0,0,0,0,0,0,416.919403076,27380.845703125,441.466308594,120.701843262,938.591125488,630.762878418,0,0,0
SU1_0390_0560,N36107,723.276184082,46.421348572,152.948196411,247.621948242,1135.151000977,288.157836914,50.851379395,52.541599274,209.510437012,28.049890518,69.631896973,718.604980469,1814.322509766,1812.412353516,0.577422619,4.054908752,371.86126709,140.469284058,192.627426147,43.379825592,1161.207641602,0,0,0,0,0,8.774232864,0,0,0,0,0,0,0,0,347.573059082,22826.03515625,265.831756592,44.428657532,425.834259033,384.902832031,0,0,0
SU2_0440_0550,N36107,566.79473877,18.46827507,60.849155426,98.513923645,889.591186523,114.641174316,20.230794907,20.903234482,83.3516922,11.159413338,27.702468872,285.889892578,1421.841552734,1420.330200195,0.394046605,2.767163754,211.840286255,131.151504517,87.364227295,62.457237244,1153.991821289,0,0,0,0,0,8.751153946,0,0,0,0,0,0,0,0,172.055755615,11299.958984375,153.719543457,164.405960083,349.170440674,271.397674561,0,0,0
SU2_0450_0720,N36107,164.527130127,12.820801735,42.241428375,68.388801575,258.221435547,79.58380127,14.044198036,14.511005402,57.863204956,7.746853828,19.231025696,198.466659546,412.717834473,412.290130615,0.147163093,1.03344214,302.613830566,358.881500244,121.331008911,211.94317627,1039.642089844,0,0,0,0,0,6.296347618,0,0,0,0,0,0,0,0,166.035354614,10903.456054688,160.00819397,15.071942329,258.481231689,214.372268677,0,0,0
SU2_0470_0590,N36107,1336.120117188,107.094818115,352.853393555,571.267883301,2096.948974609,664.783691406,117.31477356,121.214126587,483.343933105,64.71144104,160.641647339,1657.833496094,3351.573974609,3348.058837891,1.13532424,7.972732067,906.015441895,730.317199707,543.894042969,366.815795898,4005.405273438,0,0,0,0,0,26.694787979,0,0,0,0,0,0,0,0,688.002197266,45182.625,1004.912780762,163.508880615,1096.321411133,1093.824707031,0,0,0
SU2_0560_0590,N36107,93.332214355,12.496534348,41.173446655,66.659347534,146.462997437,77.57170105,13.6891222,14.144127846,56.39982605,7.550992012,18.744813919,193.447113037,234.093154907,233.845489502,0.092808723,0.651742518,73.922996521,129.041091919,17.898992538,19.88646698,467.495758057,0,0,0,0,0,4.217663288,0,0,0,0,0,0,0,0,48.926445007,3213.104248047,58.211761475,18.581733704,142.404525757,143.387985229,0,0,0
SU3_0590_0540,N36107,37.510814667,5.703053474,18.790294647,30.421380997,58.864082336,35.401332855,6.247293949,6.454944611,25.739227295,3.446040392,8.554555893,88.283607483,94.08303833,93.984306335,0.039976358,0.280731082,76.948608398,139.325393677,25.426086426,64.723655701,459.145202637,0,0,0,0,0,4.196043015,0,0,0,0,0,0,0,0,19.01700592,1248.890625,38.293190002,18.710596085,107.272354126,81.849624634,0,0,0
SU4_0260_0350,N36107,62.332630157,4.726782799,15.573490143,25.2134552,97.832984924,29.340803146,5.177789211,5.349890232,21.333017349,2.856095552,7.090058804,73.170837402,156.367416382,156.207962036,0.053390332,0.374929696,33.928539276,21.295682907,19.500694275,4.623779774,113.644493103,0,0,0,0,0,0.611594021,0,0,0,0,0,0,0,0,45.867725372,3012.156738281,18.509609222,52.661945343,37.804180145,35.296726227,0,0,0
SU5_0600_0750,N36107,2.737719774,0.13293609,0.438014448,0.709149897,4.296925068,0.825235248,0.145629749,0.150470242,0.600010395,0.080330156,0.19941397,2.0579741,6.867817402,6.860663891,0.002464332,0.017305592,42.951759338,62.121952057,20.475702286,44.755859375,192.466781616,0,0,0,0,0,1.167359829,0,0,0,0,0,0,0,0,11.966391563,785.80090332,3.068166018,0,37.495349884,26.772785187,0,0,0
SU7_0540_0720,N36107,2329.938232422,192.693756104,634.885498047,1027.871704102,3656.582275391,1196.138427734,211.083251953,218.099334717,869.672424316,116.434631348,289.040893555,2982.909667969,5844.348632813,5838.154785156,1.924146414,13.512177467,1468.931806892,1167.273560882,512.87121582,247.427942239,5447.281429291,0,0,0,0,0,46.105316162,0,0,0,0,0,0,0,0,732.069274902,48079.31656608,567.357910156,388.577087402,1787.487457275,2497.86289756,0,0,0
SU7_0550_0540,N36107,1002.439208984,63.706783295,209.900054932,339.82635498,1573.281860352,395.456451416,69.786430359,72.106018066,287.523651123,38.494560242,95.560066223,986.184448242,2514.590820313,2511.939941406,0.805757046,5.658369541,786.855712891,766.521484375,233.422836304,380.210418701,3687.333984375,224.913299561,302.6640625,69.098297119,372.897521973,861.926025391,40.938484192,0,0,0,0,0,0,0,0,414.802886963,27241.59375,311.30368042,242.230224609,1108.333251953,1624.005249023,0,0,0
ZZ0_9999_9999,N36107,0.896125793,0.154946446,0.510500431,0.826499343,1.406768084,0.961794198,0.169728383,0.175369903,0.699462414,0.093623072,0.232412785,2.398593903,2.248451233,2.248774052,0.0011091,0.007788572,1.807734966,5.116395473,3.500665426,7.926988602,7.727761745,0,0,0,0,0,0.138218209,0,0,0,0,0,0,0,0,3.544552565,232.75894165,1.63205409,29.470350266,42.834972382,15.108395576,0,0,0
SU1_0330_0560,N36109,14.375711441,3.766171455,4.663559914,6.856153011,29.560335159,6.668778896,1.176843166,3.649969339,2.36343646,0.676443636,1.031475544,6.877280235,35.273712158,30.43012619,0.032045703,0.135006532,8.954867363,1.762696147,2.824482441,0.727529645,161.709243774,0,0,0,0,0,0.442632645,0,0,0,0,0,0,0,0,5.960287571,391.392211914,0,0,194.545654297,1.768336773,0,0,0
SU1_0390_0560,N36109,200.469589233,54.291366577,67.227714539,98.835121155,412.219940186,96.134002686,16.964824677,52.616264343,34.070194244,9.75129509,14.869273186,99.139678955,491.893157959,424.349456787,0.452357799,1.905754805,125.781532288,49.768753052,66.872032166,20.036758423,743.826538086,0,0,0,0,0,2.252254248,0,0,0,0,0,0,0,0,177.396484375,11649.036132813,271.922698975,22.876905441,640.324035645,130.597763062,0,0,0
SU2_0160_0260,N36109,2.33736515,2.608700275,3.230292559,4.749028206,4.806212425,4.619239807,0.815159857,2.528211594,1.637073398,0.468549788,0.714468658,4.763662815,5.73514986,4.947612286,0.009093251,0.038309291,0.536216676,0.288922697,0.148425967,0.24927634,4.209945679,0,0,0,0,0,0.144110635,0,0,0,0,0,0,0,0,0.766092539,50.306739807,0,0,3.682406187,0.382735431,0,0,0
SU2_0450_0720,N36109,92.235656738,29.723892212,36.80639267,54.11107254,189.662414551,52.63224411,9.288043976,28.806791306,18.653036118,5.338720798,8.1407547,54.277816772,226.320068359,195.243621826,0.222569242,0.937670112,95.211463928,34.683731079,125.111091614,18.936597824,533.883483887,0,0,0,0,0,1.754250646,0,0,0,0,0,0,0,0,225.041137695,14777.701171875,106.934700012,27.169984818,568.566467285,106.095733643,0,0,0
SU2_0470_0590,N36109,109.072639465,29.138731003,36.081798553,53.045810699,224.28326416,51.596096039,9.105194092,28.239683151,18.285821915,5.233619213,7.980490685,53.209274292,267.632385254,230.882904053,0.251495093,1.059533,156.745864868,56.654075623,161.701889038,21.971204758,1024.615112305,0,0,0,0,0,2.651112795,0,0,0,0,0,0,0,0,314.667358398,20663.15625,666.554321289,116.821807861,830.795593262,232.35836792,0,0,0
ZZ0_9999_9999,N36109,4467.310546875,2638.896972656,3267.683837891,4803.999023438,9186.045898438,4672.708496094,824.59564209,2557.476806641,1656.022705078,473.973419189,722.738830566,4818.803222656,10961.510742188,9456.36328125,12.85835743,54.171451569,4366.240722656,4259.153808594,1166.262573242,2739.262695313,31264.5703125,0,0,0,0,0,191.85647583,0,0,0,0,0,0,0,0,1655.176269531,108689.90625,4360.946289063,3723.710205078,19894.591796875,11712.629882813,0,0,0
SU3_0370_0490,N36123,67.64125824,97.130973816,67.871337891,106.222129822,807.887390137,60.939006805,10.75394249,63.467571259,66.893516541,9.147117615,85.100799561,70.613059998,223.721664429,377.219512939,0.072701648,2.286458492,90.641342163,37.430549622,15.511034966,16.352054596,157.004348755,0,0,0,0,0,2.084252596,0,0,0,0,0,0,0,0,54.251224518,3562.497070313,190.944122314,123.887779236,94.116546631,123.589950562,0,0,0
ZZ0_9999_9999,N36123,1862.137573242,8125.576660156,5677.8359375,8886.104492188,22240.826171875,5097.905273438,899.630371094,5309.434570313,5596.03515625,765.210021973,7119.181152344,5907.196777344,6158.970214844,10384.706054688,3.119446278,98.10622406,3244.779541016,2647.248046875,602.834350586,851.73614502,8753.078125,0,0,0,0,0,160.509170532,0,0,0,0,0,0,0,0,1305.346191406,85717.7421875,3211.642333984,3232.478759766,2793.47265625,27267.068359375,0,0,0
PM2_2860_3040,N42001,1001.97479248,5895.556152344,3342.685058594,4427.057617188,1793.382080078,1440.6171875,254.226547241,1889.536010742,1667.04284668,140.948455811,4743.377929688,2161.643310547,9713.140625,5396.423339844,10.661131859,38.318828583,1352.324211121,2535.548801422,421.663095474,1043.774744034,11036.839111328,157.144462585,800.738330841,85.282641411,348.48264122,1061.999862671,171.371109009,0,0,0,0,0,0,0,0,365.084716797,25599.045288086,3796.725341797,2770.548019409,6290.188232422,1408.386440277,0,0,0
PM3_3040_3340,N42001,287.629547119,1078.275756836,611.362243652,809.689147949,517.48840332,263.483734131,46.497119904,345.587860107,304.900970459,25.778842926,867.544311523,395.355651855,2802.777099609,1557.145629883,2.494738817,8.96672821,569.387272835,1070.319019318,239.977589607,661.084282875,4134.956008911,0,0,0,0,0.150686279,63.470611572,0,0,0,0,0,0,0,0,303.898864746,20672.59161377,923.930827141,814.9695199,1602.271858215,487.821514189,0,0,0
PU0_3000_3090,N42001,0.364401847,1.469024897,0.83292228,1.103119135,0.654795349,0.358968556,0.063345,0.47083053,0.415364146,0.035125561,1.181940675,0.538632691,3.546396255,1.970342994,0.003363038,0.012087616,8.276494026,4.992039204,6.436420918,2.792923212,83.83531189,0,0,0,0,0,1.020981193,0,0,0,0,0,0,0,0,46.447612762,3050.060302734,38.142528534,39.229099274,41.162982941,41.770744324,0,0,0
PU2_2790_3290,N42001,1.059388757,7.336590767,4.159692287,5.509107113,1.892820954,1.792740464,0.316360056,2.351368904,2.074537516,0.175396934,5.902762413,2.689991713,10.251735687,5.695543289,0.012283537,0.044150166,61.239566803,41.317943573,56.086952209,35.065658569,156.437637329,0,0,0,0,0,3.362019777,0,0,0,0,0,0,0,0,192.747970581,12657.118164063,189.064834595,294.354034424,162.24911499,291.809204102,0,0,0
SL3_2400_2440,N42001,0.622177303,7.631233692,4.326746941,5.730347157,1.098519802,1.864741087,0.32907328,2.445801497,2.157865524,0.182443127,6.139811516,2.798017979,5.949722767,3.305474281,0.009945376,0.03574622,18.973964691,11.575208664,18.161514282,15.783615112,42.455345154,0,0,0,0,0,1.026900291,0,0,0,0,0,0,0,0,52.849979401,3470.482421875,43.965209961,55.066333771,73.077095032,14.356711388,0,0,0
SL3_2460_2430,N42001,1452.167114258,12220.088867188,6928.578613281,9176.220703125,2584.491943359,2986.057373047,526.951293945,3916.552246094,3455.428955078,292.152069092,9831.884765625,4480.567871094,13997.8828125,7776.908691406,18.98163414,68.224838257,1929.705322266,3580.062255859,577.32989502,1317.653686523,16073.99609375,370.690124512,1477.888427734,97.029060364,477.599121094,2712.548828125,274.748352051,0,0,0,0,0,0,0,0,615.920654297,40446.5546875,6562.823242188,3849.091552734,5045.610839844,2757.266845703,0,0,0
PU0_3871_3690,N42009,19.360904694,7.483572483,24.339740753,32.969402313,175.718353271,19.957674026,3.521942139,8.811080933,22.252622604,0.309013009,6.436024666,33.254722595,151.646850586,215.99105835,0.023114087,0.829068363,37.290596008,30.455862045,41.840328217,27.384550095,199.521072388,0,0,0,0,0,0.583938479,0,0,0,0,0,0,0,0,94.849472046,6228.475585938,26.860149384,5.554256916,190.522567749,36.26499176,0,0,0
PU1_3100_3690,N42009,157.086349487,57.006530762,185.409362793,251.146331787,1429.847290039,152.028656006,26.828584671,67.118881226,169.554992676,2.353923559,49.026847839,253.387741089,1233.974731445,1757.553710938,0.183351353,6.576543808,277.213104248,148.647140503,182.896362305,108.60067749,1204.056396484,0,0,0,0,0,3.334361792,0,0,0,0,0,0,0,0,471.884674072,30987.30078125,393.847259521,130.068634033,1047.96484375,310.234863281,0,0,0
PU1_3170_3580,N42009,110.568069458,58.34928894,189.776672363,257.062042236,992.058532715,155.609619141,27.460517883,68.699836731,173.570831299,2.409368038,50.181694031,259.389923096,856.15826416,1219.428466797,0.13816537,4.955788612,174.28553772,138.953277588,106.76171875,86.725273132,1180.704833984,0,0,0,0,0,2.928314924,0,0,0,0,0,0,0,0,408.471405029,26823.14453125,240.791976929,135.817810059,650.348205566,618.64831543,0,0,0
PU1_3580_3780,N42009,15.826676369,6.798063755,22.11019516,29.949367523,143.22315979,18.12951088,3.199325323,8.003969193,20.220617294,0.280706912,5.846477985,30.2182827,123.603233337,176.048431396,0.019136883,0.686411858,28.283016205,22.565816879,16.212245941,16.735397339,165.002593994,0,0,0,0,0,0.431758225,0,0,0,0,0,0,0,0,67.455604553,4429.608398438,12.890472412,23.088750839,112.468315125,23.779289246,0,0,0
PU2_3140_3680,N42009,152.982894897,61.230113983,199.146255493,269.753662109,1387.920654297,163.292388916,28.816301346,72.091682434,182.121032715,2.528324127,52.659225464,272.166900635,1197.791503906,1706.017822266,0.182235092,6.536504745,268.256072998,356.952178955,190.942520142,345.528961182,1717.215087891,0,0,0,0,0,4.995944977,0,0,0,0,0,0,0,0,537.333618164,35285.125,351.274383545,172.349731445,985.951965332,406.563995361,0,0,0
PU2_3180_3370,N42009,105.645492554,58.975070953,191.811859131,259.818847656,944.375488281,157.278488159,27.755027771,69.436645508,175.393356323,2.435208559,50.719799042,262.112121582,815.006713867,1160.81640625,0.134134635,4.81121254,187.137680054,113.525390625,170.426925659,100.473945618,788.352722168,0,0,0,0,0,2.359957218,0,0,0,0,0,0,0,0,510.993041992,33555.40234375,283.486572266,135.859481812,664.471191406,284.742034912,0,0,0
PU2_3370_4020,N42009,30.442577362,13.685161591,44.510059357,60.291137695,275.772949219,36.496471405,6.440552235,16.112766266,40.739311218,0.56509012,11.769595146,60.883274078,237.995788574,338.978027344,0.037549578,1.34684813,49.223392487,42.726078033,45.876964569,35.993835449,272.042205811,0,0,0,0,0,0.77373594,0,0,0,0,0,0,0,0,208.7759552,13709.663085938,65.620491028,47.057868958,168.248519897,88.908576965,0,0,0
SJ2_2530_2820,N42009,558.122802734,505.596862793,1644.415161133,2227.443603516,4832.825683594,1348.358276367,237.945526123,595.284423828,1503.80480957,20.87720108,434.82434082,2247.328613281,4170.783691406,5940.459472656,0.781277001,28.023258209,1024.550537109,1395.250366211,414.796905518,645.520324707,7455.168945313,0,0,0,0,0,18.97675705,0,0,0,0,0,0,0,0,904.48626709,59396.078125,1429.966308594,571.795837402,3151.343994141,869.186828613,0,0,0
SJ2_2570_2660,N42009,313.659210205,674.90045166,2195.068115234,2973.330810547,2439.525878906,1799.867675781,317.623687744,794.620727539,2009.194580078,27.868112564,580.432312012,3002.665039063,2105.343994141,2998.646728516,0.625408351,22.432477951,453.026733398,768.15411377,150.12512207,325.341644287,3788.397460938,0,0,0,0,0,9.518576622,0,0,0,0,0,0,0,0,441.01260376,28961.486328125,261.424285889,240.042037964,1140.412841797,456.561981201,0,0,0
SJ2_2580_2500,N42009,0.033318292,0.058614794,0.19064489,0.258241177,0.271675438,0.156322286,0.027582742,0.069014467,0.174627542,0.002416205,0.050405476,0.2609649,0.234463066,0.333933562,6.2234e-05,0.002232243,2.151797771,0.498831272,1.363010764,0.918138087,8.847210884,0,0,0,0,0,0.023911629,0,0,0,0,0,0,0,0,1.94568193,127.766586304,1.7e-05,0.173304945,1.535986185,0,0,0,0
SJ2_2820_2740,N42009,100.77986145,60.632026672,197.201034546,267.118774414,897.769592285,161.697357178,28.534828186,71.387519836,180.342071533,2.503627777,52.144855499,269.508361816,774.785583496,1103.529296875,0.126011342,4.519841671,127.653511047,167.07913208,38.889835358,83.49798584,872.439025879,0,0,0,0,0,2.237861633,0,0,0,0,0,0,0,0,143.017929077,9391.703125,182.175689697,47.964263916,510.090148926,148.422348022,0,0,0
SJ2_2900_2740,N42009,412.73236084,214.362915039,697.19934082,944.391601563,3706.141357422,571.676818848,100.884140015,252.388626099,637.669677734,8.851509094,184.356903076,952.954528809,3198.444091797,4555.551757813,0.507391989,18.19940567,1070.664550781,1080.648193359,398.153533936,678.965576172,4991.225585938,0,0,0,0,0,14.264138222,43.615959167,192.866943359,23.022371292,116.57219696,214.734619141,1.025277019,13.27794838,104.694252014,823.316040039,54065.11328125,1393.684814453,499.281951904,2173.334960938,1164.338378906,0,0,0
SJ3_2230_2060,N42009,5.360032558,5.225802898,16.996545792,23.022678375,46.219024658,13.936504364,2.459383011,6.152804852,15.547836304,0.215784788,4.494315624,23.235298157,39.887592316,56.811988831,0.007801116,0.279814541,10.386528969,7.075126648,7.700025082,7.956605911,48.40019989,0,0,0,0,0,0.141464666,0,0,0,0,0,0,0,0,21.387191772,1404.440307617,2.914778233,24.86894989,12.284579277,9.993918419,0,0,0
SJ3_2250_2230,N42009,65.623687744,63.525054932,206.610366821,279.864196777,564.855773926,169.41267395,29.896354675,74.793739319,188.941207886,2.623087406,54.632919312,282.358917236,487.476959229,694.314819336,0.093755141,3.362859011,136.012145996,175.282394409,75.108161926,154.042999268,975.320678711,0,0,0,0,0,2.630414248,0,0,0,0,0,0,0,0,105.425666809,6923.136230469,58.755542755,52.970035553,333.493041992,66.966491699,0,0,0
SJ4_2360_2340,N42009,22.696287155,25.94436264,84.382064819,114.299781799,192.18901062,69.190086365,12.210010529,30.546617508,77.169128418,1.071299195,22.312726974,115.323776245,165.861343384,236.236755371,0.035089113,1.25859499,82.989588022,187.304416656,55.091511011,164.700479031,591.892944336,0,0,0,0,0,1.699579239,0,0,0,0,0,0,0,0,140.317047119,9370.388977051,130.003414154,110.255393624,382.111755371,182.314052582,0,0,0
SJ4_2660_2360,N42009,27.980955124,19.838630676,64.523635864,87.400512695,246.855331421,52.906925201,9.336513519,23.357793808,59.009304047,0.819180071,17.061658859,88.185256958,213.039016724,303.432067871,0.037824176,1.356697679,84.518517793,122.568328977,74.835226774,126.491365671,498.157357216,0,0,0,0,0,1.546308279,0,0,0,0,0,0,0,0,199.87020874,13179.882480621,89.305110931,80.06174469,418.407923698,329.841644287,0,0,0
SJ4_2740_2660,N42009,798.823913574,723.58392334,2353.401611328,3187.801269531,6922.153808594,1929.69934082,340.535186768,851.940002441,2152.3828125,29.878353119,622.298095703,3216.588623047,5973.899902344,8508.641601563,1.116744161,40.055973053,1457.818359375,1381.784545898,502.384277344,789.241760254,7891.15234375,85.59710741,247.237352848,29.426298968,164.75526607,424.17316556,22.499706268,0,0,0,0,0,0,0,0,1366.109375,89991.53132081,1058.394042969,485.732208252,3979.722708464,1963.029541016,0,0,0
ZZ0_9999_9999,N42009,0.501033783,0.770287395,2.505297184,3.393559694,4.086828232,2.054251671,0.362515002,0.906928241,2.291356802,0.031806845,0.662463665,3.424289942,3.526976347,5.023485661,0.000875286,0.031395238,1.546829104,1.0628829,2.280929089,1.619953156,9.620142937,0,0,0,0,0,0.027992781,0,0,0,0,0,0,0,0,17.25185585,1132.874023438,2.266733885,46.820316315,63.785968781,0,0,0,0
SL1_2000_2090,N42011,121.186027527,2313.979003906,2576.147216797,2453.437988281,1930.992431641,1313.374755859,231.772018433,807.488464355,1449.422729492,88.231498718,354.784698486,798.853515625,1564.706298828,1332.790649414,2.762259722,34.400920868,468.828745127,1124.65724805,123.076544225,468.246615857,3408.030923128,14.371243477,39.203651428,2.982072115,16.100561142,121.411064148,85.689613342,0,0,0,0,0,0,0,0,162.131866455,11382.816589355,812.213195801,906.742674869,788.424083233,383.525462627,0,0,0
