riverseg,landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
DE0_3380_0000,A10001,3717.0259,37.546001,3433.655,0,5141.5439,0,1166.318,0,316.32101,0,130.742,177.474,0,352.897,0,0,13.333,8.838,0,0,0,309.755,0,2960,948,0,0,0,0,0,235.73801
DE0_3410_0000,A10001,31045.887,313.595,7663.7061,0,11475.607,0,2603.1479,0,706.008,0,291.80801,396.10999,0,787.64398,0,0,29.759001,19.727,0,0,0,287.09,0,5259,1286,175.024,0,0,0,0,4136.9731
DE0_3790_0000,A10001,6624.3901,66.913002,4859.165,0,7276.0981,0,1650.524,0,447.64401,0,185.021,251.153,0,499.405,0,0,18.868,12.508,0,0,0,521.29498,0,10071,3603,282.88501,0,0,0,0,802.62
DE0_3791_0001,A10001,5850.0171,59.091,2435.792,0,3647.3469,0,827.37097,0,224.394,0,92.747002,125.898,0,250.341,0,0,9.4580002,6.27,0,0,0,294.64499,0,4706,1673,53.152,0,0,0,0,175.246
DE0_3840_0000,A10001,4509.7451,45.553001,1710.585,0,2561.426,0,581.039,0,157.58501,0,65.133003,88.414001,0,175.80701,0,0,6.6420002,4.403,0,0,0,22.665001,0,2997,961,53.819,0,0,0,0,1010.113
DE0_4140_0000,A10001,14896.54,150.47,9118.4082,0,13653.875,0,3097.271,0,840.021,0,347.198,471.29901,0,937.15198,0,0,35.407001,23.471,0,0,0,339.97501,0,8373,1836,195.26199,0,0,0,0,726.56097
DE0_4141_0001,A10001,4377.147,44.214001,2448.083,0,3665.7529,0,831.54602,0,225.526,0,93.214996,126.533,0,251.604,0,0,9.5059996,6.302,0,0,0,37.775002,0,810,235,14.9,0,0,0,0,108.306
DE0_4230_0000,A10001,11422.785,115.382,2967.2141,0,4443.0952,0,1007.88,0,273.35001,0,112.982,153.36501,0,304.95801,0,0,11.522,7.638,0,0,0,105.77,0,2456,904,0,0,0,0,0,800.396
DE0_4231_0001,A10001,1015.662,10.259,516.82501,0,773.89203,0,175.55099,0,47.612,0,19.679001,26.712999,0,53.117001,0,0,2.007,1.33,0,0,0,4.533,0,118,36.5,0,0,0,0,0,0
EL0_4560_4562,A10001,3119.832,31.513,237.61501,989.88397,355.80301,1482.25,80.710999,336.23599,21.889999,91.192001,46.738998,12.281,51.164001,126.157,0,0,4.7659998,3.16,0,0,0,30.219999,0,415,120,0,0,0,0,0,2.224
EL2_4400_4590,A10001,12182.107,123.052,1058.34,4218.0361,1584.755,6316.0732,359.48901,1432.75,97.498001,388.58099,200.907,54.702,218.01601,542.284,0,0,20.489,13.582,0,0,0,22.665001,0,1234,385,0,0,0,0,0,2.0020001
EL2_4590_0001,A10001,4214.7769,42.574001,282.26999,1124.994,422.67099,1684.562,95.879997,382.129,26.004,103.638,53.584,14.59,58.146999,144.633,0,0,5.4650002,3.622,0,0,0,6.7989998,0,190,94.400002,0,0,0,0,0,0
EM2_3980_0001,A10001,23252.678,234.87601,2340.6499,5013.6519,3504.8831,7507.4258,795.05402,1702.999,215.629,461.87601,280.02701,120.98,259.138,755.84497,0,0,28.556999,18.931,0,0,0,75.550003,0,2743,834,20.238001,0,0,0,0,66.273003
EM3_4326_0000,A10001,4349.1558,43.931,750.95099,1608.531,1124.472,2408.6079,255.077,546.37299,69.18,148.18401,89.841003,38.813999,83.139,242.498,0,0,9.1619997,6.073,0,0,0,0,0,443,170,0,0,0,0,0,0.222
EU2_3520_0001,A10001,8895.7441,89.856003,522.50897,2291.9551,782.40302,3431.9661,177.481,778.51398,48.136002,211.14301,107.165,27.007,118.463,289.259,0,0,10.929,7.245,0,0,0,30.219999,0,881,282,0,0,0,0,0,13.121
DE0_2590_0000,A10003,488.15701,4.9310002,22.986,0,22.874001,0,2.141,0,4.3390002,0,3.273,1.423,0,3.1930001,0,0,0.115,4.90E-02,0,0,0,22.665001,0,4336,1583,0,0,0,0,0,12.009
DE0_2600_0000,A10003,5365.564,54.198002,642.62097,0,639.48297,0,59.867001,0,121.317,0,91.496002,39.776001,0,89.264,0,0,3.2030001,1.367,0,0,0,113.325,0,4952,2356,0,0,0,0,0,106.527
DE0_2610_0000,A10003,904.047,9.132,6.2080002,0,6.1789999,0,0.57800001,0,1.1720001,0,0.884,0.384,0,0.86199999,0,0,3.10E-02,1.30E-02,0,0,0,22.665001,0,5858,2365,0,0,0,0,0,152.785
DE0_2640_0000,A10003,5234.811,52.876999,544.59998,0,541.94,0,50.735001,0,102.812,0,77.540001,33.709,0,75.648003,0,0,2.714,1.158,0,0,0,22.665001,0,4935,1609,0,0,0,0,0,182.14101
DE0_2690_0000,A10003,7706.1499,77.839996,586.87299,0,584.00702,0,54.673,0,110.792,0,83.558998,36.325001,0,81.519997,0,0,2.925,1.248,0,0,0,249.315,0,14490,5309,0,0,0,0,0,150.561
DE0_2710_0000,A10003,9019.1543,91.102997,525.04797,0,522.48499,0,48.914001,0,99.121002,0,74.755997,32.499001,0,72.931999,0,0,2.6170001,1.117,0,0,0,521.29498,0,20689,10699,288.66699,0,0,0,0,522.84802
DE0_2800_0000,A10003,506.68799,5.118,2.0469999,0,2.0380001,0,0.191,0,0.38699999,0,0.292,0.127,0,0.28400001,0,0,1.00E-02,4.00E-03,0,0,0,45.330002,0,2080,1150,0,0,0,0,0,15.123
DE0_2850_0000,A10003,1275.095,12.88,205.752,0,204.748,0,19.167999,0,38.842999,0,29.295,12.735,0,28.58,0,0,1.025,0.438,0,0,0,90.660004,0,3086,1402,0,0,0,0,0,17.124001
DE0_2870_0000,A10003,49.022999,0.495,0.133,0,0.131,0,0.012,0,0.025,0,1.90E-02,8.00E-03,0,1.80E-02,0,0,0.001,0,0,0,0,0,0,193,103,0,0,0,0,0,10.008
DE0_2920_0000,A10003,2267.832,22.907,471.414,0,469.112,0,43.917,0,88.996002,0,67.120003,29.179001,0,65.482002,0,0,2.3499999,1.003,0,0,0,75.550003,0,2410,875,0,0,0,0,0,117.869
DE0_2960_0000,A10003,2070.928,20.917999,602.065,0,599.125,0,56.088001,0,113.66,0,85.722,37.265999,0,83.629997,0,0,3.0009999,1.281,0,0,0,52.884998,0,2337,778,0,0,0,0,0,32.025002
DE0_2990_0000,A10003,11327.589,114.42,3307.228,0,3291.0811,0,308.10199,0,624.35303,0,470.88199,204.705,0,459.392,0,0,16.483,7.035,0,0,0,45.330002,0,4888,1036,118.758,0,0,0,0,2005.104
DE0_3110_0000,A10003,7989.6709,80.704002,4752.7119,0,4729.5068,0,442.763,0,897.23798,0,676.69,294.17499,0,660.17798,0,0,23.688,10.11,0,0,0,385.30499,0,6228,1439,83.398003,0,0,0,0,977.86603
DE0_3260_0000,A10003,11211.529,113.248,2467.8379,0,2455.7891,0,229.90401,0,465.88901,0,351.37,152.75,0,342.79599,0,0,12.3,5.249,0,0,0,45.330002,0,1077,305,0,0,0,0,0,574.44397
DE0_3280_0000,A10003,1296.5291,13.096,83.688004,0,83.278999,0,7.796,0,15.799,0,11.915,5.1799998,0,11.625,0,0,0.417,0.178,0,0,0,0,0,0,1.4,0,0,0,0,0,39.140999
DE0_3310_0000,A10003,3113.0459,31.445,450.409,0,448.20999,0,41.959999,0,85.029999,0,64.128998,27.879,0,62.563999,0,0,2.2449999,0.958,0,0,0,0,0,9.8000002,22.200001,0,0,0,0,0,115.2
DE0_3380_0000,A10003,10061.015,101.626,3695.813,0,3677.7681,0,344.302,0,697.71198,0,526.20898,228.757,0,513.36902,0,0,18.42,7.861,0,0,0,22.665001,0,1419,429,0,0,0,0,0,192.81599
EU0_3010_0000,A10003,1303.099,13.163,177.80099,830.54999,176.93201,826.49597,16.563999,77.374001,33.566002,156.795,143.569,11.005,51.408001,140.06599,0,0,5.026,2.145,0,0,0,90.660004,0,2747,498,0,0,0,0,0,15.79
EU0_3011_0000,A10003,1080.104,10.91,84.230003,393.45901,83.819,391.53699,7.8470001,36.654999,15.901,74.278999,68.013,5.2129998,24.354,66.353996,0,0,2.381,1.016,0,0,0,60.439999,0,921,212,0,0,0,0,0,61.826
EU0_3201_0000,A10003,1088.561,10.996,226.496,1058.019,225.39,1052.853,21.101,98.565002,42.758999,199.737,182.88901,14.02,65.487,178.42599,0,0,6.402,2.732,0,0,0,37.775002,0,951,181,0,0,0,0,0,14.678
EU0_3361_0000,A10003,2042.774,20.634001,187.246,874.67297,186.332,870.40302,17.444,81.485001,35.348999,165.125,151.196,11.59,54.139,147.506,0,0,5.2930002,2.259,0,0,0,12.844,0,275,77.800003,0,0,0,0,0,0.667
EU1_2981_0000,A10003,191.929,1.939,0.303,1.414,0.301,1.408,2.80E-02,0.132,0.057,0.26699999,0.245,1.80E-02,0.088,0.23899999,0,0,9.00E-03,4.00E-03,0,0,0,0,0,46.400002,18.299999,0,0,0,0,0,0
EU1_2983_0000,A10003,548.42297,5.54,14.629,68.333,14.557,67.999001,1.363,6.3660002,2.7620001,12.9,11.812,0.90499997,4.23,11.524,0,0,0.41299999,0.176,0,0,0,19.643,0,412,88.099998,0,0,0,0,0,0
EU2_3520_0001,A10003,4386.0479,44.304001,126.367,554.29999,125.75,551.59302,11.772,51.639,23.856001,104.643,96.913002,7.822,34.308998,94.547997,0,0,3.392,1.448,0,0,0,3.0220001,0,280,93.300003,0,0,0,0,0,6.8940001
DE0_4230_0000,A10005,5442.5508,54.974998,2536.0171,0,6249.3652,0,866.85699,0,197.895,0,220.73399,50.948002,0,231.728,0,0,7.198,9.262,0,0,0,128.435,0,3910,906,0,0,0,0,0,204.825
DE0_4350_0000,A10005,12072.963,121.949,4083.1531,0,10061.888,0,1395.696,0,318.62299,0,355.396,82.029999,0,373.09601,0,0,11.589,14.913,0,0,0,113.325,0,2971,641,4.8930001,0,0,0,0,1062.1541
DE0_4520_0000,A10005,27952.773,282.35101,6539.167,0,16114.103,0,2235.2061,0,510.27499,0,569.16602,131.371,0,597.51398,0,0,18.559999,23.883,0,0,0,445.745,0,9329,2436,185.032,0,0,0,0,1499.158
DE0_4570_0000,A10005,4452.0078,44.970001,399.33099,0,984.04901,0,136.49899,0,31.160999,0,34.757999,8.0229998,0,36.488998,0,0,1.133,1.458,0,0,0,196.42999,0,2793,1186,0,0,0,0,0,510.617
DE0_4680_0000,A10005,12444.81,125.705,3021.699,0,7446.2041,0,1032.871,0,235.79401,0,263.00699,60.706001,0,276.10699,0,0,8.5760002,11.036,0,0,0,717.72498,0,8465,2382,205.047,0,0,0,0,1088.618
DE0_4800_0000,A10005,22649.549,228.783,5300.2368,0,13061.077,0,1811.717,0,413.59698,0,461.32999,106.481,0,484.30701,0,0,15.044,19.358,0,0,0,362.64001,0,6386,1864,366.505,0,0,0,0,984.31598
DE0_4850_0000,A10005,16266.707,164.31,3750.74,0,9242.7354,0,1282.0699,0,292.68399,0,326.46301,75.351997,0,342.72198,0,0,10.646,13.699,0,0,0,649.72998,0,10055,2596,129.211,0,0,0,0,1694.864
DE0_4990_0000,A10005,3636.564,36.733002,1140.77,0,2811.135,0,389.936,0,89.017998,0,99.292,22.917999,0,104.237,0,0,3.2379999,4.166,0,0,0,67.995003,0,963,335,0,0,0,0,0,170.799
DE0_5020_0000,A10005,6881.6821,69.512001,1849.7841,0,4558.3188,0,632.28998,0,144.345,0,161.004,37.161999,0,169.02299,0,0,5.25,6.756,0,0,0,362.64001,0,3937,1613,33.359001,0,0,0,0,1666.62
DE0_5021_0000,A10005,395.79599,3.9979999,308.01001,0,759.013,0,105.283,0,24.035,0,26.809,6.1880002,0,28.143999,0,0,0.87400001,1.125,0,0,0,21.91,0,336,78.5,31.358,0,0,0,0,16.011999
DE0_5170_0000,A10005,2630.8899,26.575001,623.008,0,1535.2419,0,212.955,0,48.616001,0,54.226002,12.516,0,56.926998,0,0,1.768,2.275,0,0,0,15.11,0,911,302,0,0,0,0,0,11.342
EL0_4560_4562,A10005,4719.4028,47.671001,531.43903,2213.936,1309.5959,5455.6792,181.65601,756.763,41.470001,172.76199,238.95599,10.676,44.478001,250.858,0,0,7.7919998,10.027,0,0,0,22.665001,0,1899,592,0,0,0,0,0,4.2249999
EL0_4561_4562,A10005,8403.9287,84.888,453.51001,1889.287,1117.558,4655.666,155.017,645.79303,35.389,147.42799,203.916,9.1110001,37.956001,214.07201,0,0,6.6500001,8.557,0,0,0,15.11,0,935,293,14.678,0,0,0,0,5.1149998
EL0_4562_0001,A10005,1681.713,16.987,176.108,733.65399,433.974,1807.902,60.196999,250.776,13.742,57.25,79.184998,3.5380001,14.739,83.128998,0,0,2.582,3.323,0,0,0,22.665001,0,631,132,0,0,0,0,0,0
EL0_4591_0000,A10005,172.799,1.745,24.535,97.782997,60.459999,240.963,8.3870001,33.424,1.915,7.6300001,10.647,0.493,1.964,11.177,0,0,0.347,0.447,0,0,0,0,0,45,9.3000002,0,0,0,0,0,0
