RL0_6540_0001.OTOTP:1992, 7,21,11, 0, 0.20000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1992, 8,12,11,40, 0.20000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1992, 9,15,10,30, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1992,10,14,10,30, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1992,11,23,10, 0, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1992,12,21, 9,35, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 1,26, 9,30, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 2, 9, 9,30, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 3, 9,10,20, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 4,15, 9,30, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 4,20, 9,40, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 5,26,10, 0, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 6,22, 9,30, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 7,27,10, 5, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 8, 4,10,10, 0.20000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993, 9,28, 9,15, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993,10, 6,11,14, 0.20000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1993,10,26, 9,15, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1993,11,30,10, 5, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1993,12, 8, 9,20, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 2, 1, 9,45, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 2, 9,10,15, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 3,15, 9, 0, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 4,26, 9,15, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 5,18, 9,40, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 6,15, 9,45, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 8, 2, 9, 0, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994, 9, 8, 9,45, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994,10,19, 8,55, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994,11,16,10, 0, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1994,12,14,10,35, 0.20000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1995, 1,30, 9,45, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1995, 2,16, 9, 5, 0.10000E+00,<,3-PIS009.2
RL0_6540_0001.OTOTP:1995, 3, 2, 9, 0, 0.10000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1995, 4, 6,15,11, 0.60000E-01,-,3-PIS009.2
RL0_6540_0001.OTOTP:1995, 5,16,12,31, 0.11000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTP:1995, 6, 8,12,59, 0.11000E+00,-,3-PIS009.2
