PL0_4510_0001.OTOTP:1986, 3, 4, 8,35, 0.13500E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1986, 4, 2, 8,45, 0.39000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1986, 5,13, 8,30, 0.42000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1986, 6,17,14,15, 0.84000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1986, 8,11,12,45, 0.11200E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1986, 9, 9,14,50, 0.44000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1986,10,15, 8, 0, 0.15800E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1986,11,18, 7,50, 0.10000E-01,<,ANA0082   
PL0_4510_0001.OTOTP:1986,12, 9, 8,45, 0.28000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 1, 6,13, 0, 0.60000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 2,24,13,25, 0.15000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 3,10,14,10, 0.50000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 4, 7,14,50, 0.20000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 5, 5,15, 0, 0.80000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 6, 2,14,30, 0.16000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 7, 7, 9,10, 0.12000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 8, 4, 8,35, 0.10000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1987, 9, 2,14,15, 0.11000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1987,10, 6,14, 0, 0.20000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1987,11,17,13,45, 0.14000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1987,12,15,14,10, 0.14000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1988, 2,23, 8,30, 0.36000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988, 3,14,14,45, 0.41000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988, 7, 6,14,15, 0.42000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988, 8, 9,14,15, 0.88000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988, 9, 7, 8,40, 0.48000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988,10, 4,14,40, 0.99000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988,11,15,14,45, 0.21000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1988,12, 6,14, 0, 0.18000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1989, 1,18,14,10, 0.30000E-01,-,ANA0082   
PL0_4510_0001.OTOTP:1989, 2,14,13,50, 0.10000E+00,-,ANA0082   
PL0_4510_0001.OTOTP:1989, 3, 8,14, 0, 0.40000E-01,-,ANA0082   
