SL2_2480_0001,C12TF,
SL2_2480_0001,C12TF,
SL2_2480_0001,C12TF,
EU1_2650_0001,EL2OH,
SL9_2720_0001,C12TF,
SL9_2720_0001,C12TF,
SL9_2720_0001,C12TF,
EU1_2810_0001,NORTF,
EU1_2810_0001,NORTF,
SL2_3060_0001,C12TF,
WU0_3250_0001,BSHOH,
WU1_3330_0001,BSHOH,
WU3_3481_0001,GU2OH,
WU1_3482_0001,GU2OH,
EU2_3520_0001,CHSTF,
WM0_3650_0001,PATMH,
WU0_3670_0001,GU2OH,
WM0_3740_0001,BACOH,
EU0_3830_0001,CHSTF,
WM1_3910_0001,PATMH,
EM2_3980_0001,CHOTF,
WM3_4060_0001,PATMH,
EM2_4100_0001,CHOTF,
PL0_4510_0001,MDATF,
PL1_4540_0001,MDATF,
EL0_4562_0001,DENTF,
EL2_4590_0001,MDNTF,
XU3_4650_0001,PAXTF,
XL1_4690_0001,PAXTF,
PL1_4780_0001,DCPTF,
PM7_4820_0001,DCPTF,
PL0_5000_0001,POVTF,
PL0_5070_0001,PISTF,
PL1_5130_0001,POVTF,
EL1_5150_0001,FSBMH,
PL1_5230_0001,MATTF,
PL3_5250_0001,POVTF,
EL2_5270_0001,POCTF,
XL0_5320_0001,PAXOH,
EL0_5400_0001,WICMH,
EL1_5430_0001,POCTF,
PL0_5490_0001,POVTF,
PL0_5510_0001,POMMH,
EL1_5570_0001,POCTF,
PL2_5630_0001,POMMH,
PL1_5690_0001,POVOH,
PL0_5710_0001,POMMH,
PL0_5720_0001,PO3OH,
PL0_5750_0001,POMMH,
PL0_5830_0001,POMMH,
PL1_5910_0001,POMMH,
EL1_6000_0001,MPCMH,
EL1_6000_0001,MPCMH,
RU5_6030_0001,RPPTF,
RL1_6180_0001,RPPMH,
RL0_6540_0001,RPPMH,
YL2_6580_0001,PIAMH,
YM4_6620_0001,MPNTF,
YP4_6750_0001,PMKTF,
YP0_6840_0001,PMKTF,
JB0_7051_0001,CHKOH,
JB0_7052_0001,CHKOH,
JB3_7053_0001,CHKOH,
JL7_7070_0001,JMSTFU,
JA2_7290_0001,APPTF,
JA5_7480_0001,APPTF,
JB2_7800_0001,JMSMH,
JB1_8090_0001,JMSMH,
EU0_3726_0001,CHSOH,
EL0_5767_0001,WICMH,
