10850,SL2_2480_0001,C12TF,N24015,SL2_2480_0001
10850,SL2_2480_0001,C12TF,N42029,SL2_2480_0001
10850,SL2_2480_0001,C12TF,N42071,SL2_2480_0001
10878,SL2_2480_0001,C12TF,N24015,SL2_2480_0001
10878,SL2_2480_0001,C12TF,N42029,SL2_2480_0001
10878,SL2_2480_0001,C12TF,N42071,SL2_2480_0001
10907,SL2_2480_0001,C12TF,N24015,SL2_2480_0001
10907,SL2_2480_0001,C12TF,N42029,SL2_2480_0001
10907,SL2_2480_0001,C12TF,N42071,SL2_2480_0001
11048,EU1_2650_0001,EL2OH,N24015,EU1_2650_0001
11048,EU1_2650_0001,EL2OH,N42029,EU1_2650_0001
10850,SL9_2720_0001,C12TF,N24015,SL9_2720_0001
10850,SL9_2720_0001,C12TF,N24025,SL9_2720_0001
10850,SL9_2720_0001,C12TF,N42071,SL9_2720_0001
10850,SL9_2720_0001,C12TF,N42133,SL9_2720_0001
10850,SL9_2720_0001,C12TF,N24025,SL0_2721_2720
10850,SL9_2720_0001,C12TF,N42133,SL0_2721_2720
10850,SL9_2720_0001,C12TF,N24025,SL2_2750_2720
10850,SL9_2720_0001,C12TF,N42133,SL2_2750_2720
10850,SL9_2720_0001,C12TF,N42071,SL9_2700_2720
10850,SL9_2720_0001,C12TF,N42133,SL9_2700_2720
10850,SL9_2720_0001,C12TF,N42029,SL2_2410_2700
10850,SL9_2720_0001,C12TF,N42071,SL2_2410_2700
10850,SL9_2720_0001,C12TF,N42071,SL3_2420_2700
10850,SL9_2720_0001,C12TF,N42071,SL1_2390_2420
10850,SL9_2720_0001,C12TF,N42071,SL3_2470_2420
10850,SL9_2720_0001,C12TF,N42071,SL3_2350_2470
10850,SL9_2720_0001,C12TF,N42011,SL1_2190_2350
10850,SL9_2720_0001,C12TF,N42071,SL1_2190_2350
10850,SL9_2720_0001,C12TF,N42075,SL1_2190_2350
10850,SL9_2720_0001,C12TF,N42011,SL2_2200_2350
10850,SL9_2720_0001,C12TF,N42029,SL2_2200_2350
10850,SL9_2720_0001,C12TF,N42071,SL2_2200_2350
10850,SL9_2720_0001,C12TF,N42071,SL9_2520_2700
10850,SL9_2720_0001,C12TF,N42133,SL9_2520_2700
10850,SL9_2720_0001,C12TF,N42071,SL2_2300_2520
10850,SL9_2720_0001,C12TF,N42075,SL2_2300_2520
10850,SL9_2720_0001,C12TF,N42071,SL9_2490_2520
10850,SL9_2720_0001,C12TF,N42133,SL9_2490_2520
10850,SL9_2720_0001,C12TF,N42133,SL3_2550_2490
10850,SL9_2720_0001,C12TF,N42133,SL3_2730_2550
10850,SL9_2720_0001,C12TF,N42133,SL1_2760_2730
10850,SL9_2720_0001,C12TF,N42133,SL1_2830_2760
10850,SL9_2720_0001,C12TF,N24013,SL0_2831_2830
10850,SL9_2720_0001,C12TF,N42133,SL0_2831_2830
10850,SL9_2720_0001,C12TF,N42133,SL1_2770_2730
10850,SL9_2720_0001,C12TF,N42071,SL9_2430_2490
10850,SL9_2720_0001,C12TF,N42133,SL9_2430_2490
10850,SL9_2720_0001,C12TF,N24013,SL3_2460_2430
10850,SL9_2720_0001,C12TF,N42001,SL3_2460_2430
10850,SL9_2720_0001,C12TF,N42041,SL3_2460_2430
10850,SL9_2720_0001,C12TF,N42133,SL3_2460_2430
10850,SL9_2720_0001,C12TF,N42043,SL9_2310_2430
10850,SL9_2720_0001,C12TF,N42071,SL9_2310_2430
