 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    1.0256
JB3_6820_7053,    0.7142,    0.6705
EM2_3980_0001,    0.8035,    0.4242
EL1_5430_0001,    0.9030,    0.4445
EL0_4560_4562,    0.9846,    0.4576
EL0_4561_4562,    0.9846,    0.4576
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.0859,    0.9652
WU2_3020_3320,    1.0859,    0.9652
WM0_3881_3880,    0.9773,    1.1540
WM1_3882_3880,    0.9773,    1.1540
WM3_3880_4060,    0.9773,    1.1540
WM1_3660_3910,    1.0004,    1.0066
PL1_5370_5470, -999.0000,    1.0125
PL1_5230_0001,    0.9409,    0.9989
PL1_4540_0001, -999.0000,    1.0219
PL1_4460_4780,    1.1270,    0.9726
PL0_5540_5490, -999.0000,    1.0192
PL0_5070_0001,    0.8490,    1.0039
PL0_5010_5130,    0.8950,    0.9675
XL1_4690_0001,    0.9812,    1.3632
XL0_5320_0001,    0.4191,    0.9816
