 seg ,TOTN,TOTP
SL0_2721_2720,    0.9362,    0.2467
SL2_2750_2720,    0.9362,    0.2467
SL2_2410_2700,    0.9362,    0.2467
SL1_2390_2420,    1.0580,    0.9985
SL2_2300_2520,    0.9362,    0.2467
SL1_2190_2350,    1.0580,    0.9985
SL2_2200_2350,    1.0580,    0.9985
SL0_2831_2830,    0.9362,    0.2467
SL3_2460_2430,    0.9362,    0.2467
SL3_2350_2470,    1.0580,    0.9985
SL1_2770_2730,    0.9362,    0.2467
SL0_2180_2220,    0.9362,    0.2467
SL3_2470_2420,    1.0580,    0.9985
SL3_2420_2700,    1.0580,    0.9985
SL3_2400_2440,    0.9362,    0.2467
SL1_2830_2760,    0.9362,    0.2467
SL1_2760_2730,    0.9362,    0.2467
SL1_2000_2090,    0.9362,    0.2467
SL1_2670_2370,    0.9362,    0.2467
SL3_2730_2550,    0.9362,    0.2467
SL3_2440_2380,    0.9362,    0.2467
SL0_2220_2140,    0.9362,    0.2467
SL2_1850_1990,    0.9362,    0.2467
SL3_2550_2490,    0.9362,    0.2467
SJ2_2150_2130,    1.0029,    0.9029
SL2_2540_2370,    0.9362,    0.2467
SL3_2290_2260,    0.9362,    0.2467
SL2_1990_2070,    0.9362,    0.2467
SL2_2070_2090,    0.9362,    0.2467
SL3_1960_2080,    0.9362,    0.2467
SJ2_2110_2170,    1.0029,    0.9029
SL4_2370_2330,    0.9362,    0.2467
SL4_2330_2270,    0.9362,    0.2467
SL4_2090_2100,    0.9362,    0.2467
SL4_2100_2140,    0.9362,    0.2467
SJ2_1900_1930,    1.0029,    0.9029
SL3_2260_2050,    0.9362,    0.2467
SL2_1810_2030,    0.9362,    0.2467
SL2_1670_1880,    0.9362,    0.2467
SJ3_2160_2170,    1.0029,    0.9029
SJ3_2170_1970,    1.0029,    0.9029
SL1_1790_1840,    0.9362,    0.2467
SL4_2140_2240,    0.9362,    0.2467
SL1_1730_1700,    0.9362,    0.2467
SJ1_2280_2450,    1.0029,    0.9029
SJ3_2040_1980,    1.0029,    0.9029
SJ2_2580_2500,    1.0029,    0.9029
SL4_2240_2310,    0.9362,    0.2467
SJ2_2500_2450,    1.0029,    0.9029
SL3_1710_1740,    0.9362,    0.2467
SL3_1740_1840,    0.9362,    0.2467
SU1_1630_1610,    1.0109,    1.0082
SJ2_2570_2660,    1.0029,    0.9029
SJ3_2450_2120,    1.0029,    0.9029
SL1_1700_1780,    0.9362,    0.2467
SL3_1840_1880,    0.9362,    0.2467
SW1_1450_1510,    0.9362,    0.2467
SU2_1550_1620,    1.0109,    1.0082
SJ3_2250_2230,    1.0029,    0.9029
SJ2_2530_2820,    1.0029,    0.9029
SJ3_1980_2060,    1.0029,    0.9029
SW1_1570_1640,    0.9762,    0.9871
SW1_1510_1680,    0.9362,    0.2467
SU2_1200_1310,    1.0109,    1.0082
SU1_1480_1500,    1.0109,    1.0082
SJ3_2230_2060,    1.0029,    0.9029
SJ2_2900_2740,    1.0029,    0.9029
SJ4_2060_2010,    1.0029,    0.9029
SW1_1560_1460,    0.9762,    0.9871
SW1_1180_1190,    0.9762,    0.9871
SW1_1160_1260,    0.9762,    0.9871
SJ4_2010_2210,    1.0029,    0.9029
SJ2_2820_2740,    1.0029,    0.9029
SU2_1210_1310,    1.0109,    1.0082
SU2_0670_0810,    1.0109,    1.0082
SW2_1190_1410,    0.9762,    0.9871
SW3_1040_1220,    0.9762,    0.9871
SU2_1290_1500,    1.0109,    1.0082
SJ4_2740_2660,    1.0029,    0.9029
SJ4_2660_2360,    1.0029,    0.9029
SJ4_2360_2340,    1.0029,    0.9029
SU3_1310_1280,    1.0109,    1.0082
SW2_1030_1060,    0.9762,    0.9871
SW2_1070_1060,    0.9762,    0.9871
SU3_1280_1590,    1.0109,    1.0082
SJ4_2340_2210,    1.0029,    0.9029
SJ5_2210_2320,    1.0029,    0.9029
SJ5_2320_2120,    1.0029,    0.9029
SJ5_2120_1930,    1.0029,    0.9029
SU3_1500_1420,    1.0109,    1.0082
SU2_1020_0980,    1.0109,    1.0082
SW3_1250_1340,    0.9762,    0.9871
SW3_1220_1320,    0.9762,    0.9871
SJ6_1930_1970,    1.0029,    0.9029
SJ6_1970_2130,    1.0029,    0.9029
SW3_1060_1260,    0.9762,    0.9871
SU3_0810_0970,    1.0109,    1.0082
SU1_0660_0710,    1.0109,    1.0082
SU2_0990_0950,    1.0109,    1.0082
SU3_0970_1120,    1.0109,    1.0082
SU2_0780_0710,    1.0109,    1.0082
