 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    1.0256
JB3_6820_7053,    0.7142,    0.6705
EM2_3980_0001,    0.8035,    0.4242
EL1_5430_0001,    0.9030,    0.4445
EL0_4560_4562,    0.9846,    0.4576
EL0_4561_4562,    0.9846,    0.4576
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.0859,    0.9652
WU2_3020_3320,    1.0859,    0.9652
WM0_3881_3880,    0.9773,    1.1540
WM1_3882_3880,    0.9773,    1.1540
WM3_3880_4060,    0.9773,    1.1540
WM1_3660_3910,    1.0004,    1.0066
PL1_5370_5470, -999.0000,    1.0125
PL1_5230_0001,    0.9409,    0.9989
PL1_4540_0001, -999.0000,    1.0219
PL1_4460_4780,    1.1270,    0.9726
PL0_5540_5490, -999.0000,    1.0192
PL0_5070_0001,    0.8490,    1.0039
PL0_5010_5130,    0.8950,    0.9675
XL1_4690_0001,    0.9812,    1.3632
XL0_5320_0001,    0.4191,    0.9816
 seg ,TOTN,TOTP
GY0_3800_3801,    1.0300,    0.9914
GY0_4240_3951,    0.4955,    0.8697
GY0_4530_4532,    0.9545,    0.9693
GY0_4531_4532,    1.4200,    1.1838
GY0_4532_3951,    1.4200,    1.1838
GY0_3951_3952,    1.4200,    1.1838
 seg ,TOTN,TOTP
JA1_7600_7570,    0.8109,    0.8935
JA2_7410_7470,    0.8109,    0.8935
JA2_7570_7480,    0.8109,    0.8935
JA1_7640_7280,    0.8109,    0.8935
JA2_7550_7280,    0.8109,    0.8935
JA4_7280_7340,    0.8109,    0.8935
JA4_7340_7470,    0.8109,    0.8935
JA4_7470_7480,    0.8109,    0.8935
JA5_7480_0001,    0.8109,    0.8935
 seg ,TOTN,TOTP
PS2_6730_6660,    0.7586,    0.8962
PS0_6150_6160,    0.7586,    0.8962
PS2_6660_6490,    0.7586,    0.8962
PS3_6460_6230,    0.7586,    0.8962
PS3_5990_6161,    0.7586,    0.8962
PS2_6490_6420,    0.7586,    0.8962
PS0_6160_6161,    0.7586,    0.8962
PS2_6420_6360,    0.7586,    0.8962
PS3_6161_6280,    0.7586,    0.8962
PS3_6280_6230,    0.7586,    0.8962
PS4_6230_6360,    0.7586,    0.8962
PS4_6360_5840,    0.7586,    0.8962
PS4_5840_5240,    0.7586,    0.8962
PS5_5240_5200,    0.7586,    0.8962
PU0_3000_3090,    0.9976,    0.8668
PU2_3090_4050,    0.9976,    0.8668
PU2_2790_3290,    0.6945,    0.8966
PU3_2510_3290,    0.6945,    0.8966
PU3_3290_3390,    0.6945,    0.8966
PM2_2860_3040,    0.8151,    1.0201
PL0_4510_0001,    0.8779,    1.0111
PU2_3180_3370,    0.9260,    1.0735
PU2_6050_5190,    0.9260,    1.0735
PU2_3370_4020,    0.9260,    1.0735
PU2_4360_4160,    0.9260,    1.0735
PU0_6080_5620,    0.9260,    1.0735
PU1_3170_3580,    0.9260,    1.0735
PU2_4160_3930,    0.9260,    1.0735
PU2_5190_4310,    0.9260,    1.0735
PU1_5520_5210,    0.9260,    1.0735
PU2_3140_3680,    0.9260,    1.0735
PU1_3580_3780,    0.9260,    1.0735
PU1_3940_3970,    0.9260,    1.0735
PU1_5820_5380,    0.9260,    1.0735
PU0_5620_5380,    0.9260,    1.0735
PU2_5700_5210,    0.9260,    1.0735
PU3_3680_3890,    0.9260,    1.0735
PU1_3850_4190,    0.9260,    1.0735
PU3_5210_5050,    0.9260,    1.0735
PU1_5380_5050,    0.9260,    1.0735
PU4_5050_4310,    0.9260,    1.0735
PU4_4310_4210,    0.9260,    1.0735
PU1_4840_4760,    0.9260,    1.0735
PU1_4190_4300,    0.9260,    1.0735
PU4_4210_4170,    0.9260,    1.0735
PU2_4720_4750,    0.9260,    1.0735
PU1_4760_4450,    0.9260,    1.0735
PU1_4300_4440,    0.9260,    1.0735
PU2_4750_4450,    0.9260,    1.0735
PU3_4450_4440,    0.9260,    1.0735
PU4_4440_3970,    0.9260,    1.0735
PU4_3970_3890,    0.9260,    1.0735
PU4_3890_3990,    0.9260,    1.0735
PU4_3990_3780,    0.9260,    1.0735
PU4_3780_3930,    0.9260,    1.0735
PU5_3930_4170,    0.9260,    1.0735
PU5_4170_4020,    0.9260,    1.0735
PU6_4020_3870,    0.9260,    1.0735
PS2_5550_5560,    0.7980,    0.6779
PS2_5560_5100,    0.7980,    0.6779
PS3_5100_5080,    0.7980,    0.6779
 seg ,TOTN,TOTP
RU2_5220_5640,    0.9729,    1.0164
RU2_5940_6200,    0.9729,    1.0164
RU2_5500_5610,    0.9729,    1.0164
RU2_5810_5610,    0.9729,    1.0164
RU2_6090_6220,    0.9729,    1.0164
RU3_5610_5640,    0.9729,    1.0164
RU4_5640_6030,    0.9729,    1.0164
RU2_6200_6170,    0.9729,    1.0164
RU2_6220_6170,    0.9729,    1.0164
RU3_6170_6040,    0.9729,    1.0164
RU4_6040_6030,    0.9729,    1.0164
RU5_6030_0001,    0.9729,    1.0164
 seg ,TOTN,TOTP
XU0_4090_4270,    0.8788,    0.9784
XU0_4130_4070,    0.8788,    0.9784
XU0_4091_4270,    0.8788,    0.9784
XU2_4270_4650,    0.8788,    0.9784
XU2_4070_4330,    0.8788,    0.9784
XU2_4330_4480,    0.8788,    0.9784
XU2_4480_4650,    0.8788,    0.9784
XU3_4650_0001,    0.8788,    0.9784
 seg ,TOTN,TOTP
YM1_6370_6620,    0.6926,    0.8852
YM2_6120_6430,    0.6926,    0.8852
YM3_6430_6620,    0.6926,    0.8852
