 seg ,TOTN,TOTP
JA1_7600_7570,    0.9327,    1.0030
JA2_7410_7470,    0.9327,    1.0030
JA2_7570_7480,    0.9327,    1.0030
JA1_7640_7280,    0.9327,    1.0030
JA2_7550_7280,    0.9327,    1.0030
JA4_7280_7340,    0.9327,    1.0030
JA4_7340_7470,    0.9327,    1.0030
JA4_7470_7480,    0.9327,    1.0030
JA5_7480_0001,    0.9327,    1.0030
 seg ,TOTN,TOTP
YP1_6570_6680,    0.8593,    0.9640
YP3_6470_6690,    0.8593,    0.9640
YP2_6390_6330,    0.8593,    0.9640
YP1_6680_6670,    0.8593,    0.9640
YP3_6690_6720,    0.8593,    0.9640
YP3_6330_6700,    0.8593,    0.9640
YP3_6700_6670,    0.8593,    0.9640
YP3_6670_6720,    0.8593,    0.9640
YP4_6720_6750,    0.8593,    0.9640
