
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-98.2	-94.7	-81.1	-77.2	-86.0	-33.3	-74.4	-85.5	-96.8 )
set NO23      = (	-95.2	-93.7	-73.1	-82.3	-76.2	-59.8	-8.8	-54.6	-91.4 )
set ORGN      = (	-75.4	-86.4	-75.2	-87.1	-88.2	-88.0	-84.5	-82.8	-96.9 )
set TOTN      = (	-90.0	-91.2	-74.8	-84.6	-84.8	-76.6	-65.5	-65.1	-93.5 )
set PO4X      = (	-46.4	-89.9	-42.1	-61.4	-48.5	-31.9	-59.1	-7.0	-95.8 )
set PIPX      = (	-80.5	-91.0	-84.0	-93.2	68.3	53.5	184.4	-98.9	-99.6 )
set ORGP      = (	-70.2	-85.2	-73.7	-88.1	-89.7	-88.2	-91.8	-81.9	-97.8 )
set TOTP      = (	-69.5	-88.1	-71.7	-88.1	-64.0	-48.0	-79.5	-73.9	-97.5 )
set TSED      = (	-66.6	-78.7	-55.2	-78.5	465.5	187.0	12.0	-98.7	-98.7 )
set TSSX      = (	-65.4	-78.1	-41.3	-71.5	550.0	268.2	64.7	-98.0	-98.6 )

ITER 2
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-96.8	-91.3	-88.3	-50.9	-68.8	-82.4	-44.4	-59.1	-96.0 )
set NO23      = (	-93.3	-92.7	-74.5	-80.6	-71.7	-74.6	-21.2	-58.0	-91.5 )
set ORGN      = (	-50.6	-77.0	-63.3	-78.5	-64.8	-66.7	-65.8	-85.5	-92.3 )
set TOTN      = (	-82.0	-87.3	-67.7	-78.4	-67.0	-69.9	-53.9	-66.1	-92.0 )
set PO4X      = (	-64.8	-89.0	-45.0	-64.8	-76.7	-12.1	-59.1	-15.4	-96.6 )
set PIPX      = (	-88.4	-84.3	-84.0	-78.9	-76.2	-51.1	52.2	-94.6	-99.3 )
set ORGP      = (	-47.9	-76.4	-54.9	-72.9	-64.5	-62.4	-76.6	-84.0	-94.6 )
set TOTP      = (	-60.6	-81.6	-66.4	-75.0	-68.1	-49.3	-70.4	-74.7	-95.9 )
set TSED      = (	-29.6	82.9	-29.9	107.5	-63.4	-71.7	-30.7	-75.3	-91.8 )
set TSSX      = (	-29.1	83.2	-8.6	173.0	-54.7	-62.4	4.2	-74.2	-91.4 )
