
ITER 33
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-24.6	1.6	106.3	91.1	-5.7	16.8	68.1	-7.5	25.1 )
set NO23      = (	5.3	-14.2	0.1	21.9	16.8	19.6	3.3	14.9	43.3 )
set ORGN      = (	-23.7	-0.2	-9.3	-38.1	-16.4	-10.6	5.4	-12.9	-57.2 )
set TOTN      = (	-3.4	-8.9	-2.3	-6.9	-6.9	0.2	7.5	5.3	8.4 )
set PO4X      = (	37.0	-44.8	31.1	-8.3	-17.6	32.7	26.7	-7.3	-13.4 )
set PIPX      = (	120.0	34.9	14.3	52.0	433.6	157.8	1324.2	72.0	375.8 )
set ORGP      = (	-47.0	-11.0	-9.2	-59.2	-47.9	-45.3	-59.0	-46.0	-79.4 )
set TOTP      = (	7.1	-0.8	10.3	6.1	12.7	11.9	-13.4	7.6	12.7 )
set TSED      = (	-10.5	-30.9	-33.6	-4.4	14.3	8.6	27.4	51.7	170.1 )
set TSSX      = (	-10.8	-28.7	-12.8	25.8	35.6	40.2	90.4	53.3	171.5 )
