
ITER 1
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-84.7	-62.2	-51.3	-4.6	-70.4	-17.1	8.1	-55.2	-20.8 )
set NO23      = (	-10.3	-24.5	-27.7	15.4	-39.2	21.5	172.9	23.1	150.1 )
set ORGN      = (	20.4	-14.4	-2.8	-29.2	8.9	-15.0	1.1	-7.7	-18.9 )
set TOTN      = (	-4.9	-21.9	-12.3	-8.4	-9.2	-3.5	43.4	8.3	86.0 )
set PO4X      = (	-0.3	-51.4	-26.3	53.1	70.7	56.4	39.1	11.9	50.0 )
set PIPX      = (	105.1	17.4	-33.2	-14.7	768.9	411.1	1537.6	-19.2	277.1 )
set ORGP      = (	18.3	-23.6	-4.7	-46.7	-11.0	-38.7	-55.3	-27.1	-63.2 )
set TOTP      = (	37.4	-14.0	-22.8	-19.1	93.3	71.3	-3.8	-16.3	24.6 )
set TSED      = (	36.7	-19.7	-36.6	-33.6	396.5	141.5	127.0	28.2	206.2 )
set TSSX      = (	39.9	-17.4	-15.7	-11.8	482.4	212.7	239.3	31.4	208.4 )

ITER 2
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-32.2	-45.3	-74.0	29.9	-74.5	-17.5	129.8	-18.0	25.8 )
set NO23      = (	-11.2	-23.7	-22.6	19.0	-42.7	14.9	146.3	24.2	145.4 )
set ORGN      = (	6.0	-26.6	-18.3	-33.3	-16.1	-28.8	-13.3	-7.3	-52.8 )
set TOTN      = (	-7.2	-25.1	-21.7	-7.7	-27.1	-14.4	32.0	12.0	73.4 )
set PO4X      = (	10.2	-13.0	-7.5	23.8	10.8	61.5	40.2	43.6	32.7 )
set PIPX      = (	4.7	-12.6	-54.8	-3.7	100.9	36.4	1124.7	-18.3	289.3 )
set ORGP      = (	4.7	-34.1	-21.8	-51.8	-19.7	-49.7	-61.2	-31.3	-76.6 )
set TOTP      = (	5.3	-22.2	-34.2	-18.0	-0.4	-8.8	-16.4	-11.5	14.1 )
set TSED      = (	-40.4	-33.9	-53.7	-31.9	-25.4	-49.6	64.1	24.8	170.7 )
set TSSX      = (	-37.1	-31.9	-37.9	-9.8	0.1	-33.0	146.7	27.3	172.4 )

ITER 3
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-34.0	-35.8	4.9	58.6	-26.9	2.6	175.7	-5.3	39.3 )
set NO23      = (	-10.3	-20.1	-12.5	18.8	-28.1	20.7	65.0	22.2	98.0 )
set ORGN      = (	0.0	-34.8	-29.1	-36.5	-8.3	-15.4	-17.2	-9.4	-56.5 )
set TOTN      = (	-8.3	-25.4	-22.9	-8.5	-15.0	-3.2	11.2	11.1	43.2 )
set PO4X      = (	15.5	16.3	19.6	10.5	34.3	41.0	51.6	51.1	17.9 )
set PIPX      = (	91.0	-9.2	68.2	37.7	148.4	48.8	989.7	15.3	310.0 )
set ORGP      = (	-3.5	-44.7	-35.5	-55.5	-19.7	-44.2	-65.5	-34.9	-78.4 )
set TOTP      = (	22.9	-20.2	24.6	1.6	9.4	-7.4	-20.1	1.6	12.0 )
set TSED      = (	-5.4	-29.3	63.7	18.2	-6.8	-45.4	37.4	47.5	161.2 )
set TSSX      = (	-2.7	-27.7	112.8	55.9	19.5	-28.2	105.9	49.9	162.6 )

ITER 4
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-35.3	-28.8	-36.8	49.3	-25.1	22.1	120.7	-2.0	33.7 )
set NO23      = (	-5.4	-16.0	0.5	20.6	-22.0	20.4	70.3	18.3	98.1 )
set ORGN      = (	-12.5	-43.7	-35.0	-38.4	-9.0	-8.9	-10.3	-11.5	-56.8 )
set TOTN      = (	-8.3	-25.6	-24.2	-9.0	-13.7	1.8	15.0	8.2	42.9 )
set PO4X      = (	29.4	25.1	33.9	15.1	37.2	40.5	41.2	46.6	3.1 )
set PIPX      = (	51.5	-9.3	-15.1	30.4	193.0	134.0	981.0	24.6	336.0 )
set ORGP      = (	-19.6	-56.1	-43.2	-57.6	-24.9	-41.0	-63.1	-37.5	-78.9 )
set TOTP      = (	5.2	-23.8	-13.5	-2.7	11.4	11.3	-20.6	3.2	11.5 )
set TSED      = (	-32.1	-35.3	-14.0	-12.5	4.0	-8.1	28.1	47.6	163.0 )
set TSSX      = (	-30.3	-34.3	12.2	15.5	30.4	19.4	92.3	49.7	164.4 )

ITER 5
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-35.4	-13.8	-33.0	52.3	-13.9	25.8	100.4	-2.1	29.9 )
set NO23      = (	-2.8	-13.9	8.6	22.5	-2.5	21.5	74.7	16.8	99.5 )
set ORGN      = (	-15.4	-50.7	-39.7	-39.7	-13.3	-8.5	-5.5	-13.2	-57.0 )
set TOTN      = (	-7.2	-26.2	-24.7	-8.8	-10.5	2.5	18.7	6.7	43.6 )
set PO4X      = (	27.6	14.7	45.1	10.0	37.2	39.9	36.0	40.0	-5.0 )
set PIPX      = (	79.6	18.5	-33.2	43.4	265.5	192.6	999.3	30.2	350.5 )
set ORGP      = (	-25.8	-65.0	-49.3	-59.1	-33.6	-41.8	-61.7	-39.8	-79.2 )
set TOTP      = (	8.3	-19.9	-21.4	3.3	13.6	22.5	-20.2	3.2	11.2 )
set TSED      = (	-24.6	-23.7	-29.8	4.9	18.8	17.6	23.5	44.9	163.4 )
set TSSX      = (	-23.0	-23.1	-8.5	38.2	45.0	52.2	85.4	46.8	164.7 )

ITER 6
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-23.8	-15.9	-7.5	40.9	3.6	23.1	94.6	-2.8	27.9 )
set NO23      = (	1.1	-10.9	15.2	23.6	9.2	20.5	72.9	16.0	99.2 )
set ORGN      = (	-24.0	-54.8	-42.2	-40.7	-19.0	-9.9	-2.7	-14.1	-57.2 )
set TOTN      = (	-6.4	-25.8	-23.4	-9.2	-10.1	1.1	19.9	5.9	43.2 )
set PO4X      = (	62.5	3.7	52.2	19.1	23.8	36.1	35.3	34.5	-9.3 )
set PIPX      = (	84.5	15.8	-18.2	25.8	323.4	190.0	1004.5	33.9	358.4 )
set ORGP      = (	-39.6	-69.7	-52.6	-60.2	-42.6	-43.4	-61.2	-41.3	-79.3 )
set TOTP      = (	6.2	-25.1	-13.9	-5.7	11.4	20.1	-19.9	2.9	11.1 )
set TSED      = (	-28.5	-32.1	-17.7	-33.7	22.6	15.9	17.9	41.1	163.8 )
set TSSX      = (	-28.0	-31.6	6.9	-12.5	47.5	49.8	76.9	42.9	165.1 )

ITER 7
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-25.5	-8.9	23.5	45.6	18.4	19.9	88.5	-3.5	26.6 )
set NO23      = (	0.7	-11.2	18.5	24.5	21.1	16.8	60.6	14.2	99.1 )
set ORGN      = (	-18.3	-55.4	-44.4	-41.7	-21.9	-9.8	-0.6	-14.3	-57.1 )
set TOTN      = (	-5.2	-26.0	-22.8	-9.2	-7.9	-0.1	18.2	4.8	43.2 )
set PO4X      = (	20.7	-16.1	56.4	12.1	13.2	36.1	34.7	28.8	-11.7 )
set PIPX      = (	113.8	22.2	6.2	45.6	373.0	184.3	1000.2	36.1	363.0 )
set ORGP      = (	-35.3	-70.3	-55.3	-61.3	-48.3	-43.4	-60.8	-41.9	-79.2 )
set TOTP      = (	10.3	-26.9	-2.5	3.8	11.2	19.0	-19.8	2.4	11.2 )
set TSED      = (	-21.8	-29.6	-4.1	-14.5	26.6	12.2	12.6	36.8	164.3 )
set TSSX      = (	-21.1	-29.2	24.3	12.7	50.7	45.1	68.9	38.5	165.7 )

ITER 8
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-18.0	-13.2	2.3	45.8	31.4	15.2	68.8	-5.5	26.0 )
set NO23      = (	4.5	-9.4	19.0	25.0	20.5	16.7	71.9	14.7	99.6 )
set ORGN      = (	-26.5	-58.1	-45.5	-42.4	-23.8	-9.1	2.2	-13.6	-57.1 )
set TOTN      = (	-4.4	-25.8	-24.1	-9.3	-8.6	0.1	22.1	5.2	43.4 )
set PO4X      = (	67.9	-13.6	50.0	13.1	0.4	37.6	28.0	22.9	-12.8 )
set PIPX      = (	101.8	16.3	-44.4	42.0	404.7	186.0	961.0	33.8	365.5 )
set ORGP      = (	-48.3	-73.8	-56.7	-61.9	-51.9	-43.0	-59.0	-41.5	-79.3 )
set TOTP      = (	6.1	-30.2	-27.8	1.7	9.9	19.9	-20.5	0.5	11.2 )
set TSED      = (	-28.7	-35.9	-47.6	-33.9	28.4	11.5	1.2	26.2	164.8 )
set TSSX      = (	-29.0	-35.6	-31.9	-12.9	51.9	44.2	52.6	27.9	166.1 )

ITER 9
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-16.7	-7.0	50.0	48.8	34.2	12.9	72.9	-5.7	25.7 )
set NO23      = (	3.1	-8.7	20.4	26.1	26.1	18.1	62.6	14.0	99.3 )
set ORGN      = (	-19.0	-58.6	-46.7	-43.2	-23.2	-9.1	3.1	-14.1	-57.2 )
set TOTN      = (	-3.3	-25.4	-22.7	-9.2	-6.4	0.5	20.6	4.5	43.2 )
set PO4X      = (	3.5	-23.6	55.5	6.2	-1.4	39.6	31.8	22.2	-13.3 )
set PIPX      = (	179.6	22.8	13.4	51.4	418.3	177.7	899.1	34.7	367.1 )
set ORGP      = (	-40.7	-74.7	-58.3	-62.8	-52.8	-43.4	-59.3	-42.6	-79.4 )
set TOTP      = (	21.2	-30.1	-0.3	5.8	10.5	18.4	-21.2	0.2	11.3 )
set TSED      = (	-8.0	-32.2	2.6	-14.5	28.7	6.2	-8.8	22.5	165.1 )
set TSSX      = (	-8.0	-32.0	32.9	12.6	51.7	37.4	37.6	24.0	166.5 )

ITER 10
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-11.8	-10.9	34.5	48.5	37.9	14.8	66.0	-5.6	25.4 )
set NO23      = (	4.5	-9.2	20.2	26.6	27.7	18.2	68.5	15.9	99.2 )
set ORGN      = (	-24.0	-57.4	-48.3	-44.0	-23.2	-8.9	4.8	-13.5	-57.1 )
set TOTN      = (	-3.5	-25.4	-24.4	-9.4	-5.8	0.8	23.0	5.9	43.2 )
set PO4X      = (	38.4	-29.8	49.4	10.3	-7.2	39.6	25.8	15.7	-13.7 )
set PIPX      = (	140.2	15.7	-24.5	43.3	426.8	184.4	947.9	38.7	368.1 )
set ORGP      = (	-47.6	-73.4	-60.0	-63.6	-53.7	-43.3	-58.2	-42.2	-79.2 )
set TOTP      = (	12.1	-33.2	-19.8	1.5	9.8	19.8	-20.6	0.7	11.4 )
set TSED      = (	-19.7	-39.9	-34.6	-33.4	28.3	8.1	-6.2	24.7	165.5 )
set TSSX      = (	-20.2	-39.7	-15.2	-12.2	51.0	39.8	41.5	26.2	166.9 )

ITER 11
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-16.3	-3.6	60.8	50.9	40.7	15.7	72.4	-5.2	25.4 )
set NO23      = (	3.1	-8.6	20.7	27.0	29.1	14.4	62.5	14.4	99.4 )
set ORGN      = (	-18.3	-57.6	-49.0	-44.5	-23.0	-9.0	5.1	-13.4	-57.1 )
set TOTN      = (	-3.1	-24.9	-23.8	-9.3	-5.0	-0.5	22.0	5.0	43.3 )
set PO4X      = (	-8.8	-29.9	50.7	4.3	-7.7	39.2	27.5	13.1	-13.7 )
set PIPX      = (	167.8	35.0	-0.6	51.6	429.9	188.2	989.7	40.1	368.8 )
set ORGP      = (	-40.5	-74.0	-60.9	-64.0	-54.0	-43.6	-58.7	-42.5	-79.3 )
set TOTP      = (	16.6	-26.6	-8.7	5.3	9.9	20.3	-19.8	0.7	11.5 )
set TSED      = (	-12.4	-29.9	-19.1	-15.0	28.4	9.1	-3.7	23.1	165.8 )
set TSSX      = (	-12.5	-29.7	4.7	11.9	51.0	41.0	45.0	24.6	167.1 )

ITER 12
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-9.4	-8.6	92.4	50.3	41.7	11.6	66.4	-5.2	25.3 )
set NO23      = (	3.2	-9.2	21.1	27.6	28.9	15.6	68.3	14.6	99.2 )
set ORGN      = (	-19.4	-56.3	-48.5	-45.2	-22.5	-8.7	5.9	-13.0	-57.1 )
set TOTN      = (	-3.1	-25.0	-22.2	-9.5	-4.8	-0.1	23.7	5.2	43.1 )
set PO4X      = (	26.4	-31.1	50.4	8.4	-9.0	38.5	24.4	8.8	-13.8 )
set PIPX      = (	141.9	24.4	37.4	43.9	422.1	185.3	1027.2	43.8	369.4 )
set ORGP      = (	-41.8	-72.5	-60.4	-64.6	-53.8	-43.5	-58.2	-42.3	-79.3 )
set TOTP      = (	14.3	-30.0	9.1	1.3	8.9	19.6	-19.3	1.3	11.6 )
set TSED      = (	-16.9	-37.7	14.7	-33.2	25.1	7.1	-1.3	24.0	166.1 )
set TSSX      = (	-17.3	-37.4	48.4	-12.1	47.2	38.5	48.6	25.5	167.4 )

ITER 13
                    SUSQ POTO JAME RAPP APPO PAMU MATT PATU CHOP
set NH3X      = (	-20.0	-3.9	51.4	52.4	41.3	12.0	71.3	-5.3	25.3 )
set NO23      = (	1.6	-9.1	21.4	28.4	29.0	15.9	62.5	14.8	99.0 )
set ORGN      = (	-15.3	-55.8	-50.5	-45.9	-22.0	-8.6	6.1	-12.9	-57.2 )
set TOTN      = (	-3.5	-24.6	-24.8	-9.4	-4.4	0.1	22.7	5.4	43.0 )
