 seg ,TOTN,TOTP
WM0_3881_3880,    0.9959,    1.0045
WM1_3882_3880,    0.9959,    1.0045
WM3_3880_4060,    0.9959,    1.0045
WM1_3660_3910,    0.9749,    1.0123
JB3_6820_7053,    0.6815,    0.9548
WU0_3021_3020,    0.9740,    0.6576
WU2_3020_3320,    0.9740,    0.6576
PL1_5370_5470, -999.0000,    1.0040
PL0_5540_5490, -999.0000,    1.0040
PL0_5000_0001, -999.0000,    0.8795
PL0_4510_0001,    0.9738,    0.9782
EL0_4561_4562, -999.0000, -999.0000
EL0_4560_4562, -999.0000, -999.0000
XL1_4690_0001,    1.0406,    0.9996
XL0_5320_0001,    0.5814,    0.9997
PL1_5230_0001,    1.0020,    1.0027
PL1_4460_4780,    0.9557,    1.0070
PL1_4780_0001, -999.0000, -999.0000
PL1_4540_0001, -999.0000,    1.0019
PL0_5010_5130,    0.2711,    1.0009
