 seg ,TOTN,TOTP
SL1_2390_2420,    1.0037,    0.9943
SL1_2190_2350,    0.9906,    0.9872
SL2_2200_2350,    0.9906,    0.9872
SL3_2350_2470,    0.9906,    0.9872
SL3_2470_2420,    0.9906,    0.9872
SL3_2420_2700,    0.9906,    0.9872
