 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.8254
PL0_4510_0001,    1.5268,    2.3114
JB3_6820_7053,    0.8503,    0.5901
EM2_3980_0001,    1.0428,    0.4257
EL1_5430_0001,    1.2771,    0.8032
EL0_4560_4562,    1.4468,    0.6540
EL0_4561_4562,    1.4468,    0.6540
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    2.2511,    0.5326
WU2_3020_3320,    2.2511,    0.5326
WM0_3881_3880,    1.3023,    0.8479
WM1_3882_3880,    1.3023,    0.8479
WM3_3880_4060,    1.3023,    0.8479
WM1_3660_3910,    1.2211,    0.7158
PL1_5370_5470, -999.0000,    0.6902
PL1_5230_0001,    1.2067,    1.0320
PL1_4540_0001, -999.0000,    1.6417
PL1_4460_4780,    1.2418,    1.0968
PL0_5540_5490, -999.0000,    0.7555
PL0_5070_0001,    0.7288,    1.4385
PL0_5010_5130,    1.1397,    0.9319
XL1_4690_0001,    0.5912,    2.8855
XL0_5320_0001,    0.4985,    0.9722
