 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,SU7_0850_0730, 0.9271E+00, 0.2925E+08, 0.5297E+07, 0.1470E+07, 0.5319E+06,
TOTN,SU8_1610_1530, 0.9223E+00, 0.1620E+08, 0.3586E+07, 0.9334E+06, 0.4212E+06, 0.2529E+08, 0.9271E+00,
TOTP,SU7_0850_0730, 0.9700E+00, 0.1954E+07, 0.7091E+06, 0.0000E+00, 0.2604E+05,
TOTP,SU8_1610_1530, 0.9669E+00, 0.1096E+07, 0.6709E+06, 0.0000E+00, 0.2012E+05, 0.1942E+07, 0.9700E+00,
