 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.8252
PL0_4510_0001,    1.5125,    2.3112
JB3_6820_7053,    0.8452,    0.5868
EM2_3980_0001,    1.0427,    0.4246
EL1_5430_0001,    1.2738,    0.8032
EL0_4560_4562,    1.4430,    0.6539
EL0_4561_4562,    1.4430,    0.6539
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    2.1726,    0.5272
WU2_3020_3320,    2.1726,    0.5272
WM0_3881_3880,    1.2881,    0.8456
WM1_3882_3880,    1.2881,    0.8456
WM3_3880_4060,    1.2881,    0.8456
WM1_3660_3910,    1.2142,    0.7157
PL1_5370_5470, -999.0000,    0.6896
PL1_5230_0001,    1.1987,    1.0320
PL1_4540_0001, -999.0000,    1.6274
PL1_4460_4780,    1.2376,    1.0968
PL0_5540_5490, -999.0000,    0.7555
PL0_5070_0001,    0.7157,    1.4362
PL0_5010_5130,    1.1397,    0.9319
XL1_4690_0001,    0.5628,    2.8835
XL0_5320_0001,    0.4160,    0.9722
