 seg ,TOTN,TOTP
SL0_2721_2720,    1.0747,   -0.3612
SL2_2750_2720,    1.0747,   -0.3612
SL2_2410_2700,    1.0747,   -0.3612
SL1_2390_2420,    1.3102,    1.0008
SL2_2300_2520,    1.0747,   -0.3612
SL1_2190_2350,    1.3102,    1.0008
SL2_2200_2350,    1.3102,    1.0008
SL0_2831_2830,    1.0747,   -0.3612
SL3_2460_2430,    1.0747,   -0.3612
SL3_2350_2470,    1.3102,    1.0008
SL1_2770_2730,    1.0747,   -0.3612
SL0_2180_2220,    1.0747,   -0.3612
SL3_2470_2420,    1.3102,    1.0008
SL3_2420_2700,    1.3102,    1.0008
SL3_2400_2440,    1.0747,   -0.3612
SL1_2830_2760,    1.0747,   -0.3612
SL1_2760_2730,    1.0747,   -0.3612
SL1_2000_2090,    1.0747,   -0.3612
SL1_2670_2370,    1.0747,   -0.3612
SL3_2730_2550,    1.0747,   -0.3612
SL3_2440_2380,    1.0747,   -0.3612
SL0_2220_2140,    1.0747,   -0.3612
SL2_1850_1990,    1.0747,   -0.3612
SL3_2550_2490,    1.0747,   -0.3612
SL2_2540_2370,    1.0747,   -0.3612
SL3_2290_2260,    1.0747,   -0.3612
SL2_1990_2070,    1.0747,   -0.3612
SL2_2070_2090,    1.0747,   -0.3612
SL3_1960_2080,    1.0747,   -0.3612
SL4_2370_2330,    1.0747,   -0.3612
SL4_2330_2270,    1.0747,   -0.3612
SL4_2090_2100,    1.0747,   -0.3612
SL4_2100_2140,    1.0747,   -0.3612
SL3_2260_2050,    1.0747,   -0.3612
SL2_1810_2030,    1.0747,   -0.3612
SL2_1670_1880,    1.0747,   -0.3612
SL1_1790_1840,    1.0747,   -0.3612
SL4_2140_2240,    1.0747,   -0.3612
SL1_1730_1700,    1.0747,   -0.3612
SL4_2240_2310,    1.0747,   -0.3612
SL3_1710_1740,    1.0747,   -0.3612
SL3_1740_1840,    1.0747,   -0.3612
SL1_1700_1780,    1.0747,   -0.3612
SL3_1840_1880,    1.0747,   -0.3612
SW1_1450_1510,    1.0747,   -0.3612
SW1_1510_1680,    1.0747,   -0.3612
SJ6_2130_2050,    1.0747,   -0.3612
SW7_1640_1680,    1.0747,   -0.3612
SW7_1680_1760,    1.0747,   -0.3612
SU8_1610_1530,    1.0544,    1.0295
SU8_1530_1760,    1.0747,   -0.3612
SL8_1760_1780,    1.0747,   -0.3612
SL8_1780_1880,    1.0747,   -0.3612
SL8_1880_2030,    1.0747,   -0.3612
SL8_2030_2080,    1.0747,   -0.3612
SL8_2080_2050,    1.0747,   -0.3612
SL9_2050_2270,    1.0747,   -0.3612
SL9_2270_2380,    1.0747,   -0.3612
SL9_2380_2310,    1.0747,   -0.3612
SL9_2310_2430,    1.0747,   -0.3612
SL9_2430_2490,    1.0747,   -0.3612
SL9_2490_2520,    1.0747,   -0.3612
SL9_2520_2700,    1.0747,   -0.3612
SL9_2700_2720,    1.0747,   -0.3612
SL9_2720_0001,    1.0747,   -0.3612
