 seg ,TOTN,TOTP
PM0_4640_4820,    2.2836,    1.6921
PM1_4250_4500,    2.2836,    1.6921
PM2_4860_4670,    2.2836,    1.6921
PM1_4500_4580,    2.2836,    1.6921
PM1_3710_4040,    2.2836,    1.6921
PM3_4670_4660,    2.2836,    1.6921
PM1_4430_4200,    2.2836,    1.6921
PM1_3120_3400,    2.2836,    1.6921
PM3_4660_4620,    2.2836,    1.6921
PM2_2860_3040,    2.2836,    1.6921
PM1_3510_4000,    2.2836,    1.6921
PS1_4790_4830,    2.2836,    1.6921
PM1_3450_3400,    2.2836,    1.6921
PM1_4000_4290,    2.2836,    1.6921
PU0_3000_3090,    2.2836,    1.6921
PM2_3400_3340,    2.2836,    1.6921
PM3_3040_3340,    2.2836,    1.6921
PS2_6730_6660,    2.2836,    1.6921
PU0_3751_3752,    2.2836,    1.6921
PU2_3090_4050,    2.2836,    1.6921
PM4_3340_3341,    2.2836,    1.6921
PM4_3341_4040,    2.2836,    1.6921
PM4_4040_4410,    2.2836,    1.6921
PS2_5550_5560,    2.2836,    1.6921
PS1_4830_5080,    2.2836,    1.6921
PU2_4730_4220,    2.2836,    1.6921
PU2_4050_4180,    2.2836,    1.6921
PS0_6150_6160,    2.2836,    1.6921
PS2_5560_5100,    2.2836,    1.6921
PS3_5100_5080,    2.2836,    1.6921
PU2_2790_3290,    2.2836,    1.6921
PU2_4220_3900,    2.2836,    1.6921
PU0_3601_3602,    2.2836,    1.6921
PS2_6660_6490,    2.2836,    1.6921
PS4_5080_4380,    2.2836,    1.6921
PS3_6460_6230,    2.2836,    1.6921
PU3_2510_3290,    2.2836,    1.6921
PU2_3900_3750,    2.2836,    1.6921
PS3_5990_6161,    2.2836,    1.6921
PS2_6490_6420,    2.2836,    1.6921
PU2_3770_3600,    2.2836,    1.6921
PU2_2840_3080,    2.2836,    1.6921
PU3_3290_3390,    2.2836,    1.6921
PS0_6160_6161,    2.2836,    1.6921
PS2_6420_6360,    2.2836,    1.6921
PU3_3390_3730,    2.2836,    1.6921
PU2_3630_3590,    2.2836,    1.6921
PU2_3080_3640,    2.2836,    1.6921
PU1_3030_3440,    2.2836,    1.6921
PS3_6161_6280,    2.2836,    1.6921
PS3_6280_6230,    2.2836,    1.6921
PS4_6230_6360,    2.2836,    1.6921
PU0_3611_3530,    2.2836,    1.6921
PU2_4340_3860,    2.2836,    1.6921
PU0_3871_3690,    2.2836,    1.6921
PU3_4280_3860,    2.2836,    1.6921
PS4_6360_5840,    2.2836,    1.6921
PS4_5840_5240,    2.2836,    1.6921
PU3_3860_3610,    2.2836,    1.6921
PU1_3100_3690,    2.2836,    1.6921
PS5_5240_5200,    2.2836,    1.6921
PS5_5200_4380,    2.2836,    1.6921
PS5_4380_4370,    2.2836,    1.6921
PU2_3180_3370,    2.2836,    1.6921
PU2_6050_5190,    2.2836,    1.6921
PU2_3370_4020,    2.2836,    1.6921
PS5_4370_4150,    2.2836,    1.6921
PU2_4360_4160,    2.2836,    1.6921
PU0_6080_5620,    2.2836,    1.6921
PU1_3170_3580,    2.2836,    1.6921
PU2_4160_3930,    2.2836,    1.6921
PU2_5190_4310,    2.2836,    1.6921
PU1_5520_5210,    2.2836,    1.6921
PU2_3140_3680,    2.2836,    1.6921
PU1_3580_3780,    2.2836,    1.6921
PU1_3940_3970,    2.2836,    1.6921
PU1_5820_5380,    2.2836,    1.6921
PU0_5620_5380,    2.2836,    1.6921
PU2_5700_5210,    2.2836,    1.6921
PU3_3680_3890,    2.2836,    1.6921
PU1_3850_4190,    2.2836,    1.6921
PU3_5210_5050,    2.2836,    1.6921
PU1_5380_5050,    2.2836,    1.6921
PU4_5050_4310,    2.2836,    1.6921
PU4_4310_4210,    2.2836,    1.6921
PU1_4840_4760,    2.2836,    1.6921
PU1_4190_4300,    2.2836,    1.6921
PU4_4210_4170,    2.2836,    1.6921
PU2_4720_4750,    2.2836,    1.6921
PU1_4760_4450,    2.2836,    1.6921
PU1_4300_4440,    2.2836,    1.6921
PU2_4750_4450,    2.2836,    1.6921
PU3_4450_4440,    2.2836,    1.6921
PU4_4440_3970,    2.2836,    1.6921
PU4_3970_3890,    2.2836,    1.6921
PU4_3890_3990,    2.2836,    1.6921
PU4_3990_3780,    2.2836,    1.6921
PU4_3780_3930,    2.2836,    1.6921
PU5_3930_4170,    2.2836,    1.6921
PU5_4170_4020,    2.2836,    1.6921
PU6_4020_3870,    2.2836,    1.6921
PU6_3870_3690,    2.2836,    1.6921
PU6_3690_3610,    2.2836,    1.6921
PU6_3610_3530,    2.2836,    1.6921
PU6_3530_3440,    2.2836,    1.6921
PU6_3440_3590,    2.2836,    1.6921
PU6_3590_3640,    2.2836,    1.6921
PU6_3640_3600,    2.2836,    1.6921
PU6_3600_3602,    2.2836,    1.6921
PU6_3602_3730,    2.2836,    1.6921
PU6_3730_3750,    2.2836,    1.6921
PU6_3750_3752,    2.2836,    1.6921
PU6_3752_4080,    2.2836,    1.6921
PU6_4080_4180,    2.2836,    1.6921
PU6_4180_4150,    2.2836,    1.6921
PM7_4150_4290,    2.2836,    1.6921
PM7_4290_4200,    2.2836,    1.6921
PM7_4200_4410,    2.2836,    1.6921
PM7_4410_4620,    2.2836,    1.6921
PM7_4620_4580,    2.2836,    1.6921
PM7_4580_4820,    2.2836,    1.6921
PM7_4820_0001,    2.2836,    1.6921
