 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    1.0147
PL0_4510_0001,    1.1604,    1.2323
JB3_6820_7053,    0.7723,    0.8598
EM2_3980_0001,    0.9563,    0.8492
EL1_5430_0001,    1.0311,    0.9894
EL0_4560_4562,    0.9456,    1.0498
EL0_4561_4562,    0.9456,    1.0498
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.2270,    1.0675
WU2_3020_3320,    1.2270,    1.0675
WM0_3881_3880,    1.0258,    1.1579
WM1_3882_3880,    1.0258,    1.1579
WM3_3880_4060,    1.0258,    1.1579
WM1_3660_3910,    1.0033,    1.0573
PL1_5370_5470, -999.0000,    1.0411
PL1_5230_0001,    0.9889,    0.9995
PL1_4540_0001, -999.0000,    1.0674
PL1_4460_4780,    0.9811,    1.0037
PL0_5540_5490, -999.0000,    0.9540
PL0_5070_0001,    0.9317,    0.9785
PL0_5010_5130,    0.9997,    0.9997
XL1_4690_0001,    1.0756,    1.7489
XL0_5320_0001,    0.8136,    1.0012
