 seg ,TOTN,TOTP
JA1_7600_7570,    1.0368,    1.0325
JA2_7410_7470,    1.0368,    1.0325
JA2_7570_7480,    1.0368,    1.0325
JA1_7640_7280,    1.0368,    1.0325
JA2_7550_7280,    1.0368,    1.0325
JA4_7280_7340,    1.0368,    1.0325
JA4_7340_7470,    1.0368,    1.0325
JA4_7470_7480,    1.0368,    1.0325
JA5_7480_0001,    1.0368,    1.0325
