 seg ,TOTN,TOTP
GY0_3800_3801,    1.3451,    1.5010
GY0_4240_3951,    3.9216,    0.3978
GY0_4530_4532,    1.4196,    1.2161
GY0_4531_4532,    1.7839,    0.9939
GY0_4532_3951,    1.7839,    0.9939
GY0_3951_3952,    1.7839,    0.9939
