TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.010000,1,0.03,0.3,0,50,46.62550,5,0.5,2,0,550,332.5815,5,1,8,0,300,6.637000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,0.005000,1,0.03,0.3,0,50,973.9895,5,0.5,2,0,550,331.1435,5,1,8,0,300,6.660000,6,0.5,1,0,100,0,0,0,0,na,na
A10005,0.120500,1,0.03,0.3,0,50,279.5885,5,0.5,2,0,550,304.5695,5,1,8,0,300,7.963500,6,0.5,1,0,100,0,0,0,0,na,na
A11001,0.002000,1,0.03,0.3,0,50,116.0975,5,0.5,2,0,550,251.9560,5,1,8,0,300,5.631500,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.003000,1,0.03,0.3,0,50,508.9805,5,0.5,2,0,550,240.2260,5,1,8,0,300,6.018000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.004000,1,0.03,0.3,0,50,548.7330,5,0.5,2,0,550,321.0430,5,1,8,0,300,7.054500,6,0.5,1,0,100,0,0,0,0,na,na
A24005,0.002000,1,0.03,0.3,0,50,67.00250,5,0.5,2,0,550,384.6485,5,1,8,0,300,9.001500,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.002000,1,0.03,0.3,0,50,272.6695,5,0.5,2,0,550,360.4445,5,1,8,0,300,7.336500,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,50,260.8525,5,0.5,2,0,550,344.7855,5,1,8,0,300,7.055000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.003000,1,0.03,0.3,0,50,500.6695,5,0.5,2,0,550,354.6860,5,1,8,0,300,7.691500,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.009000,1,0.03,0.3,0,50,186.8175,5,0.5,2,0,550,359.0055,5,1,8,0,300,8.033501,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.007000,1,0.03,0.3,0,50,125.6470,5,0.5,2,0,550,51.19450,5,1,8,0,300,1.953000,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.,1,0.03,0.3,0,50,224.4890,5,0.5,2,0,550,186.2265,5,1,8,0,300,4.210000,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.002000,1,0.03,0.3,0,50,443.8420,5,0.5,2,0,550,330.0475,5,1,8,0,300,6.884000,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.,1,0.03,0.3,0,50,953.0095,5,0.5,2,0,550,323.7400,5,1,8,0,300,7.376500,6,0.5,1,0,100,0,0,0,0,na,na
A24025,0.004000,1,0.03,0.3,0,50,308.0000,5,0.5,2,0,550,397.1495,5,1,8,0,300,8.726000,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.003000,1,0.03,0.3,0,50,311.5080,5,0.5,2,0,550,380.7790,5,1,8,0,300,8.694000,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.004500,1,0.03,0.3,0,50,658.0975,5,0.5,2,0,550,333.9185,5,1,8,0,300,6.172500,6,0.5,1,0,100,0,0,0,0,na,na
A24031,0.002000,1,0.03,0.3,0,50,159.5305,5,0.5,2,0,550,386.3455,5,1,8,0,300,8.752501,6,0.5,1,0,100,0,0,0,0,na,na
A24033,0.005000,1,0.03,0.3,0,50,108.8925,5,0.5,2,0,550,286.6265,5,1,8,0,300,6.314000,6,0.5,1,0,100,0,0,0,0,na,na
A24035,0.009000,1,0.03,0.3,0,50,182.1700,5,0.5,2,0,550,354.1100,5,1,8,0,300,6.627500,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.008000,1,0.03,0.3,0,50,414.0910,5,0.5,2,0,550,176.2990,5,1,8,0,300,3.564500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,1.664000,1,0.03,0.3,0,50,1686.196,5,0.5,2,0,550,191.2995,5,1,8,0,300,5.407000,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.012000,1,0.03,0.3,0,50,341.3905,5,0.5,2,0,550,245.7805,5,1,8,0,300,5.013500,6,0.5,1,0,100,0,0,0,0,na,na
A24043,0.,1,0.03,0.3,0,50,5.748000,5,0.5,2,0,550,344.4820,5,1,8,0,300,7.606000,6,0.5,1,0,100,0,0,0,0,na,na
