TABLE->,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4
VARS->,ORGP,P4AD,P4SU,PLTP,ORGP,P4AD,P4SU,PLTP,ORGP,P4AD,P4SU,PLTP,ORGP,P4AD,P4SU,PLTP
F42069,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42071,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42075,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42079,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42081,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42087,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42097,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42107,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42115,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42117,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42119,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F42133,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51001,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51003,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51005,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51009,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51011,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51013,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51015,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51017,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51019,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51023,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51033,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51041,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51043,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51045,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51053,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51057,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51059,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51061,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51069,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51071,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51079,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51085,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51087,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51091,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51095,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51099,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51101,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51107,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51113,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51121,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51125,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51131,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51137,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51139,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51145,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51147,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51149,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51153,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51157,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51159,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51161,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51163,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51165,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51171,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51177,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51179,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51181,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51187,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51193,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51199,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51510,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51530,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51540,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51550,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51580,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51630,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51650,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51660,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51670,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51700,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51710,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51730,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51735,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51740,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51760,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51790,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51800,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51810,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51820,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F51830,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54003,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54023,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54027,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54031,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54037,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54057,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54063,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54065,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
F54071,10,1,0,0,80,20,0,0,150,100,0,0,200,100,0,0
end,,,,,,,,,,,,,,,,
