landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
A51149,0,0,12.677,13.434,12.677,13.434,8.965,9.211,15.417,17.822,16.02,15.934,0,17.608,15.918,17.608,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51153,0,0,15.646,18.367,15.646,18.367,19.104,19.878,16.252,17.792,19.223,16.609,0,17.78,18.821,17.78,15.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51157,0,0,16.207,16.224,16.207,16.224,27.773,26.899,18.191,19.209,20.906,20.396,0,19.352,19.462,19.352,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51159,0,0,14.58,15.512,14.168,15.155,18.759,17.778,18.03,17.133,15.858,20.763,0,17.52,18.871,17.52,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51161,0,0,14.608,14.962,14.608,14.962,26.196,0,17.48,18.427,18.619,19.98,0,18.084,16.871,18.084,15.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51163,0,0,16.248,16.292,16.248,16.292,17.781,16.385,18.277,19.536,21.692,23.107,0,20.122,20.549,20.122,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51165,0,0,18.843,20.387,18.843,20.387,27.523,27.202,20.946,22.193,22.132,26.913,0,19.154,19.534,19.154,15.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51171,0,0,15.182,17.073,15.182,17.073,28.241,28.102,18.603,19.756,19.8,24.312,0,19.066,19.461,19.066,15.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51177,0,0,13.146,14.958,13.146,14.958,19.746,18.587,18.233,19.022,17.904,21.426,0,17.72,18.186,17.72,15.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51179,0,0,13.691,13.88,13.691,13.88,20.288,21.736,16.371,16.203,17.934,18.888,0,16.619,16.793,16.619,15.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51181,0,0,11.487,11.691,11.487,11.691,8.031,8.302,16.704,18.482,15.921,20.703,0,20.891,20.943,20.891,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51187,0,0,13.559,14.187,13.559,14.187,25.239,23.16,16.163,16.343,23.556,20.952,0,18.836,19.049,18.836,15.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51193,0,0,14.124,14.997,14.124,14.997,21.039,22.98,22.218,21.669,16.09,23.995,0,20.593,21.535,20.593,15.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51199,0,0,9.416,8.627,9.416,8.627,18.226,22.691,16.819,0,16.112,22.681,0,16.342,18.671,16.342,15.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51550,0,0,15.824,16.011,15.824,16.011,23.041,32.276,16.291,14.337,17.64,26.924,0,17.478,15.045,17.478,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51800,0,0,11.487,11.772,11.487,11.772,7.756,7.319,18.523,17.289,15.656,21.09,0,19.532,20.241,19.532,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51810,0,0,16.245,16.882,16.245,16.882,19.801,19.329,15.811,0,17.209,21.286,0,18.551,17.207,18.551,15.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54003,0,0,12.363,12.363,12.363,12.363,29.476,29.476,15.735,15.735,16.797,22.144,22.144,18.605,0,18.605,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54023,0,0,16.383,16.383,16.383,16.383,22.023,22.023,17.299,17.299,19.688,19.659,19.659,20.939,0,20.939,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54027,0,0,13.733,13.733,13.733,13.733,29.05,29.05,17.433,17.433,18.451,17.114,17.114,19.442,0,19.442,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54031,0,0,18.494,18.494,18.494,18.494,24.227,24.227,20.6,20.6,22.438,25.027,25.027,20.247,0,20.247,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54037,0,0,15.224,15.224,15.224,15.224,29.152,29.152,17.66,17.66,17.324,25.542,25.542,18.956,0,18.956,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54057,0,0,13.319,13.319,13.319,13.319,32.867,32.867,14.878,14.878,20.893,17.115,17.115,19.269,0,19.269,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54063,0,0,15.121,0,15.121,0,19.313,0,16.818,0,19.48,20.4,0,21.291,0,21.291,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54065,0,0,10.647,10.647,10.647,10.647,28.814,28.814,15.546,15.546,17.324,16.012,16.012,17.892,0,17.892,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54071,0,0,17.3,17.3,17.3,17.3,21.478,21.478,18.356,18.356,20.471,22.026,22.026,20.704,0,20.704,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54077,0,0,16.708,0,16.984,0,27.329,0,18.101,0,19.298,19.514,0,19.034,0,19.034,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54093,0,0,16.888,0,17.267,0,23.326,0,15.337,0,19.315,16.514,0,20.535,0,20.535,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24001,0,0,14.052,15.544,14.052,15.544,23.921,22.866,16.432,17.249,17.235,20.707,18.974,17.15,18.091,16.204,15.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24021,0,0,14.77,14.565,14.77,14.565,24.898,24.716,21.295,21.42,16.977,28.536,26.363,17.854,18.466,17.854,15.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42001,0,0,11.708,11.708,11.708,11.708,29.341,29.341,19.754,19.754,17.303,24.152,24.152,18.634,0,18.634,15.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42009,0,0,16.338,16.338,16.338,16.338,28.073,28.073,17.591,17.591,17.025,24.631,24.631,18.106,0,18.106,15.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42015,0,0,16.28,16.28,16.28,16.28,24.978,24.978,18.041,18.041,17.641,21.174,21.174,18.241,0,18.241,15.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42027,0,0,15.233,15.233,15.233,15.233,17.16,17.16,18.739,18.739,16.893,24.74,24.74,17.659,0,17.659,15.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42035,0,0,16.002,16.002,16.002,16.002,19.777,19.777,18.656,18.656,16.647,25.213,25.213,17.364,0,17.364,15.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42041,0,0,13.782,13.782,13.782,13.782,28.969,28.969,18.095,18.095,16.67,25.578,25.578,16.867,0,16.867,15.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42043,0,0,12.536,12.536,12.536,12.536,25.29,25.29,20.03,20.03,16.355,25.527,25.527,17.402,0,17.402,15.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42055,0,0,15.077,15.077,15.077,15.077,28.571,28.571,20.092,20.092,16.792,25.838,25.838,17.585,0,17.585,15.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42079,0,0,12.713,12.713,12.713,12.713,24.562,24.562,16.418,16.418,15.984,20.907,20.907,17.429,0,17.429,15.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42081,0,0,13.628,13.628,13.628,13.628,26.097,26.097,16.961,16.961,16.448,22.421,22.421,18.439,0,18.439,15.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42119,0,0,14.627,14.627,14.627,14.627,20.027,20.027,18.132,18.132,16.655,25.745,25.745,17.706,0,17.706,15.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42131,0,0,15.926,15.926,15.926,15.926,25.079,25.079,18.172,18.172,17.362,21.842,21.842,18.936,0,18.936,15.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51003,0,0,13.762,14.471,13.762,14.471,28.074,27.938,17.63,18.066,21.125,20.797,0,19.017,18.856,19.017,15.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51009,0,0,16.489,18.323,16.489,18.323,24.775,23.579,17.806,19.598,19.351,16.499,0,18.918,19.364,18.918,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51015,0,0,16.559,17.922,16.559,17.922,19.84,18.486,20.457,21.605,20.532,24.026,0,20.818,21.195,20.818,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51017,0,0,14.92,15.638,14.92,15.638,19.461,19.317,16.676,16.62,24.596,17.912,0,19.078,19.645,19.078,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51019,0,0,13.689,15.31,13.689,15.31,22.239,22.601,17.54,18.649,20.2,18.298,0,18.609,18.897,18.609,15.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51023,0,0,15.749,16.339,15.749,16.339,26.549,26.182,16.173,16.825,19.262,22.566,0,19.708,20.208,19.708,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51061,0,0,15.735,18.279,15.735,18.279,23.863,22.197,18.528,19.038,19.397,23.23,0,20.144,20.671,20.144,15.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51071,0,0,16.653,19.652,16.653,19.652,17.795,19.008,17.345,18.811,18.193,17.267,0,19.355,22.265,19.355,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51079,0,0,14.873,17.831,14.873,17.831,22.006,22.07,18.959,21.64,18.588,18.457,0,18.195,18.343,18.195,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51091,0,0,22.139,24.445,21.784,23.084,17.746,18.809,18.34,19.724,24.651,19.503,0,19.702,20.245,19.702,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51113,0,0,16.07,17.604,16.07,17.604,25.875,25.615,20.668,22.504,18.57,26.677,0,19.259,19.977,19.259,15.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51125,0,0,11.944,16.661,11.944,16.661,27.393,27.581,17.798,18.468,18.389,17.585,0,18.267,18.316,18.267,15.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51139,0,0,14.992,16.744,14.992,16.744,21.497,19.218,20.751,21.885,21.739,21.851,0,19.025,19.604,19.025,15.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51157,0,0,16.207,16.224,16.207,16.224,27.773,26.899,18.191,19.209,20.906,20.396,0,19.352,19.462,19.352,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51161,0,0,14.608,14.962,14.608,14.962,26.196,0,17.48,18.427,18.619,19.98,0,18.084,16.871,18.084,15.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51163,0,0,16.248,16.292,16.248,16.292,17.781,16.385,18.277,19.536,21.692,23.107,0,20.122,20.549,20.122,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51165,0,0,18.843,20.387,18.843,20.387,27.523,27.202,20.946,22.193,22.132,26.913,0,19.154,19.534,19.154,15.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51171,0,0,15.182,17.073,15.182,17.073,28.241,28.102,18.603,19.756,19.8,24.312,0,19.066,19.461,19.066,15.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51187,0,0,13.559,14.187,13.559,14.187,25.239,23.16,16.163,16.343,23.556,20.952,0,18.836,19.049,18.836,15.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B54023,0,0,16.383,16.383,16.383,16.383,22.023,22.023,17.299,17.299,19.688,19.659,19.659,20.939,0,20.939,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B54031,0,0,18.494,18.494,18.494,18.494,24.227,24.227,20.6,20.6,22.438,25.027,25.027,20.247,0,20.247,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B54057,0,0,13.319,13.319,13.319,13.319,32.867,32.867,14.878,14.878,20.893,17.115,17.115,19.269,0,19.269,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B54071,0,0,17.3,17.3,17.3,17.3,21.478,21.478,18.356,18.356,20.471,22.026,22.026,20.704,0,20.704,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C42009,0,0,16.338,16.338,16.338,16.338,28.073,28.073,17.591,17.591,17.025,24.631,24.631,18.106,0,18.106,15.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C51015,0,0,16.559,17.922,16.559,17.922,19.84,18.486,20.457,21.605,20.532,24.026,0,20.818,21.195,20.818,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C51071,0,0,16.653,19.652,16.653,19.652,17.795,19.008,17.345,18.811,18.193,17.267,0,19.355,22.265,19.355,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C51165,0,0,18.843,20.387,18.843,20.387,27.523,27.202,20.946,22.193,22.132,26.913,0,19.154,19.534,19.154,15.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F10005,0,0,12.89,13.112,12.89,13.112,16.992,18.882,16.711,17.388,15.865,27.773,30.081,18.051,0,0,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24001,0,0,14.052,15.544,14.052,15.544,23.921,22.866,16.432,17.249,17.235,20.707,18.974,17.15,18.091,16.204,15.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24003,0,0,13.628,14.546,13.628,14.546,15.715,20.031,15.768,16.431,16.01,19.65,20.645,16.004,17.715,17.048,15.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24005,0,0,14.706,14.577,14.706,14.577,23.622,23.482,19.785,20.665,17.648,25.781,24.477,18.47,19.3,18.47,15.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24009,0,0,11.224,12.191,11.224,12.191,7.651,14.704,14.328,14.713,15.979,18.4,19.78,15.917,17.048,16.563,15.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24013,0,0,14.1,14.018,14.1,14.018,18.782,17.668,20.713,21.367,16.862,25.293,23.131,18.799,19.159,18.799,15.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24015,0,0,15.162,15.932,15.162,15.932,24.843,24.893,20.225,19.407,16.848,28.572,27.799,19.151,19.788,19.151,15.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24017,0,0,10.742,11.752,10.742,11.752,10.758,13.633,16.013,16.879,16.128,19.405,22.316,16.68,16.336,16.68,15.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24019,0,0,14.925,15.911,14.925,15.911,23.888,22.81,16.924,17.851,15.894,29.859,30.791,20.142,20.522,20.142,15.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24021,0,0,14.77,14.565,14.77,14.565,24.898,24.716,21.295,21.42,16.977,28.536,26.363,17.854,18.466,17.854,15.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24023,0,0,14.879,15.779,14.879,15.779,22.26,21.938,19.295,20.032,17.475,20.456,21.366,18.41,18.408,18.589,15.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24025,0,0,15.987,16.077,15.987,16.077,26.667,24.615,20.481,21.249,18.015,28.688,26.617,18.457,19.157,18.457,15.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24027,0,0,16.218,16.394,16.218,16.394,28.387,23.915,17.397,18.592,16.815,26.272,22.098,16.982,18.193,17.793,15.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24029,0,0,13.267,15.112,13.267,15.112,30.666,26.277,18.788,18.65,16.014,31.56,30.339,17.634,18.661,17.86,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24031,0,0,14.291,13.922,14.291,13.922,25.111,24.757,19.423,19.961,16.466,24.884,22.977,17.99,18.576,17.99,15.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24033,0,0,10.367,10.977,10.367,10.977,13.489,15.075,15.676,16.765,16.024,20.655,19.095,17.69,18.091,17.69,15.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24035,0,0,14.322,16.795,14.322,16.795,24.662,23.154,19.137,20.052,16.004,25.7,23.971,16.922,17.197,16.922,15.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24037,0,0,11.058,12.381,11.058,12.381,8.143,10.204,18.227,18.161,16.158,20.26,20.01,18.486,18.295,18.486,15.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24039,0,0,14.344,16.503,14.344,16.503,15.396,17.606,19.295,21.571,15.798,26.339,25.034,16.31,17.249,16.607,15.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24041,0,0,13.864,15.187,13.864,15.187,22.7,16.903,17.93,19.633,16.008,24.187,22.619,18.259,18.727,18.259,15.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24043,0,0,14.181,15.227,14.181,15.227,27.508,26.991,19.886,20.69,17.08,27.221,26.322,19.011,19.513,18.414,15.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24045,0,0,13.959,13.792,13.959,13.792,17,18.078,19.123,17.59,17.44,31.794,28.747,17.493,18.88,18.004,15.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F24510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36003,0,0,16.494,17.687,16.494,17.687,15.446,16.403,18.575,18.565,17.331,21.92,21.896,18.938,0,18.938,15.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36007,0,0,19.4,20.292,19.4,20.292,24.05,25.494,17.583,17.438,19.61,20.671,18.206,19.68,0,19.68,15.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36015,0,0,15.616,16.066,15.263,15.584,28.244,26.144,16.096,15.557,17.292,22.838,19.218,18.656,0,18.656,15.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36025,0,0,20.851,20.738,20.798,20.414,21.147,22.377,19.024,16.715,23.696,22.158,20.531,19.936,0,19.936,15.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36101,0,0,14.616,15.305,14.616,15.305,24.602,24.019,17.914,17.489,17.337,21.108,21.002,19.211,0,19.211,15.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42001,0,0,11.708,11.708,11.708,11.708,29.341,29.341,19.754,19.754,17.303,24.152,24.152,18.634,0,18.634,15.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42009,0,0,16.338,16.338,16.338,16.338,28.073,28.073,17.591,17.591,17.025,24.631,24.631,18.106,0,18.106,15.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42011,0,0,15.53,15.53,15.53,15.53,27.067,27.067,21.232,21.232,17.118,27.258,27.258,18.542,0,18.542,15.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42013,0,0,18.386,18.386,18.386,18.386,31.425,31.425,16.922,16.922,17.781,27.242,27.242,18.517,0,18.517,15.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42021,0,0,11.431,11.431,11.431,11.524,20.43,20.43,18.011,18.011,16.991,21.398,21.398,16.744,0,16.744,15.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42027,0,0,15.233,15.233,15.233,15.233,17.16,17.16,18.739,18.739,16.893,24.74,24.74,17.659,0,17.659,15.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42033,0,0,12.46,12.46,12.46,12.46,23.329,23.239,15.849,15.849,16.877,19.404,19.404,17.201,0,17.201,15.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42035,0,0,16.002,16.002,16.002,16.002,19.777,19.777,18.656,18.656,16.647,25.213,25.213,17.364,0,17.364,15.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42041,0,0,13.782,13.782,13.782,13.782,28.969,28.969,18.095,18.095,16.67,25.578,25.578,16.867,0,16.867,15.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42043,0,0,12.536,12.536,12.536,12.536,25.29,25.29,20.03,20.03,16.355,25.527,25.527,17.402,0,17.402,15.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42055,0,0,15.077,15.077,15.077,15.077,28.571,28.571,20.092,20.092,16.792,25.838,25.838,17.585,0,17.585,15.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42061,0,0,16.014,16.014,16.014,16.014,23.151,23.151,16.735,16.735,16.467,24.576,24.576,17.825,0,17.825,15.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42069,0,0,15.702,15.702,15.702,15.702,24.876,24.876,18.172,18.172,17.464,20.873,20.873,17.718,0,17.718,15.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42071,0,0,19.46,19.46,19.46,19.46,15.516,15.516,20.977,20.977,17.186,31.113,31.113,18.047,0,18.047,15.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42075,0,0,17.036,17.036,17.036,17.036,23.858,23.858,20.522,20.522,17.955,28.319,28.319,17.839,0,17.839,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42079,0,0,12.713,12.713,12.713,12.713,24.562,24.562,16.418,16.418,15.984,20.907,20.907,17.429,0,17.429,15.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42081,0,0,13.628,13.628,13.628,13.628,26.097,26.097,16.961,16.961,16.448,22.421,22.421,18.439,0,18.439,15.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42087,0,0,17.094,17.094,17.094,17.094,26.525,26.525,19.306,19.306,17.173,28.644,28.644,17.447,0,17.447,15.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42097,0,0,13.388,13.388,13.388,13.388,20.2,20.2,20.268,20.268,15.954,26.014,26.014,16.804,0,16.804,15.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42107,0,0,11.898,11.898,11.898,11.898,24.056,24.056,18.249,18.249,16.245,25.797,25.797,16.939,0,16.939,15.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42115,0,0,17.944,17.944,17.944,17.944,19.161,19.161,18.46,18.46,19.336,20.875,20.875,18.427,0,18.427,15.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42117,0,0,15.685,15.685,15.685,15.685,21.417,21.417,18.647,18.647,19.207,21.147,21.147,19.285,0,19.285,15.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42119,0,0,14.627,14.627,14.627,14.627,20.027,20.027,18.132,18.132,16.655,25.745,25.745,17.706,0,17.706,15.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F42133,0,0,13.604,13.604,13.604,13.604,23.217,23.217,19.37,19.37,16.819,26.097,26.097,18.423,0,18.423,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51001,0,0,12.985,14.89,12.985,14.89,13.111,14.115,18.381,17.047,15.92,20.794,0,20.163,20.813,20.163,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51003,0,0,13.762,14.471,13.762,14.471,28.074,27.938,17.63,18.066,21.125,20.797,0,19.017,18.856,19.017,15.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51005,0,0,17.983,19.179,17.983,19.179,23.682,25.115,15.332,15.397,17.839,19.051,0,18.476,18.523,18.476,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51009,0,0,16.489,18.323,16.489,18.323,24.775,23.579,17.806,19.598,19.351,16.499,0,18.918,19.364,18.918,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51011,0,0,11.887,12.499,11.887,12.499,11.167,11.148,16.418,17.559,16.823,19.214,0,17.519,17.797,17.519,15.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
