 point source,river,land
 wwtp,DE0_5650_0000,A51001
 wwtp,JL1_7200_7250,A51125
 wwtp,YL0_6581_0000,A51119
 wwtp,PL2_4970_5250,A51153
 wwtp,JU3_6950_7330,A51005
 wwtp,RU2_5810_5610,A51047
 wwtp,EL0_6191_0000,A51001
 wwtp,JA4_7280_7340,A51145
 wwtp,JU5_7300_7510,A51023
 wwtp,RU3_5610_5640,A51047
 wwtp,PS5_4380_4370,B51187
 wwtp,PS4_5080_4380,A51171
 wwtp,YM1_6370_6620,A51033
 wwtp,JU3_6950_7330,A51017
 wwtp,JL6_7440_7430,B51019
 wwtp,PL0_6140_0000,A51133
 wwtp,JB0_7382_0000,A51550
 wwtp,PL0_5730_5690,A51179
 wwtp,JL6_6740_7100,A51065
 wwtp,RU5_6030_0001,A51177
 wwtp,PS3_5990_6161,B51165
 wwtp,PS4_5080_4380,A51069
 wwtp,PS2_5560_5100,B51171
 wwtp,PS3_5990_6161,A51015
 wwtp,PS4_6230_6360,A51165
 wwtp,PS2_6420_6360,A51015
 wwtp,PS3_5990_6161,F51165
 wwtp,PS2_5550_5560,B51165
 wwtp,PS1_4790_4830,A51069
 wwtp,JU3_6790_7260,A51015
 wwtp,PS3_6280_6230,A51165
 wwtp,PS0_6160_6161,A51165
 wwtp,JU3_6650_7300,B51017
 wwtp,PS5_5240_5200,B51187
 wwtp,JU2_7180_7380,A51163
 wwtp,PS1_4830_5080,B51171
 wwtp,PS2_5550_5560,A51165
 wwtp,PS1_4790_4830,F51171
 wwtp,PS5_5200_4380,F51187
 wwtp,PS1_4830_5080,A51187
 wwtp,PS4_5080_4380,F51171
 wwtp,PS2_5550_5560,F51165
 wwtp,JU3_6650_7300,A51017
 wwtp,JU1_6340_6650,B51091
 wwtp,JU3_7400_7510,A51023
 wwtp,JB0_7072_0000,A51095
 wwtp,JB0_7050_0000,A51095
 wwtp,YL0_7370_0000,A51650
 wwtp,JB0_7382_0000,F51550
 wwtp,YP4_6720_6750,A51085
 wwtp,JB0_7071_0000,A51087
 wwtp,JA4_7280_7340,A51049
 wwtp,JL3_7020_7100,A51049
 wwtp,JL6_7150_6890,A51029
 wwtp,JA2_7550_7280,A51049
 wwtp,JB3_6820_7053,A51087
 wwtp,PL0_6140_0000,A51193
 wwtp,YL0_7230_0000,A51073
 wwtp,JB0_7073_0000,A51036
 wwtp,JA4_7470_7480,A51007
 wwtp,JL7_7070_0001,A51041
 wwtp,JA2_7410_7470,A51007
 wwtp,JL7_7030_6800,A51145
 wwtp,JB0_7270_0000,A51149
 wwtp,PL0_5141_5140,A51153
 wwtp,PL2_5140_5360,A51153
 wwtp,YP3_6470_6690,A51137
 wwtp,PL3_5360_5250,A51153
 wwtp,PL2_5470_5360,A51153
 wwtp,PL0_5493_0000,A51179
 wwtp,PM2_4860_4670,B51061
 wwtp,PL2_4970_5250,A51107
 wwtp,PM2_4860_4670,A51061
 wwtp,RU3_6170_6040,A51047
 wwtp,YM3_6430_6620,A51177
 wwtp,PL3_5250_0001,A51153
 wwtp,PL2_5140_5360,A51061
 wwtp,JA2_7550_7280,A51029
 wwtp,JL2_7120_6970,A51029
 wwtp,JA1_7640_7280,A51147
 wwtp,JU1_6300_6650,B51091
 wwtp,PU2_3630_3590,A51069
 wwtp,PS4_5840_5240,C51165
 wwtp,PS2_5560_5100,B51165
 wwtp,JL1_6770_6850,A51125
 wwtp,JU4_7000_7300,F51017
 wwtp,PS5_5240_5200,B51139
 wwtp,JL2_6440_6441,B51003
 wwtp,PS3_5100_5080,A51187
 wwtp,JA2_7550_7280,A51011
 wwtp,JL2_6240_6520,A51003
 wwtp,JL1_6770_6850,B51125
 wwtp,EL0_7220_0000,A51131
 wwtp,JA2_7410_7470,A51135
 wwtp,JA2_7570_7480,A51007
 wwtp,JA4_7280_7340,A51007
 wwtp,JA4_7340_7470,A51145
 wwtp,JA5_7460_0000,A51041
 wwtp,JB0_7270_0000,A51036
 wwtp,JB0_7383_0000,A51550
 wwtp,JB3_6820_7053,A51036
 wwtp,JL1_6760_6910,A51003
 wwtp,JL1_6770_6850,A51003
 wwtp,JL1_7530_7430,A51011
 wwtp,JL6_6740_7100,A51075
 wwtp,JL6_7320_7150,A51125
 wwtp,JL7_7030_6800,A51049
 wwtp,JU1_6300_6650,B51017
 wwtp,JU1_6880_7260,A51015
 wwtp,JU3_6380_6900,A51091
 wwtp,JU3_6640_6790,C51015
 wwtp,JU3_6650_7300,A51005
 wwtp,RU2_6090_6220,A51079
 wwtp,YP1_6570_6680,A51085
 wwtp,JL6_6970_6740,A51029
 wwtp,SU4_0580_0630,A36101
 wwtp,SU2_0070_0090,A36053
 wwtp,SU4_0270_0430,A36017
 wwtp,SU3_0370_0490,A36101
 wwtp,SU3_0170_0270,A36017
 wwtp,SU2_0510_0570,A36003
 wwtp,SU7_0550_0540,A36107
 wwtp,SU2_0570_0580,A36101
 wwtp,SU2_0030_0140,A36077
 wwtp,SU3_0490_0530,A36101
 wwtp,SU6_0500_0550,A36007
 wwtp,SU5_0530_0610,A36101
 wwtp,SU2_0160_0260,A36067
 wwtp,SU4_0260_0350,A36023
 wwtp,SU2_0440_0550,A36007
 wwtp,SU5_0340_0310,A36025
 wwtp,SU5_0310_0400,A36017
 wwtp,SU2_0450_0720,A36107
 wwtp,SU4_0220_0250,A36077
 wwtp,SU2_0020_0140,A36077
 wwtp,SU2_0110_0240,A36053
 wwtp,SU5_0530_0610,A36015
 wwtp,SU2_0470_0590,A36109
 wwtp,SU6_0520_0500,A36007
 wwtp,SU3_0490_0530,A36097
 wwtp,SU3_0240_0350,A36017
 wwtp,SU5_0420_0500,A36007
 wwtp,SU6_0480_0520,A36007
 wwtp,SU5_0600_0750,A36015
 wwtp,SU2_0740_0741,A36101
 wwtp,SU2_0640_0630,A36101
 wwtp,SU7_0540_0720,A36107
 wwtp,PU2_4220_3900,A54003
 wwtp,PU4_4310_4210,B54031
 wwtp,PU4_4310_4210,A54027
 wwtp,PU4_5050_4310,B54023
 wwtp,PS5_4380_4370,A54037
 wwtp,PU2_3900_3750,A54003
 wwtp,PU4_3970_3890,A54057
 wwtp,PU6_4080_4180,A54037
 wwtp,PU0_5620_5380,A54071
 wwtp,PU6_4020_3870,A54065
 wwtp,PU6_3530_3440,A54065
 wwtp,PU6_3610_3530,A54065
 wwtp,PS5_4370_4150,F54037
 wwtp,PU2_4160_3930,B54057
 wwtp,PU3_4280_3860,A54031
 wwtp,PU6_4020_3870,A54027
 wwtp,PS5_4370_4150,A54037
 wwtp,PU2_4720_4750,A54023
 wwtp,PU3_4450_4440,A54057
 wwtp,PU3_4280_3860,A54027
 wwtp,PU6_3602_3730,A54003
 wwtp,PU6_4180_4150,A54037
 wwtp,PU0_6080_5620,B54071
 wwtp,PU1_5520_5210,B54071
 wwtp,PU2_4340_3860,A54027
 wwtp,PU2_3770_3600,A54003
 wwtp,PU2_4360_4160,B54057
 wwtp,PU6_3730_3750,A54003
 wwtp,PU3_4280_3860,F54031
 wwtp,PU3_5210_5050,F54071
 wwtp,PU6_3640_3600,A54003
 wwtp,PU2_3630_3590,A54065
 wwtp,PU1_4760_4450,A54023
 wwtp,PU4_3780_3930,B54057
 wwtp,PU3_5210_5050,A54023
 wwtp,PU2_5700_5210,B54071
 wwtp,PU1_5820_5380,F54071
 wwtp,PU1_5380_5050,B54023
 wwtp,PU1_4840_4760,A54023
 wwtp,PU0_6080_5620,A54071
 wwtp,PU1_5380_5050,F54023
 wwtp,PU3_3860_3610,A54027
 wwtp,PU2_6050_5190,F54071
 wwtp,PU2_5700_5210,F54071
