TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.377500,1,0.03,0.3,0,61.31850,26.79050,5,0.5,2,0,2481.571,0.011000,5,1,8,0,1474.700,0.002000,6,0.5,1,0,1052.572,0,0,0,0,na,na
A10003,0.715500,1,0.03,0.3,0,69.57750,26.85400,5,0.5,2,0,2487.742,0.030500,5,1,8,0,1438.723,0.010500,6,0.5,1,0,1063.105,0,0,0,0,na,na
A10005,0.362500,1,0.03,0.3,0,53.42800,25.50950,5,0.5,2,0,2430.058,0.074000,5,1,8,0,1460.285,0.023000,6,0.5,1,0,1067.870,0,0,0,0,na,na
A11001,0.603000,1,0.03,0.3,0,55.87400,28.27150,5,0.5,2,0,2651.979,0.017000,5,1,8,0,1479.732,0.003000,6,0.5,1,0,1047.214,0,0,0,0,na,na
A24001,0.937000,1,0.03,0.3,0,68.59250,31.02450,5,0.5,2,0,2450.006,0.019000,5,1,8,0,1447.227,0.004000,6,0.5,1,0,1058.221,0,0,0,0,na,na
A24003,0.604500,1,0.03,0.3,0,68.50200,25.93550,5,0.5,2,0,2520.942,0.027500,5,1,8,0,1427.941,0.011000,6,0.5,1,0,1071.467,0,0,0,0,na,na
A24005,0.240500,1,0.03,0.3,0,63.56850,30.85600,5,0.5,2,0,2468.685,0.129500,5,1,8,0,1486.529,0.039500,6,0.5,1,0,1057.596,0,0,0,0,na,na
A24009,0.677500,1,0.03,0.3,0,61.32300,24.88450,5,0.5,2,0,2462.657,0.014000,5,1,8,0,1469.380,0.003500,6,0.5,1,0,1058.054,0,0,0,0,na,na
A24011,0.992000,1,0.03,0.3,0,65.90700,24.10850,5,0.5,2,0,2474.664,0.015500,5,1,8,0,1430.826,0.005000,6,0.5,1,0,1063.906,0,0,0,0,na,na
A24013,0.620000,1,0.03,0.3,0,65.70800,32.22100,5,0.5,2,0,2500.455,0.087500,5,1,8,0,1474.545,0.025000,6,0.5,1,0,1056.612,0,0,0,0,na,na
A24015,0.456500,1,0.03,0.3,0,69.97150,31.16050,5,0.5,2,0,2539.715,0.035500,5,1,8,0,1473.772,0.010000,6,0.5,1,0,1055.509,0,0,0,0,na,na
A24017,1.170000,1,0.03,0.3,0,60.23300,21.67250,5,0.5,2,0,2469.901,0.014500,5,1,8,0,1459.230,0.003000,6,0.5,1,0,1045.198,0,0,0,0,na,na
A24019,0.997500,1,0.03,0.3,0,53.79700,20.79000,5,0.5,2,0,2417.962,0.015500,5,1,8,0,1444.880,0.004000,6,0.5,1,0,1047.234,0,0,0,0,na,na
A24021,0.535000,1,0.03,0.3,0,62.69450,28.36700,5,0.5,2,0,2515.580,0.038500,5,1,8,0,1485.876,0.009500,6,0.5,1,0,1046.207,0,0,0,0,na,na
A24023,1.549500,1,0.03,0.3,0,73.69300,33.91700,5,0.5,2,0,2234.812,0.154750,5,1,8,0,1453.841,0.061000,6,0.5,1,0,1054.467,0,0,0,0,na,na
A24025,0.339000,1,0.03,0.3,0,69.34900,30.44000,5,0.5,2,0,2455.958,0.090500,5,1,8,0,1491.707,0.025000,6,0.5,1,0,1056.904,0,0,0,0,na,na
A24027,0.456500,1,0.03,0.3,0,64.14350,31.08800,5,0.5,2,0,2524.032,0.113500,5,1,8,0,1479.733,0.028000,6,0.5,1,0,1058.439,0,0,0,0,na,na
A24029,0.632000,1,0.03,0.3,0,73.67250,26.06900,5,0.5,2,0,2487.552,0.034000,5,1,8,0,1458.693,0.010000,6,0.5,1,0,1049.228,0,0,0,0,na,na
A24031,0.433000,1,0.03,0.3,0,65.77350,30.71100,5,0.5,2,0,2534.640,0.095500,5,1,8,0,1475.212,0.023000,6,0.5,1,0,1057.454,0,0,0,0,na,na
A24033,0.593500,1,0.03,0.3,0,59.51550,27.27250,5,0.5,2,0,2555.611,0.017000,5,1,8,0,1470.947,0.003000,6,0.5,1,0,1052.395,0,0,0,0,na,na
A24035,0.418000,1,0.03,0.3,0,70.49049,26.61500,5,0.5,2,0,2476.557,0.026000,5,1,8,0,1479.026,0.007000,6,0.5,1,0,1047.561,0,0,0,0,na,na
